event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
24,238,740.1079688482782,1009.8669467331017,0.8804239617636129,11434.9501953125,12982.86557521914,-2.0,0.13536704169828162
