constant_loss,events,fitness,index,initial_flow_area_ratio,initial_loss,mean_abs_peak_lag_hours,mean_nse,mean_peak_relative_error,recession_factor,returncode,seconds,status,storage_min,tc_min
0.25,1.0,0.2217029231,209,0.001,7.5,2.0,0.3722192161,0.652581465,0.7,0,2.281,ok,15.0,25.0
0.25,1.0,0.2214461242,210,0.0025,7.5,2.0,0.3720132922,0.6528358396,0.7,0,2.29,ok,15.0,25.0
0.25,1.0,0.1927307123,211,0.001,7.5,2.0,0.343287825,0.6527855634,0.8,0,2.494,ok,15.0,25.0
0.25,1.0,0.1920439909,212,0.0025,7.5,2.0,0.342713208,0.6533460854,0.8,0,2.243,ok,15.0,25.0
0.25,1.0,0.7768710035,213,0.001,7.5,1.0,0.8236591571,0.1839407677,0.7,0,2.224,ok,30.0,25.0
0.25,1.0,0.7769238558,214,0.0025,7.5,1.0,0.8237606659,0.1841840503,0.7,0,2.195,ok,30.0,25.0
0.25,1.0,0.7734719929,215,0.001,7.5,1.0,0.8203003893,0.1841419817,0.8,0,2.521,ok,30.0,25.0
0.25,1.0,0.773392147,216,0.0025,7.5,1.0,0.820329564,0.1846870852,0.8,0,2.186,ok,30.0,25.0
0.25,1.0,0.3499991668,217,0.001,7.5,1.0,0.470267962,0.5513439762,0.7,0,2.521,ok,15.0,30.0
0.25,1.0,0.3498183254,218,0.0025,7.5,1.0,0.4701357772,0.5515872587,0.7,0,2.196,ok,15.0,30.0
0.25,1.0,0.3242438519,219,0.001,7.5,1.0,0.4445528899,0.5515451902,0.8,0,2.319,ok,15.0,30.0
0.25,1.0,0.3236816715,220,0.0025,7.5,1.0,0.4440997303,0.5520902937,0.8,0,2.216,ok,15.0,30.0
0.25,1.0,0.7020496163,221,0.001,7.5,4.0,0.769132022,0.1354120287,0.7,0,2.205,ok,30.0,30.0
0.25,1.0,0.7021570904,222,0.0025,7.5,4.0,0.769286031,0.1356447029,0.7,0,2.494,ok,30.0,30.0
0.25,1.0,0.7002103143,223,0.001,7.5,4.0,0.7673323781,0.1356103186,0.8,0,2.209,ok,30.0,30.0
0.25,1.0,0.7002156824,224,0.0025,7.5,4.0,0.7674437679,0.1361404277,0.8,0,2.478,ok,30.0,30.0
0.5,1.0,-0.1386554991,225,0.001,7.5,7.0,0.0935140491,0.8108477411,0.7,0,2.196,ok,15.0,15.0
0.5,1.0,-0.1387533746,226,0.0025,7.5,7.0,0.0934371734,0.8109527397,0.7,0,2.556,ok,15.0,15.0
0.5,1.0,-0.1629911053,227,0.001,7.5,7.0,0.0693351528,0.8116312905,0.8,0,2.211,ok,15.0,15.0
0.5,1.0,-0.1631774823,228,0.0025,7.5,7.0,0.0691831,0.8118029113,0.8,0,2.483,ok,15.0,15.0
0.5,1.0,0.7447705295,229,0.001,7.5,5.0,0.8441566086,0.2469303958,0.7,0,2.188,ok,30.0,15.0
0.5,1.0,0.7448543107,230,0.0025,7.5,5.0,0.8442935844,0.2471963681,0.7,0,2.444,ok,30.0,15.0
0.5,1.0,0.7390804284,231,0.001,7.5,5.0,0.8385078948,0.2471373321,0.8,0,2.278,ok,30.0,15.0
0.5,1.0,0.7391161622,232,0.0025,7.5,5.0,0.838658904,0.2477137089,0.8,0,2.459,ok,30.0,15.0
0.5,1.0,0.1377301947,233,0.001,7.5,4.0,0.3157546543,0.6901222979,0.7,0,2.251,ok,15.0,20.0
0.5,1.0,0.1375504816,234,0.0025,7.5,4.0,0.315627351,0.6903843467,0.7,0,2.211,ok,15.0,20.0
0.5,1.0,0.1162354154,235,0.001,7.5,4.0,0.2943010742,0.6903282938,0.8,0,2.478,ok,15.0,20.0
0.5,1.0,0.1157300363,236,0.0025,7.5,4.0,0.2939099036,0.6908993364,0.8,0,2.196,ok,15.0,20.0
0.5,1.0,0.8085341841,237,0.001,7.5,2.0,0.8657196785,0.1859274718,0.7,0,2.456,ok,30.0,20.0
0.5,1.0,0.8086697914,238,0.0025,7.5,2.0,0.8659061607,0.1861818464,0.7,0,2.245,ok,30.0,20.0
0.5,1.0,0.8045932455,239,0.001,7.5,2.0,0.8618195595,0.1861315702,0.8,0,2.535,ok,30.0,20.0
0.5,1.0,0.8047098564,240,0.0025,7.5,2.0,0.8620482749,0.1866920922,0.8,0,2.182,ok,30.0,20.0
0.5,1.0,0.3363667566,241,0.001,7.5,2.0,0.4740640115,0.5884862746,0.7,0,2.496,ok,15.0,25.0
0.5,1.0,0.3362576016,242,0.0025,7.5,2.0,0.4740057314,0.5887406491,0.7,0,2.212,ok,15.0,25.0
0.5,1.0,0.3121991479,243,0.001,7.5,2.0,0.4499372225,0.5886903729,0.8,0,2.21,ok,15.0,25.0
0.5,1.0,0.3118061495,244,0.0025,7.5,2.0,0.4496563285,0.589250895,0.8,0,2.522,ok,15.0,25.0
0.5,1.0,0.808849264,245,0.001,7.5,1.0,0.8454249389,0.1328783749,0.7,0,2.289,ok,30.0,25.0
0.5,1.0,0.8090381128,246,0.0025,7.5,1.0,0.8456624443,0.1331216574,0.7,0,2.223,ok,30.0,25.0
0.5,1.0,0.8062658279,247,0.001,7.5,1.0,0.8428817456,0.1330795888,0.8,0,2.466,ok,30.0,25.0
0.5,1.0,0.8064658633,248,0.0025,7.5,1.0,0.8431908017,0.1336246923,0.8,0,2.485,ok,30.0,25.0
0.5,1.0,0.4513268824,249,0.001,7.5,1.0,0.5592433191,0.4895821833,0.7,0,2.238,ok,15.0,30.0
0.5,1.0,0.4512907015,250,0.0025,7.5,1.0,0.5592557947,0.4898254658,0.7,0,2.484,ok,15.0,30.0
0.5,1.0,0.4299226117,251,0.001,7.5,1.0,0.5378792912,0.4897833972,0.8,0,2.214,ok,15.0,30.0
0.5,1.0,0.4296509454,252,0.0025,7.5,1.0,0.5377166456,0.4903285007,0.8,0,2.497,ok,15.0,30.0
0.5,1.0,0.7310381708,253,0.001,7.5,4.0,0.788191395,0.0857661208,0.7,0,2.281,ok,30.0,30.0
0.5,1.0,0.7312791031,254,0.0025,7.5,4.0,0.7884788621,0.085998795,0.7,0,2.506,ok,30.0,30.0
0.5,1.0,0.7297006184,255,0.001,7.5,4.0,0.7868935005,0.0859644107,0.8,0,2.204,ok,30.0,30.0
0.5,1.0,0.7299829131,256,0.0025,7.5,4.0,0.787281817,0.0864945197,0.8,0,2.157,ok,30.0,30.0
0.75,1.0,-0.0121019768,257,0.001,7.5,7.0,0.2065471711,0.7432457395,0.7,0,2.279,ok,15.0,15.0
0.75,1.0,-0.0121451751,258,0.0025,7.5,7.0,0.2065245195,0.743348473,0.7,0,2.189,ok,15.0,15.0
0.75,1.0,-0.0312250591,259,0.001,7.5,7.0,0.1876290601,0.744270596,0.8,0,2.486,ok,15.0,15.0
0.75,1.0,-0.0313260275,260,0.0025,7.5,7.0,0.1875607983,0.7444341288,0.8,0,2.265,ok,15.0,15.0
0.75,1.0,0.7719665501,261,0.001,7.5,5.0,0.8607615411,0.193974955,0.7,0,2.471,ok,30.0,15.0
0.75,1.0,0.7721823048,262,0.0025,7.5,5.0,0.8610304903,0.1942409274,0.7,0,2.236,ok,30.0,15.0
0.75,1.0,0.7676838018,263,0.001,7.5,5.0,0.8565201801,0.1941818913,0.8,0,2.48,ok,30.0,15.0
0.75,1.0,0.7679890299,264,0.0025,7.5,5.0,0.8569406835,0.1947582681,0.8,0,2.229,ok,30.0,15.0
0.75,1.0,0.2477937888,265,0.001,7.5,4.0,0.4125511295,0.6237867037,0.7,0,2.571,ok,15.0,20.0
0.75,1.0,0.2477558821,266,0.0025,7.5,4.0,0.4125656326,0.6240487525,0.7,0,2.253,ok,15.0,20.0
0.75,1.0,0.2310768035,267,0.001,7.5,4.0,0.3958753434,0.6239926996,0.8,0,2.091,ok,15.0,20.0
0.75,1.0,0.2308531544,268,0.0025,7.5,4.0,0.3957659029,0.6245637423,0.8,0,2.232,ok,15.0,20.0
0.75,1.0,0.8305922211,269,0.001,7.5,2.0,0.8774396084,0.134236937,0.7,0,2.198,ok,30.0,20.0
0.75,1.0,0.8308578919,270,0.0025,7.5,2.0,0.8777561542,0.1344913115,0.7,0,2.497,ok,30.0,20.0
0.75,1.0,0.827707429,271,0.001,7.5,2.0,0.8745956361,0.1344410353,0.8,0,2.433,ok,30.0,20.0
0.75,1.0,0.8280917148,272,0.0025,7.5,2.0,0.8750920263,0.1350015574,0.8,0,2.477,ok,30.0,20.0
0.75,1.0,0.4325770678,273,0.001,7.5,2.0,0.55750518,0.5246405611,0.7,0,2.26,ok,15.0,25.0
0.75,1.0,0.4326075274,274,0.0025,7.5,2.0,0.5575865145,0.5248949357,0.7,0,2.193,ok,15.0,25.0
0.75,1.0,0.412916134,275,0.001,7.5,2.0,0.5378850659,0.5248446594,0.8,0,2.262,ok,15.0,25.0
0.75,1.0,0.412802989,276,0.0025,7.5,2.0,0.5378840253,0.5254051815,0.8,0,2.164,ok,15.0,25.0
0.75,1.0,0.827098987,277,0.001,7.5,1.0,0.8536062548,0.082536339,0.7,0,2.446,ok,30.0,25.0
0.75,1.0,0.8274155062,278,0.0025,7.5,1.0,0.8539714305,0.0827796216,0.7,0,2.235,ok,30.0,25.0
0.75,1.0,0.8252811705,279,0.001,7.5,1.0,0.8518286811,0.082737553,0.8,0,2.537,ok,30.0,25.0
0.75,1.0,0.8257461527,280,0.0025,7.5,1.0,0.852402684,0.0832826565,0.8,0,2.223,ok,30.0,25.0
0.75,1.0,0.5349529373,281,0.001,7.5,1.0,0.6305669435,0.428070031,0.7,0,2.238,ok,15.0,30.0
0.75,1.0,0.5350533918,282,0.0025,7.5,1.0,0.6307160545,0.4283133135,0.7,0,2.485,ok,15.0,30.0
0.75,1.0,0.5176239136,283,0.001,7.5,1.0,0.6132781626,0.428271245,0.8,0,2.223,ok,15.0,30.0
0.75,1.0,0.5176287739,284,0.0025,7.5,1.0,0.6133920436,0.4288163485,0.8,0,2.533,ok,15.0,30.0
0.75,1.0,0.7468035547,285,0.001,7.5,4.0,0.794170539,0.0368349214,0.7,0,2.183,ok,30.0,30.0
0.75,1.0,0.747169588,286,0.0025,7.5,4.0,0.7945831071,0.0370675956,0.7,0,2.535,ok,30.0,30.0
0.75,1.0,0.7459409536,287,0.001,7.5,4.0,0.7933475959,0.0370332113,0.8,0,2.177,ok,30.0,30.0
0.75,1.0,0.7464850897,288,0.0025,7.5,4.0,0.7939977538,0.0375633204,0.8,0,2.548,ok,30.0,30.0
