event_id,timestamp_label,86510000_rain_mm_sum,86510000_rain_count,86510000_flow_mean,86510000_flow_count,86510000_level_mean,86510000_level_count,86472000_rain_mm_sum,86472000_rain_count,86472000_flow_mean,86472000_flow_count,86472000_level_mean,86472000_level_count,02851044_rain_mm_sum,02851044_rain_count,02851044_flow_mean,02851044_flow_count,02851044_level_mean,02851044_level_count,02851072_rain_mm_sum,02851072_rain_count,02851072_flow_mean,02851072_flow_count,02851072_level_mean,02851072_level_count
24,2023-11-13 00:00:00,0.0,4,551.275,4,328.25,4,0.0,4,423.03,4,445.0,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 01:00:00,0.4,4,557.825,4,330.25,4,0.0,4,425.47,4,446.0,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 02:00:00,0.0,4,565.25,4,332.5,4,0.0,4,418.17,4,443.0,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 03:00:00,0.0,4,566.9,4,333.0,4,0.0,4,421.815,4,444.5,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 04:00:00,0.0,4,566.075,4,332.75,4,20.2,4,440.225,4,452.0,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 05:00:00,41.6,4,591.85,4,340.5,4,3.0,4,476.07,4,466.25,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 06:00:00,3.2,4,612.1,4,346.5,4,3.8,4,520.75,4,483.5,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 07:00:00,3.6,4,648.85,4,357.25,4,2.0,4,569.735,4,501.75,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 08:00:00,3.8,4,688.025,4,368.5,4,2.0,4,609.115,4,516.0,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 09:00:00,4.0,4,745.125,4,384.5,4,3.2,4,682.2875,4,541.5,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 10:00:00,1.6,4,827.8,4,407.0,4,1.0,4,772.7575,4,571.75,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 11:00:00,1.8,4,912.175,4,429.25,4,0.6,4,843.7125,4,594.5,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 12:00:00,0.4,4,996.225,4,450.75,4,0.0,4,958.44,4,629.75,4,,0,,0,,0,,0,,0,,0
24,2023-11-13 13:00:00,0.0,4,1096.025,4,475.5,4,0.0,4,1081.8075,4,666.0,4,,0,,0,,0,,0,,0,,0
