event_id,timestamp_label,86510000_rain_mm_sum,86510000_rain_count,86510000_flow_mean,86510000_flow_count,86510000_level_mean,86510000_level_count,86472000_rain_mm_sum,86472000_rain_count,86472000_flow_mean,86472000_flow_count,86472000_level_mean,86472000_level_count,02851044_rain_mm_sum,02851044_rain_count,02851044_flow_mean,02851044_flow_count,02851044_level_mean,02851044_level_count,02851072_rain_mm_sum,02851072_rain_count,02851072_flow_mean,02851072_flow_count,02851072_level_mean,02851072_level_count
26,2024-04-11 12:00:00,0.0,4,148.875,4,179.75,4,0.0,4,29.0,4,237.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 13:00:00,0.0,4,132.925,4,169.75,4,0.0,4,29.0,4,237.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 14:00:00,0.0,4,116.075,4,158.75,4,0.4,4,32.925,4,241.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 15:00:00,0.0,4,106.2,4,152.0,4,0.4,4,51.975,4,261.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 16:00:00,0.0,4,96.325,4,145.0,4,0.0,4,71.575,4,279.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 17:00:00,0.0,4,88.125,4,139.0,4,0.0,4,81.425,4,286.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 18:00:00,0.0,4,82.8,4,135.0,4,0.0,4,84.75,4,289.25,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 19:00:00,1.0,4,79.875,4,132.75,4,0.0,4,86.45,4,290.5,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 20:00:00,0.0,4,77.0,4,130.5,4,0.0,4,86.775,4,290.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 21:00:00,0.0,4,75.725,4,129.5,4,0.0,4,87.1,4,291.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 22:00:00,0.0,4,73.2,4,127.5,4,0.0,4,87.1,4,291.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-11 23:00:00,0.0,4,76.375,4,130.0,4,0.0,4,87.1,4,291.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 00:00:00,0.0,4,82.15,4,134.5,4,0.2,4,87.1,4,291.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 01:00:00,0.0,4,93.6,4,143.0,4,0.0,4,78.875,4,284.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 02:00:00,0.0,4,107.325,4,152.75,4,0.0,4,59.225,4,268.5,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 03:00:00,0.0,4,120.55,4,161.75,4,0.0,4,45.7,4,255.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 04:00:00,0.2,4,128.975,4,167.25,4,0.0,4,38.1,4,247.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 05:00:00,0.0,4,133.65,4,170.25,4,0.0,4,33.925,4,243.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 06:00:00,0.0,4,135.625,4,171.5,4,0.0,4,31.425,4,240.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 07:00:00,0.0,4,138.0,4,173.0,4,0.0,4,30.4,4,238.75,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 08:00:00,0.0,4,143.2,4,176.25,4,0.0,4,29.2,4,237.25,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 09:00:00,0.6,4,139.2,4,173.75,4,0.0,4,29.0,4,237.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 10:00:00,0.0,4,130.925,4,168.5,4,0.0,4,29.0,4,237.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 11:00:00,0.0,4,124.0,4,164.0,4,0.0,4,29.0,4,237.0,4,,0,,0,,0,,0,,0,,0
26,2024-04-12 12:00:00,0.0,4,114.975,4,158.0,4,0.0,4,29.0,4,237.0,4,,0,,0,,0,,0,,0,,0
