event_id,timestamp_label,86510000_rain_mm_sum,86510000_rain_count,86510000_flow_mean,86510000_flow_count,86510000_level_mean,86510000_level_count,86472000_rain_mm_sum,86472000_rain_count,86472000_flow_mean,86472000_flow_count,86472000_level_mean,86472000_level_count,02851044_rain_mm_sum,02851044_rain_count,02851044_flow_mean,02851044_flow_count,02851044_level_mean,02851044_level_count,02851072_rain_mm_sum,02851072_rain_count,02851072_flow_mean,02851072_flow_count,02851072_level_mean,02851072_level_count
19,2023-05-03 10:00:00,0.0,4,106.525,4,149.25,4,0.0,4,31.7,4,225.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 11:00:00,0.0,4,95.5,4,142.0,4,0.0,4,31.7,4,225.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 12:00:00,0.0,4,85.95,4,134.5,4,0.0,4,31.3,4,224.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 13:00:00,2.4,4,77.6,4,127.5,4,0.6,4,31.7,4,225.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 14:00:00,0.8,4,70.975,4,121.75,4,1.2,4,32.15,4,225.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 15:00:00,4.0,4,66.25,4,117.5,4,6.0,4,32.825,4,226.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 16:00:00,3.2,4,61.925,4,113.5,4,1.8,4,34.4,4,228.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 17:00:00,1.6,4,59.0,4,110.75,4,3.8,4,38.925,4,232.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 18:00:00,4.6,4,57.2,4,109.0,4,5.0,4,84.375,4,271.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 19:00:00,5.6,4,56.7,4,108.5,4,5.2,4,153.85,4,318.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 20:00:00,1.4,4,56.2,4,108.0,4,1.8,4,188.4,4,337.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 21:00:00,0.2,4,56.45,4,108.25,4,0.0,4,206.85,4,347.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 22:00:00,0.0,4,58.5,4,110.25,4,0.2,4,228.05,4,358.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-03 23:00:00,0.4,4,61.925,4,113.5,4,0.4,4,277.575,4,381.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 00:00:00,0.0,4,66.25,4,117.5,4,0.4,4,316.65,4,399.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 01:00:00,0.0,4,75.6,4,125.75,4,0.0,4,319.375,4,400.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 02:00:00,0.0,4,112.95,4,152.75,4,0.0,4,265.2,4,375.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 03:00:00,0.0,4,195.5,4,196.75,4,0.0,4,205.125,4,346.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 04:00:00,0.2,4,297.65,4,240.5,4,0.2,4,153.725,4,318.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 05:00:00,0.0,4,378.3,4,271.0,4,0.0,4,140.225,4,310.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 06:00:00,0.0,4,411.85,4,283.0,4,0.0,4,147.65,4,314.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 07:00:00,0.2,4,402.65,4,279.75,4,0.0,4,148.5,4,315.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 08:00:00,0.0,4,367.9,4,267.25,4,0.0,4,166.275,4,325.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 09:00:00,0.0,4,329.575,4,253.0,4,0.0,4,211.825,4,349.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 10:00:00,0.0,4,298.475,4,241.0,4,0.0,4,245.925,4,366.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 11:00:00,0.2,4,277.475,4,232.5,4,0.0,4,259.0,4,373.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 12:00:00,0.2,4,265.65,4,227.75,4,0.4,4,270.275,4,378.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 13:00:00,0.2,4,264.425,4,227.25,4,0.2,4,288.925,4,386.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 14:00:00,0.0,4,277.325,4,232.5,4,0.0,4,317.125,4,399.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 15:00:00,0.0,4,302.9,4,242.75,4,0.2,4,345.1,4,411.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 16:00:00,0.0,4,328.9,4,252.75,4,0.0,4,370.775,4,423.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 17:00:00,0.2,4,350.9,4,261.0,4,0.0,4,400.775,4,435.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 18:00:00,3.6,4,373.35,4,269.25,4,3.8,4,439.025,4,451.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 19:00:00,2.6,4,399.825,4,278.75,4,11.6,4,479.85,4,467.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 20:00:00,2.2,4,428.375,4,288.75,4,2.4,4,448.325,4,455.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 21:00:00,3.0,4,461.25,4,300.0,4,1.0,4,440.825,4,452.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 22:00:00,6.2,4,502.675,4,313.25,4,2.2,4,479.25,4,467.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-04 23:00:00,0.6,4,541.475,4,325.25,4,0.4,4,518.775,4,482.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 00:00:00,2.8,4,560.3,4,331.0,4,0.4,4,548.05,4,493.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 01:00:00,0.6,4,563.6,4,332.0,4,0.6,4,561.525,4,498.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 02:00:00,0.2,4,574.35,4,335.25,4,0.2,4,607.25,4,515.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 03:00:00,2.0,4,605.3,4,344.5,4,0.6,4,671.125,4,537.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 04:00:00,1.0,4,639.375,4,354.5,4,3.2,4,660.975,4,534.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 05:00:00,0.0,4,670.5,4,363.5,4,0.4,4,628.125,4,522.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 06:00:00,0.0,4,718.175,4,377.0,4,0.0,4,595.85,4,511.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 07:00:00,0.2,4,762.25,4,389.25,4,0.0,4,572.425,4,502.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 08:00:00,0.2,4,780.475,4,394.25,4,0.0,4,554.775,4,496.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 09:00:00,0.0,4,775.925,4,393.0,4,0.0,4,539.95,4,490.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 10:00:00,0.8,4,752.25,4,386.5,4,0.2,4,529.95,4,487.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 11:00:00,0.0,4,725.275,4,379.0,4,0.0,4,520.05,4,483.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 12:00:00,0.8,4,702.125,4,372.5,4,0.0,4,512.15,4,480.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 13:00:00,3.8,4,682.75,4,367.0,4,1.8,4,505.65,4,477.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 14:00:00,1.8,4,666.15,4,362.25,4,2.0,4,500.45,4,475.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 15:00:00,4.2,4,653.15,4,358.5,4,2.6,4,493.3,4,473.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 16:00:00,11.2,4,642.8,4,355.5,4,6.6,4,488.2,4,471.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 17:00:00,1.2,4,636.775,4,353.75,4,4.0,4,485.6,4,470.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 18:00:00,2.4,4,623.975,4,350.0,4,1.0,4,482.375,4,468.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 19:00:00,3.6,4,617.125,4,348.0,4,0.0,4,481.125,4,468.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 20:00:00,0.2,4,611.25,4,346.25,4,0.0,4,481.75,4,468.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 21:00:00,0.2,4,607.85,4,345.25,4,0.4,4,487.525,4,470.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 22:00:00,0.0,4,604.45,4,344.25,4,0.0,4,497.2,4,474.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-05 23:00:00,0.0,4,605.3,4,344.5,4,0.0,4,502.4,4,476.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 00:00:00,0.6,4,607.0,4,345.0,4,0.0,4,505.0,4,477.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 01:00:00,0.0,4,616.3,4,347.75,4,0.0,4,503.05,4,476.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 02:00:00,0.0,4,626.525,4,350.75,4,0.0,4,501.75,4,476.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 03:00:00,0.0,4,637.625,4,354.0,4,0.0,4,499.8,4,475.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 04:00:00,0.0,4,646.225,4,356.5,4,0.0,4,500.45,4,475.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 05:00:00,0.0,4,655.75,4,359.25,4,0.0,4,501.75,4,476.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 06:00:00,0.0,4,669.625,4,363.25,4,0.0,4,510.2,4,479.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 07:00:00,0.0,4,680.95,4,366.5,4,0.0,4,534.0,4,488.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 08:00:00,0.0,4,689.8,4,369.0,4,0.0,4,592.65,4,510.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 09:00:00,0.0,4,706.575,4,373.75,4,0.0,4,702.125,4,548.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 10:00:00,0.0,4,722.6,4,378.25,4,0.0,4,780.375,4,574.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 11:00:00,0.0,4,755.9,4,387.5,4,0.0,4,827.025,4,589.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 12:00:00,0.0,4,839.05,4,410.0,4,0.0,4,861.925,4,600.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 13:00:00,0.0,4,962.85,4,442.25,4,0.0,4,890.075,4,609.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 14:00:00,0.0,4,1071.525,4,469.5,4,0.0,4,911.175,4,615.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 15:00:00,0.0,4,1151.575,4,489.0,4,0.0,4,925.9,4,620.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 16:00:00,0.0,4,1210.2,4,503.0,4,0.0,4,934.15,4,622.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 17:00:00,0.0,4,1247.35,4,511.75,4,0.0,4,934.975,4,622.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 18:00:00,0.0,4,1267.65,4,516.5,4,0.0,4,934.975,4,622.75,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 19:00:00,0.2,4,1281.625,4,519.75,4,0.0,4,930.025,4,621.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 20:00:00,0.4,4,1287.0,4,521.0,4,0.0,4,925.9,4,620.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 21:00:00,0.0,4,1282.7,4,520.0,4,0.0,4,917.7,4,617.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 22:00:00,0.0,4,1274.1,4,518.0,4,0.0,4,906.25,4,614.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-06 23:00:00,0.0,4,1264.425,4,515.75,4,0.0,4,901.375,4,612.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-07 00:00:00,0.0,4,1251.6,4,512.75,4,0.0,4,906.275,4,614.0,4,,0,,0,,0,,0,,0,,0
19,2023-05-07 01:00:00,0.0,4,1240.925,4,510.25,4,0.0,4,926.725,4,620.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-07 02:00:00,0.0,4,1227.15,4,507.0,4,0.0,4,963.175,4,631.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-07 03:00:00,0.0,4,1217.625,4,504.75,4,0.0,4,1014.55,4,646.5,4,,0,,0,,0,,0,,0,,0
19,2023-05-07 04:00:00,0.0,4,1219.725,4,505.25,4,0.0,4,1061.725,4,660.25,4,,0,,0,,0,,0,,0,,0
19,2023-05-07 05:00:00,0.0,4,1240.95,4,510.25,4,0.0,4,1099.2,4,671.0,4,,0,,0,,0,,0,,0,,0
