event_id,time_value,observed_m3s,simulated_m3s
27,65391360,527.9000244140625,488.4454288742168
27,65391420,568.875,662.6956278188945
27,65391480,611.0,872.177356611309
27,65391540,696.3499755859375,1147.1000413177221
27,65391600,844.2249755859375,1470.1581866060435
27,65391660,1047.75,1803.142010070181
27,65391720,1316.7750244140625,2135.0644325602902
27,65391780,1510.75,2452.9498504266335
27,65391840,1586.125,2718.120414182818
27,65391900,1621.5,2914.6831917429663
27,65391960,1651.425048828125,3056.0325823035487
27,65392020,1664.1500244140625,3151.9653931434286
27,65392080,1633.0,3201.7872151038973
27,65392140,1686.324951171875,3224.5445735735657
27,65392200,1932.2750244140625,3271.058719958014
27,65392260,2275.550048828125,3367.8736930262194
27,65392320,2634.97509765625,3508.7883206691895
27,65392380,3002.27490234375,3678.623666177397
27,65392440,3283.324951171875,3874.41158015188
27,65392500,3439.02490234375,4098.637397209736
27,65392560,3598.050048828125,4332.28240577994
27,65392620,3842.39990234375,4559.700761063752
27,65392680,4198.125,4792.057022746751
27,65392740,4678.97509765625,5043.298137034568
27,65392800,5205.4248046875,5297.115533710162
27,65392860,5632.47509765625,5538.900797506356
27,65392920,5892.97509765625,5762.988866274822
27,65392980,5993.27490234375,5952.415892851679
27,65393040,6030.125,6096.309197143392
27,65393100,6036.5,6198.7881404898535
27,65393160,6042.9248046875,6263.673219614759
27,65393220,6014.10009765625,6285.301905407222
27,65393280,5892.9248046875,6265.774025661198
27,65393340,5744.64990234375,6219.992347221273
27,65393400,5570.2001953125,6163.4555305495105
27,65393460,5411.9501953125,6127.729233520456
27,65393520,5281.35009765625,6144.314153521567
27,65393580,5363.22509765625,6205.174591521337
27,65393640,5523.85009765625,6312.263874328346
27,65393700,5621.27490234375,6486.875058704702
27,65393760,5782.375,6729.521947463421
27,65393820,6012.77490234375,7045.767422900434
27,65393880,6347.02490234375,7444.058393090035
27,65393940,6876.47509765625,7909.3113059949865
27,65394000,7921.9248046875,8406.76323919782
27,65394060,9419.474609375,8920.720133391223
27,65394120,10656.7001953125,9470.759808401923
27,65394180,11394.0498046875,10049.497111686662
27,65394240,11884.224609375,10607.276161271166
27,65394300,12210.375,11121.562357109386
27,65394360,12489.0,11579.277871115515
27,65394420,12734.349609375,11941.106398705135
27,65394480,12865.775390625,12199.511940613216
27,65394540,12913.474609375,12370.100028503834
27,65394600,12827.1748046875,12457.260457040164
27,65394660,12691.4501953125,12479.039340846728
27,65394720,12529.349609375,12468.694021781088
27,65394780,12520.3251953125,12461.500221082471
27,65394840,12675.625,12521.81639963392
27,65394900,12945.5751953125,12702.564092420154
27,65394960,13435.349609375,12985.348173285722
27,65395020,13994.349609375,13338.132552860783
27,65395080,14381.474609375,13753.492329656989
27,65395140,14525.224609375,14204.004668984297
27,65395200,14465.224609375,14626.727995802408
27,65395260,14381.400390625,14968.941878272572
27,65395320,14226.400390625,15226.833929570446
27,65395380,14079.25,15387.458242243521
27,65395440,13855.0751953125,15417.17885957893
27,65395500,13616.2998046875,15346.762241285855
27,65395560,13409.474609375,15235.406369070777
27,65395620,13222.5498046875,15102.718207141119
27,65395680,13036.724609375,14953.362421112717
27,65395740,13048.150390625,14803.687478718935
27,65395800,13100.75,14659.9675970383
27,65395860,13073.2998046875,14516.156418932389
27,65395920,12913.5498046875,14367.377249234698
27,65395980,12732.099609375,14206.41653537918
27,65396040,12527.150390625,14025.890626346725
27,65396100,12305.849609375,13821.54330084258
27,65396160,12059.849609375,13591.272934388071
27,65396220,11853.4248046875,13336.742132250414
27,65396280,11631.1748046875,13064.569458055284
27,65396340,11385.099609375,12783.757392419548
27,65396400,11130.875,12503.763937139753
27,65396460,10868.650390625,12229.138787765914
27,65396520,10588.625,11960.547663771697
27,65396580,10322.2998046875,11697.857964875171
27,65396640,10044.724609375,11440.940004941345
27,65396700,9748.7001953125,11189.666947936412
27,65396760,9452.8251953125,10943.914745289405
27,65396820,9159.125,10703.562074630645
27,65396880,8850.599609375,10468.490279876525
27,65396940,8544.974609375,10238.583312631097
27,65397000,8227.775390625,10013.727674875552
27,65397060,7928.7001953125,9793.812362917228
27,65397120,7608.0498046875,9578.728812570513
27,65397180,7302.22509765625,9368.370845542568
27,65397240,7008.97509765625,9162.634616997331
27,65397300,6704.35009765625,8961.418564272004
27,65397360,6417.5751953125,8764.623356720582
27,65397420,6147.89990234375,8572.15184665975
27,65397480,5889.89990234375,8384.104943554297
27,65397540,5635.4248046875,8207.477293345493
27,65397600,5405.89990234375,8058.931669359304
27,65397660,5194.27490234375,7953.180417706515
27,65397720,4985.0,7897.634396591483
27,65397780,4823.10009765625,7895.278114722561
27,65397840,4697.9248046875,7945.299205844762
27,65397900,4582.7001953125,8039.806370174589
27,65397960,4471.625,8162.084547101375
27,65398020,4386.7001953125,8302.39338816352
27,65398080,4325.9248046875,8465.89275657803
27,65398140,4299.77490234375,8640.76113391151
27,65398200,4309.39990234375,8801.357056625826
27,65398260,4342.4501953125,8940.92017151072
27,65398320,4389.4501953125,9063.377528323412
27,65398380,4445.0751953125,9161.92080140359
27,65398440,4488.39990234375,9228.777133969175
27,65398500,4547.4248046875,9266.806963900952
27,65398560,4650.7998046875,9274.868026207429
27,65398620,4755.27490234375,9242.468607955421
27,65398680,4879.7001953125,9169.91275524248
27,65398740,5010.0,9081.461842060067
27,65398800,5134.4248046875,8989.930723769929
27,65398860,5255.77490234375,8888.943338905414
27,65398920,5471.77490234375,8775.889789524888
27,65398980,5773.125,8651.65099288642
27,65399040,6160.9248046875,8513.803999109874
27,65399100,6467.125,8363.802195944823
27,65399160,6712.64990234375,8207.498003546798
27,65399220,6921.375,8049.04609141019
27,65399280,7089.75,7895.614012333399
27,65399340,7209.4248046875,7750.742033937125
27,65399400,7308.9501953125,7615.2170842620435
27,65399460,7351.02490234375,7492.7420070411235
27,65399520,7356.2998046875,7383.63099246264
27,65399580,7317.72509765625,7281.762434944016
27,65399640,7233.7998046875,7181.076569257731
27,65399700,7131.2001953125,7078.636310619383
27,65399760,7041.375,6971.071837707362
27,65399820,6996.6748046875,6852.852913077661
27,65399880,6953.7998046875,6723.55674335416
27,65399940,6912.77490234375,6589.674767427405
27,65400000,6814.0498046875,6454.242100429907
27,65400060,6652.10009765625,6315.7797007531335
27,65400120,6450.5751953125,6177.075056031308
27,65400180,6235.52490234375,6041.41790533868
27,65400240,6007.7998046875,5908.741279666108
27,65400300,5763.52490234375,5778.979681768607
27,65400360,5528.625,5652.069053819649
27,65400420,5310.2001953125,5527.946745776346
27,65400480,5078.0751953125,5406.551484439888
27,65400540,4868.14990234375,5287.823343195991
27,65400600,4659.4501953125,5171.703712420348
27,65400660,4478.7998046875,5058.135270534527
27,65400720,4298.5,4947.061955697992
27,65400780,4136.5751953125,4838.42893812227
27,65400840,3980.125,4732.182592993582
27,65400900,3823.89990234375,4628.270473990592
27,65400960,3694.72509765625,4526.641287384156
27,65401020,3566.449951171875,4427.244866706328
27,65401080,3452.550048828125,4330.032147976051
27,65401140,3352.72509765625,4234.955145469365
27,65401200,3244.5,4141.9669280221
27,65401260,3161.77490234375,4051.0215958534254
27,65401320,3078.75,3962.0742578987106
27,65401380,3000.35009765625,3875.0810096406112
27,65401440,2936.625,3789.9989114273344
27,65401500,2875.824951171875,3706.78596726746
27,65401560,2815.625,3625.401104090768
27,65401620,2758.25,3545.8041514648917
27,65401680,2696.949951171875,3467.9558217577364
