event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
27,245,1032.9455421578464,1519.564126326817,0.8567434837506513,14525.224609375,15417.17885957893,5.0,0.0614072604170428
