constant_loss,count,index,initial_flow_area_ratio,initial_loss,mae,nse,observed_peak,observed_peak_index,recession_factor,returncode,rmse,seconds,simulated_peak,simulated_peak_index,status,storage_min,tc_min
0.5,239.0,126,0.005,15.0,2426.8447493155,-0.4374780006,15447.875,93.0,0.8,0,4457.9657662436,2.194,382.2123618292,238.0,ok,180.0,720.0
0.5,239.0,127,0.005,15.0,2477.0230171318,-0.4505125166,15447.875,93.0,0.8,0,4478.1317429151,2.126,227.7338295482,238.0,ok,360.0,720.0
0.5,239.0,128,0.005,15.0,2507.364139729,-0.4584378838,15447.875,93.0,0.8,0,4490.3489733684,2.378,127.3909100045,238.0,ok,720.0,720.0
1.5,239.0,129,0.005,15.0,1644.1485550311,0.156383081,15447.875,93.0,0.8,0,3415.1420002451,2.122,4173.7871200566,126.0,ok,60.0,60.0
1.5,239.0,130,0.005,15.0,1717.0126284574,-0.1207906194,15447.875,93.0,0.8,0,3936.3922614583,2.356,1963.6303888933,135.0,ok,180.0,60.0
1.5,239.0,131,0.005,15.0,1921.3453213725,-0.2502748313,15447.875,93.0,0.8,0,4157.5632981346,2.16,1097.4139702119,138.0,ok,360.0,60.0
1.5,239.0,132,0.005,15.0,2200.7161302216,-0.3426685151,15447.875,93.0,0.8,0,4308.4447510711,2.139,615.9637428866,227.0,ok,720.0,60.0
1.5,239.0,133,0.005,15.0,2174.7392891704,-0.2691839721,15447.875,93.0,0.8,0,4188.884783602,2.393,2737.0316578745,211.0,ok,60.0,180.0
1.5,239.0,134,0.005,15.0,2004.4716221514,-0.3376345459,15447.875,93.0,0.8,0,4300.3604974841,2.131,1656.0406276011,236.0,ok,180.0,180.0
1.5,239.0,135,0.005,15.0,2176.7188189652,-0.3828654335,15447.875,93.0,0.8,0,4372.4624262431,2.418,1014.2613660883,238.0,ok,360.0,180.0
1.5,239.0,136,0.005,15.0,2346.3457490877,-0.4183170039,15447.875,93.0,0.8,0,4428.1546557433,2.134,566.7016338989,238.0,ok,720.0,180.0
1.5,239.0,137,0.005,15.0,2065.230394259,-0.3495702914,15447.875,93.0,0.8,0,4319.5039983867,2.415,1480.1761018013,238.0,ok,60.0,360.0
1.5,239.0,138,0.005,15.0,2285.2861295899,-0.4056484676,15447.875,93.0,0.8,0,4408.3339566044,2.158,838.7449953912,238.0,ok,180.0,360.0
1.5,239.0,139,0.005,15.0,2397.1111772743,-0.4311590958,15447.875,93.0,0.8,0,4448.15675118,2.411,496.6588853074,238.0,ok,360.0,360.0
1.5,239.0,140,0.005,15.0,2464.75359854,-0.4476211029,15447.875,93.0,0.8,0,4473.6662210223,2.101,274.1524771354,238.0,ok,720.0,360.0
1.5,239.0,141,0.005,15.0,2360.05966433,-0.417493796,15447.875,93.0,0.8,0,4426.8693926812,2.503,528.5195195128,238.0,ok,60.0,720.0
1.5,239.0,142,0.005,15.0,2451.2348428852,-0.4434480096,15447.875,93.0,0.8,0,4467.2133929881,2.155,301.3256193022,238.0,ok,180.0,720.0
1.5,239.0,143,0.005,15.0,2490.7726752133,-0.4539817389,15447.875,93.0,0.8,0,4483.4837671781,2.111,180.2710181426,238.0,ok,360.0,720.0
1.5,239.0,144,0.005,15.0,2514.6902125188,-0.4603259291,15447.875,93.0,0.8,0,4493.254561618,2.454,101.5422061129,238.0,ok,720.0,720.0
