constant_loss,count,index,initial_flow_area_ratio,initial_loss,mae,nse,observed_peak,observed_peak_index,recession_factor,returncode,rmse,seconds,simulated_peak,simulated_peak_index,status,storage_min,tc_min
0.05,239.0,119,0.01,0.0,2241.8140679329,0.1155781841,15447.875,93.0,0.95,0,3496.7601888723,2.379,15506.0195546401,94.0,ok,0.25,30.0
0.05,239.0,120,0.02,10.0,1538.1020916015,0.5988180321,15447.875,93.0,0.9,0,2355.0863095877,2.14,13649.475429343,94.0,ok,1.0,45.0
1.0,239.0,121,0.01,10.0,1337.3296946194,0.6495287014,15447.875,93.0,0.95,0,2201.2144469892,2.162,8182.1195859644,111.0,ok,2.0,75.0
0.1,239.0,122,0.0025,0.0,1544.9770565859,0.6819109283,15447.875,93.0,0.8,0,2097.0582787451,2.131,11632.1006426075,103.0,ok,0.25,60.0
1.0,239.0,123,0.005,10.0,1760.59742995,0.4479653424,15447.875,93.0,0.95,0,2762.6082078593,2.189,12322.8316536174,95.0,ok,2.0,30.0
0.05,239.0,124,0.02,2.5,1670.3616443139,0.6480863669,15447.875,93.0,0.9,0,2205.7392509259,2.363,11904.3792474338,104.0,ok,2.0,60.0
0.25,239.0,125,0.005,5.0,1458.4322028917,0.7110999144,15447.875,93.0,0.9,0,1998.5267284478,2.127,11295.8987060649,103.0,ok,1.0,60.0
1.0,239.0,126,0.005,2.5,1499.7959726449,0.5138492056,15447.875,93.0,0.7,0,2592.5170753979,2.344,7000.8564689072,119.0,ok,2.0,90.0
0.05,239.0,127,0.005,5.0,1698.810762864,0.6100947312,15447.875,93.0,0.95,0,2321.7511940063,2.143,10121.6803070836,111.0,ok,0.5,75.0
0.25,239.0,128,0.005,2.5,1521.9524856664,0.6954801506,15447.875,93.0,0.95,0,2051.8420638409,2.664,11306.769358494,103.0,ok,1.0,60.0
0.1,239.0,129,0.005,5.0,1563.6441136378,0.6801380033,15447.875,93.0,0.95,0,2102.8943184185,2.125,11671.7882719666,103.0,ok,0.5,60.0
1.0,239.0,130,0.01,5.0,1254.5011006607,0.6735241346,15447.875,93.0,0.7,0,2124.524122399,2.502,8116.0901493753,110.0,ok,0.25,75.0
0.05,239.0,131,0.0025,5.0,1567.5512382377,0.6181723765,15447.875,93.0,0.95,0,2297.575533594,2.093,13448.9553753002,95.0,ok,2.0,45.0
1.0,239.0,132,0.005,2.5,1228.3952091515,0.7477581949,15447.875,93.0,0.95,0,1867.431406518,2.121,9499.6388263629,102.0,ok,0.5,60.0
0.25,239.0,133,0.01,10.0,1422.7498847473,0.7201184375,15447.875,93.0,0.9,0,1967.0856514775,2.365,11305.1485677757,104.0,ok,2.0,60.0
0.1,239.0,134,0.0025,2.5,1510.6381597436,0.6918125495,15447.875,93.0,0.8,0,2064.1611541349,2.124,11632.1006426075,103.0,ok,0.25,60.0
1.0,239.0,135,0.005,2.5,1189.6441244772,0.731186789,15447.875,93.0,0.7,0,1927.7975764876,2.408,9305.4805677963,106.0,ok,5.0,60.0
0.05,239.0,136,0.0025,10.0,1816.6337035546,0.3965149675,15447.875,93.0,0.95,0,2888.4800830618,2.134,8702.2458198108,120.0,ok,5.0,90.0
1.0,239.0,137,0.0025,0.0,1406.7547422669,0.599475255,15447.875,93.0,0.9,0,2353.1564481781,2.136,8011.927037788,114.0,ok,5.0,75.0
0.25,239.0,138,0.005,5.0,1547.6504709274,0.6727998338,15447.875,93.0,0.95,0,2126.8794907669,2.351,11086.9285987841,106.0,ok,5.0,60.0
0.05,239.0,139,0.01,0.0,1610.6026276894,0.5780114584,15447.875,93.0,0.8,0,2415.3855006355,2.153,13564.9511897313,94.0,ok,0.5,45.0
1.0,239.0,140,0.005,0.0,1244.8660051325,0.7444493769,15447.875,93.0,0.95,0,1879.6396503395,2.42,9499.6388263629,102.0,ok,0.5,60.0
0.1,239.0,141,0.005,5.0,1742.2868909196,0.4821581868,15447.875,93.0,0.9,0,2675.6831456216,2.143,8637.2351513488,120.0,ok,2.0,90.0
0.05,239.0,142,0.02,10.0,1646.0108512106,0.5489771559,15447.875,93.0,0.7,0,2497.0968985899,2.153,9984.1136675829,114.0,ok,5.0,75.0
0.05,239.0,143,0.005,0.0,2138.5067913387,0.15721457,15447.875,93.0,0.8,0,3413.4585624587,2.406,15426.7798937271,94.0,ok,0.25,30.0
0.1,239.0,144,0.005,5.0,1620.5295227931,0.608470612,15447.875,93.0,0.8,0,2326.5817036139,2.129,9963.801030476,112.0,ok,2.0,75.0
0.1,239.0,145,0.005,5.0,1693.4179306643,0.5154651391,15447.875,93.0,0.8,0,2588.2048103513,2.363,8630.7668286346,118.0,ok,0.5,90.0
0.05,239.0,146,0.005,5.0,1707.9696303249,0.5110388041,15447.875,93.0,0.7,0,2599.9998507185,2.127,8720.1306295054,118.0,ok,0.25,90.0
