event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
19,53,199.00010293357298,249.85536172959524,-1.5059472880786862,1408.375,1463.2158472670328,28.0,0.038939094535924604
