event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
19,53,107.30004614255068,140.3648810460675,0.20911833338638575,1408.375,1267.2274843298856,-3.0,0.10022012295739022
