event_id,time_value,observed_m3s,simulated_m3s
19,64874040,722.5999755859375,1066.3973913879404
19,64874100,755.9000244140625,1080.2445190953822
19,64874160,839.0499877929688,1093.8700509270113
19,64874220,962.8499755859375,1107.261366829645
19,64874280,1071.5250244140625,1120.4056234123182
19,64874340,1151.574951171875,1133.2896044347592
19,64874400,1210.199951171875,1145.8995555125455
19,64874460,1247.3499755859375,1158.2209946138798
19,64874520,1267.6500244140625,1170.238487317826
19,64874580,1281.625,1181.9291929935296
19,64874640,1287.0,1193.2548398403994
19,64874700,1282.699951171875,1204.1613690401568
19,64874760,1274.0999755859375,1214.550603748251
19,64874820,1264.425048828125,1224.2750356969702
19,64874880,1251.5999755859375,1233.215616238975
19,64874940,1240.925048828125,1241.3134270836679
19,64875000,1227.1500244140625,1248.5225851254004
19,64875060,1217.625,1254.7808176650922
19,64875120,1219.7249755859375,1259.9961000845012
19,64875180,1240.949951171875,1263.9996512842567
19,64875240,1270.875,1266.4693356607145
19,64875300,1318.3499755859375,1267.2274843298856
19,64875360,1359.824951171875,1266.8851053286303
19,64875420,1398.4000244140625,1266.0779372824213
19,64875480,1408.375,1264.846120102338
19,64875540,1373.0250244140625,1263.2358196426171
19,64875600,1314.050048828125,1261.3016438755253
19,64875660,1245.25,1259.0255979480837
19,64875720,1189.1500244140625,1256.3811563207016
19,64875780,1137.0,1253.3125008454856
19,64875840,1108.1500244140625,1249.7545356808691
19,64875900,1116.375,1245.8011110957536
19,64875960,1156.75,1241.5646533300155
19,64876020,1218.699951171875,1237.0300977831278
19,64876080,1271.9749755859375,1232.9236579753356
19,64876140,1303.175048828125,1230.0024329752428
19,64876200,1309.675048828125,1228.0218300218246
19,64876260,1298.8499755859375,1226.5611832852258
19,64876320,1276.25,1225.3617592896524
19,64876380,1242.0,1224.2185107042249
19,64876440,1212.324951171875,1222.969770805393
19,64876500,1183.9000244140625,1221.4643635247155
19,64876560,1157.7750244140625,1219.5840379614199
19,64876620,1122.550048828125,1217.573757138853
19,64876680,1094.8499755859375,1215.8639311651748
19,64876740,1054.199951171875,1214.5986380538782
19,64876800,1014.0499877929688,1213.7546729353403
19,64876860,975.4249877929688,1213.3114738971078
19,64876920,950.875,1213.250624348952
19,64876980,937.2249755859375,1213.555479919283
19,64877040,934.2999877929688,1214.2108822015966
19,64877100,935.2750244140625,1215.2029347860334
19,64877160,943.0750122070312,1216.51882503615
