CD_MUN;NM_MUN;V05000;V05001;V05002;V05003;V05004;V05005;V05006;V05007;V05008;V05009;V05010;V05011;V05012;V05013;V05014;V05015;V05016;V05017;V05018;V05019;V05020;V05021;V05022;V05023;V05024;V05025;V05026;V05027;V05028;V05029;V05030;V05031;V05032;V05033;V05034;V05400;V05401;V05402;V05403;V05404;V05405;V05406;V05407;V05408;V05409;V05410;V05411;V05412;V05413;V05414;V05415;V05416;V05417;V05418;V05419;V05420;V05421;V05422;V05423;V05424;V05425;V05426;V05427;V05428;V05429;V05430;V05431;V05432;V05433;V05434;V05200;V05201;V05202;V05203;V05204;V05205;V05206;V05207;V05208;V05209;V05210;V05211;V05212;V05213;V05214;V05215;V05216;V05217;V05218;V05219;V05220;V05221;V05222;V05223;V05224;V05225;V05226;V05227;V05228;V05229;V05230;V05231;V05232;V05233;V05234
4314076;Passo do Sobrado;683;631;52;0;0;0;485;198;0;466;217;0;672;11;0;46;637;0;0;683;0;392;291;0;290;102;291;125;267;291;88;99;147;349;0;235;187;48;0;0;0;121;114;0;147;88;0;208;27;0;10;225;0;0;235;0;81;154;0;54;27;154;36;45;154;73;38;40;84;0;1626;1483;143;0;0;0;1149;477;0;1119;507;0;1599;27;0;114;1512;0;0;1626;0;932;694;0;693;239;694;302;630;694;239;234;338;815;0
4314100;Passo Fundo;80019;78101;1525;118;0;275;77615;2129;275;70622;9122;275;78232;1512;275;17420;62324;275;2064;77680;275;73872;5872;275;49205;24667;6147;17685;56187;6147;25459;18191;12493;23601;275;11421;10890;319;48;0;164;10577;680;164;9292;1965;164;10715;542;164;2029;9228;164;244;11013;164;9262;1995;164;6407;2855;2159;1602;7660;2159;4345;2479;1532;2901;164;200001;194326;4436;367;0;872;192667;6462;872;175450;23679;872;194475;4654;872;43815;155314;872;4367;194762;872;182062;17067;872;128731;53331;17939;37139;144923;17939;62648;45604;31094;59783;872
4314159;Paverama;1785;1722;63;0;0;0;1062;723;0;1281;504;0;1757;28;0;215;1570;0;36;1749;0;1414;371;0;1311;103;371;376;1038;371;952;270;192;371;0;541;512;29;0;0;0;265;276;0;337;204;0;506;35;0;42;499;0;8;533;0;327;214;0;285;42;214;89;238;214;357;72;43;69;0;4492;4339;153;0;0;0;2580;1912;0;3157;1335;0;4415;77;0;557;3935;0;79;4413;0;3549;943;0;3309;240;943;905;2644;943;2390;705;500;897;0
4314548;Pinto Bandeira;328;328;0;0;0;0;210;118;0;269;59;0;320;8;0;42;286;0;0;328;0;150;178;0;108;42;178;12;138;178;196;57;13;62;0;120;120;0;0;0;0;75;45;0;90;30;0;114;6;0;6;114;0;0;120;0;38;82;0;23;15;82;7;31;82;90;14;4;12;0;827;827;0;0;0;0;524;303;0;669;158;0;806;21;0;116;711;0;0;827;0;373;454;0;275;98;454;26;347;454;483;150;31;163;0
4314753;Poço das Antas;408;408;0;0;0;0;371;37;0;382;26;0;408;0;0;89;319;0;0;408;0;362;46;0;148;214;46;49;313;46;357;14;18;19;0;229;219;2;8;0;0;145;84;0;165;64;0;201;28;0;8;221;0;0;229;0;134;95;0;50;84;95;24;110;95;201;11;5;12;0;1066;1066;0;0;0;0;965;101;0;988;78;0;1066;0;0;227;839;0;0;1066;0;944;122;0;375;569;122;127;817;122;933;39;45;49;0
4315131;Pouso Novo;298;283;15;0;0;0;197;101;0;181;117;0;293;5;0;45;253;0;0;298;0;181;117;0;160;21;117;71;110;117;57;52;30;159;0;147;138;9;0;0;0;92;55;0;77;70;0;127;20;0;16;131;0;0;147;0;67;80;0;50;17;80;24;43;80;37;22;12;76;0;745;714;31;0;0;0;490;255;0;457;288;0;730;15;0;112;633;0;0;745;0;452;293;0;402;50;293;172;280;293;146;141;83;375;0
4315156;Progresso;723;689;34;0;0;0;513;210;0;528;195;0;720;3;0;31;692;0;0;723;0;487;236;0;476;11;236;79;408;236;324;97;70;232;0;231;219;11;0;0;1;121;109;1;128;102;1;221;9;1;7;223;1;0;230;1;102;128;1;93;9;129;16;86;129;115;33;26;56;1;1748;1654;94;0;0;0;1201;547;0;1241;507;0;1741;7;0;71;1677;0;0;1748;0;1140;608;0;1116;24;608;166;974;608;827;232;163;526;0
4315172;Protásio Alves;210;210;0;0;0;0;208;2;0;202;8;0;208;2;0;13;197;0;0;210;0;186;24;0;86;100;24;116;70;24;39;19;26;126;0;150;150;0;0;0;0;142;8;0;137;13;0;148;2;0;3;147;0;1;149;0;85;65;0;30;55;65;53;32;65;42;19;14;75;0;538;538;0;0;0;0;534;4;0;515;23;0;534;4;0;35;503;0;0;538;0;479;59;0;230;249;59;304;175;59;97;57;61;323;0
4315206;Putinga;666;657;9;0;0;0;563;103;0;585;81;0;666;0;0;0;666;0;0;666;0;483;183;0;406;77;183;41;442;183;419;101;61;85;0;231;223;6;2;0;0;168;63;0;195;36;0;226;5;0;0;231;0;0;231;0;129;102;0;105;24;102;11;118;102;165;21;26;19;0;1705;1684;21;0;0;0;1467;238;0;1506;199;0;1705;0;0;0;1705;0;0;1705;0;1215;490;0;1036;179;490;118;1097;490;1092;239;163;211;0
4315453;Relvado;307;307;0;0;0;0;297;10;0;294;13;0;305;2;0;24;283;0;24;283;0;255;52;0;92;163;52;40;215;52;104;65;36;102;0;135;135;0;0;0;0;113;22;0;112;23;0;124;11;0;3;132;0;2;133;0;90;45;0;32;58;45;23;67;45;60;29;16;30;0;737;737;0;0;0;0;718;19;0;707;30;0;733;4;0;68;669;0;71;666;0;608;129;0;221;387;129;97;511;129;232;171;86;248;0
4315800;Roca Sales;2882;2861;20;1;0;0;2436;446;0;2529;353;0;2875;7;0;336;2546;0;20;2862;0;2038;844;0;1231;807;844;371;1667;844;755;453;309;1365;0;747;729;14;2;0;2;557;188;2;594;151;2;705;40;2;55;690;2;11;734;2;409;336;2;236;173;338;42;367;338;319;111;90;225;2;7412;7358;53;1;0;0;6231;1181;0;6456;956;0;7397;15;0;862;6550;0;55;7357;0;5159;2253;0;3269;1890;2253;853;4306;2253;1960;1159;784;3509;0
4316501;Salvador do Sul;1697;1696;1;0;0;0;1674;23;0;1637;60;0;1696;1;0;379;1318;0;28;1669;0;1637;60;0;1197;440;60;611;1026;60;444;411;197;645;0;399;391;1;3;0;4;376;19;4;360;35;4;384;11;4;63;332;4;9;386;4;347;48;4;256;91;52;105;242;52;148;72;43;132;4;4234;4232;2;0;0;0;4166;68;0;4078;156;0;4232;2;0;958;3276;0;68;4166;0;4083;151;0;3017;1066;151;1475;2608;151;1078;1035;458;1663;0
4316758;Santa Clara do Sul;1756;1739;17;0;0;0;986;770;0;1581;175;0;1721;35;0;427;1329;0;3;1753;0;1010;746;0;288;722;746;755;255;746;594;251;299;612;0;635;612;18;5;0;0;217;418;0;518;117;0;601;34;0;55;580;0;1;634;0;224;411;0;56;168;411;150;74;411;318;98;81;138;0;4659;4615;44;0;0;0;2516;2143;0;4196;463;0;4570;89;0;1043;3616;0;6;4653;0;2581;2078;0;745;1836;2078;1928;653;2078;1626;660;804;1569;0
4316808;Santa Cruz do Sul;48037;46895;869;259;0;14;43171;4852;14;40856;7167;14;47775;248;14;9067;38956;14;1411;46612;14;39335;8688;14;22085;17250;8702;15919;23416;8702;4994;4605;5996;32428;14;7636;7335;222;37;0;42;6390;1204;42;5945;1649;42;7350;244;42;990;6604;42;216;7378;42;4971;2623;42;2705;2266;2665;1758;3213;2665;1874;987;951;3782;42;117565;114582;2302;640;0;41;104539;12985;41;99023;18501;41;116900;624;41;21529;95995;41;3328;114196;41;94230;23294;41;54832;39398;23335;36326;57904;23335;12694;11917;15334;77579;41
4317251;Santa Tereza;238;234;4;0;0;0;216;22;0;192;46;0;221;17;0;2;236;0;0;238;0;207;31;0;166;41;31;25;182;31;68;26;21;123;0;155;148;4;3;0;0;125;30;0;105;50;0;125;30;0;4;151;0;0;155;0;102;53;0;83;19;53;15;87;53;53;14;10;78;0;563;550;13;0;0;0;511;52;0;455;108;0;514;49;0;6;557;0;0;563;0;485;78;0;396;89;78;53;432;78;159;68;53;283;0
4317558;Santo Antônio do Palma;331;326;5;0;0;0;302;29;0;290;41;0;322;9;0;21;310;0;0;331;0;260;71;0;115;145;71;192;68;71;117;97;29;88;0;185;174;8;3;0;0;134;51;0;125;60;0;157;28;0;6;179;0;0;185;0;105;80;0;35;70;80;56;49;80;96;32;15;42;0;872;856;16;0;0;0;796;76;0;765;107;0;849;23;0;44;828;0;0;872;0;701;171;0;285;416;171;511;190;171;314;254;71;233;0
4318051;São Domingos do Sul;785;759;26;0;0;0;751;34;0;701;84;0;778;7;0;44;741;0;0;785;0;576;209;0;338;238;209;199;377;209;189;115;151;330;0;267;255;11;1;0;0;242;25;0;233;34;0;255;12;0;9;258;0;0;267;0;155;112;0;77;78;112;67;88;112;106;42;39;80;0;2014;1938;76;0;0;0;1913;101;0;1783;231;0;1992;22;0;111;1903;0;0;2014;0;1459;555;0;852;607;555;510;949;555;477;301;406;830;0
4318200;São Francisco de Paula;5849;5701;127;18;0;3;4914;932;3;4215;1631;3;5791;55;3;243;5603;3;2;5844;3;4636;1210;3;4292;344;1213;965;3671;1213;3683;773;405;985;3;1698;1502;94;17;0;85;1030;583;85;734;879;85;1466;147;85;44;1569;85;10;1603;85;846;767;85;751;95;852;164;682;852;845;179;89;500;85;15554;15120;372;54;0;8;13054;2492;8;11222;4324;8;15380;166;8;622;14924;8;3;15543;8;12174;3372;8;11436;738;3380;2524;9650;3380;10108;2060;991;2387;8
4318440;São Jorge;627;627;0;0;0;0;602;25;0;612;15;0;625;2;0;9;618;0;0;627;0;585;42;0;266;319;42;7;578;42;97;40;50;440;0;134;134;0;0;0;0;112;22;0;112;22;0;120;14;0;3;131;0;0;134;0;90;44;0;43;47;44;1;89;44;43;10;11;70;0;1568;1568;0;0;0;0;1507;61;0;1529;39;0;1564;4;0;21;1547;0;0;1568;0;1464;104;0;681;783;104;22;1442;104;259;113;128;1068;0
4318465;São José do Herval;302;302;0;0;0;0;271;31;0;248;54;0;287;15;0;67;235;0;0;302;0;263;39;0;220;43;39;48;215;39;33;24;64;181;0;135;131;0;4;0;0;96;39;0;81;54;0;105;30;0;27;108;0;0;135;0;84;51;0;62;22;51;23;61;51;31;12;14;78;0;746;746;0;0;0;0;665;81;0;613;133;0;710;36;0;164;582;0;0;746;0;652;94;0;560;92;94;110;542;94;84;56;165;441;0
4318622;São José dos Ausentes;884;881;3;0;0;0;499;385;0;557;327;0;837;47;0;12;872;0;0;884;0;556;328;0;405;151;328;107;449;328;730;71;9;74;0;241;231;10;0;0;0;92;149;0;100;141;0;187;54;0;5;236;0;0;241;0;100;141;0;75;25;141;19;81;141;205;12;6;18;0;2454;2447;7;0;0;0;1386;1068;0;1534;920;0;2320;134;0;34;2420;0;0;2454;0;1542;912;0;1134;408;912;268;1274;912;2070;165;21;198;0
4319000;São Marcos;6631;6406;225;0;0;0;6161;470;0;5627;1004;0;6556;75;0;519;6112;0;0;6631;0;5671;960;0;4286;1385;960;366;5305;960;2121;1184;1061;2265;0;1662;1565;91;4;0;2;1441;219;2;1332;328;2;1606;54;2;117;1543;2;0;1660;2;1271;389;2;876;395;391;90;1181;391;807;255;226;372;2;16947;16362;585;0;0;0;15666;1281;0;14286;2661;0;16762;185;0;1342;15605;0;0;16947;0;14394;2553;0;10969;3425;2553;879;13515;2553;5579;3007;2658;5703;0
4319356;São Pedro da Serra;841;806;12;3;0;20;720;101;20;689;132;20;794;27;20;234;587;20;0;821;20;645;176;20;469;176;196;74;571;196;461;118;20;222;20;294;276;9;1;0;8;198;88;8;200;86;8;249;37;8;36;250;8;0;286;8;168;118;8;117;51;126;21;147;126;178;36;10;62;8;2227;2137;22;10;0;58;1923;246;58;1845;324;58;2100;69;58;632;1537;58;0;2169;58;1721;448;58;1265;456;506;198;1523;506;1207;312;51;599;58
4319711;São Valentim do Sul;378;378;0;0;0;0;321;57;0;334;44;0;374;4;0;0;378;0;23;355;0;159;219;0;125;34;219;4;155;219;123;16;26;213;0;270;270;0;0;0;0;182;88;0;195;75;0;258;12;0;0;270;0;11;259;0;67;203;0;45;22;203;5;62;203;141;13;23;93;0;953;953;0;0;0;0;814;139;0;845;108;0;943;10;0;0;953;0;62;891;0;401;552;0;311;90;552;11;390;552;326;37;65;525;0
4320404;Serafina Corrêa;5104;5097;7;0;0;0;5014;90;0;4831;273;0;5078;26;0;516;4588;0;0;5104;0;4504;600;0;3331;1173;600;1914;2590;600;355;188;270;4291;0;1273;1257;6;7;0;3;1206;64;3;1152;118;3;1226;44;3;58;1212;3;1;1269;3;945;325;3;724;221;328;282;663;328;156;83;89;942;3;13685;13663;22;0;0;0;13436;249;0;12964;721;0;13619;66;0;1360;12325;0;0;13685;0;12061;1624;0;9080;2981;1624;4921;7140;1624;919;535;726;11505;0
4320453;Sério;261;240;14;7;0;0;174;87;0;220;41;0;257;4;0;16;245;0;0;261;0;172;89;0;136;36;89;12;160;89;92;41;44;84;0;168;156;6;6;0;0;97;71;0;132;36;0;152;16;0;8;160;0;0;168;0;89;79;0;69;20;79;9;80;79;71;30;29;38;0;629;563;42;24;0;0;403;226;0;524;105;0;620;9;0;36;593;0;0;629;0;396;233;0;319;77;233;27;369;233;222;95;101;211;0
4320677;Sinimbu;527;519;8;0;0;0;440;87;0;420;107;0;521;6;0;148;379;0;0;527;0;368;159;0;143;225;159;228;140;159;196;50;20;261;0;148;144;4;0;0;0;103;45;0;103;45;0;142;6;0;24;124;0;0;148;0;89;59;0;30;59;59;67;22;59;81;10;6;51;0;1320;1303;17;0;0;0;1087;233;0;1034;286;0;1307;13;0;391;929;0;0;1320;0;917;403;0;357;560;403;573;344;403;478;119;52;671;0
4320800;Soledade;10184;9842;322;18;0;2;9619;563;2;8950;1232;2;10047;135;2;1025;9157;2;114;10068;2;8352;1830;2;6248;2104;1832;1595;6757;1832;3576;2038;1711;2857;2;2370;2237;115;7;0;11;2055;304;11;1889;470;11;2210;149;11;196;2163;11;41;2318;11;1696;663;11;1176;520;674;291;1405;674;1161;413;285;500;11;25876;24967;854;46;0;9;24365;1502;9;22716;3151;9;25548;319;9;2521;23346;9;289;25578;9;21030;4837;9;15989;5041;4846;3776;17254;4846;9157;5306;4341;7063;9
4320859;Tabaí;599;543;56;0;0;0;324;275;0;214;385;0;598;1;0;69;530;0;0;599;0;130;469;0;93;37;469;0;130;469;409;40;38;112;0;183;153;30;0;0;0;72;111;0;53;130;0;176;7;0;14;169;0;0;183;0;32;151;0;18;14;151;0;32;151;129;13;9;32;0;1557;1407;150;0;0;0;826;731;0;556;1001;0;1555;2;0;179;1378;0;0;1557;0;337;1220;0;237;100;1220;0;337;1220;1072;113;103;269;0
4321303;Taquari;8650;7985;649;16;0;0;7810;840;0;5947;2703;0;8579;71;0;1383;7267;0;152;8498;0;7972;678;0;7715;257;678;1284;6688;678;3477;1961;1620;1592;0;1566;1385;177;4;0;0;1295;271;0;970;596;0;1497;69;0;186;1380;0;28;1538;0;1334;232;0;1264;70;232;206;1128;232;833;322;204;207;0;21509;19849;1608;52;0;0;19355;2154;0;14871;6638;0;21323;186;0;3473;18036;0;368;21141;0;19828;1681;0;19277;551;1681;3323;16505;1681;8599;4872;4056;3982;0
4321451;Teutônia;11445;11375;65;4;0;1;9290;2154;1;10188;1256;1;11374;70;1;1589;9855;1;39;11405;1;8859;2585;1;4807;4052;2586;2293;6566;2586;6520;2136;1035;1753;1;3561;3484;45;12;0;20;2368;1173;20;2848;693;20;3290;251;20;373;3168;20;9;3532;20;2173;1368;20;1084;1089;1388;574;1599;1388;2415;483;242;401;20;29143;28985;150;7;0;1;23348;5794;1;25805;3337;1;28957;185;1;3915;25227;1;98;29044;1;22235;6907;1;12237;9998;6908;5670;16565;6908;16396;5587;2673;4486;1
4321626;Travesseiro;348;348;0;0;0;0;319;29;0;282;66;0;340;8;0;50;298;0;14;334;0;229;119;0;15;214;119;127;102;119;26;57;82;183;0;139;133;4;2;0;0;75;64;0;94;45;0;114;25;0;12;127;0;5;134;0;62;77;0;11;51;77;37;25;77;53;32;17;37;0;888;888;0;0;0;0;815;73;0;719;169;0;869;19;0;126;762;0;40;848;0;595;293;0;40;555;293;324;271;293;69;162;200;457;0
4322004;Triunfo;6837;6714;100;11;0;12;4376;2449;12;4208;2617;12;6646;179;12;1309;5516;12;352;6473;12;3898;2927;12;3560;338;2939;500;3398;2939;1926;2290;1059;1550;12;1580;1525;42;8;0;5;849;726;5;774;801;5;1420;155;5;166;1409;5;23;1552;5;690;885;5;586;104;890;123;567;890;601;560;183;231;5;17713;17368;283;34;0;28;11188;6497;28;10769;6916;28;17210;475;28;3389;14296;28;1014;16671;28;9940;7745;28;9138;802;7773;1180;8760;7773;5050;5893;2761;3981;28
4322350;União da Serra;117;117;0;0;0;0;108;9;0;105;12;0;117;0;0;0;117;0;0;117;0;105;12;0;75;30;12;37;68;12;34;15;2;66;0;97;97;0;0;0;0;88;9;0;85;12;0;93;4;0;3;94;0;0;97;0;79;18;0;57;22;18;29;50;18;26;10;2;59;0;299;299;0;0;0;0;278;21;0;270;29;0;299;0;0;0;299;0;0;299;0;270;29;0;193;77;29;96;174;29;90;36;4;169;0
4322509;Vacaria;21885;21529;342;12;0;2;20406;1477;2;13257;8626;2;21340;543;2;1722;20161;2;201;21682;2;19984;1899;2;9021;10963;1901;706;19278;1901;9576;5228;3251;3828;2;5121;5001;113;2;0;5;4547;569;5;2623;2493;5;4905;211;5;343;4773;5;57;5059;5;4253;863;5;1707;2546;868;190;4063;868;2817;1085;608;606;5;59053;57984;1011;50;0;8;54544;4501;8;35255;23790;8;57522;1523;8;4518;54527;8;511;58534;8;53395;5650;8;24784;28611;5658;1726;51669;5658;26534;14170;8666;9675;8
4322525;Vale Verde;412;388;24;0;0;0;293;119;0;269;143;0;412;0;0;94;318;0;0;412;0;306;106;0;169;137;106;120;186;106;103;64;32;213;0;152;117;35;0;0;0;67;85;0;63;89;0;146;6;0;16;136;0;0;152;0;82;70;0;49;33;70;26;56;70;38;29;14;71;0;969;909;60;0;0;0;660;309;0;615;354;0;969;0;0;207;762;0;0;969;0;706;263;0;398;308;263;270;436;263;242;137;84;506;0
4322558;Vanini;530;523;7;0;0;0;488;42;0;493;37;0;527;3;0;17;513;0;0;530;0;452;78;0;275;177;78;71;381;78;87;119;102;222;0;197;192;5;0;0;0;175;22;0;184;13;0;181;16;0;6;191;0;0;197;0;132;65;0;74;58;65;25;107;65;52;45;30;70;0;1313;1286;27;0;0;0;1177;136;0;1190;123;0;1306;7;0;54;1259;0;0;1313;0;1094;219;0;663;431;219;180;914;219;225;299;268;521;0
4322608;Venâncio Aires;18049;17880;153;11;0;5;14836;3208;5;16647;1397;5;17927;117;5;1994;16050;5;103;17941;5;14228;3816;5;6728;7500;3821;6285;7943;3821;2261;2437;3011;10335;5;3528;3461;51;11;0;5;2678;845;5;3061;462;5;3339;184;5;330;3193;5;34;3489;5;2372;1151;5;1077;1295;1156;1058;1314;1156;840;553;564;1566;5;43949;43522;397;22;0;8;35482;8459;8;40289;3652;8;43619;322;8;4850;39091;8;237;43704;8;33998;9943;8;16652;17346;9951;14945;19053;9951;5445;6109;7247;25140;8
4322806;Veranópolis;8319;8038;168;113;0;0;8246;73;0;7592;727;0;8293;26;0;1244;7075;0;53;8266;0;7740;579;0;5278;2462;579;2663;5077;579;1744;922;1050;4603;0;1423;1359;31;32;0;1;1352;70;1;1193;229;1;1350;72;1;145;1277;1;2;1420;1;1066;356;1;718;348;357;257;809;357;487;210;151;574;1;20654;19907;436;311;0;0;20452;202;0;18759;1895;0;20584;70;0;3258;17396;0;128;20526;0;19140;1514;0;13510;5630;1514;6044;13096;1514;4419;2394;2697;11144;0
4322855;Vespasiano Corrêa;217;216;0;1;0;0;211;6;0;214;3;0;216;1;0;35;182;0;35;182;0;202;15;0;143;59;15;80;122;15;44;58;65;50;0;104;100;2;2;0;0;83;21;0;87;17;0;88;16;0;5;99;0;5;99;0;62;42;0;37;25;42;25;37;42;47;25;19;13;0;522;520;0;2;0;0;504;18;0;511;11;0;520;2;0;88;434;0;88;434;0;482;40;0;342;140;40;181;301;40;111;138;162;111;0
4323309;Vila Flores;877;877;0;0;0;0;817;60;0;822;55;0;866;11;0;154;723;0;36;841;0;629;248;0;465;164;248;235;394;248;252;212;162;251;0;360;354;0;1;0;5;330;25;5;287;68;5;336;19;5;32;323;5;6;349;5;179;176;5;125;54;181;60;119;181;208;49;25;73;5;2311;2311;0;0;0;0;2146;165;0;2163;148;0;2286;25;0;408;1903;0;97;2214;0;1610;701;0;1220;390;701;570;1040;701;663;550;430;668;0
4323408;Vila Maria;1066;1065;1;0;0;0;886;180;0;835;231;0;1060;6;0;20;1046;0;0;1066;0;857;209;0;648;209;209;173;684;209;466;289;124;187;0;493;492;1;0;0;0;365;128;0;313;180;0;454;39;0;6;487;0;0;493;0;275;218;0;199;76;218;59;216;218;311;91;37;54;0;2763;2760;3;0;0;0;2275;488;0;2154;609;0;2748;15;0;52;2711;0;0;2763;0;2201;562;0;1661;540;562;439;1762;562;1174;736;355;498;0
4323606;Vista Alegre do Prata;184;184;0;0;0;0;180;4;0;180;4;0;182;2;0;0;184;0;0;184;0;180;4;0;83;97;4;14;166;4;13;22;8;141;0;63;62;0;0;0;1;55;7;1;55;7;1;57;5;1;0;62;1;0;62;1;55;7;1;25;30;8;3;52;8;16;8;3;35;1;486;486;0;0;0;0;479;7;0;479;7;0;483;3;0;0;486;0;0;486;0;479;7;0;225;254;7;36;443;7;34;61;28;363;0
4323770;Westfália;638;638;0;0;0;0;487;151;0;556;82;0;635;3;0;37;601;0;39;599;0;428;210;0;108;320;210;154;274;210;613;3;0;22;0;320;308;2;10;0;0;180;140;0;270;50;0;290;30;0;15;305;0;27;293;0;160;160;0;36;124;160;81;79;160;299;4;2;15;0;1699;1699;0;0;0;0;1285;414;0;1473;226;0;1689;10;0;99;1600;0;109;1590;0;1124;575;0;281;843;575;436;688;575;1637;9;0;53;0
