setor;pop;sigilo_pop;dom;sigilo_dom;mulheres;sigilo_mulheres;c0_4;sigilo_c0_4;c5_9;sigilo_c5_9;i60_69;sigilo_i60_69;i70m;sigilo_i70m;indigenas;sigilo_indigenas;pretos_pardos;sigilo_pretos_pardos;dom_ocupados;sigilo_dom_ocupados;dom_agua;sigilo_dom_agua;dom_esgoto;sigilo_dom_esgoto;renda_resp;sigilo_renda_resp;n_resp;sigilo_n_resp;area_pct_bacia;metodo_recorte_bacia;dens;sigilo_dens;pop_n_validos;pop_n_total;pop_completude;dom_n_validos;dom_n_total;dom_completude;dom_ocupados_n_validos;dom_ocupados_n_total;dom_ocupados_completude;mulheres_n_validos;mulheres_n_total;mulheres_completude;c0_4_n_validos;c0_4_n_total;c0_4_completude;c5_9_n_validos;c5_9_n_total;c5_9_completude;i60_69_n_validos;i60_69_n_total;i60_69_completude;i70m_n_validos;i70m_n_total;i70m_completude;indigenas_n_validos;indigenas_n_total;indigenas_completude;pretos_pardos_n_validos;pretos_pardos_n_total;pretos_pardos_completude;dom_agua_n_validos;dom_agua_n_total;dom_agua_completude;dom_esgoto_n_validos;dom_esgoto_n_total;dom_esgoto_completude;n_resp_n_validos;n_resp_n_total;n_resp_completude;renda_resp_n_validos;renda_resp_n_total;renda_resp_completude;dens_n_validos;dens_n_total;dens_completude;na_bacia;status_borda_bacia;metodo_area_bacia;metodo_na_bacia;municipio;cod_mun;mun_pct_na_bacia;mun_pop_total;mun_pop_na_bacia;mun_ubs_iede;mun_hospitais_iede;mun_escolas_iede;mun_bombeiros_iede;mun_servicos_cobertura;mun_icm_faixa;mun_icm_pontos;mun_icm_prioritario;mun_ubs_iede_status;mun_hospitais_iede_status;mun_escolas_iede_status;mun_bombeiros_iede_status;mun_icm_atualizado_em;mun_icm_versao
430200605000004;515;False;376;0;249;0;32;0;29;0;67;0;56;0;3;0;123;0;212;0;46;0;;1;2057.1;0;212;0;3.6464;"ponto_representativo_setor_2022; area_pct_geometrica";9.6;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;0;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000005;270;False;168;0;118;0;;1;19;0;42;0;24;0;0;0;122;0;112;0;0;0;0;0;1903.52;0;112;0;54.7887;"ponto_representativo_setor_2022; area_pct_geometrica";2.3;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000006;417;False;204;0;188;0;18;0;32;0;46;0;26;0;0;0;287;0;152;0;0;0;0;0;1372.71;0;152;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";14.5;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000007;394;False;264;0;187;0;21;0;21;0;63;0;44;0;0;0;40;0;168;0;3;0;0;0;1686.23;0;168;0;99.9874;"ponto_representativo_setor_2022; area_pct_geometrica";9.5;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000008;289;False;166;0;122;0;16;0;15;0;43;0;27;0;0;0;87;0;118;0;0;0;0;0;1844.53;0;118;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";10.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000009;379;False;212;0;178;0;23;0;14;0;52;0;40;0;;1;85;0;154;0;3;0;0;0;2343.87;0;154;0;99.9938;"ponto_representativo_setor_2022; area_pct_geometrica";13.6;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000010;428;False;229;0;203;0;32;0;17;0;53;0;41;0;0;0;80;0;170;0;21;0;0;0;2194.25;0;170;0;99.7382;"ponto_representativo_setor_2022; area_pct_geometrica";14.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000011;408;False;195;0;182;0;25;0;23;0;56;0;26;0;0;0;203;0;151;0;19;0;0;0;2220.41;0;151;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";14.3;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000012;393;False;198;0;186;0;19;0;21;0;59;0;29;0;0;0;176;0;154;0;17;0;0;0;2733.16;0;154;0;99.4074;"ponto_representativo_setor_2022; area_pct_geometrica";11.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000013;385;False;181;0;179;0;20;0;25;0;45;0;33;0;0;0;165;0;141;0;0;0;0;0;3053.28;0;141;0;99.0643;"ponto_representativo_setor_2022; area_pct_geometrica";7.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000014;567;False;297;0;255;0;33;0;27;0;57;0;48;0;0;0;133;0;223;0;;1;0;0;1846.7;0;223;0;0.0245;"ponto_representativo_setor_2022; area_pct_geometrica";15.9;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000015;432;False;238;0;203;0;21;0;23;0;62;0;35;0;;1;172;0;166;0;5;0;0;0;3889.15;0;166;0;0.0014;"ponto_representativo_setor_2022; area_pct_geometrica";5.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000016;302;False;206;0;137;0;12;0;11;0;42;0;36;0;0;0;80;0;128;0;0;0;0;0;1562.86;0;128;0;0.0;"ponto_representativo_setor_2022; area_pct_geometrica";3.5;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000017;721;False;330;0;383;0;49;0;54;0;85;0;66;0;0;0;132;0;297;0;268;0;119;0;2394.58;0;297;0;99.8194;"ponto_representativo_setor_2022; area_pct_geometrica";434.0;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000018;676;False;328;0;371;0;42;0;41;0;80;0;73;0;0;0;149;0;268;0;239;0;99;0;2071.95;0;268;0;99.8965;"ponto_representativo_setor_2022; area_pct_geometrica";1747.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000019;596;False;253;0;302;0;31;0;29;0;74;0;82;0;0;0;113;0;226;0;217;0;106;0;2788.88;0;226;0;65.3482;"ponto_representativo_setor_2022; area_pct_geometrica";1051.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;parcial;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430200605000020;514;False;228;0;271;0;39;0;37;0;74;0;57;0;0;0;29;0;205;0;197;0;144;0;2021.99;0;205;0;0.0;"ponto_representativo_setor_2022; area_pct_geometrica";493.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Barros Cassal;4302006;51.9;9296;5086;4;;13;;cadastro_IEDE_parcial_nao_inventario;D;7;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
430210505000001;514;False;311;0;285;0;12;0;19;0;88;0;93;0;;1;55;0;256;0;256;0;64;0;6701.47;0;256;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";6837.9;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000003;524;False;290;0;293;0;22;0;29;0;85;0;64;0;0;0;34;0;245;0;245;0;14;0;5572.93;0;245;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";11147.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000005;302;False;187;0;165;0;;1;;1;49;0;63;0;0;0;23;0;142;0;142;0;17;0;4890.6;0;142;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";6000.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000006;513;False;287;0;257;0;24;0;21;0;56;0;47;0;0;0;110;0;243;0;243;0;46;0;4344.47;0;243;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";10444.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000007;518;False;294;0;284;0;29;0;27;0;60;0;68;0;;1;46;0;238;0;238;0;60;0;5345.72;0;238;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";10004.6;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000010;636;False;331;0;358;0;26;0;29;0;58;0;56;0;0;0;83;0;298;0;298;0;65;0;4429.24;0;298;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";14462.5;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000011;550;False;312;0;299;0;28;0;25;0;60;0;54;0;4;0;51;0;253;0;253;0;63;0;5207.51;0;253;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";6246.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000012;649;False;319;0;351;0;24;0;26;0;100;0;80;0;0;0;125;0;269;0;269;0;166;0;3551.95;0;269;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";4312.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000014;564;False;313;0;340;0;24;0;26;0;76;0;92;0;0;0;28;0;269;0;269;0;7;0;9698.88;0;269;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";11745.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000016;563;False;304;0;310;0;15;0;21;0;94;0;97;0;;1;41;0;264;0;264;0;39;0;6217.32;0;264;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";5395.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000018;648;False;315;0;352;0;31;0;31;0;83;0;88;0;0;0;62;0;276;0;276;0;274;0;4188.15;0;276;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";6767.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000019;809;False;324;0;405;0;48;0;46;0;84;0;70;0;0;0;357;0;308;0;308;0;304;0;2077.64;0;308;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";11063.0;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000020;738;False;345;0;380;0;41;0;37;0;64;0;88;0;0;0;108;0;311;0;311;0;309;0;5105.54;0;311;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";3993.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000022;673;False;341;0;354;0;42;0;28;0;58;0;78;0;;1;114;0;283;0;280;0;107;0;3538.25;0;283;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";2458.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000023;501;False;275;0;270;0;29;0;22;0;38;0;40;0;0;0;78;0;225;0;225;0;44;0;3562.73;0;225;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";6448.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000024;246;False;109;0;122;0;19;0;14;0;19;0;18;0;0;0;115;0;92;0;92;0;85;0;1650.12;0;92;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";19022.6;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000025;787;False;358;0;404;0;43;0;34;0;86;0;109;0;0;0;116;0;320;0;320;0;126;0;2847.3;0;320;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";4213.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000026;768;False;317;0;394;0;38;0;35;0;97;0;99;0;0;0;129;0;279;0;277;0;56;0;3426.21;0;279;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";7915.9;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000028;352;False;169;0;192;0;12;0;17;0;54;0;42;0;0;0;41;0;149;0;149;0;30;0;3400.5;0;149;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";5750.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430210505000029;744;False;322;0;387;0;22;0;53;0;82;0;67;0;6;0;170;0;281;0;280;0;105;0;2660.04;0;281;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";5856.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
