setor;pop;sigilo_pop;dom;sigilo_dom;mulheres;sigilo_mulheres;c0_4;sigilo_c0_4;c5_9;sigilo_c5_9;i60_69;sigilo_i60_69;i70m;sigilo_i70m;indigenas;sigilo_indigenas;pretos_pardos;sigilo_pretos_pardos;dom_ocupados;sigilo_dom_ocupados;dom_agua;sigilo_dom_agua;dom_esgoto;sigilo_dom_esgoto;renda_resp;sigilo_renda_resp;n_resp;sigilo_n_resp;area_pct_bacia;metodo_recorte_bacia;dens;sigilo_dens;pop_n_validos;pop_n_total;pop_completude;dom_n_validos;dom_n_total;dom_completude;dom_ocupados_n_validos;dom_ocupados_n_total;dom_ocupados_completude;mulheres_n_validos;mulheres_n_total;mulheres_completude;c0_4_n_validos;c0_4_n_total;c0_4_completude;c5_9_n_validos;c5_9_n_total;c5_9_completude;i60_69_n_validos;i60_69_n_total;i60_69_completude;i70m_n_validos;i70m_n_total;i70m_completude;indigenas_n_validos;indigenas_n_total;indigenas_completude;pretos_pardos_n_validos;pretos_pardos_n_total;pretos_pardos_completude;dom_agua_n_validos;dom_agua_n_total;dom_agua_completude;dom_esgoto_n_validos;dom_esgoto_n_total;dom_esgoto_completude;n_resp_n_validos;n_resp_n_total;n_resp_completude;renda_resp_n_validos;renda_resp_n_total;renda_resp_completude;dens_n_validos;dens_n_total;dens_completude;na_bacia;status_borda_bacia;metodo_area_bacia;metodo_na_bacia;municipio;cod_mun;mun_pct_na_bacia;mun_pop_total;mun_pop_na_bacia;mun_ubs_iede;mun_hospitais_iede;mun_escolas_iede;mun_bombeiros_iede;mun_servicos_cobertura;mun_icm_faixa;mun_icm_pontos;mun_icm_prioritario;mun_ubs_iede_status;mun_hospitais_iede_status;mun_escolas_iede_status;mun_bombeiros_iede_status;mun_icm_atualizado_em;mun_icm_versao
430780705000008;739;False;276;0;348;0;53;0;71;0;55;0;49;0;;1;175;0;252;0;250;0;74;0;1859.72;0;252;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";886.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000009;548;False;201;0;282;0;32;0;47;0;55;0;20;0;0;0;115;0;195;0;192;0;53;0;2315.37;0;195;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";3180.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000010;998;False;390;0;518;0;80;0;83;0;68;0;61;0;0;0;179;0;365;0;359;0;82;0;2420.61;0;365;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";686.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000011;198;False;84;0;109;0;9;0;8;0;35;0;20;0;0;0;25;0;75;0;75;0;0;0;3004.73;0;75;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";507.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000012;682;False;286;0;350;0;48;0;42;0;68;0;29;0;0;0;135;0;266;0;255;0;60;0;2575.51;0;266;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1036.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000013;553;False;211;0;280;0;39;0;41;0;60;0;20;0;0;0;78;0;196;0;186;0;24;0;2197.9;0;196;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";884.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000014;462;False;195;0;239;0;29;0;26;0;59;0;55;0;0;0;70;0;185;0;184;0;82;0;2436.34;0;185;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";4178.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000015;793;False;332;0;417;0;63;0;90;0;38;0;17;0;0;0;115;0;299;0;201;0;51;0;2944.72;0;299;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";422.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000016;465;False;212;0;255;0;21;0;24;0;59;0;46;0;0;0;24;0;187;0;187;0;173;0;2758.19;0;187;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1812.9;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000017;318;False;156;0;156;0;24;0;20;0;33;0;45;0;;1;46;0;121;0;117;0;25;0;2926.83;0;121;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1201.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000018;650;False;279;0;351;0;43;0;50;0;89;0;46;0;;1;100;0;242;0;242;0;202;0;2772.59;0;242;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";754.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000019;674;False;288;0;353;0;34;0;42;0;92;0;51;0;;1;109;0;261;0;258;0;84;0;2534.65;0;261;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";539.0;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000020;659;False;299;0;342;0;40;0;29;0;101;0;69;0;0;0;50;0;249;0;249;0;231;0;4467.88;0;249;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";812.5;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000021;421;False;181;0;221;0;16;0;22;0;60;0;38;0;0;0;22;0;165;0;165;0;4;0;3429.79;0;165;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";542.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000022;232;False;111;0;115;0;16;0;14;0;20;0;18;0;0;0;24;0;88;0;73;0;0;0;2661.08;0;88;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";45.7;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000023;837;False;334;0;441;0;42;0;62;0;102;0;105;0;0;0;43;0;315;0;315;0;9;0;4461.64;0;315;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";842.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000024;188;False;71;0;89;0;9;0;11;0;21;0;15;0;0;0;16;0;62;0;62;0;0;0;3057.92;0;62;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";255.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000025;601;False;340;0;331;0;33;0;27;0;68;0;83;0;;1;74;0;281;0;281;0;33;0;3767.66;0;281;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";5585.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000026;345;False;172;0;191;0;30;0;29;0;29;0;27;0;;1;73;0;128;0;128;0;58;0;2258.02;0;128;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1875.7;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000027;593;False;238;0;314;0;45;0;32;0;50;0;31;0;0;0;95;0;217;0;217;0;21;0;2637.22;0;217;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";2448.7;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000028;478;False;179;0;221;0;35;0;46;0;29;0;18;0;0;0;81;0;156;0;154;0;32;0;1928.99;0;156;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";4803.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000029;752;False;312;0;409;0;45;0;43;0;109;0;80;0;0;0;102;0;293;0;293;0;8;0;3013.6;0;293;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";3757.6;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000030;793;False;343;0;415;0;42;0;49;0;103;0;41;0;0;0;117;0;315;0;314;0;14;0;2682.01;0;315;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";2984.1;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000031;467;False;222;0;254;0;24;0;17;0;71;0;50;0;0;0;84;0;206;0;199;0;33;0;2684.98;0;206;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1663.3;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000032;590;False;252;0;290;0;46;0;32;0;50;0;30;0;;1;126;0;221;0;190;0;207;0;2677.07;0;221;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1331.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000033;413;False;183;0;214;0;26;0;27;0;49;0;46;0;0;0;77;0;156;0;155;0;51;0;2390.16;0;156;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";5316.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000034;756;False;295;0;402;0;34;0;67;0;93;0;45;0;0;0;115;0;273;0;270;0;35;0;2858.97;0;273;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1920.3;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000035;551;False;251;0;296;0;21;0;35;0;80;0;71;0;0;0;35;0;220;0;220;0;10;0;4435.29;0;220;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";2644.0;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000036;339;False;151;0;179;0;25;0;17;0;39;0;36;0;0;0;125;0;130;0;130;0;63;0;2150.0;0;130;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";6478.4;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000037;454;False;215;0;243;0;39;0;26;0;42;0;37;0;0;0;195;0;168;0;168;0;56;0;1978.22;0;168;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";8607.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000038;600;False;300;0;323;0;30;0;35;0;101;0;112;0;0;0;53;0;241;0;241;0;107;0;4683.6;0;241;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1042.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000039;693;False;284;0;348;0;45;0;62;0;75;0;40;0;5;0;107;0;258;0;256;0;14;0;3072.86;0;258;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";2234.5;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000040;511;False;241;0;282;0;18;0;25;0;62;0;92;0;0;0;31;0;215;0;214;0;52;0;5027.26;0;215;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";1687.6;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000041;8;False;2;0;;1;;1;;1;;1;;1;;1;;1;;1;;1;;1;;1;;1;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";13.1;False;1;1;1.0;1;1;1.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;0;1;0.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000042;214;False;109;0;109;0;;1;11;0;35;0;30;0;0;0;19;0;89;0;87;0;;1;3748.03;0;89;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";106.2;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000044;191;False;117;0;101;0;14;0;12;0;17;0;20;0;0;0;25;0;69;0;52;0;;1;2996.25;0;69;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";28.0;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;0;1;0.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
430780705000045;418;False;266;0;245;0;19;0;19;0;39;0;74;0;0;0;48;0;215;0;214;0;166;0;4496.73;0;215;0;100.0;"ponto_representativo_setor_2022; area_pct_geometrica";7188.8;False;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;1;1.0;1;total;interseção geométrica em EPSG:5880;ponto_representativo_setor_2022_within_bacia;Estrela;4307807;100.0;32183;32183;14;1;34;1;cadastro_IEDE_parcial_nao_inventario;B;17;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
