id_grade;pop;dom;universo_dom;na_bacia;area_pct_bacia;metodo_recorte_bacia;pop_n_validos;pop_n_total;pop_completude;dom_n_validos;dom_n_total;dom_completude;status_borda_bacia;metodo_area_bacia;metodo_na_bacia;municipio;cod_mun;mun_pct_na_bacia;mun_pop_total;mun_pop_na_bacia;mun_ubs_iede;mun_hospitais_iede;mun_escolas_iede;mun_bombeiros_iede;mun_servicos_cobertura;mun_icm_faixa;mun_icm_pontos;mun_icm_prioritario;mun_ubs_iede_status;mun_hospitais_iede_status;mun_escolas_iede_status;mun_bombeiros_iede_status;mun_icm_atualizado_em;mun_icm_versao
200ME52530N80978;79;27;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80978;9;4;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80978;50;19;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52536N80978;44;17;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80980;11;4;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80980;40;14;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80980;4;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80982;4;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80984;14;5;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80984;13;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80984;7;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80986;45;20;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80986;28;10;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80986;7;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52536N80986;26;11;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52538N80986;38;12;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80988;16;5;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80988;10;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52538N80988;40;15;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80990;20;6;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52538N80990;36;14;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80992;15;5;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80992;3;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52538N80992;4;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80994;24;11;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80994;13;4;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52536N80994;2;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80996;8;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80996;8;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80996;2;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52536N80996;9;6;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52538N80996;2;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N80998;4;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N80998;8;4;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52534N80998;238;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52536N80998;3;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N81010;1;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N81012;6;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N81014;8;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N81016;1;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52532N81018;1;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52530N81020;3;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52540N80948;23;11;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52540N80950;4;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80952;10;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80954;7;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80956;2;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80960;14;5;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80962;7;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80964;13;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80966;4;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80968;2;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80970;12;4;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52544N80972;6;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52546N80972;14;6;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80972;18;5;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52544N80974;6;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52546N80974;4;2;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52546N80976;13;5;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52548N80976;14;4;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52542N80978;3;1;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52544N80978;13;4;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52546N80978;11;5;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52542N80980;6;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
200ME52544N80980;10;3;domicilios_ocupados_grade_ibge_2022;1;100.0;"ponto_representativo_grade_2022; area_pct_geometrica";1;1;1.0;1;1;1.0;total;interseção geométrica em EPSG:5880;ponto_representativo_grade_2022_within_bacia;Bento Gonçalves;4302105;100.0;123151;123151;43;2;123;1;cadastro_IEDE_parcial_nao_inventario;B;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
