CD_MUN;NM_MUN;V00001;V00002;V00003;V00004;V00005;V00006;V00007;V00008;V00009;V00010;V00011;V00012;V00013;V00014;V00015;V00016;V00017;V00018;V00019;V00020;V00021;V00022;V00023;V00024;V00025;V00026;V00027;V00028;V00029;V00030;V00031;V00032;V00033;V00034;V00035;V00036;V00037;V00038;V00039;V00040;V00041;V00042;V00043;V00044;V00045;V00046;V00047;V00048;V00049;V00050;V00051;V00052;V00053;V00054;V00055;V00056;V00057;V00058;V00059;V00060;V00061;V00062;V00063;V00064;V00065;V00066;V00067;V00068;V00069;V00070;V00071;V00072;V00073;V00074;V00075;V00076;V00077;V00078;V00079;V00080;V00081;V00082;V00083;V00084;V00085;V00086;V00087;V00088;V00089;V00090;V00091;V00092;V00093;V00094;V00095;V00096;V00097;V00098;V00099;V00100;V00101;V00102;V00103;V00104;V00105;V00106;V00107;V00108;V00109;V00110;V00111;V00112;V00113;V00114;V00115;V00116;V00117;V00118;V00119;V00120;V00121;V00122;V00123;V00124;V00125;V00126;V00127;V00128;V00129;V00130;V00131;V00132;V00133;V00134;V00135;V00136;V00137;V00138;V00139;V00140;V00141;V00142;V00143;V00144;V00145;V00146;V00147;V00148;V00149;V00150;V00151;V00152;V00153;V00154;V00155;V00156;V00157;V00158;V00159;V00160;V00161;V00162;V00163;V00164;V00165;V00166;V00167;V00168;V00169;V00170;V00171;V00172;V00173;V00174;V00175;V00176;V00177;V00178;V00179;V00180;V00181;V00182;V00183;V00184;V00185;V00186;V00187;V00188;V00189;V00190;V00191;V00192;V00193;V00194;V00195;V00196;V00197;V00198;V00199;V00200;V00201;V00202;V00203;V00204;V00205;V00206;V00207;V00208;V00209;V00210;V00211;V00212;V00213;V00214;V00215;V00216;V00217;V00218;V00219;V00220;V00221;V00222;V00223;V00224;V00225;V00226;V00227;V00228;V00229;V00230;V00231;V00232;V00233;V00234;V00235;V00236;V00237;V00238;V00239;V00240;V00241;V00242;V00243;V00244;V00245;V00246;V00247;V00248;V00249;V00250;V00251;V00252;V00253;V00254;V00255;V00256;V00257;V00258;V00259;V00260;V00261;V00262;V00263;V00264;V00265;V00266;V00267;V00268;V00269;V00270;V00271;V00272;V00273;V00274;V00275;V00276;V00277;V00278;V00279;V00280;V00281;V00282;V00283;V00284;V00285;V00286;V00287;V00288;V00289;V00290;V00291;V00292;V00293;V00294;V00295;V00296;V00297;V00298;V00299;V00300;V00301;V00302;V00303;V00304;V00305;V00306;V00307;V00308;V00309;V00310;V00311;V00312;V00313;V00314;V00315;V00316;V00317;V00318;V00319;V00320;V00321;V00322;V00323;V00324;V00325;V00326;V00327;V00328;V00329;V00330;V00331;V00332;V00333;V00334;V00335;V00336;V00337;V00338;V00339;V00340;V00341;V00342;V00343;V00344;V00345;V00346;V00347;V00348;V00349;V00350;V00351;V00352;V00353;V00354;V00355;V00356;V00357;V00358;V00359;V00360;V00361;V00362;V00363;V00364;V00365;V00366;V00367;V00368;V00369;V00370;V00371;V00372;V00373;V00374;V00375;V00376;V00377;V00378;V00379;V00380;V00381;V00382;V00383;V00384;V00385;V00386;V00387;V00388;V00389;V00390;V00391;V00392;V00393;V00394;V00395;V00396;V00397;V00398;V00399;V00400;V00401;V00402;V00403;V00404;V00405;V00406;V00407;V00408;V00409;V00410;V00411;V00412;V00413;V00414;V00415;V00416;V00417;V00418;V00419;V00420;V00421;V00422;V00423;V00424;V00425;V00426;V00427;V00428;V00429;V00430;V00431;V00432;V00433;V00434;V00435;V00436;V00437;V00438;V00439;V00440;V00441;V00442;V00443;V00444;V00445;V00446;V00447;V00448;V00449;V00450;V00451;V00452;V00453;V00454;V00455;V00456;V00457;V00458;V00459;V00460;V00461;V00462;V00463;V00464;V00465;V00466;V00467;V00468;V00469;V00470;V00471;V00472;V00473;V00474;V00475;V00476;V00477;V00478;V00479;V00480;V00481;V00482;V00483;V00484;V00485;V00486;V00487;V00488;V00489;V00490;V00491;V00492;V00493;V00494;V00495;V00496;V00497;V00498;V00499;V00500;V00501;V00502;V00503;V00504;V00505;V00506;V00507;V00508;V00509;V00510;V00511;V00512;V00513;V00514;V00515;V00516;V00517;V00518;V00519;V00520;V00521;V00522;V00523;V00524;V00525;V00526;V00527;V00528;V00529;V00530;V00531;V00532;V00533;V00534;V00535;V00536;V00537;V00538;V00539;V00540;V00541;V00542;V00543;V00544;V00545;V00546;V00547;V00548;V00549;V00550;V00551;V00552;V00553;V00554;V00555;V00556;V00557;V00558;V00559;V00560;V00561;V00562;V00563;V00564;V00565;V00566;V00567;V00568;V00569;V00570;V00571;V00572;V00573;V00574;V00575;V00576;V00577;V00578;V00579;V00580;V00581;V00582;V00583;V00584;V00585;V00586;V00587;V00588;V00589;V00590;V00591;V00592;V00593;V00594;V00595;V00596;V00597;V00598;V00599;V00600;V00601;V00602;V00603;V00604;V00605;V00606;V00607;V00608;V00609;V00610;V00611;V00612;V00613;V00614;V00615;V00616;V00617;V00618;V00619;V00620;V00621;V00622;V00623;V00624;V00625;V00626;V00627;V00628;V00629;V00630;V00631;V00632;V00633;V00634;V00635;V00636;V00637;V00638;V00639;V00640;V00641;V00642;V00643
4300059;Água Santa;1378;0;0;1378;3902;0;0;490;0;0;1923;0;0;1979;0;0;185;438;358;253;69;17;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1343;0;31;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3902;490;1923;1979;185;438;358;253;69;17;3;0;0;3;3817;0;73;483;0;3;1095;10;0;129;94;0;0;0;0;0;29;0;0;0;0;814;522;0;0;12;19;608;574;10;170;0;0;0;0;577;570;10;170;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;510;6;0;73;17;434;0;0;43;83;8;0;0;0;0;157;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207;401;448;114;10;0;147;16;0;0;0;0;0;0;0;0;1373;0;0;1340;0;0;0;0;0;31;0;0;1123;10;0;130;97;0;0;0;0;0;0;0;0;0;0;825;541;0;0;0;0;910;392;42;6;6;0;0;891;380;42;6;0;0;0;0;0;0;0;0;0;0;19;10;0;0;0;0;0;691;9;0;106;93;369;0;0;16;0;37;0;0;0;0;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;539;361;243;142;21;21;3;0;4;0;0;0;0;0;45;46;1040;236;0;3;0;0;39;44;1017;232;0;3;0;0;0;0;0;0;0;0;0;0;4;0;23;0;0;0;0;0;33;0;0;4;6;42;0;0;4;0;894;10;0;102;22;143;0;0;12;73;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;33;14;31;629;404;163;67;0;0;3;0;0;0;0;0;454;801;89;16;0;0;436;785;89;16;0;0;0;0;0;0;0;0;18;12;0;0;0;0;369;6;0;37;40;649;0;0;79;59;76;0;0;4;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;236;514;280;70;15;13;0;0;0;0;0;30;731;30;727;0;0;0;0;24;0;0;6;0;582;4;0;49;84;21;3;591;132;910;392;42;3;0;0;0;0;0;1368;6;3817;0;73;483;0;3;1889;0;29;1928;0;44;1631;1728;46;495;0;0;0;0;229;203;0;47;0;0;0;0;780;865;17;250;0;0;0;0;846;863;24;238;0;0;0;0;3889;4;7;486;0;0;1915;3;3;1974;0;4;2491;1172;173;30;26;6;0;323;127;15;0;6;0;0;1210;587;81;14;12;3;0;1278;585;74;11;12;3;0;114;134;2878;761;6;8;0;0;18;27;324;110;0;0;0;0;45;59;1431;377;0;5;0;0;69;75;1443;378;0;3;0;0;1246;2340;257;58;0;0;153;300;19;3;0;0;593;1160;127;30;0;0;647;1171;122;22;0;0;99;2172;3;252;43;1094;51;1078
4300661;André da Rocha;437;0;0;437;1135;0;0;123;0;0;593;0;0;542;0;0;82;151;111;65;18;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;432;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1135;123;593;542;82;151;111;65;18;4;0;0;0;0;1125;0;10;121;0;0;310;30;0;87;3;0;0;0;0;0;0;0;0;0;0;248;184;0;0;0;4;347;48;0;42;0;0;0;0;342;48;0;42;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;247;21;0;74;3;32;5;0;9;0;0;0;0;0;0;33;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;178;169;36;10;0;0;35;6;0;0;0;0;0;0;0;0;435;0;0;430;0;0;0;0;0;5;0;0;310;31;0;89;3;0;0;0;0;0;0;0;0;0;0;247;188;0;0;0;0;317;100;16;4;0;0;0;313;99;16;4;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;212;28;0;73;3;83;0;0;14;0;14;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;133;52;48;11;4;0;0;0;0;0;0;0;0;48;8;290;87;0;0;0;0;47;8;286;87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;33;0;0;12;0;4;0;0;4;0;207;17;0;60;0;66;7;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;28;3;5;161;129;61;26;0;0;0;0;0;0;0;0;307;70;37;21;0;0;302;70;37;21;0;0;0;0;0;0;0;0;5;0;0;0;0;0;224;14;0;62;3;48;6;0;14;0;26;6;0;4;0;13;3;0;4;0;0;0;0;0;0;0;0;0;0;0;150;157;57;12;29;7;13;8;0;0;0;0;15;75;15;75;0;0;0;0;13;0;0;0;0;52;8;0;14;0;13;0;58;15;317;100;16;0;0;0;0;0;0;437;0;1125;0;10;121;0;0;589;0;4;536;0;6;903;132;0;100;0;0;0;0;94;22;0;7;0;0;0;0;457;74;0;62;0;0;0;0;446;58;0;38;0;0;0;0;1128;7;0;123;0;0;588;5;0;540;0;0;824;260;39;12;0;0;0;96;22;3;0;0;0;0;440;125;21;7;0;0;0;384;135;16;5;0;0;0;125;22;756;229;0;0;0;0;11;0;90;21;0;0;0;0;59;13;386;133;0;0;0;0;65;9;370;96;0;0;0;0;813;172;93;57;0;0;86;19;4;11;0;0;411;99;49;34;0;0;402;73;44;23;0;0;42;190;3;24;25;111;17;79
4300703;Anta Gorda;2235;0;0;2235;5954;3;0;562;0;0;2980;0;0;2974;0;0;395;737;592;319;126;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2014;4;213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5954;562;2980;2974;395;737;592;319;126;39;0;0;0;0;5469;7;474;510;0;48;1892;6;0;102;0;3;0;0;0;0;200;3;0;3;0;1411;603;3;0;86;123;1970;161;3;94;0;0;0;0;1753;157;3;94;0;0;0;0;0;4;0;0;0;0;0;0;213;0;0;0;0;0;0;0;1847;14;0;97;0;154;0;0;0;0;3;0;0;0;0;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1279;691;133;22;0;0;83;3;0;0;0;0;0;0;0;0;2233;0;0;2012;0;0;4;0;0;213;0;0;2096;18;0;109;0;0;0;0;0;0;0;0;0;0;0;1504;729;0;0;0;0;1322;737;120;42;0;0;0;1173;679;109;39;0;0;0;4;0;0;0;0;0;0;142;56;10;0;0;0;0;1208;12;0;90;0;716;0;0;11;0;118;0;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;858;464;524;211;80;35;29;9;0;0;0;0;0;0;176;693;659;690;0;0;0;0;141;568;601;688;0;0;0;0;0;0;3;0;0;0;0;0;35;123;54;0;0;0;0;0;165;0;0;5;0;646;9;0;35;0;622;0;0;28;0;651;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93;82;361;330;484;175;554;128;0;0;0;0;0;0;0;0;2005;33;165;17;0;0;1784;33;165;17;0;0;4;0;0;0;0;0;213;0;0;0;0;0;1880;18;0;98;0;30;0;0;0;0;159;0;0;3;0;14;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1307;698;29;0;140;22;16;0;0;0;0;0;200;62;200;58;0;4;0;0;191;0;0;4;0;57;0;0;0;0;181;16;44;18;1322;737;120;26;5;0;0;0;0;2235;0;5469;7;474;510;0;48;2765;3;210;2704;4;264;5178;522;11;237;0;0;0;0;481;68;0;6;0;0;0;0;2568;272;3;132;0;0;0;0;2610;250;5;105;0;0;0;0;5951;0;0;562;0;0;2978;0;0;2973;0;0;3199;2178;403;172;0;0;0;302;186;41;19;0;0;0;1594;1102;195;84;0;0;0;1605;1076;199;86;0;0;0;445;1776;1847;1874;3;0;0;0;44;181;180;152;0;0;0;0;219;824;942;984;0;0;0;0;221;950;903;885;0;0;0;0;5287;100;478;68;5;3;514;7;32;0;0;0;2621;54;257;35;0;0;2666;46;221;29;3;0;588;184;61;20;317;93;271;90
4300802;Antônio Prado;5001;0;28;5001;12990;3;28;1273;0;0;6410;0;9;6580;0;19;856;1802;1238;768;189;48;4;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;3992;16;989;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;12990;1273;6410;6580;856;1802;1238;768;189;48;4;0;0;0;10658;42;2286;1015;0;249;3466;122;0;347;0;12;0;0;0;0;863;14;0;85;0;2633;1350;5;8;528;455;3928;703;17;318;0;0;0;0;2938;691;16;313;0;0;0;0;3;7;0;4;0;0;0;0;984;5;0;0;0;0;0;0;3361;132;0;387;0;640;11;0;23;0;12;0;0;4;0;295;4;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2323;1593;546;142;11;0;259;50;0;0;0;0;0;0;0;0;4997;0;0;3988;0;0;16;0;0;989;0;0;4346;153;0;450;0;0;0;0;0;0;0;0;0;0;0;3168;1819;0;0;0;0;2851;1751;293;37;0;0;0;2240;1377;269;37;0;0;0;8;6;0;0;0;0;0;600;365;12;0;0;0;0;2295;121;0;383;0;1663;13;0;32;0;286;0;0;0;0;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1645;1193;1221;518;215;49;24;3;0;0;0;0;0;0;2320;1078;1020;474;18;8;0;0;1666;795;993;421;17;8;0;0;0;0;4;9;0;0;0;0;644;265;11;39;0;0;0;0;1911;110;0;278;0;992;3;0;47;0;947;7;0;40;0;409;16;0;32;0;11;0;0;6;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;1323;990;637;436;802;194;332;133;12;5;4;4;0;0;0;0;2280;2459;178;26;0;29;1923;1809;177;26;0;29;3;13;0;0;0;0;348;632;0;0;0;0;1899;71;0;264;0;2212;60;0;141;0;162;0;0;0;0;26;0;0;0;0;0;0;0;0;0;23;0;0;4;0;1318;946;1634;805;145;18;24;0;0;0;21;8;241;810;236;796;4;9;0;5;221;0;0;9;0;738;14;0;40;0;182;50;648;155;2851;1751;293;20;7;0;0;0;0;4998;0;10658;42;2286;1015;0;249;5336;18;1053;5322;21;1233;9992;1969;55;937;0;4;3;8;1000;186;0;60;0;0;0;0;4822;1027;25;504;0;0;0;3;5168;934;19;425;0;0;0;0;12978;7;4;1269;0;0;6404;0;0;6574;0;0;7035;4794;919;210;4;0;0;787;387;49;4;0;0;0;3468;2354;454;77;0;0;0;3563;2440;447;87;0;0;0;5867;2744;2912;1289;72;56;13;0;582;274;239;106;8;4;0;0;2822;1318;1521;635;30;21;7;0;3035;1413;1364;646;31;26;6;0;5977;6307;509;93;0;90;644;554;41;0;0;6;2912;3130;263;41;0;43;3064;3170;245;46;0;40;672;2316;45;211;335;1234;331;1064
4301008;Arroio do Meio;8407;0;106;8407;21836;0;121;2622;0;0;10805;0;63;11031;0;58;1450;2973;2158;1329;359;61;6;0;0;0;0;0;0;0;0;0;0;0;0;0;94;9;3;0;0;0;0;0;0;0;7655;20;716;0;0;0;0;0;0;0;0;0;61;0;0;40;5;0;0;0;0;0;0;21836;2622;10805;11031;1450;2973;2158;1329;359;61;6;0;0;0;20129;70;1624;2388;16;209;6749;230;0;648;0;14;0;0;0;0;643;4;0;46;0;4744;2910;8;9;336;370;7577;732;8;61;0;0;0;0;6828;730;8;61;0;0;0;0;20;0;0;0;0;0;0;0;714;0;0;0;0;0;0;0;6647;240;0;665;0;682;3;0;37;0;7;0;0;0;0;58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4512;3062;522;202;4;0;44;13;0;0;0;0;0;0;0;0;8395;0;0;7645;0;0;20;0;0;715;0;0;7412;250;0;709;0;0;0;0;0;0;0;0;0;0;0;5095;3299;0;0;0;0;4944;2751;550;119;0;0;0;4486;2484;526;118;0;0;0;20;0;0;0;0;0;0;431;254;18;0;0;0;0;4201;198;0;520;0;2528;21;0;160;0;537;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2832;2112;1789;959;367;168;83;26;0;0;0;0;0;0;79;328;7500;462;0;3;0;0;39;174;6950;455;0;3;0;0;0;3;17;0;0;0;0;0;34;146;524;0;0;0;0;0;56;0;0;6;0;295;6;0;20;0;6615;206;0;655;0;421;23;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;40;148;170;4566;2931;325;134;0;0;0;0;0;0;0;0;8029;338;17;0;0;3;7412;206;17;0;0;3;20;0;0;0;0;0;583;130;0;0;0;0;7092;232;0;680;0;291;18;0;28;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4936;3092;143;195;6;4;0;0;0;0;0;0;167;640;166;640;0;0;0;0;150;3;0;7;0;606;0;0;24;0;110;45;462;169;4944;2751;550;79;6;0;0;0;0;8397;0;20129;70;1624;2388;16;209;10012;24;752;10117;36;868;19669;1983;24;134;0;6;0;0;2415;189;0;0;0;0;0;0;9701;1003;11;68;0;3;0;0;9966;969;7;64;0;3;0;0;21819;4;0;2622;0;0;10797;0;0;11022;3;0;12140;7536;1705;435;0;3;0;1608;797;151;22;0;0;0;5997;3728;833;218;0;0;0;6143;3805;859;193;0;0;0;211;799;19570;1212;6;11;4;0;20;71;2380;127;4;0;0;0;86;375;9682;617;4;5;0;0;108;411;9888;586;0;6;3;0;20908;859;38;3;0;10;2502;111;0;0;0;0;10358;416;11;0;0;0;10550;435;19;0;0;8;463;1695;43;151;221;860;227;820
4301404;Arvorezinha;3929;0;17;3929;10300;0;17;1156;0;0;5151;0;4;5149;0;13;788;1247;1005;580;199;58;8;3;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;3503;0;421;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;10300;1156;5151;5149;788;1247;1005;580;199;58;8;3;0;0;9316;0;976;1018;0;136;3126;67;0;300;0;0;0;0;0;0;403;4;0;8;0;2631;870;0;0;266;150;2995;218;18;677;0;0;0;0;2571;218;18;677;0;0;0;0;0;0;0;0;0;0;0;0;419;0;0;0;0;0;0;0;2677;69;0;238;0;199;0;0;12;0;17;0;0;0;0;624;3;0;47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2077;916;185;29;15;0;605;70;0;0;0;0;0;0;0;0;3919;5;0;3493;5;0;0;0;0;421;0;0;3527;69;0;309;0;5;0;0;0;0;0;0;0;0;0;2893;1024;5;0;0;0;2780;968;130;27;0;0;0;2543;798;115;24;0;0;0;0;0;0;0;0;0;0;233;167;9;0;0;0;0;2426;66;0;278;0;933;0;0;16;0;128;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2007;771;755;206;101;25;17;0;0;0;0;0;0;0;1588;631;207;1454;23;0;0;0;1327;476;203;1449;23;0;0;0;0;0;0;0;0;0;0;0;257;154;3;0;0;0;0;0;1411;38;0;127;0;587;5;0;24;0;179;0;0;23;0;1320;9;0;114;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1033;553;437;194;156;45;1234;215;15;4;0;0;0;0;0;0;2769;457;616;65;0;7;2343;457;616;65;0;7;0;0;0;0;0;0;421;0;0;0;0;0;2466;69;0;228;0;430;0;0;16;0;555;0;0;50;0;63;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1890;878;404;47;536;77;58;0;0;0;5;0;255;672;255;672;0;0;0;0;235;0;0;14;0;615;3;0;47;0;222;28;596;72;2780;968;130;19;0;0;0;0;0;3922;3;9316;0;976;1018;0;136;4689;0;458;4627;0;518;7782;655;76;1778;0;4;0;0;927;63;0;153;0;0;0;0;3811;325;34;961;0;0;0;0;3969;324;26;817;0;3;0;0;10286;6;0;1156;0;0;5141;5;0;5145;0;0;6929;2827;435;89;8;4;0;803;291;39;7;4;0;0;3493;1383;214;38;3;3;0;3436;1444;208;42;5;0;0;4102;1549;568;3967;94;4;3;0;495;172;54;415;6;0;0;0;1958;766;277;2083;48;0;0;0;2141;778;288;1884;39;0;0;0;7169;1308;1604;190;0;23;853;138;142;16;0;0;3481;683;867;97;0;10;3681;621;737;90;0;12;778;1738;71;151;392;938;378;797
4301651;Barão;2418;0;0;2418;6440;3;0;752;0;0;3247;0;0;3193;0;0;427;748;664;391;113;20;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2328;9;73;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6440;752;3247;3193;427;748;664;391;113;20;3;0;0;0;6222;28;177;720;5;23;2143;24;0;132;0;7;0;0;0;0;53;0;0;16;0;1548;778;5;4;43;30;2052;100;67;168;0;0;0;0;1962;100;67;168;0;0;0;0;9;0;0;0;0;0;0;0;73;0;0;0;0;0;0;0;1861;25;0;140;0;94;0;0;0;0;66;0;0;0;0;162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1336;712;74;19;39;16;123;37;0;0;0;0;0;0;0;0;2417;0;0;2327;0;0;9;0;0;73;0;0;2210;26;0;152;0;0;0;0;0;0;0;0;0;0;0;1600;815;0;0;0;0;1612;718;59;4;0;0;0;1534;706;59;4;0;0;0;9;0;0;0;0;0;0;62;9;0;0;0;0;0;1439;23;0;126;0;686;0;0;16;0;53;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1006;600;523;187;38;3;3;0;0;0;0;0;0;0;32;534;917;897;10;10;0;0;27;474;899;890;10;10;0;0;0;3;4;0;0;0;0;0;4;47;11;0;0;0;0;0;22;0;0;6;0;470;9;0;54;0;846;9;0;38;0;838;3;0;39;0;10;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;13;333;200;631;283;591;301;5;0;5;5;0;0;0;0;2244;132;25;0;0;0;2159;127;25;0;0;0;9;0;0;0;0;0;68;5;0;0;0;0;2049;25;0;141;0;123;0;0;4;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1481;761;86;37;18;4;0;0;0;0;0;0;247;105;247;105;0;0;0;0;240;0;0;0;0;97;0;0;3;0;163;67;82;14;1612;718;59;0;0;0;0;0;0;2417;0;6222;28;177;720;5;23;3141;14;86;3081;14;91;5462;309;207;449;0;7;0;0;675;23;3;18;0;0;0;0;2743;151;97;235;0;5;0;0;2719;150;93;205;0;0;0;0;6436;4;0;752;0;0;3244;3;0;3192;0;0;4066;2092;222;50;0;0;0;491;219;17;3;0;0;0;2045;1053;118;16;0;0;0;2019;1039;96;23;0;0;0;80;1407;2498;2383;29;25;6;0;0;201;330;210;0;0;0;0;47;688;1278;1190;13;10;4;0;31;715;1220;1184;15;15;0;0;5991;357;78;4;0;0;695;42;3;0;0;0;3019;180;35;3;0;0;2972;173;34;0;0;0;697;275;36;15;357;138;335;127
4302006;Barros Cassal;3695;0;33;3695;9254;3;38;1080;0;0;4700;0;19;4554;0;17;787;1280;931;473;156;30;3;0;0;0;0;0;0;0;0;0;0;0;0;0;33;0;0;0;0;0;0;0;0;0;3597;0;95;0;0;0;0;0;0;0;0;0;27;0;6;0;0;0;0;0;0;0;0;9254;1080;4700;4554;787;1280;931;473;156;30;3;0;0;0;9035;0;209;1054;0;24;2544;100;0;939;3;0;0;0;0;0;76;0;0;14;0;2341;1256;0;0;46;49;1584;328;1269;489;0;0;5;3;1491;328;1268;488;0;0;5;3;0;0;0;0;0;0;0;0;92;0;0;0;0;0;0;0;1267;39;0;270;0;224;7;0;81;0;811;36;0;410;0;302;7;0;168;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;766;808;246;69;961;306;384;97;0;0;0;0;5;0;0;0;3502;160;19;3404;160;19;0;0;0;95;0;0;2473;100;0;917;0;128;0;0;22;0;6;0;0;3;0;2247;1255;110;43;17;0;2961;530;73;8;24;15;43;2905;500;63;8;24;15;43;0;0;0;0;0;0;0;54;30;5;0;0;0;0;2023;84;0;839;0;451;0;0;63;0;66;0;0;0;0;8;0;0;0;0;4;0;0;7;0;11;0;0;0;0;17;0;0;13;0;1881;1080;351;176;52;15;3;0;17;4;13;0;33;0;820;193;373;2012;150;38;29;43;744;176;372;2009;149;38;29;43;0;0;0;0;0;0;0;0;75;16;0;0;0;0;0;0;684;11;0;122;0;169;0;0;18;0;273;0;0;75;0;1318;58;0;620;0;71;3;0;55;0;23;0;0;11;0;25;0;0;0;0;17;0;0;13;0;388;432;115;76;258;114;1419;593;103;40;22;16;22;7;33;0;2528;84;942;102;7;11;2433;84;939;102;7;11;0;0;0;0;0;0;94;0;0;0;0;0;1932;69;0;522;0;67;0;0;12;0;533;21;0;367;0;52;0;0;25;0;0;0;0;0;0;11;0;0;0;0;1474;1054;55;22;735;202;89;3;7;0;5;3;175;1932;173;1929;0;0;0;0;107;3;0;54;0;1244;55;0;618;3;120;42;1492;436;2961;530;73;3;0;0;0;0;0;3583;107;9035;0;209;1054;0;24;4601;0;93;4434;0;116;3922;838;3215;1242;0;9;17;4;507;82;365;112;0;0;0;0;1834;430;1727;679;0;4;10;0;2087;401;1488;558;0;0;6;0;8835;377;29;1040;37;0;4470;195;20;4365;165;8;7357;1383;215;32;90;42;113;876;131;11;0;8;0;14;3758;674;98;18;35;19;69;3599;709;110;12;37;13;42;1979;498;956;5091;387;130;76;113;237;57;97;570;41;26;6;14;919;239;504;2650;196;58;37;69;1059;259;447;2437;186;61;33;42;6257;223;2442;259;23;34;747;24;267;15;0;3;3059;113;1330;147;15;16;3198;103;1107;112;0;17;444;4885;30;529;233;2626;205;2259
