cod_mun;nome;pct_na_bacia;pop;dom;mulheres;c0_4;c5_9;i60_69;i70m;indigenas;pretos_pardos;dom_ocupados;dom_agua;dom_esgoto;n_resp;sigilo_pop;sigilo_dom;sigilo_mulheres;sigilo_c0_4;sigilo_c5_9;sigilo_i60_69;sigilo_i70m;sigilo_indigenas;sigilo_pretos_pardos;sigilo_dom_ocupados;sigilo_dom_agua;sigilo_dom_esgoto;sigilo_n_resp;sigilo_renda_resp;dens;sigilo_dens;pop_bacia;sigilo_pop_bacia;pop_mun;dom_mun;area_pct_bacia;metodo_recorte_bacia;status_borda_bacia;metodo_area_bacia;metodo_na_bacia;n_setores_municipio;n_setores_bacia;dens_bacia;sigilo_dens_bacia;dens_bacia_n_validos;dens_bacia_n_total;dens_bacia_completude;pop_n_validos;pop_n_total;pop_completude;dom_n_validos;dom_n_total;dom_completude;dom_ocupados_n_validos;dom_ocupados_n_total;dom_ocupados_completude;mulheres_n_validos;mulheres_n_total;mulheres_completude;c0_4_n_validos;c0_4_n_total;c0_4_completude;c5_9_n_validos;c5_9_n_total;c5_9_completude;i60_69_n_validos;i60_69_n_total;i60_69_completude;i70m_n_validos;i70m_n_total;i70m_completude;indigenas_n_validos;indigenas_n_total;indigenas_completude;pretos_pardos_n_validos;pretos_pardos_n_total;pretos_pardos_completude;dom_agua_n_validos;dom_agua_n_total;dom_agua_completude;dom_esgoto_n_validos;dom_esgoto_n_total;dom_esgoto_completude;n_resp_n_validos;n_resp_n_total;n_resp_completude;renda_resp_n_validos;renda_resp_n_total;renda_resp_completude;dens_n_validos;dens_n_total;dens_completude;pop_bacia_n_validos;pop_bacia_n_total;pop_bacia_completude;dom_bacia;dom_bacia_n_validos;dom_bacia_n_total;dom_bacia_completude;sigilo_dom_bacia;mulheres_bacia;mulheres_bacia_n_validos;mulheres_bacia_n_total;mulheres_bacia_completude;sigilo_mulheres_bacia;c0_4_bacia;c0_4_bacia_n_validos;c0_4_bacia_n_total;c0_4_bacia_completude;sigilo_c0_4_bacia;c5_9_bacia;c5_9_bacia_n_validos;c5_9_bacia_n_total;c5_9_bacia_completude;sigilo_c5_9_bacia;i60_69_bacia;i60_69_bacia_n_validos;i60_69_bacia_n_total;i60_69_bacia_completude;sigilo_i60_69_bacia;i70m_bacia;i70m_bacia_n_validos;i70m_bacia_n_total;i70m_bacia_completude;sigilo_i70m_bacia;indigenas_bacia;indigenas_bacia_n_validos;indigenas_bacia_n_total;indigenas_bacia_completude;sigilo_indigenas_bacia;pretos_pardos_bacia;pretos_pardos_bacia_n_validos;pretos_pardos_bacia_n_total;pretos_pardos_bacia_completude;sigilo_pretos_pardos_bacia;dom_ocupados_bacia;dom_ocupados_bacia_n_validos;dom_ocupados_bacia_n_total;dom_ocupados_bacia_completude;sigilo_dom_ocupados_bacia;dom_agua_bacia;dom_agua_bacia_n_validos;dom_agua_bacia_n_total;dom_agua_bacia_completude;sigilo_dom_agua_bacia;dom_esgoto_bacia;dom_esgoto_bacia_n_validos;dom_esgoto_bacia_n_total;dom_esgoto_bacia_completude;sigilo_dom_esgoto_bacia;n_resp_bacia;n_resp_bacia_n_validos;n_resp_bacia_n_total;n_resp_bacia_completude;sigilo_n_resp_bacia;renda_resp;renda_resp_bacia;renda_resp_bacia_n_validos;renda_resp_bacia_n_total;renda_resp_bacia_completude;sigilo_renda_resp_bacia;referencia;mun_referencia;populacao;mun_populacao;moradores_demografia;mun_moradores_demografia;homens;mun_homens;mun_mulheres;criancas_0_4;mun_criancas_0_4;criancas_5_9;mun_criancas_5_9;idosos_60_69;mun_idosos_60_69;idosos_70_mais;mun_idosos_70_mais;mun_indigenas;mun_pretos_pardos;dom_ocupados_oficial;mun_dom_ocupados_oficial;dom_improvisados;mun_dom_improvisados;dom_coletivos_com_morador;mun_dom_coletivos_com_morador;dom_agua_rede;mun_dom_agua_rede;dom_esgoto_rede;mun_dom_esgoto_rede;entorno_dom_total;mun_entorno_dom_total;entorno_dom_via_pavimentada;mun_entorno_dom_via_pavimentada;entorno_dom_bueiro;mun_entorno_dom_bueiro;entorno_dom_iluminacao;mun_entorno_dom_iluminacao;entorno_dom_ponto_onibus;mun_entorno_dom_ponto_onibus;entorno_dom_rampa;mun_entorno_dom_rampa;entorno_dom_sem_arvore;mun_entorno_dom_sem_arvore;entorno_dom_1_2_arvores;mun_entorno_dom_1_2_arvores;entorno_dom_3_4_arvores;mun_entorno_dom_3_4_arvores;entorno_dom_5_mais_arvores;mun_entorno_dom_5_mais_arvores;entorno_pavimentada_pct;mun_entorno_pavimentada_pct;entorno_bueiro_pct;mun_entorno_bueiro_pct;entorno_iluminacao_pct;mun_entorno_iluminacao_pct;entorno_ponto_onibus_pct;mun_entorno_ponto_onibus_pct;entorno_rampa_pct;mun_entorno_rampa_pct;entorno_faces_total;mun_entorno_faces_total;entorno_moradores_total;mun_entorno_moradores_total;pcd_pessoas_2mais;mun_pcd_pessoas_2mais;pcd_pct_2mais;mun_pcd_pct_2mais;tea_pessoas;mun_tea_pessoas;tea_pct;mun_tea_pct;fonte_pcd;mun_fonte_pcd;fonte_tea;mun_fonte_tea;agregados_ibge_referencia;mun_ubs_iede;mun_hospitais_iede;mun_escolas_iede;mun_bombeiros_iede;mun_servicos_cobertura;mun_icm_faixa;mun_icm_pontos;mun_icm_prioritario;mun_ubs_iede_status;mun_hospitais_iede_status;mun_escolas_iede_status;mun_bombeiros_iede_status;mun_icm_atualizado_em;mun_icm_versao
4302303;Bom Jesus;30.9;11202;5436;5626;763;715;1039;1016;18;3546;4191;3213;2800;4191;False;False;True;True;True;True;True;True;True;True;True;True;True;True;4.3;False;10282.0;False;11202;5436;30.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;55;44;12.7;False;1;1;1.0;55;55;1.0;55;55;1.0;51;55;0.927273;51;55;0.927273;39;55;0.709091;39;55;0.709091;40;55;0.727273;38;55;0.690909;51;55;0.927273;45;55;0.818182;46;55;0.836364;50;55;0.909091;51;55;0.927273;51;55;0.927273;55;55;1.0;44;44;1.0;4943.0;44;44;1.0;False;5216.0;42;44;0.954545;True;702.0;34;44;0.772727;True;667.0;34;44;0.772727;True;960.0;34;44;0.772727;True;968.0;33;44;0.75;True;3.0;42;44;0.954545;True;3237.0;36;44;0.818182;True;3867.0;42;44;0.954545;True;3210.0;40;44;0.909091;True;2775.0;42;44;0.954545;True;3867.0;42;44;0.954545;True;2011.0;2011.0;42;44;0.954545;True;Censo 2022;Censo 2022;11202;11202;11180;11180;5554;5554;5626;805;805;764;764;1082;1082;1057;1057;18;3740;4191;4191;0;0;27;27;3213;3213;2800;2800;3282;3282;2043;2043;1543;1543;3216;3216;64;64;219;219;2356;2356;675;675;162;162;89;89;62.25;62.25;47.01;47.01;97.99;97.99;1.95;1.95;6.67;6.67;1088;1088;8684;8684;730;730;6.7;6.7;155;155;1.4;1.4;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;6;1;10;1;cadastro_IEDE_parcial_nao_inventario;C;6;não;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4302402;Bom Retiro do Sul;100.0;12294;5861;6235;749;738;1387;1025;7;1788;4863;4478;102;4863;False;False;True;True;True;True;True;True;True;True;True;True;True;True;119.8;False;12294.0;False;12294;5861;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;30;30;119.8;False;1;1;1.0;30;30;1.0;30;30;1.0;29;30;0.966667;29;30;0.966667;26;30;0.866667;27;30;0.9;27;30;0.9;26;30;0.866667;24;30;0.8;28;30;0.933333;28;30;0.933333;21;30;0.7;29;30;0.966667;29;30;0.966667;30;30;1.0;30;30;1.0;5861.0;30;30;1.0;False;6235.0;29;30;0.966667;True;749.0;26;30;0.866667;True;738.0;27;30;0.9;True;1387.0;27;30;0.9;True;1025.0;26;30;0.866667;True;7.0;24;30;0.8;True;1788.0;28;30;0.933333;True;4863.0;29;30;0.966667;True;4478.0;28;30;0.933333;True;102.0;21;30;0.7;True;4863.0;29;30;0.966667;True;2408.0;2408.0;29;30;0.966667;True;Censo 2022;Censo 2022;12294;12294;12292;12292;6057;6057;6235;763;763;749;749;1392;1392;1037;1037;7;1788;4863;4863;0;0;62;62;4478;4478;102;102;3910;3910;3208;3208;3498;3498;3860;3860;280;280;1067;1067;1309;1309;861;861;717;717;1023;1023;82.05;82.05;89.46;89.46;98.72;98.72;7.16;7.16;27.29;27.29;1095;1095;9849;9849;973;973;8.1;8.1;108;108;0.9;0.9;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;8;1;16;1;cadastro_IEDE_parcial_nao_inventario;C;15;sim;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4302451;Boqueirão do Leão;56.1;6247;3112;3072;353;352;770;505;0;1346;2440;1426;50;2440;False;False;False;False;False;False;False;True;True;False;False;True;False;False;23.5;False;2733.0;False;6247;3112;56.1;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;12;6;18.3;False;1;1;1.0;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;10;12;0.833333;10;12;0.833333;12;12;1.0;10;12;0.833333;12;12;1.0;12;12;1.0;12;12;1.0;6;6;1.0;1379.0;6;6;1.0;False;1313.0;6;6;1.0;False;149.0;6;6;1.0;False;129.0;6;6;1.0;False;355.0;6;6;1.0;False;239.0;6;6;1.0;False;0.0;6;6;1.0;False;447.0;4;6;0.666667;True;1046.0;6;6;1.0;False;564.0;6;6;1.0;False;0.0;5;6;0.833333;True;1046.0;6;6;1.0;False;2253.0;2233.0;6;6;1.0;False;Censo 2022;Censo 2022;6247;6247;6247;6247;3175;3175;3072;353;353;352;352;770;770;505;505;0;1440;2440;2440;6;6;6;6;1426;1426;50;50;710;710;460;460;620;620;703;703;67;67;176;176;205;205;170;170;103;103;232;232;64.79;64.79;87.32;87.32;99.01;99.01;9.44;9.44;24.79;24.79;269;269;1662;1662;521;521;8.5;8.5;57;57;0.9;0.9;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;1;16;;cadastro_IEDE_parcial_nao_inventario;C;12;sim;published;published;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4302659;Brochier;28.6;4966;2535;2487;240;198;617;598;0;352;2019;1744;97;2019;False;False;False;True;True;True;True;True;True;False;False;True;False;False;47.1;False;437.0;False;4966;2535;28.6;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;25;2;14.5;False;1;1;1.0;25;25;1.0;25;25;1.0;25;25;1.0;25;25;1.0;16;25;0.64;14;25;0.56;16;25;0.64;20;25;0.8;22;25;0.88;17;25;0.68;25;25;1.0;22;25;0.88;25;25;1.0;25;25;1.0;25;25;1.0;2;2;1.0;258.0;2;2;1.0;False;221.0;2;2;1.0;False;17.0;2;2;1.0;False;20.0;2;2;1.0;False;88.0;2;2;1.0;False;63.0;2;2;1.0;False;0.0;2;2;1.0;False;38.0;2;2;1.0;False;186.0;2;2;1.0;False;149.0;2;2;1.0;False;0.0;2;2;1.0;False;186.0;2;2;1.0;False;2683.0;2296.0;2;2;1.0;False;Censo 2022;Censo 2022;4966;4966;4966;4966;2479;2479;2487;251;251;232;232;651;651;620;620;0;398;2019;2019;0;0;29;29;1744;1744;97;97;958;958;707;707;701;701;873;873;143;143;331;331;291;291;106;106;79;79;400;400;73.8;73.8;73.17;73.17;91.13;91.13;14.93;14.93;34.55;34.55;303;303;2289;2289;418;418;8.6;8.6;31;31;0.6;0.6;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;5;;4;;cadastro_IEDE_parcial_nao_inventario;A;12;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4303558;Camargo;100.0;2981;1306;1487;191;163;330;331;0;399;1125;858;142;1125;False;False;True;True;True;True;True;True;True;True;True;True;True;True;21.6;False;2981.0;False;2981;1306;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;8;8;21.6;False;1;1;1.0;8;8;1.0;8;8;1.0;7;8;0.875;7;8;0.875;5;8;0.625;6;8;0.75;5;8;0.625;5;8;0.625;7;8;0.875;4;8;0.5;6;8;0.75;7;8;0.875;7;8;0.875;7;8;0.875;8;8;1.0;8;8;1.0;1306.0;8;8;1.0;False;1487.0;7;8;0.875;True;191.0;5;8;0.625;True;163.0;6;8;0.75;True;330.0;5;8;0.625;True;331.0;5;8;0.625;True;0.0;7;8;0.875;True;399.0;4;8;0.5;True;1125.0;7;8;0.875;True;858.0;6;8;0.75;True;142.0;7;8;0.875;True;1125.0;7;8;0.875;True;4033.0;4033.0;7;8;0.875;True;Censo 2022;Censo 2022;2981;2981;2971;2971;1484;1484;1487;198;198;167;167;341;341;339;339;0;477;1125;1125;0;0;0;0;858;858;142;142;708;708;588;588;588;588;701;701;18;18;82;82;208;208;189;189;108;108;203;203;83.05;83.05;83.05;83.05;99.01;99.01;2.54;2.54;11.58;11.58;290;290;1828;1828;187;187;6.4;6.4;13;13;0.4;0.4;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;;;cadastro_IEDE_parcial_nao_inventario;B;9;não;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4303608;Cambará do Sul;87.8;6361;3343;3096;407;370;635;514;0;1171;2414;1701;973;2414;False;False;True;True;True;True;True;True;True;True;True;True;True;True;5.4;False;6345.0;False;6361;3343;87.8;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;27;24;6.1;False;1;1;1.0;27;27;1.0;27;27;1.0;24;27;0.888889;24;27;0.888889;21;27;0.777778;19;27;0.703704;20;27;0.740741;23;27;0.851852;23;27;0.851852;19;27;0.703704;23;27;0.851852;23;27;0.851852;24;27;0.888889;24;27;0.888889;27;27;1.0;24;24;1.0;3330.0;24;24;1.0;False;3096.0;23;24;0.958333;True;407.0;20;24;0.833333;True;370.0;18;24;0.75;True;635.0;19;24;0.791667;True;514.0;22;24;0.916667;True;0.0;22;24;0.916667;True;1171.0;18;24;0.75;True;2414.0;23;24;0.958333;True;1701.0;22;24;0.916667;True;973.0;22;24;0.916667;True;2414.0;23;24;0.958333;True;2393.0;2393.0;21;24;0.875;True;Censo 2022;Censo 2022;6361;6361;6342;6342;3246;3246;3096;422;422;391;391;647;647;514;514;0;1265;2414;2414;0;0;27;27;1701;1701;973;973;1766;1766;1302;1302;1323;1323;1746;1746;187;187;457;457;1137;1137;435;435;77;77;117;117;73.73;73.73;74.92;74.92;98.87;98.87;10.59;10.59;25.88;25.88;546;546;4611;4611;449;449;7.3;7.3;57;57;0.9;0.9;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;4;1;6;;cadastro_IEDE_parcial_nao_inventario;B;10;não;published;published;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4303673;Campestre da Serra;100.0;3242;1819;1575;131;132;429;394;0;510;1284;500;308;1284;False;False;False;True;True;True;True;False;True;False;True;True;False;False;6.0;False;3242.0;False;3242;1819;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;14;14;6.0;False;1;1;1.0;14;14;1.0;14;14;1.0;14;14;1.0;14;14;1.0;9;14;0.642857;7;14;0.5;12;14;0.857143;11;14;0.785714;14;14;1.0;12;14;0.857143;11;14;0.785714;10;14;0.714286;14;14;1.0;14;14;1.0;14;14;1.0;14;14;1.0;1819.0;14;14;1.0;False;1575.0;14;14;1.0;False;131.0;9;14;0.642857;True;132.0;7;14;0.5;True;429.0;12;14;0.857143;True;394.0;11;14;0.785714;True;0.0;14;14;1.0;False;510.0;12;14;0.857143;True;1284.0;14;14;1.0;False;500.0;11;14;0.785714;True;308.0;10;14;0.714286;True;1284.0;14;14;1.0;False;2253.0;2253.0;14;14;1.0;False;Censo 2022;Censo 2022;3242;3242;3242;3242;1667;1667;1575;159;159;151;151;444;444;404;404;0;578;1284;1284;0;0;0;0;500;500;308;308;484;484;402;402;276;276;464;464;52;52;9;9;228;228;103;103;45;45;108;108;83.06;83.06;57.02;57.02;95.87;95.87;10.74;10.74;1.86;1.86;201;201;1157;1157;241;241;7.6;7.6;16;16;0.5;0.5;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;3;;4;;cadastro_IEDE_parcial_nao_inventario;B;8;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4304614;Canudos do Vale;100.0;1656;804;799;69;63;267;232;0;63;648;449;0;648;False;False;False;False;False;False;False;False;True;False;False;True;False;False;20.0;False;1656.0;False;1656;804;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;5;5;20.0;False;1;1;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;3;5;0.6;5;5;1.0;3;5;0.6;5;5;1.0;5;5;1.0;5;5;1.0;5;5;1.0;804.0;5;5;1.0;False;799.0;5;5;1.0;False;69.0;5;5;1.0;False;63.0;5;5;1.0;False;267.0;5;5;1.0;False;232.0;5;5;1.0;False;0.0;5;5;1.0;False;63.0;3;5;0.6;True;648.0;5;5;1.0;False;449.0;5;5;1.0;False;0.0;3;5;0.6;True;648.0;5;5;1.0;False;2442.0;2442.0;5;5;1.0;False;Censo 2022;Censo 2022;1656;1656;1656;1656;857;857;799;69;69;63;63;267;267;232;232;0;63;648;648;0;0;0;0;449;449;0;0;176;176;172;172;176;176;176;176;21;21;121;121;25;25;25;25;15;15;111;111;97.73;97.73;100.0;100.0;100.0;100.0;11.93;11.93;68.75;68.75;66;66;434;434;109;109;6.7;6.7;2;2;0.1;0.1;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;3;;cadastro_IEDE_parcial_nao_inventario;A;12;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4304622;Capão Bonito do Sul;6.1;1733;986;825;84;101;229;175;0;272;691;256;0;691;False;False;False;True;True;False;True;False;True;False;True;False;False;False;3.3;False;329.0;False;1733;986;6.1;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;10;2;10.3;False;1;1;1.0;10;10;1.0;10;10;1.0;10;10;1.0;10;10;1.0;7;10;0.7;6;10;0.6;10;10;1.0;9;10;0.9;10;10;1.0;6;10;0.6;8;10;0.8;10;10;1.0;10;10;1.0;10;10;1.0;10;10;1.0;2;2;1.0;206.0;2;2;1.0;False;170.0;2;2;1.0;False;16.0;1;2;0.5;True;22.0;1;2;0.5;True;39.0;2;2;1.0;False;47.0;2;2;1.0;False;0.0;2;2;1.0;False;94.0;2;2;1.0;False;130.0;2;2;1.0;False;0.0;1;2;0.5;True;0.0;2;2;1.0;False;130.0;2;2;1.0;False;2614.0;2344.0;2;2;1.0;False;Censo 2022;Censo 2022;1733;1733;1733;1733;908;908;825;88;88;119;119;229;229;181;181;0;524;691;691;0;0;0;0;256;256;0;0;175;175;124;124;127;127;165;165;34;34;1;1;89;89;25;25;25;25;36;36;70.86;70.86;72.57;72.57;94.29;94.29;19.43;19.43;0.57;0.57;100;100;411;411;65;65;3.8;3.8;10;10;0.6;0.6;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;;;cadastro_IEDE_parcial_nao_inventario;C;8;não;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4304697;Capitão;100.0;2921;1213;1443;171;192;380;314;0;273;1054;888;4;1054;False;False;False;True;False;False;False;False;False;False;False;True;False;False;39.5;False;2921.0;False;2921;1213;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;6;6;39.5;False;1;1;1.0;6;6;1.0;6;6;1.0;6;6;1.0;6;6;1.0;5;6;0.833333;6;6;1.0;6;6;1.0;6;6;1.0;6;6;1.0;6;6;1.0;6;6;1.0;5;6;0.833333;6;6;1.0;6;6;1.0;6;6;1.0;6;6;1.0;1213.0;6;6;1.0;False;1443.0;6;6;1.0;False;171.0;5;6;0.833333;True;192.0;6;6;1.0;False;380.0;6;6;1.0;False;314.0;6;6;1.0;False;0.0;6;6;1.0;False;273.0;6;6;1.0;False;1054.0;6;6;1.0;False;888.0;6;6;1.0;False;4.0;5;6;0.833333;True;1054.0;6;6;1.0;False;2537.0;2537.0;6;6;1.0;False;Censo 2022;Censo 2022;2921;2921;2921;2921;1478;1478;1443;178;178;192;192;380;380;314;314;0;273;1054;1054;0;0;0;0;888;888;4;4;463;463;389;389;387;387;446;446;60;60;195;195;250;250;28;28;50;50;134;134;84.02;84.02;83.59;83.59;96.33;96.33;12.96;12.96;42.12;42.12;222;222;1312;1312;261;261;9.2;9.2;16;16;0.6;0.6;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;5;1;cadastro_IEDE_parcial_nao_inventario;C;9;sim;published;unknown;published;published;2026-08-13;base_completa_icm_082026.xlsx
4304804;Carlos Barbosa;52.9;30420;13745;15309;1567;1591;3255;2354;12;3573;11648;10870;3367;11648;False;False;True;True;True;True;True;True;True;True;True;True;True;True;132.1;False;21332.0;False;30420;13745;52.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;89;58;175.1;False;1;1;1.0;89;89;1.0;89;89;1.0;87;89;0.977528;87;89;0.977528;66;89;0.741573;66;89;0.741573;80;89;0.898876;74;89;0.831461;80;89;0.898876;72;89;0.808989;87;89;0.977528;73;89;0.820225;87;89;0.977528;87;89;0.977528;89;89;1.0;58;58;1.0;9572.0;58;58;1.0;False;10762.0;57;58;0.982759;True;1091.0;46;58;0.793103;True;1112.0;47;58;0.810345;True;2358.0;55;58;0.948276;True;1561.0;51;58;0.87931;True;7.0;52;58;0.896552;True;2596.0;49;58;0.844828;True;8222.0;57;58;0.982759;True;7745.0;57;58;0.982759;True;2754.0;51;58;0.87931;True;8222.0;57;58;0.982759;True;3946.0;3758.0;57;58;0.982759;True;Censo 2022;Censo 2022;30420;30420;30415;30415;15106;15106;15309;1661;1661;1680;1680;3269;3269;2396;2396;12;3681;11648;11648;0;0;50;50;10870;10870;3367;3367;9331;9331;9068;9068;8912;8912;9213;9213;1905;1905;1573;1573;1769;1769;1706;1706;2183;2183;3629;3629;97.18;97.18;95.51;95.51;98.74;98.74;20.42;20.42;16.86;16.86;1976;1976;24091;24091;1401;1401;4.7;4.7;307;307;1;1;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;10;1;31;1;cadastro_IEDE_parcial_nao_inventario;A;13;não;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4304903;Casca;100.0;9465;4244;4838;497;496;1208;1044;0;1293;3614;3313;84;3614;False;False;True;True;True;True;True;True;True;True;True;True;True;True;34.8;False;9465.0;False;9465;4244;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;20;20;34.8;False;1;1;1.0;20;20;1.0;20;20;1.0;19;20;0.95;19;20;0.95;17;20;0.85;18;20;0.9;17;20;0.85;18;20;0.9;18;20;0.9;13;20;0.65;19;20;0.95;15;20;0.75;19;20;0.95;19;20;0.95;20;20;1.0;20;20;1.0;4244.0;20;20;1.0;False;4838.0;19;20;0.95;True;497.0;17;20;0.85;True;496.0;18;20;0.9;True;1208.0;17;20;0.85;True;1044.0;18;20;0.9;True;0.0;18;20;0.9;True;1293.0;13;20;0.65;True;3614.0;19;20;0.95;True;3313.0;19;20;0.95;True;84.0;15;20;0.75;True;3614.0;19;20;0.95;True;4620.0;4620.0;19;20;0.95;True;Censo 2022;Censo 2022;9465;9465;9455;9455;4617;4617;4838;497;497;501;501;1211;1211;1047;1047;0;1351;3614;3614;0;0;19;19;3313;3313;84;84;2559;2559;2507;2507;2504;2504;2542;2542;111;111;1277;1277;414;414;456;456;444;444;1245;1245;97.97;97.97;97.85;97.85;99.34;99.34;4.34;4.34;49.9;49.9;906;906;6433;6433;454;454;4.9;4.9;44;44;0.5;0.5;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;6;;;;cadastro_IEDE_parcial_nao_inventario;A;11;não;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4304952;Caseiros;12.9;3000;1325;1476;161;147;344;324;4;580;1110;943;334;1110;False;False;False;True;True;True;True;False;True;False;False;False;False;False;12.7;False;0;False;3000;1325;12.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;12;0;;True;0;1;0.0;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;7;12;0.583333;7;12;0.583333;11;12;0.916667;9;12;0.75;12;12;1.0;10;12;0.833333;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;12;12;1.0;0;0;0.0;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;;0;0;0.0;False;3829.0;;0;0;0.0;False;Censo 2022;Censo 2022;3000;3000;3000;3000;1524;1524;1476;181;181;174;174;344;344;335;335;4;623;1110;1110;0;0;0;0;943;943;334;334;575;575;480;480;493;493;565;565;7;7;59;59;242;242;137;137;105;105;91;91;83.48;83.48;85.74;85.74;98.26;98.26;1.22;1.22;10.26;10.26;220;220;1582;1582;221;221;7.5;7.5;36;36;1.2;1.2;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;;;cadastro_IEDE_parcial_nao_inventario;A;12;não;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
