cod_mun;nome;pct_na_bacia;pop;dom;mulheres;c0_4;c5_9;i60_69;i70m;indigenas;pretos_pardos;dom_ocupados;dom_agua;dom_esgoto;n_resp;sigilo_pop;sigilo_dom;sigilo_mulheres;sigilo_c0_4;sigilo_c5_9;sigilo_i60_69;sigilo_i70m;sigilo_indigenas;sigilo_pretos_pardos;sigilo_dom_ocupados;sigilo_dom_agua;sigilo_dom_esgoto;sigilo_n_resp;sigilo_renda_resp;dens;sigilo_dens;pop_bacia;sigilo_pop_bacia;pop_mun;dom_mun;area_pct_bacia;metodo_recorte_bacia;status_borda_bacia;metodo_area_bacia;metodo_na_bacia;n_setores_municipio;n_setores_bacia;dens_bacia;sigilo_dens_bacia;dens_bacia_n_validos;dens_bacia_n_total;dens_bacia_completude;pop_n_validos;pop_n_total;pop_completude;dom_n_validos;dom_n_total;dom_completude;dom_ocupados_n_validos;dom_ocupados_n_total;dom_ocupados_completude;mulheres_n_validos;mulheres_n_total;mulheres_completude;c0_4_n_validos;c0_4_n_total;c0_4_completude;c5_9_n_validos;c5_9_n_total;c5_9_completude;i60_69_n_validos;i60_69_n_total;i60_69_completude;i70m_n_validos;i70m_n_total;i70m_completude;indigenas_n_validos;indigenas_n_total;indigenas_completude;pretos_pardos_n_validos;pretos_pardos_n_total;pretos_pardos_completude;dom_agua_n_validos;dom_agua_n_total;dom_agua_completude;dom_esgoto_n_validos;dom_esgoto_n_total;dom_esgoto_completude;n_resp_n_validos;n_resp_n_total;n_resp_completude;renda_resp_n_validos;renda_resp_n_total;renda_resp_completude;dens_n_validos;dens_n_total;dens_completude;pop_bacia_n_validos;pop_bacia_n_total;pop_bacia_completude;dom_bacia;dom_bacia_n_validos;dom_bacia_n_total;dom_bacia_completude;sigilo_dom_bacia;mulheres_bacia;mulheres_bacia_n_validos;mulheres_bacia_n_total;mulheres_bacia_completude;sigilo_mulheres_bacia;c0_4_bacia;c0_4_bacia_n_validos;c0_4_bacia_n_total;c0_4_bacia_completude;sigilo_c0_4_bacia;c5_9_bacia;c5_9_bacia_n_validos;c5_9_bacia_n_total;c5_9_bacia_completude;sigilo_c5_9_bacia;i60_69_bacia;i60_69_bacia_n_validos;i60_69_bacia_n_total;i60_69_bacia_completude;sigilo_i60_69_bacia;i70m_bacia;i70m_bacia_n_validos;i70m_bacia_n_total;i70m_bacia_completude;sigilo_i70m_bacia;indigenas_bacia;indigenas_bacia_n_validos;indigenas_bacia_n_total;indigenas_bacia_completude;sigilo_indigenas_bacia;pretos_pardos_bacia;pretos_pardos_bacia_n_validos;pretos_pardos_bacia_n_total;pretos_pardos_bacia_completude;sigilo_pretos_pardos_bacia;dom_ocupados_bacia;dom_ocupados_bacia_n_validos;dom_ocupados_bacia_n_total;dom_ocupados_bacia_completude;sigilo_dom_ocupados_bacia;dom_agua_bacia;dom_agua_bacia_n_validos;dom_agua_bacia_n_total;dom_agua_bacia_completude;sigilo_dom_agua_bacia;dom_esgoto_bacia;dom_esgoto_bacia_n_validos;dom_esgoto_bacia_n_total;dom_esgoto_bacia_completude;sigilo_dom_esgoto_bacia;n_resp_bacia;n_resp_bacia_n_validos;n_resp_bacia_n_total;n_resp_bacia_completude;sigilo_n_resp_bacia;renda_resp;renda_resp_bacia;renda_resp_bacia_n_validos;renda_resp_bacia_n_total;renda_resp_bacia_completude;sigilo_renda_resp_bacia;referencia;mun_referencia;populacao;mun_populacao;moradores_demografia;mun_moradores_demografia;homens;mun_homens;mun_mulheres;criancas_0_4;mun_criancas_0_4;criancas_5_9;mun_criancas_5_9;idosos_60_69;mun_idosos_60_69;idosos_70_mais;mun_idosos_70_mais;mun_indigenas;mun_pretos_pardos;dom_ocupados_oficial;mun_dom_ocupados_oficial;dom_improvisados;mun_dom_improvisados;dom_coletivos_com_morador;mun_dom_coletivos_com_morador;dom_agua_rede;mun_dom_agua_rede;dom_esgoto_rede;mun_dom_esgoto_rede;entorno_dom_total;mun_entorno_dom_total;entorno_dom_via_pavimentada;mun_entorno_dom_via_pavimentada;entorno_dom_bueiro;mun_entorno_dom_bueiro;entorno_dom_iluminacao;mun_entorno_dom_iluminacao;entorno_dom_ponto_onibus;mun_entorno_dom_ponto_onibus;entorno_dom_rampa;mun_entorno_dom_rampa;entorno_dom_sem_arvore;mun_entorno_dom_sem_arvore;entorno_dom_1_2_arvores;mun_entorno_dom_1_2_arvores;entorno_dom_3_4_arvores;mun_entorno_dom_3_4_arvores;entorno_dom_5_mais_arvores;mun_entorno_dom_5_mais_arvores;entorno_pavimentada_pct;mun_entorno_pavimentada_pct;entorno_bueiro_pct;mun_entorno_bueiro_pct;entorno_iluminacao_pct;mun_entorno_iluminacao_pct;entorno_ponto_onibus_pct;mun_entorno_ponto_onibus_pct;entorno_rampa_pct;mun_entorno_rampa_pct;entorno_faces_total;mun_entorno_faces_total;entorno_moradores_total;mun_entorno_moradores_total;pcd_pessoas_2mais;mun_pcd_pessoas_2mais;pcd_pct_2mais;mun_pcd_pct_2mais;tea_pessoas;mun_tea_pessoas;tea_pct;mun_tea_pct;fonte_pcd;mun_fonte_pcd;fonte_tea;mun_fonte_tea;agregados_ibge_referencia;mun_ubs_iede;mun_hospitais_iede;mun_escolas_iede;mun_bombeiros_iede;mun_servicos_cobertura;mun_icm_faixa;mun_icm_pontos;mun_icm_prioritario;mun_ubs_iede_status;mun_hospitais_iede_status;mun_escolas_iede_status;mun_bombeiros_iede_status;mun_icm_atualizado_em;mun_icm_versao
4307906;Farroupilha;60.9;70286;31754;36162;3845;3924;7295;5097;84;12320;26997;23398;5133;26997;False;False;True;True;True;True;True;True;True;True;True;True;True;True;194.4;False;41378.0;False;70286;31754;60.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;186;114;187.7;False;1;1;1.0;186;186;1.0;186;186;1.0;182;186;0.978495;182;186;0.978495;148;186;0.795699;154;186;0.827957;158;186;0.849462;144;186;0.774194;161;186;0.865591;155;186;0.833333;178;186;0.956989;155;186;0.833333;182;186;0.978495;182;186;0.978495;186;186;1.0;114;114;1.0;18641.0;114;114;1.0;False;21285.0;110;114;0.964912;True;2221.0;90;114;0.789474;True;2225.0;93;114;0.815789;True;4408.0;96;114;0.842105;True;3038.0;86;114;0.754386;True;68.0;97;114;0.850877;True;6691.0;96;114;0.842105;True;15883.0;110;114;0.964912;True;13385.0;106;114;0.929825;True;2941.0;95;114;0.833333;True;15883.0;110;114;0.964912;True;3111.0;3237.0;110;114;0.964912;True;Censo 2022;Censo 2022;70286;70286;70248;70248;34086;34086;36162;3956;3956;4015;4015;7381;7381;5213;5213;84;12786;26997;26997;6;6;65;65;23398;23398;5133;5133;22591;22591;20341;20341;19699;19699;21830;21830;3681;3681;3090;3090;3298;3298;4042;4042;3835;3835;11320;11320;90.04;90.04;87.2;87.2;96.63;96.63;16.29;16.29;13.68;13.68;6185;6185;58278;58278;3430;3430;5;5;598;598;0.9;0.9;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;24;2;80;1;cadastro_IEDE_parcial_nao_inventario;A;16;não;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4308078;Fazenda Vilanova;100.0;4291;2078;2172;253;296;409;366;0;736;1646;1482;29;1646;False;False;False;True;True;True;True;True;True;False;False;True;False;False;50.6;False;4291.0;False;4291;2078;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;10;10;50.6;False;1;1;1.0;10;10;1.0;10;10;1.0;10;10;1.0;10;10;1.0;8;10;0.8;8;10;0.8;9;10;0.9;9;10;0.9;8;10;0.8;9;10;0.9;10;10;1.0;8;10;0.8;10;10;1.0;10;10;1.0;10;10;1.0;10;10;1.0;2078.0;10;10;1.0;False;2172.0;10;10;1.0;False;253.0;8;10;0.8;True;296.0;8;10;0.8;True;409.0;9;10;0.9;True;366.0;9;10;0.9;True;0.0;8;10;0.8;True;736.0;9;10;0.9;True;1646.0;10;10;1.0;False;1482.0;10;10;1.0;False;29.0;8;10;0.8;True;1646.0;10;10;1.0;False;2188.0;2188.0;10;10;1.0;False;Censo 2022;Censo 2022;4291;4291;4291;4291;2119;2119;2172;262;262;302;302;413;413;372;372;0;736;1646;1646;0;0;4;4;1482;1482;29;29;933;933;558;558;687;687;884;884;128;128;155;155;653;653;83;83;65;65;132;132;59.81;59.81;73.63;73.63;94.75;94.75;13.72;13.72;16.61;16.61;318;318;2459;2459;280;280;6.7;6.7;30;30;0.7;0.7;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;6;;cadastro_IEDE_parcial_nao_inventario;A;11;não;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4308201;Flores da Cunha;100.0;30892;13933;15656;1737;1664;3531;2654;3;3952;11799;10090;3473;11799;False;False;True;True;True;True;True;True;True;True;True;True;True;True;111.7;False;30892.0;False;30892;13933;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;68;68;111.7;False;1;1;1.0;68;68;1.0;68;68;1.0;67;68;0.985294;67;68;0.985294;59;68;0.867647;57;68;0.838235;62;68;0.911765;59;68;0.867647;64;68;0.941176;55;68;0.808824;65;68;0.955882;57;68;0.838235;67;68;0.985294;67;68;0.985294;68;68;1.0;68;68;1.0;13933.0;68;68;1.0;False;15656.0;67;68;0.985294;True;1737.0;59;68;0.867647;True;1664.0;57;68;0.838235;True;3531.0;62;68;0.911765;True;2654.0;59;68;0.867647;True;3.0;64;68;0.941176;True;3952.0;55;68;0.808824;True;11799.0;67;68;0.985294;True;10090.0;65;68;0.955882;True;3473.0;57;68;0.838235;True;11799.0;67;68;0.985294;True;3547.0;3547.0;66;68;0.970588;True;Censo 2022;Censo 2022;30892;30892;30887;30887;15231;15231;15656;1754;1754;1709;1709;3551;3551;2670;2670;3;4334;11799;11799;0;0;24;24;10090;10090;3473;3473;9460;9460;8136;8136;6776;6776;8173;8173;723;723;1579;1579;2332;2332;1631;1631;1230;1230;3155;3155;86.0;86.0;71.63;71.63;86.4;86.4;7.64;7.64;16.69;16.69;2724;2724;24339;24339;1548;1548;5.1;5.1;315;315;1;1;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;9;1;29;;cadastro_IEDE_parcial_nao_inventario;C;9;não;published;published;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4308300;Fontoura Xavier;100.0;9550;4749;4691;526;533;1153;875;0;2279;3699;1941;137;3699;False;False;True;True;True;True;True;True;True;True;True;True;True;True;16.4;False;9550.0;False;9550;4749;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;24;24;16.4;False;1;1;1.0;24;24;1.0;24;24;1.0;23;24;0.958333;23;24;0.958333;19;24;0.791667;21;24;0.875;22;24;0.916667;22;24;0.916667;22;24;0.916667;18;24;0.75;20;24;0.833333;20;24;0.833333;23;24;0.958333;23;24;0.958333;24;24;1.0;24;24;1.0;4749.0;24;24;1.0;False;4691.0;23;24;0.958333;True;526.0;19;24;0.791667;True;533.0;21;24;0.875;True;1153.0;22;24;0.916667;True;875.0;22;24;0.916667;True;0.0;22;24;0.916667;True;2279.0;18;24;0.75;True;3699.0;23;24;0.958333;True;1941.0;20;24;0.833333;True;137.0;20;24;0.833333;True;3699.0;23;24;0.958333;True;2146.0;2146.0;22;24;0.916667;True;Censo 2022;Censo 2022;9550;9550;9542;9542;4851;4851;4691;526;526;533;533;1157;1157;875;875;0;2570;3699;3699;0;0;4;4;1941;1941;137;137;1926;1926;995;995;969;969;1788;1788;148;148;312;312;1175;1175;159;159;171;171;411;411;51.66;51.66;50.31;50.31;92.83;92.83;7.68;7.68;16.2;16.2;621;621;4918;4918;972;972;10.4;10.4;62;62;0.6;0.6;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;6;;13;;cadastro_IEDE_parcial_nao_inventario;C;11;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4308433;Forquetinha;100.0;2393;1360;1190;90;105;423;356;0;65;955;849;0;955;False;False;False;True;True;False;True;False;True;False;False;True;False;False;25.6;False;2393.0;False;2393;1360;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;8;8;25.6;False;1;1;1.0;8;8;1.0;8;8;1.0;8;8;1.0;8;8;1.0;7;8;0.875;6;8;0.75;8;8;1.0;7;8;0.875;8;8;1.0;6;8;0.75;8;8;1.0;5;8;0.625;8;8;1.0;8;8;1.0;8;8;1.0;8;8;1.0;1360.0;8;8;1.0;False;1190.0;8;8;1.0;False;90.0;7;8;0.875;True;105.0;6;8;0.75;True;423.0;8;8;1.0;False;356.0;7;8;0.875;True;0.0;8;8;1.0;False;65.0;6;8;0.75;True;955.0;8;8;1.0;False;849.0;8;8;1.0;False;0.0;5;8;0.625;True;955.0;8;8;1.0;False;2316.0;2316.0;8;8;1.0;False;Censo 2022;Censo 2022;2393;2393;2393;2393;1203;1203;1190;97;97;109;109;423;423;368;368;0;65;955;955;0;0;0;0;849;849;0;0;68;68;49;49;0;0;68;68;47;47;0;0;5;5;37;37;0;0;26;26;72.06;72.06;0.0;0.0;100.0;100.0;69.12;69.12;0.0;0.0;11;11;186;186;281;281;12;12;4;4;0.2;0.2;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;1;;3;;cadastro_IEDE_parcial_nao_inventario;C;12;sim;published;unknown;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4308607;Garibaldi;100.0;34335;15423;17476;1784;1795;3912;3092;16;3836;13395;12125;2774;13395;False;False;True;True;True;True;True;True;True;True;True;True;True;True;203.6;False;34335.0;False;34335;15423;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;87;87;203.6;False;1;1;1.0;87;87;1.0;87;87;1.0;85;87;0.977011;85;87;0.977011;69;87;0.793103;69;87;0.793103;78;87;0.896552;74;87;0.850575;80;87;0.91954;64;87;0.735632;83;87;0.954023;78;87;0.896552;85;87;0.977011;85;87;0.977011;87;87;1.0;87;87;1.0;15423.0;87;87;1.0;False;17476.0;85;87;0.977011;True;1784.0;69;87;0.793103;True;1795.0;69;87;0.793103;True;3912.0;78;87;0.896552;True;3092.0;74;87;0.850575;True;16.0;80;87;0.91954;True;3836.0;64;87;0.735632;True;13395.0;85;87;0.977011;True;12125.0;83;87;0.954023;True;2774.0;78;87;0.896552;True;13395.0;85;87;0.977011;True;3636.0;3636.0;85;87;0.977011;True;Censo 2022;Censo 2022;34335;34335;34317;34317;16841;16841;17476;1822;1822;1863;1863;3928;3928;3112;3112;16;4190;13395;13395;0;0;53;53;12125;12125;2774;2774;11892;11892;11595;11595;10746;10746;11833;11833;1797;1797;2996;2996;3939;3939;2254;2254;1361;1361;4317;4317;97.5;97.5;90.36;90.36;99.5;99.5;15.11;15.11;25.19;25.19;2268;2268;30191;30191;1780;1780;5.3;5.3;318;318;0.9;0.9;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;11;1;39;1;cadastro_IEDE_parcial_nao_inventario;A;11;não;published;published;published;published;2026-08-13;base_completa_icm_082026.xlsx
4308805;General Câmara;55.1;7612;4488;3803;365;368;1090;919;0;819;3148;2483;158;3148;False;False;False;True;True;True;True;True;True;False;False;True;False;False;14.9;False;5789.0;False;7612;4488;55.1;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;31;25;20.6;False;1;1;1.0;31;31;1.0;31;31;1.0;31;31;1.0;31;31;1.0;19;31;0.612903;20;31;0.645161;29;31;0.935484;29;31;0.935484;29;31;0.935484;25;31;0.806452;31;31;1.0;27;31;0.870968;31;31;1.0;31;31;1.0;31;31;1.0;25;25;1.0;3224.0;25;25;1.0;False;2950.0;25;25;1.0;False;289.0;15;25;0.6;True;275.0;15;25;0.6;True;820.0;23;25;0.92;True;699.0;23;25;0.92;True;0.0;23;25;0.92;True;583.0;19;25;0.76;True;2412.0;25;25;1.0;False;2026.0;25;25;1.0;False;155.0;22;25;0.88;True;2412.0;25;25;1.0;False;2200.0;2195.0;25;25;1.0;False;Censo 2022;Censo 2022;7612;7612;7612;7612;3809;3809;3803;418;418;414;414;1096;1096;932;932;0;864;3148;3148;0;0;0;0;2483;2483;158;158;1774;1774;1437;1437;1372;1372;1768;1768;81;81;99;99;433;433;477;477;272;272;592;592;81.0;81.0;77.34;77.34;99.66;99.66;4.57;4.57;5.58;5.58;512;512;4309;4309;552;552;7.4;7.4;104;104;1.4;1.4;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;4;;;;cadastro_IEDE_parcial_nao_inventario;B;13;sim;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4308854;Gentil;98.9;1744;763;859;99;117;198;166;157;349;646;597;0;646;False;False;False;True;True;True;True;True;True;False;False;False;False;False;9.4;False;1744.0;False;1744;763;98.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;7;7;9.5;False;1;1;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;5;7;0.714286;4;7;0.571429;6;7;0.857143;4;7;0.571429;6;7;0.857143;6;7;0.857143;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;7;7;1.0;763.0;7;7;1.0;False;859.0;7;7;1.0;False;99.0;5;7;0.714286;True;117.0;4;7;0.571429;True;198.0;6;7;0.857143;True;166.0;4;7;0.571429;True;157.0;6;7;0.857143;True;349.0;6;7;0.857143;True;646.0;7;7;1.0;False;597.0;7;7;1.0;False;0.0;7;7;1.0;False;646.0;7;7;1.0;False;16467.0;16467.0;7;7;1.0;False;Censo 2022;Censo 2022;1744;1744;1744;1744;885;885;859;110;110;124;124;201;201;180;180;157;368;646;646;0;0;0;0;597;597;0;0;351;351;268;268;255;255;343;343;59;59;28;28;124;124;62;62;75;75;90;90;76.35;76.35;72.65;72.65;97.72;97.72;16.81;16.81;7.98;7.98;219;219;959;959;164;164;9.6;9.6;3;3;0.2;0.2;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;;;cadastro_IEDE_parcial_nao_inventario;D;8;sim;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4309258;Guabiju;100.0;1417;653;686;45;70;275;237;0;186;562;332;12;562;False;False;False;True;False;False;False;False;True;False;True;True;False;False;9.6;False;1417.0;False;1417;653;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;4;4;9.6;False;1;1;1.0;4;4;1.0;4;4;1.0;4;4;1.0;4;4;1.0;3;4;0.75;4;4;1.0;4;4;1.0;4;4;1.0;4;4;1.0;3;4;0.75;3;4;0.75;3;4;0.75;4;4;1.0;4;4;1.0;4;4;1.0;4;4;1.0;653.0;4;4;1.0;False;686.0;4;4;1.0;False;45.0;3;4;0.75;True;70.0;4;4;1.0;False;275.0;4;4;1.0;False;237.0;4;4;1.0;False;0.0;4;4;1.0;False;186.0;3;4;0.75;True;562.0;4;4;1.0;False;332.0;3;4;0.75;True;12.0;3;4;0.75;True;562.0;4;4;1.0;False;3075.0;3075.0;4;4;1.0;False;Censo 2022;Censo 2022;1417;1417;1417;1417;731;731;686;50;50;70;70;275;275;237;237;0;189;562;562;0;0;0;0;332;332;12;12;305;305;265;265;289;289;305;305;28;28;48;48;141;141;10;10;16;16;138;138;86.89;86.89;94.75;94.75;100.0;100.0;9.18;9.18;15.74;15.74;132;132;744;744;76;76;5.4;5.4;2;2;0.1;0.1;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;;;cadastro_IEDE_parcial_nao_inventario;B;5;não;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4309407;Guaporé;100.0;25268;11124;13029;1404;1422;2646;2304;5;4234;9621;8942;6317;9621;False;False;True;True;True;True;True;True;True;True;True;True;True;True;84.9;False;25268.0;False;25268;11124;100.0;ponto_representativo_setor_2022;total;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;71;71;84.9;False;1;1;1.0;71;71;1.0;71;71;1.0;63;71;0.887324;63;71;0.887324;50;71;0.704225;52;71;0.732394;54;71;0.760563;54;71;0.760563;61;71;0.859155;54;71;0.760563;61;71;0.859155;59;71;0.830986;63;71;0.887324;63;71;0.887324;71;71;1.0;71;71;1.0;11124.0;71;71;1.0;False;13029.0;63;71;0.887324;True;1404.0;50;71;0.704225;True;1422.0;52;71;0.732394;True;2646.0;54;71;0.760563;True;2304.0;54;71;0.760563;True;5.0;61;71;0.859155;True;4234.0;54;71;0.760563;True;9621.0;63;71;0.887324;True;8942.0;61;71;0.859155;True;6317.0;59;71;0.830986;True;9621.0;63;71;0.887324;True;3080.0;3080.0;54;71;0.760563;True;Censo 2022;Censo 2022;25268;25268;25210;25210;12181;12181;13029;1429;1429;1447;1447;2676;2676;2331;2331;5;4350;9621;9621;3;3;127;127;8942;8942;6317;6317;8855;8855;8327;8327;8165;8165;8834;8834;502;502;2956;2956;1946;1946;1223;1223;908;908;4778;4778;94.04;94.04;92.21;92.21;99.76;99.76;5.67;5.67;33.38;33.38;1940;1940;22892;22892;1136;1136;4.6;4.6;419;419;1.7;1.7;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;9;1;24;;cadastro_IEDE_parcial_nao_inventario;A;16;não;published;published;published;unknown;2026-08-13;base_completa_icm_082026.xlsx
4309902;Ibiraiaras;95.9;6776;2974;3375;358;359;800;755;444;1258;2525;1893;484;2525;False;False;False;True;True;True;True;True;True;False;True;True;False;False;23.2;False;6776.0;False;6776;2974;95.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;18;18;24.2;False;1;1;1.0;18;18;1.0;18;18;1.0;18;18;1.0;18;18;1.0;12;18;0.666667;12;18;0.666667;15;18;0.833333;15;18;0.833333;15;18;0.833333;17;18;0.944444;17;18;0.944444;16;18;0.888889;18;18;1.0;18;18;1.0;18;18;1.0;18;18;1.0;2974.0;18;18;1.0;False;3375.0;18;18;1.0;False;358.0;12;18;0.666667;True;359.0;12;18;0.666667;True;800.0;15;18;0.833333;True;755.0;15;18;0.833333;True;444.0;15;18;0.833333;True;1258.0;17;18;0.944444;True;2525.0;18;18;1.0;False;1893.0;17;18;0.944444;True;484.0;16;18;0.888889;True;2525.0;18;18;1.0;False;3207.0;3207.0;18;18;1.0;False;Censo 2022;Censo 2022;6776;6776;6776;6776;3401;3401;3375;371;371;377;377;814;814;758;758;444;1285;2525;2525;0;0;0;0;1893;1893;484;484;1488;1488;1242;1242;1240;1240;1442;1442;49;49;57;57;567;567;295;295;254;254;367;367;83.47;83.47;83.33;83.33;96.91;96.91;3.29;3.29;3.83;3.83;433;433;3768;3768;387;387;5.8;5.8;36;36;0.5;0.5;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;5;;;;cadastro_IEDE_parcial_nao_inventario;C;7;sim;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
4309951;Ibirapuitã;11.9;3723;1888;1801;190;188;445;433;0;667;1459;1139;54;1459;False;False;True;True;True;True;True;True;True;True;True;True;True;True;12.1;False;193.0;False;3723;1888;11.9;ponto_representativo_setor_2022;parcial;interseção geométrica em EPSG:5880;ponto_representativo_municipio_2022_within_bacia;14;1;5.3;False;1;1;1.0;14;14;1.0;14;14;1.0;13;14;0.928571;13;14;0.928571;9;14;0.642857;11;14;0.785714;13;14;0.928571;13;14;0.928571;12;14;0.857143;9;14;0.642857;13;14;0.928571;12;14;0.857143;13;14;0.928571;13;14;0.928571;14;14;1.0;1;1;1.0;95.0;1;1;1.0;False;93.0;1;1;1.0;False;7.0;1;1;1.0;False;;0;1;0.0;True;31.0;1;1;1.0;False;25.0;1;1;1.0;False;0.0;1;1;1.0;False;35.0;1;1;1.0;False;70.0;1;1;1.0;False;26.0;1;1;1.0;False;0.0;1;1;1.0;False;70.0;1;1;1.0;False;2706.0;2054.0;1;1;1.0;False;Censo 2022;Censo 2022;3723;3723;3714;3714;1913;1913;1801;222;222;202;202;445;445;433;433;0;823;1459;1459;0;0;0;0;1139;1139;54;54;1004;1004;505;505;853;853;972;972;136;136;138;138;585;585;117;117;93;93;209;209;50.3;50.3;84.96;84.96;96.81;96.81;13.55;13.55;13.75;13.75;330;330;2543;2543;493;493;13.6;13.6;53;53;1.4;1.4;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10125 · 2022;SIDRA IBGE · tabela 10145 · 2022;SIDRA IBGE · tabela 10145 · 2022;Censo 2022;2;;;;cadastro_IEDE_parcial_nao_inventario;B;12;sim;published;unknown;unknown;unknown;2026-08-13;base_completa_icm_082026.xlsx
