event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
27,245,1602.4768878117143,1860.1044124370444,0.7853400780468309,14525.224609375,13498.803658794139,0.0,0.0706647214197555
