event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
26,31,205.7953506851676,278.8980626212241,0.37840325995421487,1575.875,1375.1778350062907,2.0,0.1273560180811989
