constant_loss,events,fitness,index,initial_flow_area_ratio,initial_loss,mean_abs_peak_lag_hours,mean_nse,mean_peak_relative_error,recession_factor,returncode,seconds,status,storage_min,tc_min
1.0,1.0,-0.9345176329,189,0.01,20.0,91.0,0.119457796,0.7198771445,0.85,0,2.222,ok,60.0,60.0
1.0,1.0,-0.9206713553,190,0.02,20.0,91.0,0.132410137,0.7154074614,0.85,0,2.435,ok,60.0,60.0
1.0,1.0,-0.9362846341,191,0.01,20.0,91.0,0.1172057696,0.7174520185,0.9,0,2.299,ok,60.0,60.0
1.0,1.0,-0.92623014,192,0.02,20.0,91.0,0.1258813019,0.7105572095,0.9,0,2.49,ok,60.0,60.0
0.5,1.0,-0.0092475957,193,0.01,25.0,0.0,-0.002462857,0.0339236932,0.85,0,2.262,ok,30.0,20.0
0.5,1.0,-0.0537878572,194,0.02,25.0,0.0,-0.0486586088,0.0256462418,0.85,0,2.496,ok,30.0,20.0
0.5,1.0,-0.016596556,195,0.01,25.0,0.0,-0.0102124515,0.0319205226,0.9,0,2.184,ok,30.0,20.0
0.5,1.0,-0.0731123948,196,0.02,25.0,0.0,-0.0687844147,0.0216399005,0.9,0,2.556,ok,30.0,20.0
0.5,1.0,0.4541112006,197,0.01,25.0,0.0,0.5337311405,0.3980996994,0.85,0,2.247,ok,60.0,20.0
0.5,1.0,0.4359087843,198,0.02,25.0,0.0,0.5138732339,0.3898222481,0.85,0,2.464,ok,60.0,20.0
0.5,1.0,0.4460632518,199,0.01,25.0,0.0,0.5252825575,0.3960965288,0.9,0,2.213,ok,60.0,20.0
0.5,1.0,0.4177881042,200,0.02,25.0,0.0,0.4949512855,0.3858159067,0.9,0,2.186,ok,60.0,20.0
0.5,1.0,0.3129633525,201,0.01,25.0,0.0,0.356027111,0.2153187924,0.85,0,2.48,ok,30.0,30.0
0.5,1.0,0.2823689463,202,0.02,25.0,0.0,0.3237772145,0.207041341,0.85,0,2.276,ok,30.0,30.0
0.5,1.0,0.3073036621,203,0.01,25.0,0.0,0.3499667864,0.2133156217,0.9,0,2.509,ok,30.0,30.0
0.5,1.0,0.2677217541,204,0.02,25.0,0.0,0.308328754,0.2030349996,0.9,0,2.258,ok,30.0,30.0
0.5,1.0,0.3807829086,205,0.01,25.0,0.0,0.4833060664,0.5126157889,0.85,0,2.51,ok,60.0,30.0
0.5,1.0,0.3703339528,206,0.02,25.0,0.0,0.4712016203,0.5043383375,0.85,0,2.318,ok,60.0,30.0
