constant_loss,events,fitness,index,initial_flow_area_ratio,initial_loss,mean_abs_peak_lag_hours,mean_nse,mean_peak_relative_error,recession_factor,returncode,seconds,status,storage_min,tc_min
0.5,1.0,0.373357514,207,0.01,25.0,0.0,0.4754800376,0.5106126182,0.9,0,2.525,ok,60.0,30.0
0.5,1.0,0.3534583812,208,0.02,25.0,0.0,0.4535247804,0.5003319961,0.9,0,2.263,ok,60.0,30.0
0.5,1.0,0.6036411946,209,0.01,25.0,0.0,0.680150503,0.3825465419,0.85,0,2.178,ok,30.0,45.0
0.5,1.0,0.5962506837,210,0.02,25.0,0.0,0.6711045018,0.3742690905,0.85,0,2.528,ok,30.0,45.0
0.5,1.0,0.6018331613,211,0.01,25.0,0.0,0.6779418356,0.3805433713,0.9,0,2.263,ok,30.0,45.0
0.5,1.0,0.59024177,212,0.02,25.0,0.0,0.6642943198,0.3702627492,0.9,0,2.235,ok,30.0,45.0
0.5,1.0,0.184915177,213,0.01,25.0,0.0,0.3101003465,0.6259258473,0.85,0,2.207,ok,60.0,45.0
0.5,1.0,0.1862097975,214,0.02,25.0,0.0,0.3097394767,0.6176483959,0.85,0,2.482,ok,60.0,45.0
0.5,1.0,0.17859411,215,0.01,25.0,0.0,0.3033786453,0.6239226766,0.9,0,1.977,ok,60.0,45.0
0.5,1.0,0.1715428811,216,0.02,25.0,0.0,0.294271292,0.6136420546,0.9,0,2.521,ok,60.0,45.0
0.5,1.0,0.4436623814,217,0.01,25.0,0.0,0.5537434651,0.5504054186,0.85,0,2.18,ok,30.0,60.0
0.5,1.0,0.4514461273,218,0.02,25.0,0.0,0.5598717207,0.5421279672,0.85,0,2.218,ok,30.0,60.0
0.5,1.0,0.4441050281,219,0.01,25.0,0.0,0.5537854777,0.548402248,0.9,0,2.603,ok,30.0,60.0
0.5,1.0,0.4503357976,220,0.02,25.0,0.0,0.5579601228,0.5381216259,0.9,0,2.152,ok,30.0,60.0
0.5,1.0,-1.0375627085,221,0.01,25.0,91.0,0.0105577338,0.6906022117,0.85,0,2.313,ok,60.0,60.0
0.5,1.0,-1.0303059005,222,0.02,25.0,91.0,0.0169206052,0.6861325286,0.85,0,2.23,ok,60.0,60.0
0.5,1.0,-1.0438177258,223,0.01,25.0,91.0,0.0038176913,0.6881770857,0.9,0,2.493,ok,60.0,60.0
0.5,1.0,-1.0448407175,224,0.02,25.0,91.0,0.0014157379,0.6812822767,0.9,0,2.252,ok,60.0,60.0
0.75,1.0,0.1234106285,225,0.01,25.0,0.0,0.1403537853,0.0847157843,0.85,0,2.517,ok,30.0,20.0
0.75,1.0,0.0860297189,226,0.02,25.0,0.0,0.1013173855,0.0764383329,0.85,0,2.181,ok,30.0,20.0
0.75,1.0,0.1193035835,227,0.01,25.0,0.0,0.1358461062,0.0827126136,0.9,0,2.252,ok,30.0,20.0
0.75,1.0,0.072479936,228,0.02,25.0,0.0,0.0869663343,0.0724319916,0.9,0,2.267,ok,30.0,20.0
0.75,1.0,0.4860605562,229,0.01,25.0,0.0,0.5718985761,0.4291900995,0.85,0,2.198,ok,60.0,20.0
0.75,1.0,0.4739944455,230,0.02,25.0,0.0,0.5581769751,0.4209126481,0.85,0,2.552,ok,60.0,20.0
0.75,1.0,0.4808859293,231,0.01,25.0,0.0,0.5663233151,0.4271869288,0.9,0,2.248,ok,60.0,20.0
0.75,1.0,0.4616204094,232,0.02,25.0,0.0,0.5450016708,0.4169063068,0.9,0,2.55,ok,60.0,20.0
0.75,1.0,0.3724552524,233,0.01,25.0,0.0,0.4238704142,0.2570758092,0.85,0,2.222,ok,30.0,30.0
0.75,1.0,0.3481484102,234,0.02,25.0,0.0,0.3979080817,0.2487983578,0.85,0,2.521,ok,30.0,30.0
0.75,1.0,0.3696662594,235,0.01,25.0,0.0,0.4206807871,0.2550726385,0.9,0,2.185,ok,30.0,30.0
0.75,1.0,0.3388178875,236,0.02,25.0,0.0,0.3877762908,0.2447920164,0.9,0,2.536,ok,30.0,30.0
0.75,1.0,0.402785745,237,0.01,25.0,0.0,0.5103539228,0.5378408894,0.85,0,2.273,ok,60.0,30.0
0.75,1.0,0.3979517621,238,0.02,25.0,0.0,0.5038644497,0.529563438,0.85,0,2.473,ok,60.0,30.0
0.75,1.0,0.3981798441,239,0.01,25.0,0.0,0.5053473878,0.5358377187,0.9,0,2.266,ok,60.0,30.0
0.75,1.0,0.386715178,240,0.02,25.0,0.0,0.4918265973,0.5255570966,0.9,0,2.506,ok,60.0,30.0
0.75,1.0,0.5948014909,241,0.01,25.0,0.0,0.6774388348,0.4131867193,0.85,0,2.29,ok,30.0,45.0
0.75,1.0,0.5925733041,242,0.02,25.0,0.0,0.6735551577,0.4049092679,0.85,0,2.481,ok,30.0,45.0
0.75,1.0,0.5954840546,243,0.01,25.0,0.0,0.6777207643,0.4111835486,0.9,0,2.175,ok,30.0,45.0
0.75,1.0,0.5914266375,244,0.02,25.0,0.0,0.6716072228,0.4009029265,0.9,0,2.257,ok,30.0,45.0
0.75,1.0,0.2089080238,245,0.01,25.0,0.0,0.3377172354,0.6440460581,0.85,0,2.533,ok,60.0,45.0
0.75,1.0,0.2151686252,246,0.02,25.0,0.0,0.3423223466,0.6357686067,0.85,0,2.253,ok,60.0,45.0
0.75,1.0,0.2053390873,247,0.01,25.0,0.0,0.3337476647,0.6420428874,0.9,0,2.521,ok,60.0,45.0
0.75,1.0,0.2060059699,248,0.02,25.0,0.0,0.3323584229,0.6317622653,0.9,0,2.24,ok,60.0,45.0
0.75,1.0,0.4186285539,249,0.01,25.0,0.0,0.5330259941,0.5719872009,0.85,0,2.535,ok,30.0,60.0
0.75,1.0,0.4309693467,250,0.02,25.0,0.0,0.5437112966,0.5637097495,0.85,0,2.276,ok,30.0,60.0
0.75,1.0,0.4214421829,251,0.01,25.0,0.0,0.535438989,0.5699840303,0.9,0,2.509,ok,30.0,60.0
0.75,1.0,0.4345781383,252,0.02,25.0,0.0,0.5465188199,0.5597034082,0.9,0,2.203,ok,30.0,60.0
0.75,1.0,-0.9965450225,253,0.01,25.0,91.0,0.0552214375,0.7088322999,0.85,0,2.552,ok,60.0,60.0
0.75,1.0,-0.9846477267,254,0.02,25.0,91.0,0.0662247967,0.7043626168,0.85,0,2.245,ok,60.0,60.0
0.75,1.0,-1.0000454362,255,0.01,25.0,91.0,0.0512359986,0.706407174,0.9,0,2.637,ok,60.0,60.0
0.75,1.0,-0.9936733364,256,0.02,25.0,91.0,0.0562291366,0.6995123649,0.9,0,2.253,ok,60.0,60.0
1.0,1.0,0.2243321433,257,0.01,25.0,0.0,0.2512432072,0.1345553194,0.85,0,2.188,ok,30.0,20.0
1.0,1.0,0.1938874889,258,0.02,25.0,0.0,0.2191430625,0.126277868,0.85,0,2.542,ok,30.0,20.0
1.0,1.0,0.2232826176,259,0.01,25.0,0.0,0.2497930474,0.1325521487,0.9,0,2.16,ok,30.0,20.0
1.0,1.0,0.1858848169,260,0.02,25.0,0.0,0.2103391222,0.1222715267,0.9,0,2.542,ok,30.0,20.0
1.0,1.0,0.4962192237,261,0.01,25.0,0.0,0.5881591336,0.4596995493,0.85,0,2.273,ok,60.0,20.0
1.0,1.0,0.4900995533,262,0.02,25.0,0.0,0.5803839729,0.4514220979,0.85,0,2.51,ok,60.0,20.0
1.0,1.0,0.4938108931,263,0.01,25.0,0.0,0.5853501689,0.4576963786,0.9,0,2.182,ok,60.0,20.0
1.0,1.0,0.4832581098,264,0.02,25.0,0.0,0.5727412611,0.4474157565,0.9,0,2.443,ok,60.0,20.0
1.0,1.0,0.4083742785,265,0.01,25.0,0.0,0.4679682066,0.2979696405,0.85,0,2.311,ok,30.0,30.0
1.0,1.0,0.3901906377,266,0.02,25.0,0.0,0.4481290755,0.2896921891,0.85,0,2.228,ok,30.0,30.0
1.0,1.0,0.4083427475,267,0.01,25.0,0.0,0.4675360415,0.2959664698,0.9,0,2.438,ok,30.0,30.0
1.0,1.0,0.3859466408,268,0.02,25.0,0.0,0.4430838103,0.2856858477,0.9,0,2.285,ok,30.0,30.0
1.0,1.0,0.4047890631,269,0.01,25.0,0.0,0.5173020533,0.5625649511,0.85,0,2.578,ok,60.0,30.0
1.0,1.0,0.40539702,270,0.02,25.0,0.0,0.51625452,0.5542874997,0.85,0,2.288,ok,60.0,30.0
1.0,1.0,0.4028980861,271,0.01,25.0,0.0,0.5150104422,0.5605617804,0.9,0,2.554,ok,60.0,30.0
1.0,1.0,0.3995902839,272,0.02,25.0,0.0,0.5096465155,0.5502811583,0.9,0,2.469,ok,60.0,30.0
1.0,1.0,0.5699125173,273,0.01,25.0,0.0,0.6585702579,0.4432887032,0.85,0,2.602,ok,30.0,45.0
1.0,1.0,0.5727092209,274,0.02,25.0,0.0,0.6597114713,0.4350112518,0.85,0,2.337,ok,30.0,45.0
1.0,1.0,0.5730015794,275,0.01,25.0,0.0,0.6612586859,0.4412855325,0.9,0,2.475,ok,30.0,45.0
1.0,1.0,0.5762137847,276,0.02,25.0,0.0,0.6624147668,0.4310049105,0.9,0,2.205,ok,30.0,45.0
1.0,1.0,0.2138392632,277,0.01,25.0,0.0,0.3462108488,0.661857928,0.85,0,2.456,ok,60.0,45.0
1.0,1.0,0.2249043618,278,0.02,25.0,0.0,0.3556204571,0.6535804766,0.85,0,2.234,ok,60.0,45.0
1.0,1.0,0.2129185223,279,0.01,25.0,0.0,0.3448894737,0.6598547573,0.9,0,2.149,ok,60.0,45.0
1.0,1.0,0.2210380977,280,0.02,25.0,0.0,0.3509529247,0.6495741352,0.9,0,2.488,ok,60.0,45.0
1.0,1.0,0.3801787169,281,0.01,25.0,0.0,0.4988225837,0.5932193341,0.85,0,2.275,ok,30.0,60.0
1.0,1.0,0.3969159428,282,0.02,25.0,0.0,0.5139043194,0.5849418828,0.85,0,2.487,ok,30.0,60.0
1.0,1.0,0.3852583067,283,0.01,25.0,0.0,0.5035015394,0.5912161635,0.9,0,2.207,ok,30.0,60.0
1.0,1.0,0.4050642159,284,0.02,25.0,0.0,0.5212513242,0.5809355414,0.9,0,2.537,ok,30.0,60.0
1.0,1.0,-0.9752668303,285,0.01,25.0,91.0,0.0799897697,0.7262829999,0.85,0,2.285,ok,60.0,60.0
1.0,1.0,-0.9588890025,286,0.02,25.0,91.0,0.0954736608,0.7218133168,0.85,0,2.532,ok,60.0,60.0
1.0,1.0,-0.9761184061,287,0.01,25.0,91.0,0.0786531687,0.7238578739,0.9,0,2.252,ok,60.0,60.0
1.0,1.0,-0.9626169366,288,0.02,25.0,91.0,0.0907756764,0.7169630649,0.9,0,2.145,ok,60.0,60.0
