event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
22,110,608.4985472080306,952.5518275015307,0.6515544066427018,10437.6669921875,6916.5881043528425,0.0,0.3373434782380156
