event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
22,110,649.0641735264902,1047.7171860683877,0.5784531162918602,10437.6669921875,6892.808596875365,0.0,0.33962171795339224
