ordem,name,tipo,excel,horizonte,receita,rot_id,input,nh,nit,Cic,faixaEntrada,faixaSaida,SERIE,CEL,evt_teste,evt_valida,n_linhas_workbook,n_invalidas_temporais,n_evento32_total,n_treino_previsto,n_validacao_prevista,n_teste_previsto,mat,mascara,seed,Prc,Mom,gate_eventos,source_workbook,derived_input_workbook,feature_names,variant_label
1,001_MUC_H02_CONTROLE_15INPUTS_NH32_S01,alt,001_MUC_H02_CONTROLE_15INPUTS_NH32_S01.xlsx,2,CONTROLE_15INPUTS,Q79_LINHA_A_LINHA_RISE_GATE,15,32,10,100000,H2:V1561,W2:W1561,Y2:Y1561,Z2:Z1561,24 31 34 35 37,18 21 23,1560,0,0,743,316,501,mat/001_MUC_H02_CONTROLE_15INPUTS_NH32_S01.mat,mascaras/MASCARA_LINHAS_INTEGRAS_01.csv,80001,0.001,0.0,q79_integral;rise_to_peak_then_first_below_500;min35;exact_t_plus_H_same_event;input_selection_ex_ante,D:\PREVINE\redes_neurais\mucum\PREPARACAO_RNA_MUC_CORRIGIDA_2026_08_08\58_FILA_MATLAB_MUCUM_HIDRO_AUDITADA_20260823\planilhas\001_alt_MUC_H02_V15_LJJ_R02_T18-31_V11-20-21.xlsx,D:\PREVINE\redes_neurais\mucum\PREPARACAO_RNA_MUC_CORRIGIDA_2026_08_08\79_FILA_MATLAB_MUCUM_BASE_COMPLETA_EVENTOS_20260911\auditaveis\002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02_AUDITAVEL.xlsx,nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000,CONTROLE_15INPUTS
19,019_MUC_H12_CHUVA_JANELAS_NH64_S19,alt,019_MUC_H12_CHUVA_JANELAS_NH64_S19.xlsx,12,CHUVA_JANELAS,Q79_LINHA_A_LINHA_RISE_GATE,11,64,10,100000,H2:R639,S2:S639,U2:U639,V2:V639,31 34 37,18 21,638,0,0,254,132,252,mat/019_MUC_H12_CHUVA_JANELAS_NH64_S19.mat,mascaras/MASCARA_LINHAS_INTEGRAS_19.csv,80019,0.002,0.6,q79_integral;rise_to_peak_then_first_below_500;min35;exact_t_plus_H_same_event;input_selection_ex_ante,D:\PREVINE\redes_neurais\mucum\PREPARACAO_RNA_MUC_CORRIGIDA_2026_08_08\68_FILA_MATLAB_MUCUM_H08_H12_MOMENTUM_20260826\planilhas\068_alt_MUC_H12_V24_RAIN18_24_48_SIGMOID_M03_S01.xlsx,D:\PREVINE\redes_neurais\mucum\PREPARACAO_RNA_MUC_CORRIGIDA_2026_08_08\79_FILA_MATLAB_MUCUM_BASE_COMPLETA_EVENTOS_20260911\auditaveis\018_MUC_H12_V24_RAIN18_24_48_RISE_GATE_NH56_M03_S18_AUDITAVEL.xlsx,nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|chuva_med_4est_acum_18h|chuva_med_4est_acum_24h|chuva_med_4est_acum_48h,CHUVA_JANELAS
