key;MODELO;HORIZONTE_H;EVENTO;evento;CONJUNTO;conjunto;start;end;N;PERS_EVENTO;MAE_EVENTO;NASH_EVENTO;CORR_EVENTO;RMSE_EVENTO;MAX_ABS_EVENTO;AMPLITUDE_OBSERVADA;RISE_POINTS;FALL_POINTS;SHAPE_OBSERVADA;BIAS_EVENTO;PLATEAU_POINTS_OBS;obsPeak;rnaPeak;riseObs;riseRna;TARGET_MISSING_SAME_EVENT
23|Validação;006_MUC_H04_CONTROLE_15INPUTS_NH32_S06;4;23;23;Validação;Validação;2023-09-19 19:00;2023-09-22 04:00;58;0.7802468190803026;27.060819561532117;0.8972391646620678;0.9554100540818143;34.699811718254786;116.94173782909877;358.0;12;45;subida_e_descida;12.464599452329766;0;822.0;872.724466693768;358.0;369.86219730535777;4
24|Teste;006_MUC_H04_CONTROLE_15INPUTS_NH32_S06;4;24;24;Teste;Teste;2023-11-16 00:00;2023-11-25 11:00;203;0.824760471223567;33.19629110550639;0.9931090212876148;0.996874435478651;44.305584968654124;129.1507254631931;1816.0;83;116;subida_e_descida;13.601888745815849;3;2299.0;2294.7406332455907;1719.0;1677.9322464625277;8
30|Treino;006_MUC_H04_CONTROLE_15INPUTS_NH32_S06;4;30;30;Treino;Treino;2024-10-11 20:00;2024-10-14 05:00;58;0.6847097030255973;21.616087369409577;0.9052946975602133;0.9610666075243175;26.324117238633285;62.24437391790002;259.0;22;34;subida_e_descida;11.029343569753268;1;742.0;758.8625668260779;259.0;338.10694074397793;4
31|Teste;006_MUC_H04_CONTROLE_15INPUTS_NH32_S06;4;31;31;Teste;Teste;2025-06-28 19:00;2025-07-03 14:00;116;0.8104450506635545;33.1063302282803;0.9812036373722433;0.9910677069139181;45.94327193455878;174.5815490563541;1046.0;23;92;subida_e_descida;10.102518231807023;0;1499.0;1506.727661270188;1036.0;1031.3277784901577;4
34|Teste;006_MUC_H04_CONTROLE_15INPUTS_NH32_S06;4;34;34;Teste;Teste;2026-07-02 07:00;2026-07-05 11:00;77;0.7655094281640905;23.373031245632106;0.9513451887653628;0.9792297543532997;29.09219229261424;109.54853591193262;444.0;22;51;subida_e_descida;10.30876263434683;3;882.0;903.8106677258552;444.0;462.16517555895507;4
35|Teste;006_MUC_H04_CONTROLE_15INPUTS_NH32_S06;4;35;35;Teste;Teste;2026-07-21 15:00;2026-07-23 19:00;40;0.6932805150925385;106.20549940439454;0.8650332694007006;0.951175540437402;153.31821560453199;468.6553475469477;1637.0;19;20;subida_e_descida;-36.963500006183274;0;1986.0;2022.9415074021379;1637.0;1678.603483936282;6
37|Teste;006_MUC_H04_CONTROLE_15INPUTS_NH32_S06;4;37;37;Teste;Teste;2026-07-28 02:00;2026-07-30 20:00;67;0.8021060910258078;41.31163558887209;0.9726965610076667;0.9888182980283741;56.84439802426816;176.46877999770675;1091.0;36;30;subida_e_descida;-1.3107684720333668;0;1531.0;1553.159429783282;1090.0;1092.9592689797516;4
4|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;4;4;Treino;Treino;2018-07-25 22:00;2018-07-28 18:00;69;0.7241246569331394;23.84455197063111;0.9393985822432528;0.9736767908882002;34.40704968743969;121.55679583777146;428.0;19;49;subida_e_descida;9.8625180295508;0;902.0;958.5864530294343;428.0;434.44440151006256;4
5|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;5;5;Treino;Treino;2018-10-02 16:00;2018-10-06 00:00;81;0.7944701842296759;25.3895037649617;0.9723086397080103;0.9878930670287075;37.64590750016403;175.4798510257607;687.0;30;49;subida_e_descida;11.040448562201407;1;1166.0;1223.5426220728398;683.0;826.4751802800896;4
6|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;6;6;Treino;Treino;2018-10-31 17:00;2018-11-02 19:00;51;0.8527822335598302;27.937323316710174;0.9344795549429806;0.9806018305242507;39.89276519729924;122.08891391642646;533.0;13;37;subida_e_descida;7.572950248025006;0;966.0;1052.6016737428756;533.0;648.5973912804543;4
7|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;7;7;Treino;Treino;2018-11-30 16:00;2018-12-02 13:00;46;0.06677758098350994;35.54687408256328;0.3789777250536981;0.812429870934634;51.72354892539247;146.9883794610397;229.0;10;35;subida_e_descida;11.722048856399537;0;686.0;811.1955070897818;229.0;423.81545630207313;4
11|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;11;11;Treino;Treino;2019-11-07 07:00;2019-11-10 03:00;69;0.6490098583935211;16.789077478199232;0.9587562139165283;0.9829678656522374;22.22967637385657;62.55169721566892;358.0;21;45;subida_e_descida;7.138264568533269;2;848.0;878.4616173261063;208.0;295.5587569061993;4
12|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;12;12;Treino;Treino;2020-07-07 07:00;2020-07-16 03:00;174;0.7551475413783515;42.2520247105589;0.9774374078044866;0.9888383279711653;72.24945837714107;359.5898546607656;1725.0;39;131;subida_e_descida;-8.681354237483504;3;2211.0;2235.4189100242097;1542.0;1552.9023989652296;14
13|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;13;13;Treino;Treino;2020-08-15 02:00;2020-08-17 13:00;60;0.5118758289768235;20.969421247928167;0.8709570719940559;0.9517976991979247;26.29130347825912;63.41499298866961;234.0;24;34;subida_e_descida;11.583193472637273;1;714.0;750.7649106544525;234.0;264.33100475015397;4
18|Validação;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;18;18;Validação;Validação;2022-05-01 13:00;2022-05-07 13:00;145;0.6588013799416059;25.69393756892785;0.975817768268053;0.9880417248894963;40.66290746789132;199.5274627636445;942.0;55;88;subida_e_descida;0.9219500245370419;1;1337.0;1365.828630908092;942.0;1132.690375558701;4
21|Validação;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;21;21;Validação;Validação;2023-07-11 18:00;2023-07-16 10:00;113;0.8593354767593262;27.543351162745804;0.9843950634303034;0.9921737019314498;44.17968698217907;161.05466982081396;1093.0;24;85;subida_e_descida;-1.1848858015449057;3;1458.0;1539.8402625959884;1076.0;1141.019118485904;4
22|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;22;22;Treino;Treino;2023-09-08 19:00;2023-09-11 19:00;73;-0.20549831661952878;19.963202896347052;0.8844117832184374;0.9513897033876035;32.29505723262159;130.22112428887533;325.0;8;63;subida_e_descida;9.51798297868727;1;810.0;837.4987801282616;8.0;36.58402844756574;4
23|Validação;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;23;23;Validação;Validação;2023-09-19 19:00;2023-09-22 04:00;58;0.5502437517777826;29.67915491041033;0.7896852843160516;0.9194319254538972;49.64187034595368;177.31905247414227;358.0;12;45;subida_e_descida;3.3426978437287858;0;822.0;964.5623047799215;358.0;486.8813572540638;4
24|Teste;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;24;24;Teste;Teste;2023-11-16 00:00;2023-11-25 11:00;203;0.86958652002767;28.6127387396396;0.9948717248866612;0.9974744461021838;38.22114371022451;117.0127165045269;1816.0;83;116;subida_e_descida;4.878256609842015;3;2299.0;2328.535367768788;1719.0;1719.7587676893813;8
30|Treino;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;30;30;Treino;Treino;2024-10-11 20:00;2024-10-14 05:00;58;-0.027188382104608833;37.47025025701417;0.6914583565578297;0.8806152111016167;47.51421547879391;137.0655891768422;259.0;22;34;subida_e_descida;12.476961752198267;1;742.0;818.9337754758258;259.0;377.6770109789253;4
31|Teste;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;31;31;Teste;Teste;2025-06-28 19:00;2025-07-03 14:00;116;0.8906518153135643;22.692105863483327;0.9891569798665343;0.9945980267901683;34.89475437090095;133.4222397968714;1046.0;23;92;subida_e_descida;-0.43987461096988695;0;1499.0;1531.1998227726353;1036.0;1067.7395905520325;4
34|Teste;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;34;34;Teste;Teste;2026-07-02 07:00;2026-07-05 11:00;77;0.2640529747351271;35.69567479616031;0.8472972140730151;0.9357796333333058;51.53912412695692;166.0554779742489;444.0;22;51;subida_e_descida;6.49558266857864;3;882.0;926.5217024764069;444.0;619.5164506123887;4
35|Teste;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;35;35;Teste;Teste;2026-07-21 15:00;2026-07-23 19:00;40;0.6699428058890917;101.61825503420519;0.8547639045058792;0.9582474937892804;159.04414092411494;437.40079657712636;1637.0;19;20;subida_e_descida;-39.18314325441992;0;1986.0;2221.070972151295;1637.0;1940.466802440687;6
37|Teste;007_MUC_H04_SEM_SANTA_TEREZA_NH48_S07;4;37;37;Teste;Teste;2026-07-28 02:00;2026-07-30 20:00;67;0.8477425706988992;35.51534907987598;0.978993029883531;0.9904779087282248;49.86096788172079;148.3406077275863;1091.0;36;30;subida_e_descida;-9.161449823816962;0;1531.0;1533.7934386074364;1090.0;1099.6800426800169;4
4|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;4;4;Treino;Treino;2018-07-25 22:00;2018-07-28 18:00;69;0.7923756599045009;20.489838180497447;0.9543912506615466;0.9903541441550404;29.849023235682292;84.643208407663;428.0;19;49;subida_e_descida;17.886826648694605;0;902.0;973.5906837024881;428.0;514.7413313463818;4
5|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;5;5;Treino;Treino;2018-10-02 16:00;2018-10-06 00:00;81;0.7781368475270294;26.827976098093433;0.9701080231711434;0.9901351136131219;39.1131635647661;123.67349538298924;687.0;30;49;subida_e_descida;18.357769499364636;1;1166.0;1210.5286517079192;683.0;833.897027482062;4
6|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;6;6;Treino;Treino;2018-10-31 17:00;2018-11-02 19:00;51;0.9470782860196444;17.720992804792857;0.9764467676896703;0.9941303986893038;23.91833692315673;74.71033209148118;533.0;13;37;subida_e_descida;16.350204641002954;0;966.0;1039.7103320914812;533.0;561.232131147506;4
7|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;7;7;Treino;Treino;2018-11-30 16:00;2018-12-02 13:00;46;0.7261990143800086;21.766407111813166;0.8177963714679445;0.9688007868499569;28.016458584620942;92.01421354545948;229.0;10;35;subida_e_descida;20.218925836677577;0;686.0;730.2234205902711;229.0;306.67971316509033;4
11|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;11;11;Treino;Treino;2019-11-07 07:00;2019-11-10 03:00;69;0.8358019076587775;13.465561820678051;0.9807055806045166;0.9936331598652223;15.204415682260118;38.10422581964178;358.0;21;45;subida_e_descida;8.647857171019748;2;848.0;865.6682161507333;208.0;243.4382751657174;4
12|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;12;12;Treino;Treino;2020-07-07 07:00;2020-07-16 03:00;174;0.873390542415526;28.622013147890954;0.9883332290161407;0.9941764699985001;51.953574744316725;252.04637579171413;1725.0;39;131;subida_e_descida;-3.4972658549267006;3;2211.0;2194.3415699797606;1542.0;1510.463758053667;14
13|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;13;13;Treino;Treino;2020-08-15 02:00;2020-08-17 13:00;60;0.6591963352090047;18.580110660108176;0.909903452050732;0.9808061072965617;21.968433483308008;75.22611448927705;234.0;24;34;subida_e_descida;16.088763661779794;1;714.0;743.2913615093054;234.0;250.97980806151259;4
18|Validação;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;18;18;Validação;Validação;2022-05-01 13:00;2022-05-07 13:00;145;0.7676790727105566;22.76439188931911;0.9835344043919854;0.9924325605949681;33.55358752469785;122.55029115523746;942.0;55;88;subida_e_descida;9.265421004716917;1;1337.0;1369.9280066384692;942.0;891.4827787939286;4
21|Validação;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;21;21;Validação;Validação;2023-07-11 18:00;2023-07-16 10:00;113;0.923222719802284;19.662112139082577;0.9914825390235088;0.9958053797567976;32.63974122506273;136.76338324979668;1093.0;24;85;subida_e_descida;3.254947280570012;3;1458.0;1509.2375169530178;1076.0;1106.8899202458379;4
22|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;22;22;Treino;Treino;2023-09-08 19:00;2023-09-11 19:00;73;0.6272919572042341;12.97912596627439;0.964263195184116;0.9902196059022988;17.95713868308347;83.4089954688103;325.0;8;63;subida_e_descida;12.113221431890386;1;810.0;821.7162560695184;8.0;5.7600811186225656;4
23|Validação;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;23;23;Validação;Validação;2023-09-19 19:00;2023-09-22 04:00;58;0.8698181883129558;17.86868804628216;0.9391244683750243;0.9813293420213979;26.707589275620617;80.71028909538109;358.0;12;45;subida_e_descida;16.585585390158208;0;822.0;893.8888383197652;358.0;349.17854922438414;4
24|Teste;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;24;24;Teste;Teste;2023-11-16 00:00;2023-11-25 11:00;203;0.9337796626756879;20.126309192025218;0.9973960045543665;0.9987756779903821;27.235674234864877;103.27466255833497;1816.0;83;116;subida_e_descida;6.632458455011438;3;2299.0;2305.741782740128;1719.0;1708.4379773023602;8
30|Treino;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;30;30;Treino;Treino;2024-10-11 20:00;2024-10-14 05:00;58;0.41133693589743414;26.047033670996893;0.8231803704206884;0.9275846254798926;35.96929344077907;102.43478845983861;259.0;22;34;subida_e_descida;13.560006344973273;1;742.0;753.1896943605424;259.0;345.2818415315047;4
31|Teste;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;31;31;Teste;Teste;2025-06-28 19:00;2025-07-03 14:00;116;0.955034093260535;15.228178400333832;0.9955411584244064;0.997896609727404;22.376699747414303;75.16679462671118;1046.0;23;92;subida_e_descida;4.377117585922348;0;1499.0;1517.4061791992362;1036.0;1035.1871073046507;4
34|Teste;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;34;34;Teste;Teste;2026-07-02 07:00;2026-07-05 11:00;77;0.7806636282996173;18.110575285049585;0.9544895571774196;0.9816066022273902;28.136435934543734;134.0947470396667;444.0;22;51;subida_e_descida;11.97739031445489;3;882.0;927.2687699880668;444.0;355.1740229484001;4
35|Teste;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;35;35;Teste;Teste;2026-07-21 15:00;2026-07-23 19:00;40;0.8519783285513914;61.902082560576524;0.9348655627167286;0.9757242382369186;106.50885720945217;361.80864300386406;1637.0;19;20;subida_e_descida;-19.792337369861222;0;1986.0;2006.9736601135119;1637.0;1611.0247710863991;6
37|Teste;008_MUC_H04_NIVEIS_DIFERENCAS_NH56_S08;4;37;37;Teste;Teste;2026-07-28 02:00;2026-07-30 20:00;67;0.9241240043049784;25.936358005618622;0.9895313825969665;0.9960791369859457;35.19845976242432;104.63063195392454;1091.0;36;30;subida_e_descida;5.05875973744637;0;1531.0;1580.0812373289743;1090.0;1129.3429396160218;4
4|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;4;4;Treino;Treino;2018-07-25 22:00;2018-07-28 18:00;69;0.856057396009054;15.671132160752588;0.9683801901957754;0.9901330539534136;24.853391956034447;75.34169342525956;428.0;19;49;subida_e_descida;9.423353418354623;0;902.0;964.3416934252596;428.0;486.9301915188237;4
5|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;5;5;Treino;Treino;2018-10-02 16:00;2018-10-06 00:00;81;0.8195780875933805;22.603088328962073;0.9756914676233418;0.9910065074811133;35.271586563383174;135.83294511093425;687.0;30;49;subida_e_descida;11.411894565490629;1;1166.0;1224.7669489594625;683.0;849.6155524370495;4
6|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;6;6;Treino;Treino;2018-10-31 17:00;2018-11-02 19:00;51;0.9757854808902338;12.498719558980023;0.989223134494719;0.9948973625115526;16.1790103516887;42.77146544326888;533.0;13;37;subida_e_descida;3.556620797226723;0;966.0;997.1447473634429;533.0;540.7646253118706;4
7|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;7;7;Treino;Treino;2018-11-30 16:00;2018-12-02 13:00;46;0.7696225201796042;17.873900759141684;0.8466929815453459;0.9529734439826307;25.698971659935367;72.89188008463452;229.0;10;35;subida_e_descida;11.401630904854548;0;686.0;758.8918800846345;229.0;355.60813544999166;4
11|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;11;11;Treino;Treino;2019-11-07 07:00;2019-11-10 03:00;69;0.8492735358805309;11.426481705939864;0.9822885907427245;0.9935950712899058;14.567346031094669;37.78358441266437;358.0;21;45;subida_e_descida;5.505061652398395;2;848.0;871.3663512658009;208.0;269.1499356784652;4
12|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;12;12;Treino;Treino;2020-07-07 07:00;2020-07-16 03:00;174;0.8511556262068866;29.435144346283685;0.9862843325102979;0.9932702388323551;56.33114420284346;234.4447941577364;1725.0;39;131;subida_e_descida;-7.4911248633712555;3;2211.0;2239.6690651287736;1542.0;1552.4558318876984;14
13|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;13;13;Treino;Treino;2020-08-15 02:00;2020-08-17 13:00;60;0.7522621306194078;15.313234577751413;0.9345067875335601;0.9804876803312534;18.73023216166464;51.59632215516524;234.0;24;34;subida_e_descida;10.251169569410024;1;714.0;742.5804267688914;234.0;253.55546345920106;4
18|Validação;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;18;18;Validação;Validação;2022-05-01 13:00;2022-05-07 13:00;145;0.8000338090920904;20.6688388801968;0.9858275254270893;0.9939301011701741;31.129567165502266;129.80842153749995;942.0;55;88;subida_e_descida;8.244000752908022;1;1337.0;1380.2495464317678;942.0;946.8029703478708;4
21|Validação;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;21;21;Validação;Validação;2023-07-11 18:00;2023-07-16 10:00;113;0.9120031409465192;18.12309744538557;0.9902378697042706;0.995195277063437;34.943301113284086;150.6929266976656;1093.0;24;85;subida_e_descida;-4.518995851645618;3;1458.0;1504.8840024503786;1076.0;1113.468771307062;4
22|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;22;22;Treino;Treino;2023-09-08 19:00;2023-09-11 19:00;73;0.4112452868847837;14.083280649530124;0.9435477375019787;0.9788762974473699;22.569396836743223;116.79622019710098;325.0;8;63;subida_e_descida;8.414200271425928;1;810.0;856.9758410713271;8.0;24.987570677295025;4
23|Validação;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;23;23;Validação;Validação;2023-09-19 19:00;2023-09-22 04:00;58;0.9061874535844715;14.08862555360073;0.9561314398522358;0.9793533093609695;22.67200848537111;78.65552837443101;358.0;12;45;subida_e_descida;5.7777044668666075;0;822.0;899.2531734530245;358.0;372.6820753035165;4
24|Teste;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;24;24;Teste;Teste;2023-11-16 00:00;2023-11-25 11:00;203;0.9397254692891749;19.284637071364525;0.9976298126859425;0.9988700109838425;25.984200306453836;73.9556374334245;1816.0;83;116;subida_e_descida;5.450772281798183;3;2299.0;2323.865977893102;1719.0;1736.6622866505472;8
30|Treino;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;30;30;Treino;Treino;2024-10-11 20:00;2024-10-14 05:00;58;0.5153693251260751;22.851933683895655;0.854429092566527;0.936576848452112;32.636528952406515;122.84094957275181;259.0;22;34;subida_e_descida;7.654763548606551;1;742.0;778.2014910427483;259.0;381.03842269883927;4
31|Teste;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;31;31;Teste;Teste;2025-06-28 19:00;2025-07-03 14:00;116;0.9449427755229542;14.79659248247371;0.9945404983611822;0.9973411930524442;24.76061992904068;106.00064927242511;1046.0;23;92;subida_e_descida;-1.6577179308604895;0;1499.0;1530.226074595401;1036.0;1059.4931113267485;4
34|Teste;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;34;34;Teste;Teste;2026-07-02 07:00;2026-07-05 11:00;77;0.7947189785342035;17.82771896821546;0.9574059235248864;0.9811609407964772;27.220002243564295;110.35011923933348;444.0;22;51;subida_e_descida;7.2719343162531365;3;882.0;931.8300388984976;444.0;420.3017271037935;4
35|Teste;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;35;35;Teste;Teste;2026-07-21 15:00;2026-07-23 19:00;40;0.8054035008454621;77.14249335166237;0.9143710961666447;0.969502969130974;122.121065385871;382.9745546912235;1637.0;19;20;subida_e_descida;-31.28767933708202;0;1986.0;2071.7576776026785;1637.0;1725.4788334641646;6
37|Teste;009_MUC_H04_DINAMICA_CURTA_NH64_S09;4;37;37;Teste;Teste;2026-07-28 02:00;2026-07-30 20:00;67;0.8967363112073761;32.14121616260776;0.9857527003145893;0.9949815029066512;41.06248947437461;110.78168060633038;1091.0;36;30;subida_e_descida;2.20209282392802;0;1531.0;1592.246527222483;1090.0;1171.776565066123;4
4|Treino;010_MUC_H04_NIVEL_DINAMICA_CURTA_STZ_NH72_S10;4;4;4;Treino;Treino;2018-07-25 22:00;2018-07-28 18:00;69;0.8852808798577296;15.198689340812903;0.9747997003025265;0.9911412225720748;22.187526812729434;64.70982716273295;428.0;19;49;subida_e_descida;6.790892757652314;0;902.0;943.3958175496025;428.0;485.9200866685321;4
5|Treino;010_MUC_H04_NIVEL_DINAMICA_CURTA_STZ_NH72_S10;4;5;5;Treino;Treino;2018-10-02 16:00;2018-10-06 00:00;81;0.8702214528438189;20.382327683165574;0.9825147290965864;0.9932459267218424;29.914504134074967;119.88896052834491;687.0;30;49;subida_e_descida;7.887261110771946;1;1166.0;1215.1738322722463;683.0;852.0627928005912;4
6|Treino;010_MUC_H04_NIVEL_DINAMICA_CURTA_STZ_NH72_S10;4;6;6;Treino;Treino;2018-10-31 17:00;2018-11-02 19:00;51;0.9218406504775774;17.86684675285768;0.9652145560287556;0.983692286871525;29.067286869368886;93.40397137030493;533.0;13;37;subida_e_descida;-1.657733815887398;0;966.0;1003.4295788706172;533.0;574.2958537864516;4
7|Treino;010_MUC_H04_NIVEL_DINAMICA_CURTA_STZ_NH72_S10;4;7;7;Treino;Treino;2018-11-30 16:00;2018-12-02 13:00;46;0.8071476831784851;16.224301710907238;0.8716644798917482;0.9559776748203841;23.513006517009114;62.8827765860828;229.0;10;35;subida_e_descida;6.498715974524111;0;686.0;742.8304062099875;229.0;348.71318279607027;4
11|Treino;010_MUC_H04_NIVEL_DINAMICA_CURTA_STZ_NH72_S10;4;11;11;Treino;Treino;2019-11-07 07:00;2019-11-10 03:00;69;0.8248203396370787;13.094626152849237;0.979415169881654;0.993587856424947;15.704623202783031;35.66957766546;358.0;21;45;subida_e_descida;8.310062612346323;2;848.0;872.3626493629266;208.0;260.69684380436445;4
12|Treino;010_MUC_H04_NIVEL_DINAMICA_CURTA_STZ_NH72_S10;4;12;12;Treino;Treino;2020-07-07 07:00;2020-07-16 03:00;174;0.7154087905031535;41.89131847965784;0.9737755731004224;0.9869966589452024;77.8920442329852;316.2871543241822;1725.0;39;131;subida_e_descida;-5.4303866542601735;3;2211.0;2240.0194055680254;1542.0;1562.5262881712702;14
13|Treino;010_MUC_H04_NIVEL_DINAMICA_CURTA_STZ_NH72_S10;4;13;13;Treino;Treino;2020-08-15 02:00;2020-08-17 13:00;60;0.8630084164921015;11.594243102194566;0.9637842252085675;0.9896378389684104;13.92816504086361;34.03348434452721;234.0;24;34;subida_e_descida;7.5031096830212585;1;714.0;736.0213970602729;234.0;262.36568933158185;4
