MODELO;TIPO;PLAN;input;faixaEntrada;faixaSaida;CEL;SERIE;nh;nit;Cic;J;N_GERAL;N_TREINO;N_VALIDACAO;N_TESTE;NASH_GERAL;NASH_TREINO;NASH_VALIDACAO;NASH_TESTE;PERS_GERAL;PERS_TREINO;PERS_VALIDACAO;PERS_TESTE;MAE_GERAL;MAE_TREINO;MAE_VALIDACAO;MAE_TESTE;E95_GERAL;E95_TREINO;E95_VALIDACAO;E95_TESTE;CORR_GERAL;CORR_TREINO;CORR_VALIDACAO;CORR_TESTE;arquivo_mat
001_MUC_H02_CONTROLE_15INPUTS_NH32_S01;alt;VAR;15;H2:V1561;W2:W1561;Z2:Z1561;Y2:Y1561;32;10;100000;88181;1560;743;316;501;0.9984308285;0.9977706425;0.9980057840;0.9987910081;0.9390618726;0.9420922514;0.9210442349;0.9409642257;9.1354797632;9.4490845767;7.8578532665;9.4762414330;27.2379891375;28.3567677958;22.2453130078;29.7911600605;0.9992525986;0.9989888245;0.9990176445;0.9994342216;D:\PREVINE\redes_neurais\mucum\PREPARACAO_RNA_MUC_CORRIGIDA_2026_08_08\80_FILA_MATLAB_MUCUM_LINHA_A_LINHA_VARIANTES_20260913\mat\001_MUC_H02_CONTROLE_15INPUTS_NH32_S01.mat
019_MUC_H12_CHUVA_JANELAS_NH64_S19;alt;VAR;11;H2:R639;S2:S639;V2:V639;U2:U639;64;10;100000;41648;638;254;132;252;0.8950709561;0.9303851853;0.7957690558;0.8772134230;0.7856718197;0.7798329293;0.7426245620;0.8072366970;73.9604439029;70.9348610223;67.2309323878;80.5350215683;266.6298125120;214.9044930772;288.0504075104;289.1320182054;0.9471813197;0.9674879660;0.8941570552;0.9390764959;D:\PREVINE\redes_neurais\mucum\PREPARACAO_RNA_MUC_CORRIGIDA_2026_08_08\80_FILA_MATLAB_MUCUM_LINHA_A_LINHA_VARIANTES_20260913\mat\019_MUC_H12_CHUVA_JANELAS_NH64_S19.mat
