event_id,time_value,observed_m3s,simulated_m3s
22,65047680,853.9500122070312,1717.2024890961966
22,65047740,878.5999755859375,2096.6733032178863
22,65047800,921.75,2481.138309025211
22,65047860,978.4249877929688,2838.2185180460365
22,65047920,1062.375,3141.565081672353
22,65047980,1184.0999755859375,3364.572557621692
22,65048040,1362.425048828125,3536.0381050285328
22,65048100,1574.0250244140625,3721.7998389633576
22,65048160,1797.7750244140625,3912.4754045875598
22,65048220,2033.5250244140625,4046.1887793074775
22,65048280,2302.875,4148.382389818771
22,65048340,2685.625,4287.92889289647
22,65048400,3355.89990234375,4437.41445851124
22,65048460,4405.4501953125,4570.387206036895
22,65048520,5606.3251953125,4683.009105353602
22,65048580,6860.7998046875,4773.663946465314
22,65048640,7980.10009765625,4840.8706787780775
22,65048700,8891.2998046875,4883.997102874211
22,65048760,9690.849609375,4940.79294292108
22,65048820,10437.6669921875,5003.500778872227
22,65054280,1900.300048828125,2520.687939919279
22,65054340,1999.925048828125,2493.522151427623
22,65054400,2100.300048828125,2466.6559592368935
22,65054460,2157.125,2440.086053377204
22,65054520,2229.925048828125,2413.809160452509
22,65054580,2294.52490234375,2387.8220432364787
22,65054640,2360.85009765625,2362.1215002728304
22,65054700,2419.77490234375,2336.70436548008
22,65054760,2465.375,2311.567507760662
22,65054820,2502.050048828125,2286.7078306143667
22,65054880,2518.14990234375,2262.1222717560468
22,65054940,2520.449951171875,2237.8078027375573
22,65055000,2506.64990234375,2213.7614285738578
22,65055060,2494.02490234375,2189.9801873732613
22,65055120,2458.52490234375,2166.4611499717594
22,65055180,2423.175048828125,2143.201419571391
22,65055240,2387.97509765625,2120.1981313826063
22,65055300,2351.800048828125,2098.8472153972616
22,65055360,2306.824951171875,2082.6254884825366
22,65055420,2269.97509765625,2072.0129672589646
22,65055480,2237.72509765625,2062.2938240521175
22,65055540,2196.72509765625,2048.188513863949
22,65055600,2162.60009765625,2028.5679751294326
22,65055660,2140.64990234375,2006.8273685861602
22,65055720,2116.625,1985.3264221904074
22,65055780,2101.375,1964.0624882412967
22,65055840,2091.574951171875,1943.0329482939155
22,65055900,2078.52490234375,1922.2352128360408
22,65055960,2063.375,1901.666720968443
22,65056020,2046.074951171875,1881.324940088723
22,65056080,2029.925048828125,1861.2073655786348
22,65056140,2015.949951171875,1841.3115204948747
22,65056200,2000.9000244140625,1821.634955263277
22,65056260,1981.6500244140625,1802.1752473763954
22,65056320,1968.8499755859375,1782.9300010944214
22,65056380,1952.8499755859375,1763.8968471494122
22,65056440,1939.050048828125,1745.0734424527811
22,65056500,1925.2249755859375,1726.4574698060262
22,65056560,1907.25,1708.0466376146514
22,65056620,1893.550048828125,1689.8386796052478
22,65056680,1879.9000244140625,1671.8313545457058
22,65056740,1863.0999755859375,1654.0224459685144
22,65056800,1845.2750244140625,1636.4097618971193
22,65056860,1819.199951171875,1618.9911345753062
22,65056920,1768.449951171875,1601.7644201995727
22,65056980,1689.625,1584.7274986544553
22,65057040,1597.8499755859375,1567.8782732507889
22,65057100,1528.375,1551.214670466847
22,65057160,1548.050048828125,1534.7346396923524
22,65057220,1538.199951171875,1518.4361529753096
22,65057280,1510.625,1502.3172047716403
22,65057340,1511.5999755859375,1486.3758116975791
22,65057400,1525.3499755859375,1470.6100122848118
22,65057460,1568.949951171875,1455.017866738313
22,65057520,1642.0250244140625,1439.5974566968646
22,65057580,1732.449951171875,1424.3468849962183
22,65057640,1763.25,1409.2642754348744
22,65057700,1751.949951171875,1394.34777254245
22,65057760,1713.0250244140625,1379.5955413506065
22,65057820,1662.199951171875,1365.0057671665072
22,65057880,1612.824951171875,1350.5766553487804
22,65057940,1568.925048828125,1336.3064310859547
22,65058000,1529.300048828125,1322.1933391773455
22,65058060,1496.925048828125,1308.2356438163622
22,65058120,1467.5999755859375,1294.4316283762078
22,65058180,1436.199951171875,1280.7795951979474
22,65058240,1407.2750244140625,1267.2778653809219
22,65058300,1375.199951171875,1253.9247785754706
22,65058360,1351.074951171875,1240.718692777951
22,65058420,1327.074951171875,1227.6579841280197
22,65058480,1309.699951171875,1214.741046708154
22,65058540,1291.300048828125,1201.9662923453898
22,65058600,1276.25,1189.3321504152482
22,65058660,1255.875,1176.837067647831
22,65058720,1237.75,1164.4795079360574
22,65058780,1220.7750244140625,1152.2579521460211
22,65058840,1207.050048828125,1140.170897929438
22,65058900,1191.199951171875,1128.216859538175
22,65058960,1175.5250244140625,1116.3943676408194
22,65059020,1161.949951171875,1104.701969141281
22,65059080,1146.324951171875,1093.1382269993965
22,65059140,1131.824951171875,1081.701720053514
22,65059200,1116.3499755859375,1070.3910428450442
22,65059260,1103.0250244140625,1059.2048054449426
22,65059320,1088.675048828125,1048.1416332821143
22,65059380,1077.5,1037.2001669737128
22,65059440,1064.324951171875,1026.379062157315
22,65059500,1055.199951171875,1015.6769893249489
22,65059560,1047.0999755859375,1005.0926336589574
22,65059620,1049.0999755859375,994.6246948696737
