MODELO;HORIZONTE_H;MELHOR_MODELO_HORIZONTE;CONJUNTO;EVENTO;COD_SEQUENCIAL;DATA_HORA_BASE;COD_FUTURO_ESPERADO;NIVEL_ATUAL_CM;NIVEL_FUTURO_CM;RNA_FINAL_CM;PERSISTENCIA_CM;ALVO_FONTE_CM;EVENTO_ALVO_FONTE;DIF_ALVO_X_FONTE_CM;ERRO_RNA_CM;ERRO_ABS_RNA_CM;ERRO_PERSISTENCIA_CM;ERRO_ABS_PERSISTENCIA_CM;GANHO_ABS_VS_PERSISTENCIA_CM;GANHO_SSE_VS_PERSISTENCIA;DIF_RNA_ANTERIOR_CM;PERS_EVENTO;MAE_EVENTO_CM;SHAPE_EVENTO;N_INPUTS;INPUTS_USADOS;N_INPUTS_NAO_NUMERICOS;FLAG_ALVO_FONTE_DIVERGENTE;FLAG_EVENTO_FONTE_DIVERGENTE;FLAG_RNA_PIOR_QUE_PERSISTENCIA;FLAG_PLATO_PROXIMO_0_1CM;INPUT_nivel_86510000;INPUT_difn1h_86510000;INPUT_difn2h_86510000;INPUT_difn4h_86510000;INPUT_acel1h_86510000;INPUT_acel2h_86510000;INPUT_acel4h_86510000;INPUT_acel8h_86510000;INPUT_acel12h_86510000;INPUT_nivel_86472000;INPUT_difn1h_86472000;INPUT_difn2h_86472000;INPUT_difn4h_86472000;INPUT_acel12h_86472000;INPUT_acel20h_86472000;LIMIAR_P95_ERRO_ABS_MODELO_CM;FLAG_ERRO_ABS_P95_MODELO;INPUT_nivel_86298000;INPUT_difn2h_86298000;INPUT_difn4h_86298000;INPUT_acel12h_86298000;INPUT_acel20h_86298000;INPUT_difn8h_86510000;INPUT_acel20h_86510000;INPUT_difn8h_86472000;INPUT_acel4h_86472000;INPUT_chuva_med_4est_acum_18h;INPUT_chuva_med_4est_acum_24h;INPUT_chuva_med_4est_acum_48h;INPUT_chuva_dif_0_24_menos_24_48h
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807252200;2018-07-25 22:00;201807260000;392.000;443.000;422.191;392.000;443.000;4;0.000000;-20.809;20.809;-51.000;51.000;30.191;2167.973680;;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;392.000000;23.000000;38.000000;53.000000;8.000000;23.000000;26.000000;50.000000;110.000000;476.000000;2.000000;8.000000;28.000000;28.000000;40.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807252300;2018-07-25 23:00;201807260100;420.000;461.000;451.472;420.000;461.000;4;0.000000;-9.528;9.528;-41.000;41.000;31.472;1590.212175;29.281;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;420.000000;28.000000;51.000000;77.000000;5.000000;25.000000;58.000000;51.000000;137.000000;477.000000;1.000000;3.000000;24.000000;15.000000;63.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260000;2018-07-26 00:00;201807260200;443.000;474.000;462.802;443.000;474.000;4;0.000000;-11.198;11.198;-31.000;31.000;19.802;835.605818;11.330;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;443.000000;23.000000;51.000000;89.000000;-5.000000;13.000000;67.000000;55.000000;149.000000;479.000000;2.000000;3.000000;11.000000;8.000000;73.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260100;2018-07-26 01:00;201807260300;461.000;487.000;472.509;461.000;487.000;4;0.000000;-14.491;14.491;-26.000;26.000;11.509;466.000576;9.707;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;461.000000;18.000000;41.000000;92.000000;-5.000000;-10.000000;60.000000;62.000000;145.000000;480.000000;1.000000;3.000000;6.000000;5.000000;76.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260200;2018-07-26 02:00;201807260400;474.000;500.000;488.961;474.000;500.000;4;0.000000;-11.039;11.039;-26.000;26.000;14.961;554.142200;16.452;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;474.000000;13.000000;31.000000;82.000000;-5.000000;-20.000000;29.000000;74.000000;130.000000;500.000000;20.000000;21.000000;24.000000;19.000000;93.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260300;2018-07-26 03:00;201807260500;487.000;534.000;539.857;487.000;534.000;4;0.000000;5.857;5.857;-47.000;47.000;41.143;2174.700677;50.895;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;487.000000;13.000000;26.000000;67.000000;0.000000;-15.000000;-10.000000;80.000000;121.000000;569.000000;69.000000;89.000000;92.000000;75.000000;159.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260400;2018-07-26 04:00;201807260600;500.000;588.000;579.804;500.000;588.000;4;0.000000;-8.196;8.196;-88.000;88.000;79.804;7676.821155;39.947;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;500.000000;13.000000;26.000000;57.000000;0.000000;-5.000000;-32.000000;78.000000;120.000000;638.000000;69.000000;138.000000;159.000000;135.000000;217.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260500;2018-07-26 05:00;201807260700;534.000;642.000;648.136;534.000;642.000;4;0.000000;6.136;6.136;-108.000;108.000;101.864;11626.351109;68.332;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;534.000000;34.000000;47.000000;73.000000;21.000000;21.000000;-19.000000;93.000000;145.000000;690.000000;52.000000;121.000000;210.000000;187.000000;254.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260600;2018-07-26 06:00;201807260800;588.000;690.000;717.504;588.000;690.000;4;0.000000;27.504;27.504;-102.000;102.000;74.496;9647.514509;69.368;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;588.000000;54.000000;88.000000;114.000000;20.000000;62.000000;32.000000;116.000000;192.000000;731.000000;41.000000;93.000000;231.000000;229.000000;254.000000;26.746;True;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260700;2018-07-26 07:00;201807260900;642.000;723.000;745.133;642.000;723.000;4;0.000000;22.133;22.133;-81.000;81.000;58.867;6071.151872;27.628;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;642.000000;54.000000;108.000000;155.000000;0.000000;61.000000;88.000000;126.000000;235.000000;759.000000;28.000000;69.000000;190.000000;248.000000;270.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260800;2018-07-26 08:00;201807261000;690.000;757.000;766.627;690.000;757.000;4;0.000000;9.627;9.627;-67.000;67.000;57.373;4396.316422;21.495;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;690.000000;48.000000;102.000000;190.000000;-6.000000;14.000000;133.000000;136.000000;258.000000;783.000000;24.000000;52.000000;145.000000;247.000000;299.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807260900;2018-07-26 09:00;201807261100;723.000;781.000;775.336;723.000;781.000;4;0.000000;-5.664;5.664;-58.000;58.000;52.336;3331.917091;8.709;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;723.000000;33.000000;81.000000;189.000000;-15.000000;-27.000000;116.000000;138.000000;260.000000;813.000000;30.000000;54.000000;123.000000;274.000000;332.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261000;2018-07-26 10:00;201807261200;757.000;806.000;815.567;757.000;806.000;4;0.000000;9.567;9.567;-49.000;49.000;39.433;2309.465404;40.232;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;757.000000;34.000000;67.000000;169.000000;1.000000;-35.000000;55.000000;148.000000;251.000000;844.000000;31.000000;61.000000;113.000000;322.000000;360.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261100;2018-07-26 11:00;201807261300;781.000;834.000;823.775;781.000;834.000;4;0.000000;-10.225;10.225;-53.000;53.000;42.775;2704.449648;8.208;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;781.000000;24.000000;58.000000;139.000000;-10.000000;-23.000000;-16.000000;150.000000;220.000000;869.000000;25.000000;56.000000;110.000000;353.000000;386.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261200;2018-07-26 12:00;201807261400;806.000;857.000;859.748;806.000;857.000;4;0.000000;2.748;2.748;-51.000;51.000;48.252;2593.449877;35.973;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;806.000000;25.000000;49.000000;116.000000;1.000000;-18.000000;-74.000000;160.000000;206.000000;908.000000;39.000000;64.000000;125.000000;393.000000;420.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261300;2018-07-26 13:00;201807261500;834.000;871.000;887.344;834.000;871.000;4;0.000000;16.344;16.344;-37.000;37.000;20.656;1101.878326;27.596;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;834.000000;28.000000;53.000000;111.000000;3.000000;-5.000000;-78.000000;135.000000;209.000000;929.000000;21.000000;60.000000;116.000000;414.000000;443.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261400;2018-07-26 14:00;201807261600;857.000;882.000;891.046;857.000;882.000;4;0.000000;9.046;9.046;-25.000;25.000;15.954;543.161947;3.703;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;857.000000;23.000000;51.000000;100.000000;-5.000000;2.000000;-69.000000;73.000000;221.000000;939.000000;10.000000;31.000000;95.000000;386.000000;455.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261500;2018-07-26 15:00;201807261700;871.000;889.000;886.397;871.000;889.000;4;0.000000;-2.603;2.603;-18.000;18.000;15.397;317.222521;-4.650;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;871.000000;14.000000;37.000000;90.000000;-9.000000;-16.000000;-49.000000;7.000000;221.000000;941.000000;2.000000;12.000000;72.000000;250.000000;449.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261600;2018-07-26 16:00;201807261800;882.000;886.000;884.669;882.000;886.000;4;0.000000;-1.331;1.331;-4.000;4.000;2.669;14.228497;-1.728;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;882.000000;11.000000;25.000000;76.000000;-3.000000;-26.000000;-40.000000;-55.000000;214.000000;932.000000;-9.000000;-7.000000;24.000000;105.000000;411.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261700;2018-07-26 17:00;201807261900;889.000;885.000;889.221;889.000;885.000;4;0.000000;4.221;4.221;4.000;4.000;-0.221;-1.820095;4.552;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;True;False;889.000000;7.000000;18.000000;55.000000;-4.000000;-19.000000;-56.000000;-96.000000;158.000000;938.000000;6.000000;-3.000000;9.000000;6.000000;405.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261800;2018-07-26 18:00;201807262000;886.000;889.000;877.368;886.000;889.000;4;0.000000;-11.632;11.632;-3.000;3.000;-8.632;-126.297936;-11.853;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;True;False;886.000000;-3.000000;4.000000;29.000000;-10.000000;-21.000000;-71.000000;-154.000000;49.000000;942.000000;4.000000;10.000000;3.000000;-72.000000;403.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807261900;2018-07-26 19:00;201807262100;885.000;898.000;887.304;885.000;898.000;4;0.000000;-10.696;10.696;-13.000;13.000;2.304;54.602030;9.936;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;885.000000;-1.000000;-4.000000;14.000000;2.000000;-22.000000;-76.000000;-190.000000;-56.000000;962.000000;20.000000;24.000000;21.000000;-103.000000;408.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807262000;2018-07-26 20:00;201807262200;889.000;900.000;900.608;889.000;900.000;4;0.000000;0.608;0.608;-11.000;11.000;10.392;120.630268;13.304;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;889.000000;4.000000;3.000000;7.000000;5.000000;-1.000000;-69.000000;-223.000000;-137.000000;974.000000;12.000000;32.000000;42.000000;-124.000000;411.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807262100;2018-07-26 21:00;201807262300;898.000;902.000;908.613;898.000;902.000;4;0.000000;6.613;6.613;-4.000;4.000;-2.613;-27.732815;8.005;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;True;False;898.000000;9.000000;13.000000;9.000000;5.000000;17.000000;-46.000000;-236.000000;-179.000000;976.000000;2.000000;14.000000;38.000000;-176.000000;409.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807262200;2018-07-26 22:00;201807270000;900.000;894.000;891.318;900.000;894.000;4;0.000000;-2.682;2.682;6.000;6.000;3.318;28.808985;-17.295;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;900.000000;2.000000;11.000000;14.000000;-7.000000;8.000000;-15.000000;-226.000000;-222.000000;965.000000;-11.000000;-9.000000;23.000000;-247.000000;359.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807262300;2018-07-26 23:00;201807270100;902.000;885.000;885.998;902.000;885.000;4;0.000000;0.998;0.998;17.000;17.000;16.002;288.004481;-5.321;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;902.000000;2.000000;4.000000;17.000000;0.000000;-9.000000;3.000000;-198.000000;-240.000000;951.000000;-14.000000;-25.000000;-11.000000;-310.000000;208.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807270000;2018-07-27 00:00;201807270200;894.000;873.000;864.156;894.000;873.000;4;0.000000;-8.844;8.844;21.000;21.000;12.156;362.788439;-21.841;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;894.000000;-8.000000;-6.000000;5.000000;-10.000000;-17.000000;-2.000000;-180.000000;-275.000000;935.000000;-16.000000;-30.000000;-39.000000;-402.000000;59.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807270100;2018-07-27 01:00;201807270300;885.000;855.000;854.205;885.000;855.000;4;0.000000;-0.795;0.795;30.000;30.000;29.205;899.368475;-9.951;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;885.000000;-9.000000;-17.000000;-13.000000;-1.000000;-21.000000;-22.000000;-170.000000;-322.000000;920.000000;-15.000000;-31.000000;-56.000000;-458.000000;-51.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807270200;2018-07-27 02:00;201807270400;873.000;843.000;840.858;873.000;843.000;4;0.000000;-2.142;2.142;30.000;30.000;27.858;895.411603;-13.347;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;873.000000;-12.000000;-21.000000;-27.000000;-3.000000;-15.000000;-41.000000;-142.000000;-367.000000;909.000000;-11.000000;-26.000000;-56.000000;-469.000000;-123.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807270300;2018-07-27 03:00;201807270500;855.000;825.000;817.714;855.000;825.000;4;0.000000;-7.286;7.286;30.000;30.000;22.714;846.914621;-23.144;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;855.000000;-18.000000;-30.000000;-47.000000;-6.000000;-13.000000;-64.000000;-134.000000;-400.000000;895.000000;-14.000000;-25.000000;-56.000000;-418.000000;-185.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807270400;2018-07-27 04:00;201807270600;843.000;808.000;807.334;843.000;808.000;4;0.000000;-0.666;0.666;35.000;35.000;34.334;1224.557027;-10.380;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;843.000000;-12.000000;-30.000000;-51.000000;6.000000;-9.000000;-56.000000;-129.000000;-421.000000;872.000000;-23.000000;-37.000000;-63.000000;-354.000000;-251.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;4;201807270500;2018-07-27 05:00;201807270700;825.000;794.000;784.868;825.000;794.000;4;0.000000;-9.132;9.132;31.000;31.000;21.868;877.609240;-22.466;0.9438500961350668;6.1824218236731046;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;825.000000;-18.000000;-30.000000;-60.000000;-6.000000;0.000000;-47.000000;-137.000000;-419.000000;860.000000;-12.000000;-35.000000;-60.000000;-326.000000;-321.000000;26.746;False;;;;;;;;;;;;;
