MODELO;HORIZONTE_H;MELHOR_MODELO_HORIZONTE;CONJUNTO;EVENTO;COD_SEQUENCIAL;DATA_HORA_BASE;COD_FUTURO_ESPERADO;NIVEL_ATUAL_CM;NIVEL_FUTURO_CM;RNA_FINAL_CM;PERSISTENCIA_CM;ALVO_FONTE_CM;EVENTO_ALVO_FONTE;DIF_ALVO_X_FONTE_CM;ERRO_RNA_CM;ERRO_ABS_RNA_CM;ERRO_PERSISTENCIA_CM;ERRO_ABS_PERSISTENCIA_CM;GANHO_ABS_VS_PERSISTENCIA_CM;GANHO_SSE_VS_PERSISTENCIA;DIF_RNA_ANTERIOR_CM;PERS_EVENTO;MAE_EVENTO_CM;SHAPE_EVENTO;N_INPUTS;INPUTS_USADOS;N_INPUTS_NAO_NUMERICOS;FLAG_ALVO_FONTE_DIVERGENTE;FLAG_EVENTO_FONTE_DIVERGENTE;FLAG_RNA_PIOR_QUE_PERSISTENCIA;FLAG_PLATO_PROXIMO_0_1CM;INPUT_nivel_86510000;INPUT_difn1h_86510000;INPUT_difn2h_86510000;INPUT_difn4h_86510000;INPUT_acel1h_86510000;INPUT_acel2h_86510000;INPUT_acel4h_86510000;INPUT_acel8h_86510000;INPUT_acel12h_86510000;INPUT_nivel_86472000;INPUT_difn1h_86472000;INPUT_difn2h_86472000;INPUT_difn4h_86472000;INPUT_acel12h_86472000;INPUT_acel20h_86472000;LIMIAR_P95_ERRO_ABS_MODELO_CM;FLAG_ERRO_ABS_P95_MODELO;INPUT_nivel_86298000;INPUT_difn2h_86298000;INPUT_difn4h_86298000;INPUT_acel12h_86298000;INPUT_acel20h_86298000;INPUT_difn8h_86510000;INPUT_acel20h_86510000;INPUT_difn8h_86472000;INPUT_acel4h_86472000;INPUT_chuva_med_4est_acum_18h;INPUT_chuva_med_4est_acum_24h;INPUT_chuva_med_4est_acum_48h;INPUT_chuva_dif_0_24_menos_24_48h
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;6;201811021300;2018-11-02 13:00;201811021500;559.000;541.000;538.459;559.000;541.000;6;0.000000;-2.541;2.541;18.000;18.000;15.459;317.545690;-8.113;0.964695598855891;7.624122245221797;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;559.000000;-9.000000;-19.000000;-37.000000;1.000000;-1.000000;6.000000;18.000000;88.000000;645.000000;-10.000000;-18.000000;-35.000000;52.000000;-351.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;6;201811021400;2018-11-02 14:00;201811021600;550.000;531.000;529.908;550.000;531.000;6;0.000000;-1.092;1.092;19.000;19.000;17.908;359.808131;-8.551;0.964695598855891;7.624122245221797;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;550.000000;-9.000000;-18.000000;-37.000000;0.000000;1.000000;5.000000;19.000000;70.000000;638.000000;-7.000000;-17.000000;-34.000000;46.000000;-286.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;6;201811021500;2018-11-02 15:00;201811021700;541.000;523.000;521.488;541.000;523.000;6;0.000000;-1.512;1.512;18.000;18.000;16.488;321.712566;-8.421;0.964695598855891;7.624122245221797;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;541.000000;-9.000000;-18.000000;-37.000000;0.000000;1.000000;3.000000;17.000000;66.000000;630.000000;-8.000000;-15.000000;-33.000000;47.000000;-197.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;6;201811021600;2018-11-02 16:00;201811021800;531.000;515.000;511.064;531.000;515.000;6;0.000000;-3.936;3.936;16.000;16.000;12.064;240.511053;-10.423;0.964695598855891;7.624122245221797;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;531.000000;-10.000000;-19.000000;-37.000000;-1.000000;-1.000000;2.000000;17.000000;62.000000;623.000000;-7.000000;-15.000000;-32.000000;31.000000;-86.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;6;201811021700;2018-11-02 17:00;201811021900;523.000;508.000;507.701;523.000;508.000;6;0.000000;-0.299;0.299;15.000;15.000;14.701;224.910399;-3.364;0.964695598855891;7.624122245221797;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;523.000000;-8.000000;-18.000000;-36.000000;2.000000;0.000000;1.000000;17.000000;54.000000;620.000000;-3.000000;-10.000000;-25.000000;31.000000;-10.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;6;201811021800;2018-11-02 18:00;201811022000;515.000;499.000;500.370;515.000;499.000;6;0.000000;1.370;1.370;16.000;16.000;14.630;254.124004;-7.331;0.964695598855891;7.624122245221797;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;515.000000;-8.000000;-16.000000;-35.000000;0.000000;3.000000;2.000000;16.000000;48.000000;616.000000;-4.000000;-7.000000;-22.000000;38.000000;51.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;6;201811021900;2018-11-02 19:00;201811022100;508.000;495.000;494.841;508.000;495.000;6;0.000000;-0.159;0.159;13.000;13.000;12.841;168.974821;-5.528;0.964695598855891;7.624122245221797;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;508.000000;-7.000000;-15.000000;-33.000000;1.000000;3.000000;4.000000;16.000000;46.000000;612.000000;-4.000000;-8.000000;-18.000000;36.000000;94.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811301600;2018-11-30 16:00;201811301800;380.000;408.000;384.188;380.000;408.000;7;0.000000;-23.812;23.812;-28.000;28.000;4.188;216.977007;;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;380.000000;-1.000000;0.000000;3.000000;-2.000000;-3.000000;-73.000000;55.000000;71.000000;480.000000;8.000000;12.000000;31.000000;63.000000;37.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811301700;2018-11-30 17:00;201811301900;384.000;436.000;408.879;384.000;436.000;7;0.000000;-27.121;27.121;-52.000;52.000;24.879;1968.476229;24.692;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;384.000000;4.000000;3.000000;3.000000;5.000000;3.000000;-62.000000;33.000000;79.000000;510.000000;30.000000;38.000000;57.000000;89.000000;45.000000;26.746;True;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811301800;2018-11-30 18:00;201811302000;408.000;457.000;462.387;408.000;457.000;7;0.000000;5.387;5.387;-49.000;49.000;43.613;2371.975052;53.508;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;408.000000;24.000000;28.000000;28.000000;20.000000;28.000000;7.000000;-26.000000;101.000000;528.000000;18.000000;48.000000;60.000000;91.000000;48.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811301900;2018-11-30 19:00;201811302100;436.000;483.000;474.420;436.000;483.000;7;0.000000;-8.580;8.580;-47.000;47.000;38.420;2135.387775;12.033;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;436.000000;28.000000;52.000000;55.000000;4.000000;49.000000;45.000000;-20.000000;132.000000;522.000000;-6.000000;12.000000;50.000000;79.000000;36.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811302000;2018-11-30 20:00;201811302200;457.000;500.000;472.468;457.000;500.000;7;0.000000;-27.532;27.532;-43.000;43.000;15.468;1090.989943;-1.952;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;457.000000;21.000000;49.000000;77.000000;-7.000000;21.000000;74.000000;-8.000000;132.000000;516.000000;-6.000000;-12.000000;36.000000;78.000000;30.000000;26.746;True;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811302100;2018-11-30 21:00;201811302300;483.000;505.000;506.890;483.000;505.000;7;0.000000;1.890;1.890;-22.000;22.000;20.110;480.427029;34.422;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;483.000000;26.000000;47.000000;99.000000;5.000000;-5.000000;96.000000;10.000000;128.000000;525.000000;9.000000;3.000000;15.000000;70.000000;37.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811302200;2018-11-30 22:00;201812010000;500.000;503.000;527.218;500.000;503.000;7;0.000000;24.218;24.218;-3.000;3.000;-21.218;-577.497726;20.327;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;True;False;500.000000;17.000000;43.000000;92.000000;-9.000000;-6.000000;64.000000;31.000000;58.000000;562.000000;37.000000;46.000000;34.000000;88.000000;77.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201811302300;2018-11-30 23:00;201812010100;505.000;510.000;543.545;505.000;510.000;7;0.000000;33.545;33.545;-5.000;5.000;-28.545;-1100.253302;16.327;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;True;False;505.000000;5.000000;22.000000;69.000000;-12.000000;-25.000000;14.000000;33.000000;40.000000;619.000000;57.000000;94.000000;97.000000;134.000000;159.000000;26.746;True;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010000;2018-12-01 00:00;201812010200;503.000;541.000;549.766;503.000;541.000;7;0.000000;8.766;8.766;-38.000;38.000;29.234;1367.161049;6.221;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;503.000000;-2.000000;3.000000;46.000000;-7.000000;-40.000000;-31.000000;44.000000;26.000000;673.000000;54.000000;111.000000;157.000000;188.000000;233.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010100;2018-12-01 01:00;201812010300;510.000;587.000;572.433;510.000;587.000;7;0.000000;-14.567;14.567;-77.000;77.000;62.433;5716.801437;22.667;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;510.000000;7.000000;5.000000;27.000000;9.000000;-17.000000;-72.000000;58.000000;29.000000;711.000000;38.000000;92.000000;186.000000;219.000000;271.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010200;2018-12-01 02:00;201812010400;541.000;630.000;624.853;541.000;630.000;7;0.000000;-5.147;5.147;-89.000;89.000;83.853;7894.506490;52.420;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;541.000000;31.000000;38.000000;41.000000;24.000000;35.000000;-51.000000;84.000000;65.000000;730.000000;19.000000;57.000000;168.000000;207.000000;279.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010300;2018-12-01 03:00;201812010500;587.000;661.000;666.066;587.000;661.000;7;0.000000;5.066;5.066;-74.000;74.000;68.934;5450.335774;41.213;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;587.000000;46.000000;77.000000;82.000000;15.000000;72.000000;13.000000;86.000000;111.000000;736.000000;6.000000;25.000000;117.000000;205.000000;288.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010400;2018-12-01 04:00;201812010600;630.000;679.000;681.643;630.000;679.000;7;0.000000;2.643;2.643;-49.000;49.000;46.357;2394.016455;15.577;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;630.000000;43.000000;89.000000;127.000000;-3.000000;51.000000;81.000000;93.000000;159.000000;737.000000;1.000000;7.000000;64.000000;188.000000;298.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010500;2018-12-01 05:00;201812010700;661.000;686.000;682.936;661.000;686.000;7;0.000000;-3.064;3.064;-25.000;25.000;21.936;615.612471;1.293;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;661.000000;31.000000;74.000000;151.000000;-12.000000;-3.000000;124.000000;76.000000;182.000000;732.000000;-5.000000;-4.000000;21.000000;125.000000;273.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010600;2018-12-01 06:00;201812010800;679.000;685.000;679.819;679.000;685.000;7;0.000000;-5.181;5.181;-6.000;6.000;0.819;9.161627;-3.117;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;679.000000;18.000000;49.000000;138.000000;-13.000000;-40.000000;97.000000;59.000000;154.000000;726.000000;-6.000000;-11.000000;-4.000000;91.000000;245.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010700;2018-12-01 07:00;201812010900;686.000;679.000;673.040;686.000;679.000;7;0.000000;-5.960;5.960;7.000;7.000;1.040;13.481959;-6.779;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;686.000000;7.000000;25.000000;99.000000;-11.000000;-49.000000;17.000000;57.000000;104.000000;717.000000;-9.000000;-15.000000;-19.000000;97.000000;224.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010800;2018-12-01 08:00;201812011000;685.000;677.000;665.493;685.000;677.000;7;0.000000;-11.507;11.507;8.000;8.000;-3.507;-68.402130;-7.547;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;True;False;685.000000;-1.000000;6.000000;55.000000;-8.000000;-43.000000;-72.000000;59.000000;72.000000;710.000000;-7.000000;-16.000000;-27.000000;100.000000;217.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812010900;2018-12-01 09:00;201812011100;679.000;665.000;659.043;679.000;665.000;7;0.000000;-5.957;5.957;14.000;14.000;8.043;160.511889;-6.451;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;679.000000;-6.000000;-7.000000;18.000000;-5.000000;-32.000000;-133.000000;43.000000;29.000000;708.000000;-2.000000;-9.000000;-24.000000;90.000000;207.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812011000;2018-12-01 10:00;201812011200;677.000;657.000;665.195;677.000;657.000;7;0.000000;8.195;8.195;20.000;20.000;11.805;332.841555;6.152;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;677.000000;-2.000000;-8.000000;-2.000000;4.000000;-14.000000;-140.000000;3.000000;36.000000;705.000000;-3.000000;-5.000000;-21.000000;24.000000;174.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812011100;2018-12-01 11:00;201812011300;665.000;650.000;644.290;665.000;650.000;7;0.000000;-5.710;5.710;15.000;15.000;9.290;192.401253;-20.905;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;665.000000;-12.000000;-14.000000;-21.000000;-10.000000;-7.000000;-120.000000;-73.000000;26.000000;702.000000;-3.000000;-6.000000;-15.000000;-87.000000;163.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812011200;2018-12-01 12:00;201812011400;657.000;646.000;643.646;657.000;646.000;7;0.000000;-2.354;2.354;11.000;11.000;8.646;115.459130;-0.644;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;657.000000;-8.000000;-20.000000;-28.000000;4.000000;-12.000000;-83.000000;-146.000000;28.000000;698.000000;-4.000000;-7.000000;-12.000000;-199.000000;144.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812011300;2018-12-01 13:00;201812011500;650.000;642.000;636.902;650.000;642.000;7;0.000000;-5.098;5.098;8.000;8.000;2.902;38.011409;-6.744;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;650.000000;-7.000000;-15.000000;-29.000000;1.000000;-1.000000;-47.000000;-189.000000;11.000000;693.000000;-5.000000;-9.000000;-15.000000;-276.000000;82.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812011400;2018-12-01 14:00;201812011600;646.000;631.000;634.398;646.000;631.000;7;0.000000;3.398;3.398;15.000;15.000;11.602;213.456436;-2.505;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;646.000000;-4.000000;-11.000000;-31.000000;3.000000;9.000000;-29.000000;-212.000000;-56.000000;687.000000;-6.000000;-11.000000;-18.000000;-305.000000;43.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812011500;2018-12-01 15:00;201812011700;642.000;622.000;627.661;642.000;622.000;7;0.000000;5.661;5.661;20.000;20.000;14.339;367.956216;-6.737;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;642.000000;-4.000000;-8.000000;-23.000000;0.000000;7.000000;-2.000000;-225.000000;-151.000000;682.000000;-5.000000;-11.000000;-20.000000;-318.000000;51.000000;26.746;False;;;;;;;;;;;;;
002_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH32_M00_S02;2;True;Treino;7;201812011600;2018-12-01 16:00;201812011800;631.000;617.000;608.644;631.000;617.000;7;0.000000;-8.356;8.356;14.000;14.000;5.644;126.176323;-19.017;0.8618125429879786;8.00504282656318;subida_e_descida;15;nivel_86510000|difn1h_86510000|difn2h_86510000|difn4h_86510000|acel1h_86510000|acel2h_86510000|acel4h_86510000|acel8h_86510000|acel12h_86510000|nivel_86472000|difn1h_86472000|difn2h_86472000|difn4h_86472000|acel12h_86472000|acel20h_86472000;0;False;False;False;False;631.000000;-11.000000;-15.000000;-26.000000;-7.000000;-4.000000;2.000000;-236.000000;-249.000000;679.000000;-3.000000;-8.000000;-19.000000;-315.000000;60.000000;26.746;False;;;;;;;;;;;;;
