MODELO;HORIZONTE_H;EVENTO;CONJUNTO;N;PERS_EVENTO;MAE_EVENTO;NASH_EVENTO;CORR_EVENTO;RMSE_EVENTO;MAX_ABS_EVENTO;AMPLITUDE_OBSERVADA;RISE_POINTS;FALL_POINTS;SHAPE_OBSERVADA
005_MUC_H02_BASE_COMPLETA_Q58_V15_RISE_GATE_NH72_M06_S05;2;37;Teste;69;0.9112352858224929;13.818429365478776;0.9970900437924886;0.9990874606782986;19.331373970247707;55.60245450731168;1091.0;36;32;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;4;Treino;69;0.8566864448185748;15.960063232799119;0.9685183730767511;0.9881149531202238;24.799026138383606;72.93379709548162;510.0;23;45;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;5;Treino;81;0.8192000876048106;21.772644766078955;0.9756405390812487;0.9899564251835993;35.3085157899066;140.27385129887818;826.0;34;45;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;6;Treino;51;0.966570584771477;14.04967160075986;0.9851219712353204;0.9932467234771979;19.00983811231762;53.19583905820696;597.0;17;33;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;7;Treino;46;0.7921096708737545;16.068074158653975;0.8616572828700602;0.9514621999320234;24.412534909348413;71.27539621838662;306.0;14;31;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;11;Treino;69;0.8811450000581879;9.927927925368513;0.9860337097500386;0.9940117072647117;12.935833261311547;37.20714098814972;346.0;20;46;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;12;Treino;174;0.8631250849315437;28.61098819083463;0.9873872906652853;0.9938692941430293;54.01872041126528;213.88942740934226;1709.0;36;134;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;13;Treino;60;0.8328348114356278;11.73949932605647;0.9558073812493335;0.9810205917748479;15.385792911839399;40.83894283664927;285.0;28;30;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;18;Validacao;145;0.8115900225437102;20.51192212831355;0.9866465645884525;0.9935923361225983;30.216679906050718;130.80546988700064;1134.0;59;84;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;21;Validacao;113;0.921677349188349;17.289294655072112;0.9913110998443074;0.9958661355357462;32.966590543943454;147.5022207773717;1093.0;24;85;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;22;Treino;73;0.5485633697179517;12.698596056621234;0.9567143691826088;0.9790213227248474;19.762921798624376;104.97540190880977;310.0;12;59;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;23;Validacao;58;0.8918193847820597;15.050012706690888;0.9494126531382076;0.9754394086483202;24.346372176535215;95.21828553212026;358.0;12;41;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;24;Teste;203;0.9429673929280917;18.56865982814088;0.9977572954915569;0.9988959370854059;25.275749865959085;66.98357161069407;1799.0;82;117;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;30;Treino;58;0.5404224748122238;22.312482732439634;0.8619544307734576;0.9344049319284123;31.78175713532566;120.1670249274614;331.0;25;31;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;31;Teste;116;0.9522621854489927;13.814122284010482;0.9952662946733999;0.9977735390746707;23.05608811863128;90.77831981012878;1041.0;24;91;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;34;Teste;77;0.8056271461444823;16.862981424962733;0.9596692760846017;0.9802131985634424;26.486926245919406;109.45512535549517;528.0;24;49;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;35;Teste;40;0.8290345259033151;68.21854149503011;0.9247695297507738;0.974450489080903;114.46620392822362;372.7224480060338;1665.0;18;21;subida_e_descida
006_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH24_M00_S06;4;37;Teste;67;0.9076010468274567;28.671175868954656;0.9872517087868985;0.9952164573263753;38.842304059139174;110.2819688906875;1091.0;36;30;subida_e_descida
007_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH32_M00_S07;4;4;Treino;69;0.5798934506688749;36.41970868851935;0.9077153753019862;0.9885201591941287;42.45909348056429;105.21779284047454;510.0;23;45;subida_e_descida
007_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH32_M00_S07;4;5;Treino;81;0.6153623375214579;42.43280728256201;0.9481771535013465;0.9900292381335064;51.49988481186659;157.79812729223613;826.0;34;45;subida_e_descida
007_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH32_M00_S07;4;6;Treino;51;0.8906023841626343;29.805665559638282;0.9513117156226245;0.9923105934176826;34.388874107126504;65.86989573824144;597.0;17;33;subida_e_descida
007_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH32_M00_S07;4;7;Treino;46;0.34532487587735916;37.669969828337365;0.5643398329822905;0.9503210106531473;43.32201551304531;96.82331779436481;306.0;14;31;subida_e_descida
007_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH32_M00_S07;4;11;Treino;69;0.10523301859682088;33.19471446585665;0.8948586481470988;0.9937154212968348;35.49283218276325;65.40137514553419;346.0;20;46;subida_e_descida
007_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH32_M00_S07;4;12;Treino;174;0.8241399920952138;46.03957535304258;0.9837949038200728;0.9926647349766278;61.23023204355449;297.8698525520233;1709.0;36;134;subida_e_descida
007_MUC_H04_DOWNLOAD_015_V15_RISE_GATE_NH32_M00_S07;4;13;Treino;60;-0.14129340103570986;37.561490029518566;0.698282013212336;0.9751824328700862;40.201810720497015;85.51191696420346;285.0;28;30;subida_e_descida
