time_local,observed_m3s,simulated_m3s
2023-05-06 10:00:00,722.6,15.965207
2023-05-06 11:00:00,755.9,15.925994906364885
2023-05-06 12:00:00,839.05,15.761306315690723
2023-05-06 13:00:00,962.85,15.463132171320714
2023-05-06 14:00:00,1071.525,15.142103864026058
2023-05-06 15:00:00,1151.575,14.84234110293216
2023-05-06 16:00:00,1210.2,14.544880216551363
2023-05-06 17:00:00,1247.3500000000001,14.254089391036677
2023-05-06 18:00:00,1267.65,13.968990529372515
2023-05-06 19:00:00,1281.625,13.689613297633121
2023-05-06 20:00:00,1287.0,13.415820657956012
2023-05-06 21:00:00,1282.7,13.147504297279722
2023-05-06 22:00:00,1274.1,12.884554204143985
2023-05-06 23:00:00,1264.425,12.626863121026666
2023-05-07 00:00:00,1251.6,12.374325858478588
2023-05-07 01:00:00,1240.925,12.12683934132563
2023-05-07 02:00:00,1227.15,11.884302554496978
2023-05-07 03:00:00,1217.625,11.646616503407312
2023-05-07 04:00:00,1219.725,11.413684173339133
2023-05-07 05:00:00,1240.95,11.185410489872352
2023-05-07 06:00:00,1270.875,10.961702280074904
2023-05-07 07:00:00,1318.35,10.742468234473407
2023-05-07 08:00:00,1359.825,10.52761886978394
2023-05-07 09:00:00,1398.4,10.317066492388259
2023-05-07 10:00:00,1408.375,10.110725162540492
2023-05-07 11:00:00,1373.025,9.908510659289686
2023-05-07 12:00:00,1314.05,9.710340446103888
2023-05-07 13:00:00,1245.25,9.516133637181813
2023-05-07 14:00:00,1189.15,9.325810964438176
2023-05-07 15:00:00,1137.0,9.139294745149412
2023-05-07 16:00:00,1108.15,8.956508850246424
2023-05-07 17:00:00,1116.375,8.777378673241497
2023-05-07 18:00:00,1156.75,8.601831099776666
2023-05-07 19:00:00,1218.7,12.851788939817315
2023-05-07 20:00:00,1271.975,55.23156187648191
2023-05-07 21:00:00,1303.175,231.81207999331602
2023-05-07 22:00:00,1309.675,572.7148407520511
2023-05-07 23:00:00,1298.85,962.0697210558374
2023-05-08 00:00:00,1276.25,1290.9101823309682
2023-05-08 01:00:00,1242.0,1470.614447542457
2023-05-08 02:00:00,1212.325,1472.3110768707681
2023-05-08 03:00:00,1183.8999999999999,1407.6205121540008
2023-05-08 04:00:00,1157.775,1352.4227426331759
2023-05-08 05:00:00,1122.5500000000002,1299.7575942432954
2023-05-08 06:00:00,1094.85,1248.8643233248486
2023-05-08 07:00:00,1054.2,1200.0374888508816
2023-05-08 08:00:00,1014.05,1153.108327329799
2023-05-08 09:00:00,975.425,1108.0191718484455
2023-05-08 10:00:00,950.875,1064.6951144264754
2023-05-08 11:00:00,937.225,1023.0674337171637
2023-05-08 12:00:00,934.3,983.0695974371986
2023-05-08 13:00:00,935.275,944.6377556389455
2023-05-08 14:00:00,943.075,907.710550390193
