time_local,observed_m3s,simulated_m3s
2024-06-16 10:00:00,376.8,57.28371964107814
2024-06-16 11:00:00,431.525,64.90131685926168
2024-06-16 12:00:00,534.225,107.82223005896142
2024-06-16 13:00:00,674.35,226.59816378511002
2024-06-16 14:00:00,845.175,446.2261134110717
2024-06-16 15:00:00,1094.475,752.0125059000217
2024-06-16 16:00:00,1505.2,1110.5264059076228
2024-06-16 17:00:00,2024.725,1503.8636287009967
2024-06-16 18:00:00,2714.55,1913.7820792199666
2024-06-16 19:00:00,3305.075,2314.1108664788
2024-06-16 20:00:00,3741.725,2698.952142182703
2024-06-16 21:00:00,4111.275,3071.9948319043033
2024-06-16 22:00:00,4360.55,3433.8886403752495
2024-06-16 23:00:00,4541.925,3783.3690041953714
2024-06-17 00:00:00,4765.45,4122.676905592699
2024-06-17 01:00:00,5008.775,4457.131676542931
2024-06-17 02:00:00,5277.05,4789.118837225466
2024-06-17 03:00:00,5554.9,5118.771806584299
2024-06-17 04:00:00,5766.625,5443.954247439489
2024-06-17 05:00:00,6017.55,5758.544174830258
2024-06-17 06:00:00,6281.3,6059.777605798126
2024-06-17 07:00:00,6602.1,6349.470429737076
2024-06-17 08:00:00,6925.05,6627.767521304198
2024-06-17 09:00:00,7237.5,6895.171953281512
2024-06-17 10:00:00,7488.75,7152.099319786171
2024-06-17 11:00:00,7688.425,7394.340560210028
2024-06-17 12:00:00,7830.625,7607.722465189145
2024-06-17 13:00:00,7886.724999999999,7773.272350475769
2024-06-17 14:00:00,7872.224999999999,7867.15858368863
2024-06-17 15:00:00,7821.575,7858.0751897919545
2024-06-17 16:00:00,7690.125,7752.353307469293
2024-06-17 17:00:00,7563.325,7586.809992212997
2024-06-17 18:00:00,7373.95,7378.918589823971
2024-06-17 19:00:00,7181.625,7147.321254489209
2024-06-17 20:00:00,6967.625,6918.427607450857
2024-06-17 21:00:00,6773.5,6698.392490646725
2024-06-17 22:00:00,6580.175,6484.180636837119
2024-06-17 23:00:00,6361.475,6276.6257304628625
2024-06-18 00:00:00,6173.725,6077.996858640385
2024-06-18 01:00:00,5970.975,5886.861285042701
2024-06-18 02:00:00,5769.85,5701.216346568447
2024-06-18 03:00:00,5574.875,5520.670797686358
2024-06-18 04:00:00,5376.95,5341.277739293008
2024-06-18 05:00:00,5182.3,5160.948400983422
2024-06-18 06:00:00,4974.8,4985.214312403094
2024-06-18 07:00:00,4797.15,4817.499842277187
2024-06-18 08:00:00,4642.325,4656.088221683831
2024-06-18 09:00:00,4515.1,4501.058654544924
2024-06-18 10:00:00,4367.375,4352.099061003194
2024-06-18 11:00:00,4271.05,4208.98184177378
2024-06-18 12:00:00,4155.425,4071.476252475606
2024-06-18 13:00:00,4039.9,3939.3624814972627
2024-06-18 14:00:00,3949.6,3812.4290601452544
2024-06-18 15:00:00,3852.425,3690.472854057328
2024-06-18 16:00:00,3780.975,3573.2986905612456
2024-06-18 17:00:00,3724.175,3460.719052459215
2024-06-18 18:00:00,3665.25,3352.553776714593
2024-06-18 19:00:00,3616.9,3248.629765963768
2024-06-18 20:00:00,3571.375,3148.7807112473174
2024-06-18 21:00:00,3526.1,3052.9460164366405
2024-06-18 22:00:00,3499.85,2966.5807983165123
2024-06-18 23:00:00,3487.35,2905.546246241586
2024-06-19 00:00:00,3474.9249999999997,2875.2416003795797
2024-06-19 01:00:00,3468.7,2860.781210002319
2024-06-19 02:00:00,3461.225,2855.9289163142284
2024-06-19 03:00:00,3452.55,2857.942275505266
2024-06-19 04:00:00,3433.95,2858.0265227459554
2024-06-19 05:00:00,3420.35,2855.1189537299533
2024-06-19 06:00:00,3409.2,2851.0301960063443
2024-06-19 07:00:00,3393.2,2849.6193065635816
2024-06-19 08:00:00,3380.875,2856.3114956671775
2024-06-19 09:00:00,3361.275,2873.2224550164196
2024-06-19 10:00:00,3333.1,2894.4059301265497
2024-06-19 11:00:00,3312.35,2914.388935427109
2024-06-19 12:00:00,3272.275,2933.5145068926554
2024-06-19 13:00:00,3228.825,2952.160345772222
2024-06-19 14:00:00,3186.825,2973.8839467111034
2024-06-19 15:00:00,3137.9,3005.2287756948244
2024-06-19 16:00:00,3096.45,3048.5368702801234
2024-06-19 17:00:00,3055.225,3093.7302850311726
2024-06-19 18:00:00,3014.275,3135.587535982547
2024-06-19 19:00:00,2986.35,3176.701889142532
2024-06-19 20:00:00,2946.975,3218.3150629672155
2024-06-19 21:00:00,2920.5,3265.1298762374686
2024-06-19 22:00:00,2904.3999999999996,3318.3897072839004
2024-06-19 23:00:00,2878.1,3366.1590432679677
2024-06-20 00:00:00,2843.95,3388.6134726453233
2024-06-20 01:00:00,2799.825,3380.4479350390425
2024-06-20 02:00:00,2763.85,3355.387663362242
2024-06-20 03:00:00,2734.775,3319.0903081440124
2024-06-20 04:00:00,2716.925,3273.7120644459424
2024-06-20 05:00:00,2702.5,3234.9324696618137
2024-06-20 06:00:00,2689.2,3212.3853248991504
2024-06-20 07:00:00,2674.825,3197.899305759403
2024-06-20 08:00:00,2650.6,3180.7567454409177
2024-06-20 09:00:00,2627.5750000000003,3156.240914755069
2024-06-20 10:00:00,2599.175,3122.222539924463
2024-06-20 11:00:00,2569.825,3084.597546624624
2024-06-20 12:00:00,2555.75,3048.8186946158644
2024-06-20 13:00:00,2548.15,3014.5164718715823
2024-06-20 14:00:00,2536.325,2981.289096409751
2024-06-20 15:00:00,2496.65,2945.5557070467057
2024-06-20 16:00:00,2393.925,2900.7504236220398
2024-06-20 17:00:00,2291.025,2844.5096679509356
2024-06-20 18:00:00,2268.425,2786.8906902693993
2024-06-20 19:00:00,2318.875,2733.095090739519
2024-06-20 20:00:00,2377.075,2680.510499247406
2024-06-20 21:00:00,2393.8500000000004,2627.8768423360275
2024-06-20 22:00:00,2379.15,2570.473665954012
2024-06-20 23:00:00,2365.6,2506.9414572303253
2024-06-21 00:00:00,2348.9,2443.5908121119774
2024-06-21 01:00:00,2335.4,2383.813684888658
2024-06-21 02:00:00,2324.0,2326.1143191120373
2024-06-21 03:00:00,2319.8500000000004,2273.0102929128047
2024-06-21 04:00:00,2323.975,2234.758872873235
2024-06-21 05:00:00,2331.25,2223.3382818973646
2024-06-21 06:00:00,2325.025,2231.594142735139
2024-06-21 07:00:00,2322.95,2249.7798390181156
2024-06-21 08:00:00,2319.8500000000004,2280.1819431407826
2024-06-21 09:00:00,2308.475,2316.0981575587225
2024-06-21 10:00:00,2313.65,2353.2061233814316
2024-06-21 11:00:00,2308.5,2393.930454451775
2024-06-21 12:00:00,2300.275,2434.2945019440435
2024-06-21 13:00:00,2302.325,2472.6096401027494
2024-06-21 14:00:00,2300.275,2510.0424575756592
2024-06-21 15:00:00,2282.75,2545.9577159689484
2024-06-21 16:00:00,2263.325,2580.4719801845085
2024-06-21 17:00:00,2240.875,2613.631881022011
2024-06-21 18:00:00,2227.675,2645.4917094242064
2024-06-21 19:00:00,2231.725,2676.102276006919
2024-06-21 20:00:00,2251.075,2705.512587823093
2024-06-21 21:00:00,2258.2,2733.7697044565284
2024-06-21 22:00:00,2238.85,2760.9188437466382
2024-06-21 23:00:00,2199.325,2787.0034500526594
2024-06-22 00:00:00,2161.125,2812.0652643168855
2024-06-22 01:00:00,2133.1749999999997,2836.144390787986
2024-06-22 02:00:00,2112.3250000000003,2859.2793612055634
2024-06-22 03:00:00,2089.6,2881.5071964579693
2024-06-22 04:00:00,2066.025,2900.5820779755886
2024-06-22 05:00:00,2034.75,2906.129841710901
2024-06-22 06:00:00,2001.025,2883.5515393905407
2024-06-22 07:00:00,1967.975,2831.228983359708
2024-06-22 08:00:00,1944.6,2754.254405654955
2024-06-22 09:00:00,1923.775,2661.0270093036065
2024-06-22 10:00:00,1889.65,2565.7948765473534
2024-06-22 11:00:00,1852.1,2471.6049947986635
2024-06-22 12:00:00,1802.9,2376.0375241719157
2024-06-22 13:00:00,1763.625,2282.982545419117
2024-06-22 14:00:00,1736.525,2194.0420293953102
2024-06-22 15:00:00,1718.9,2107.9689794166784
2024-06-22 16:00:00,1708.325,2025.3206829674575
2024-06-22 17:00:00,1702.475,1945.905811894929
