timestamp_local,observed_m3s,proxy_upstream_m3s,three_station_m3s
2023-11-22 00:00:00,1647.0250244140625,1113.1987387424024,1252.9567113874834
2023-11-22 01:00:00,1625.875,1102.7580260951236,1223.699562232206
2023-11-22 02:00:00,1602.800048828125,1092.514858199959,1201.6147231627435
2023-11-22 03:00:00,1567.949951171875,1082.394126593398,1186.4686951051356
2023-11-22 04:00:00,1537.199951171875,1072.37444047936,1174.2034952063605
2023-11-22 05:00:00,1506.699951171875,1062.4494175174784,1162.9580855103216
2023-11-22 06:00:00,1490.0999755859375,1052.616746358186,1152.0890785233828
2023-11-22 07:00:00,1469.8499755859375,1042.875199975656,1141.398087320616
2023-11-22 08:00:00,1457.4749755859375,1033.2238396313949,1130.8272696298295
2023-11-22 09:00:00,1440.6500244140625,1023.6618064832614,1120.3599567053832
2023-11-22 10:00:00,1428.4000244140625,1014.1882677550484,1109.991003313704
2023-11-22 11:00:00,1418.375,1004.8024029473718,1099.7183950186604
2023-11-22 12:00:00,1401.7249755859375,996.2618013966033,1090.4481945420655
2023-11-22 13:00:00,1388.425048828125,992.1402333868431,1085.9714385566144
2023-11-22 14:00:00,1379.5999755859375,999.200916382781,1092.2423614539352
2023-11-22 15:00:00,1378.5,1024.0950240428162,1115.4027416427623
2023-11-22 16:00:00,1385.0999755859375,1070.449197195345,1159.695273934087
2023-11-22 17:00:00,1399.5250244140625,1138.8838343397063,1226.0616473497826
2023-11-22 18:00:00,1423.949951171875,1227.7583640015102,1313.0365526161775
2023-11-22 19:00:00,1448.5,1333.7731027590555,1417.2817412342736
2023-11-22 20:00:00,1484.4749755859375,1453.5014637044217,1535.315260702161
2023-11-22 21:00:00,1544.199951171875,1584.244809779277,1664.4132345524436
2023-11-22 22:00:00,1628.925048828125,1723.994378394197,1802.564227062882
2023-11-22 23:00:00,1677.375,1871.048216386428,1948.1333142834385
2023-11-23 00:00:00,1727.300048828125,2023.481852441935,2099.2464214511674
2023-11-23 01:00:00,1745.824951171875,2178.898967884897,2253.2659022774083
2023-11-23 02:00:00,1756.074951171875,2334.4815083051276,2407.2344160485814
2023-11-23 03:00:00,1761.199951171875,2486.78940593676,2558.008797362566
2023-11-23 04:00:00,1774.625,2631.918838712443,2701.8869486445774
2023-11-23 05:00:00,1800.5,2766.3026367579014,2835.2669187951205
2023-11-23 06:00:00,1841.125,2887.1379209010215,2955.259108310638
2023-11-23 07:00:00,1899.925048828125,2992.528902996961,3059.896738008576
2023-11-23 08:00:00,1960.324951171875,3081.42598354252,3148.1162331335777
2023-11-23 09:00:00,2015.949951171875,3153.148290109061,3219.246292187555
2023-11-23 10:00:00,2048.25,3206.865436577459,3272.5036978130606
2023-11-23 11:00:00,2063.35009765625,3241.125227282522,3306.480876086163
2023-11-23 12:00:00,2072.02490234375,3253.2877764772265,3318.566207936951
2023-11-23 13:00:00,2078.5,3241.050238925708,3306.046915045864
2023-11-23 14:00:00,2069.875,3205.593781447066,3270.0684922102037
2023-11-23 15:00:00,2054.72509765625,3149.431185424173,3214.2809574476537
2023-11-23 16:00:00,2021.324951171875,3074.718189836443,3140.1793772197725
2023-11-23 17:00:00,1974.1500244140625,2986.187199556767,3051.884237564862
2023-11-23 18:00:00,1962.425048828125,2889.306560161483,2954.891033343147
2023-11-23 19:00:00,1979.5,2789.3965076772674,2854.50448434294
2023-11-23 20:00:00,2014.875,2690.8360003905673,2754.9061133293376
2023-11-23 21:00:00,2072.050048828125,2595.367851092914,2658.479278027881
2023-11-23 22:00:00,2123.175048828125,2503.186013771065,2564.3895729837623
2023-11-23 23:00:00,2148.324951171875,2414.949677427279,2475.4070617498496
2023-11-24 00:00:00,2150.52490234375,2329.081560161004,2389.370495595217
2023-11-24 01:00:00,2133.02490234375,2242.703018028165,2302.452877024809
2023-11-24 02:00:00,2110.10009765625,2158.2620915235334,2216.498640284312
2023-11-24 03:00:00,2081.800048828125,2079.2724880868277,2137.0936784619557
2023-11-24 04:00:00,2054.72509765625,2004.3963467271465,2061.475747048865
2023-11-24 05:00:00,2025.625,1933.7397782623564,1990.2326979675522
2023-11-24 06:00:00,1992.3499755859375,1867.0349795230757,1923.1830175644527
2023-11-24 07:00:00,1959.25,1800.889542271777,1857.2838941948544
2023-11-24 08:00:00,1922.074951171875,1731.2659971224425,1787.9107012067182
2023-11-24 09:00:00,1883.050048828125,1660.6085368008678,1717.4371730381838
2023-11-24 10:00:00,1847.375,1594.5198911851414,1650.5927749089726
2023-11-24 11:00:00,1811.9000244140625,1534.2613122119599,1590.2389471951712
2023-11-24 12:00:00,1772.550048828125,1479.8598845781053,1535.6543908387798
2023-11-24 13:00:00,1738.574951171875,1429.6173984319773,1485.2815913128788
2023-11-24 14:00:00,1703.824951171875,1382.081763230561,1437.642415367628
2023-11-24 15:00:00,1669.2249755859375,1336.6993387668274,1392.0685380881623
2023-11-24 16:00:00,1646.0250244140625,1293.360100289888,1348.5430903097401
2023-11-24 17:00:00,1612.800048828125,1251.7760754993715,1307.2648996891076
2023-11-24 18:00:00,1584.8499755859375,1212.2225693086432,1269.4371665517394
2023-11-24 19:00:00,1542.175048828125,1177.6537250079969,1235.7838932011614
