x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,atual_cm,delta_2h_cm,delta_4h_cm,target_2h_cm,target_4h_cm,split,event
597,-3,-5,-11,-1,1,0,1,1,710,-2,-4,-11,5,0,597,-4.913417475,-7.611239591,592.0865825,589.3887604,2,5
598,-11,-20,-31,-2,-6,-5,-8,-7,727,-8,-22,-46,-5,6,598,-17.25993397,-33.01962475,580.740066,564.9803752,2,18
598,-5,-9,-17,-1,0,-2,8,-18,718,-6,-12,-25,-10,12,598,-9.426466836,-17.76431675,588.5735332,580.2356832,2,13
600,-2,-6,-11,2,0,2,1,2,712,-2,-6,-14,1,3,600,-3.964468353,-4.220244383,596.0355316,595.7797556,2,5
600,6,13,31,-1,-2,-4,-2,1,723,4,10,36,-3,4,600,8.599607219,16.91211022,608.5996072,616.9121102,2,5
601,-6,-12,-27,0,1,0,0,-2,706,-7,-13,-35,-3,7,601,-12.01742265,-24.00329426,588.9825773,576.9967057,2,5
602,-4,-6,-13,-2,-1,-1,0,-1,714,-4,-6,-16,1,-6,602,-7.073967873,-11.13757521,594.9260321,590.8624248,2,5
603,-4,-9,-15,1,-1,0,2,-17,724,-6,-11,-23,-16,2,603,-8.003838421,-13.09133238,594.9961616,589.9086676,2,13
606,-2,-5,-12,1,2,2,1,0,718,-2,-3,-15,0,-1,606,-3.65573291,-3.660727689,602.3442671,602.3392723,2,5
607,-6,-13,-27,1,2,0,-2,-1,713,-6,-11,-37,-2,1,607,-10.97566306,-21.05534581,596.0243369,585.9446542,2,5
607,-5,-8,-15,-2,-2,4,-6,1,730,-5,-10,-19,-28,2,607,-8.328178365,-16.4269275,598.6718216,590.5730725,2,13
607,7,13,28,1,0,-3,0,3,727,4,8,28,-3,0,607,8.433900413,15.72331537,615.4339004,622.7233154,2,5
608,-3,-7,-14,1,0,1,1,0,720,-1,-6,-16,5,1,608,-4.741415212,-3.280813519,603.2585848,604.7191865,2,5
609,-9,-14,-26,-4,-3,-21,-7,2,735,-14,-27,-56,-16,1,609,-20.13596385,-46.32212964,588.8640361,562.6778704,2,18
610,14,28,39,0,5,18,15,17,751,8,23,74,10,10,610,19.73373108,40.42800061,629.7337311,650.4280006,2,5
611,-4,-7,-15,-1,0,-1,0,-2,721,-5,-9,-22,-3,-12,611,-8.496649337,-12.33436368,602.5033507,598.6656363,2,5
612,-3,-6,-19,0,1,14,-10,16,735,-5,-8,-15,-18,3,612,-7.145443961,-16.35255118,604.854556,595.6474488,2,13
612,5,12,25,-2,-1,-3,-4,0,731,4,8,26,-4,1,612,6.450033398,13.95150942,618.4500334,625.9515094,2,5
613,-7,-15,-27,1,-1,-2,-1,-2,719,-5,-14,-43,2,0,613,-11.91447236,-21.2878029,601.0855276,591.7121971,2,5
615,-3,-7,-14,1,1,1,0,-1,726,-4,-7,-19,-2,-7,615,-6.32359477,-7.802517927,608.6764052,607.1974821,2,5
615,3,8,21,-2,-4,-4,-6,-3,734,3,7,21,-5,-3,615,4.80691644,13.38045474,619.8069164,628.3804547,2,5
618,-5,-11,-5,1,1,-3,-4,25,749,-13,-23,-37,-14,1,618,-14.82454697,-47.09984459,603.175453,570.9001554,2,18
618,-4,-13,-43,5,13,2,-17,22,743,-4,-6,-46,19,3,618,-8.620557878,-17.6674224,609.3794421,600.3325776,2,13
618,-4,-8,-15,0,-1,-1,-2,-3,730,-3,-6,-19,-1,-10,618,-6.305274287,-6.476552678,611.6947257,611.5234473,2,5
618,3,6,18,0,-2,-3,-7,-5,738,4,7,19,-7,-4,618,5.46530221,13.91408963,623.4653022,631.9140896,2,5
620,-8,-14,-25,-2,-2,0,-5,-3,724,-9,-17,-42,-4,-2,620,-15.74121193,-30.91143231,604.2587881,589.0885677,2,5
621,3,6,14,0,0,-4,-7,-4,744,6,10,21,-6,2,621,7.30563119,15.98885095,628.3056312,636.9888509,2,5
622,-9,-26,-45,8,4,-10,-3,1,747,-2,-3,-53,50,5,622,-8.616209267,-12.54753489,613.3837907,609.4524651,2,13
622,-4,-7,-14,-1,0,0,-1,-3,733,-3,-10,-23,2,-10,622,-8.344796364,-9.600444067,613.6552036,612.3995559,2,5
622,12,26,49,-2,-2,10,9,14,758,7,15,70,12,8,622,15.05646277,36.32525936,637.0564628,658.3252594,2,5
623,-6,-12,-2,0,-18,-2,-4,41,762,-10,-11,-11,-5,9,623,-9.155209002,-33.13106093,613.844791,589.8689391,2,18
623,-2,-6,-11,2,1,-1,28,10,791,5,18,9,23,12,623,13.0032412,3.061118011,636.0032412,626.061118,2,18
625,-4,-7,-10,-1,-2,-2,43,9,786,13,8,3,27,16,625,11.45382941,6.047347546,636.4538294,631.0473475,2,18
626,-3,-7,-14,1,0,1,-1,-4,736,-7,-9,-23,-9,-14,626,-8.105591579,-13.39574712,617.8944084,612.6042529,2,5
626,5,8,14,2,2,0,-3,-4,748,4,10,21,-8,0,626,7.697259149,16.48816351,633.6972591,642.4881635,2,5
628,-6,-12,-25,0,-1,0,-2,7,733,-8,-17,-41,-9,-1,628,-13.49124678,-28.2206296,614.5087532,599.7793704,2,5
629,-6,6,0,-18,-4,-3,-2,24,772,-1,-19,-6,63,18,629,-14.35367992,-37.92369815,614.6463201,591.0763018,2,18
629,-4,-7,-15,-1,0,-1,-2,-5,743,-2,-6,-21,-1,-7,629,-6.494645365,-7.562843645,622.5053546,621.4371564,2,5
629,-3,-5,-8,-1,-2,1,27,11,773,-5,-7,-13,10,-12,629,-2.909068944,-14.29570444,626.0909311,614.7042956,2,18
631,-17,-30,-35,-4,-11,-24,2,-10,749,-1,-14,-57,17,6,631,-17.35107779,-22.14838123,613.6489222,608.8516188,2,13
631,5,10,16,0,2,2,-2,-4,753,5,9,22,-6,-2,631,7.19554299,14.83455459,638.195543,645.8345546,2,5
632,-2,-3,-9,-1,0,9,12,12,778,-2,-4,-6,12,-18,632,-2.577707835,-11.07550553,629.4222922,620.9244945,2,18
632,10,22,50,-2,-4,1,12,12,764,6,13,56,7,9,632,13.71452232,33.79758701,645.7145223,665.797587,2,5
633,-6,-25,-81,13,24,4,0,-1,792,23,36,-48,30,31,633,14.8116112,45.48795793,647.8116112,678.4879579,2,13
633,-3,-7,-14,1,1,-1,-2,-7,745,-4,-11,-21,-2,-8,633,-7.980866982,-11.93520566,625.019133,621.0647943,2,5
634,-6,-11,-25,-1,2,-2,-1,5,741,-9,-21,-41,-2,7,634,-15.67032827,-33.14418031,618.3296717,600.8558197,2,5
634,3,8,16,-2,-2,0,-3,-7,760,7,12,26,-5,0,634,8.308430433,16.28701448,642.3084304,650.2870145,2,5
634,62,105,152,19,34,47,69,63,852,67,116,230,71,68,634,119.3849138,201.5879474,753.3849138,835.5879474,2,13
635,-2,-6,-47,2,9,45,11,7,782,-1,-4,-6,18,-31,635,-4.815921655,-17.93927521,630.1840783,617.0607248,2,18
635,12,10,3,14,16,14,23,26,773,-18,-13,-7,45,-5,635,-4.211383483,-35.6527982,630.7886165,599.3472018,2,18
636,-4,-8,-13,0,-1,-1,-3,-8,749,-7,-10,-23,-14,-13,636,-9.171950869,-14.81543193,626.8280491,621.1845681,2,5
637,-4,-15,-92,7,26,26,10,-1,783,-3,-1,-69,10,-23,637,-9.742900691,-17.50511235,627.2570993,619.4948877,2,18
639,-19,-49,-85,11,7,-12,-13,-12,769,13,4,-89,18,16,639,-10.07719482,11.12272175,628.9228052,650.1227217,2,13
639,5,8,18,2,0,2,-2,-5,767,7,14,29,1,-1,639,10.77330431,20.24215764,649.7733043,659.2421576,2,5
639,7,17,43,-3,-5,-7,14,5,778,14,20,50,13,14,639,18.94962357,43.70952499,657.9496236,682.709525,2,5
640,-5,-13,-23,3,1,1,0,2,750,-12,-16,-38,8,-2,640,-13.4382732,-30.81822368,626.5617268,609.1817763,2,5
640,-4,-7,-12,-1,-2,-2,-5,-10,756,-3,-8,-18,-6,-7,640,-7.202843044,-12.20361849,632.797157,627.7963815,2,5
641,-11,-41,-118,19,36,3,3,-12,786,2,3,-129,9,-7,641,-11.1793611,-11.08450785,629.8206389,629.9154922,2,18
642,3,8,16,-2,0,-2,-2,-5,774,7,14,30,-1,-1,642,8.963410659,17.07323694,650.9634107,659.0732369,2,5
645,-8,-14,-24,-2,-4,-5,-3,-3,762,-4,-12,-34,10,1,645,-11.73306014,-21.44050717,633.2669399,623.5594928,2,5
646,13,7,-42,19,32,39,19,19,802,10,33,14,17,14,646,21.96941557,34.40652677,667.9694156,680.4065268,2,13
647,-2,-5,-9,1,0,-1,-6,-7,764,-2,-8,-14,-9,-6,647,-5.381816866,-8.10267051,641.6181831,638.8973295,2,5
648,-13,-19,-11,-7,-14,-26,17,-6,750,-13,-39,-52,-5,-8,648,-25.80860374,-49.92598022,622.1913963,598.0740198,2,13
648,6,9,17,3,1,1,3,-1,777,3,10,29,-3,-8,648,8.915198257,11.61996938,656.9151983,659.6199694,2,5
648,9,16,38,2,-1,-5,13,10,798,20,34,55,19,24,648,28.73934248,61.07141498,676.7393425,709.071415,2,5
649,-3,-5,-8,-1,-1,-2,-7,-6,766,-6,-8,-17,-13,-10,649,-7.975774806,-16.40768437,641.0242252,632.5923156,2,5
650,63,129,197,-3,22.9596,43,60,56,902,43,116,320,43,38,650,95.44664425,118.4599952,745.4466443,768.4599952,2,5
652,-30,-77,-121,17,0,-18,-17,-39,784,1,-4,-149,4,-10,652,-20.48638733,-12.16311732,631.5136127,639.8368827,2,18
652,-2,-4,-6,0,-1,-3,-8,-7,772,-2,-4,-9,-7,-6,652,-4.119283836,-6.641096142,647.8807162,645.3589039,2,5
652,4,10,18,-2,1,1,1,-2,784,7,10,31,3,-5,652,7.955108352,13.34021572,659.9551084,665.3402157,2,5
653,-6,-10,-19,-2,0,-2,7,-1,766,-8,-16,-34,-1,-7,653,-13.1632014,-29.87948821,639.8367986,623.1205118,2,5
654,-2,-3,-3,-1,-1,-3,-5,-7,774,-2,-4,-8,-6,-8,654,-4.202553836,-7.163499776,649.7974462,646.8365002,2,5
656,-1,-2,0,0,-2,-5,-6,-4,776,-2,-7,-8,-8,-10,656,-4.16462916,-8.995501009,651.8353708,647.004499,2,5
656,4,8,17,0,-2,-1,1,-3,782,-2,5,22,-6,-14,656,3.186702359,1.963436866,659.1867024,657.9634369,2,5
657,-1,0,5,-2,-2,-5,-4,-4,778,-5,-3,1,-9,-11,657,-4.426865744,-10.71095836,652.5731343,646.2890416,2,5
657,1,5,15,-3,-3,-2,-4,-4,781,-1,-3,14,-5,-12,657,-1.670704188,-5.029969195,655.3292958,651.9700308,2,5
658,-30,-56,-73,-4,-20,-23,-23,-25,756,-9,-32,-110,-2,-2,658,-37.17217044,-38.4500841,620.8278296,619.5499159,2,13
658,1,2,10,0,-3,-5,-4,-2,783,2,1,9,-1,-10,658,1.705933511,4.857426506,659.7059335,662.8574265,2,5
659,-4,-10,-17,2,-1,1,7,3,774,-8,-14,-30,-3,-8,659,-9.82354279,-25.31706385,649.1764572,633.6829361,2,5
659,13,26,1,0,19,43,20,20,806,4,14,41,11,11,659,10.76795891,7.483169389,669.7679589,666.4831694,2,13
661,-6,-5,15,-7,-13,-19,20,0,763,-26,-37,-29,-19,-19,661,-25.53667284,-60.8099261,635.4633272,600.1900739,2,13
663,-6,-9,-18,-3,-2,-1,1,5,782,-6,-14,-29,1,-18,663,-12.05560865,-22.81669275,650.9443913,640.1833073,2,5
666,7,20,27,-6,-6,26,14,13,800,-6,-2,44,1,-1,666,0.2442358144,-13.72761202,666.2442358,652.272388,2,13
667,1,8,34,-6,-12,7,11,7,789,-11,-17,20,-3,-4,667,-8.679093918,-25.08496848,658.3209061,641.9150315,2,13
669,-3,-7,-17,1,2,2,2,5,788,-8,-12,-28,-1,-51,669,-9.72094394,-21.40513362,659.2790561,647.5948664,2,5
671,80,138,146,22,63,91,1,60,943,64,163,318,-19,80,671,123.7684742,188.4482396,794.7684742,859.4482396,2,18
672,-4,-9,-19,1,1,9,1,0,796,-4,-8,-19,12,-77,672,-6.706400794,-16.87196423,665.2935992,655.1280358,2,5
676,-5,-10,-28,0,0,6,2,-7,800,-4,-11,-22,6,-79,676,-8.7102131,-19.241343,667.2897869,656.758657,2,5
681,-5,-10,-34,0,8,2,6,-9,804,-7,-12,-38,-2,-88,681,-12.4744681,-25.00520285,668.5255319,655.9947971,2,5
682,-47,-77,-103,-17,-33,-34,-38,-61,783,-5,-69,-164,-12,-10,682,-68.71874821,-73.61992085,613.2812518,608.3800791,2,18
686,-5,-18,-36,8,6,0,3,-21,811,-5,-4,-45,-4,-53,686,-4.058483955,-17.18877966,681.941516,668.8112203,2,5
688,-26,-36,-50,-16,-19,-20,-20,-20,765,-23,-75,-108,-16,-17,688,-53.75726609,-90.61698989,634.2427339,597.3830101,2,13
691,-13,-24,-36,-2,-6,-8,-9,-46,816,1,-6,-47,1,-31,691,-11.6788052,-12.96461273,679.3211948,678.0353873,2,5
691,57,119,190,-5,14,38,58,58,947,95,162,307,103,96,691,147.0964707,230.8977004,838.0964707,921.8977004,2,13
704,-11,-18,-28,-4,-6,-4,-13,-68,815,-7,-27,-53,-19,-31,704,-23.01971163,-32.33003355,680.9802884,671.6699664,2,5
707,57,120,226.0404,-6,-9,29.0404,50,54,914,12,55,284,10,12,707,41.9666766,48.22282715,748.9666766,755.2228271,2,5
714,-10,-17,-30,-3,-3,-4,-5,-4,788,-52,-70,-93,-47,-48,714,-53.50811631,-114.5784525,660.4918837,599.4215475,2,13
715,-7,-12,-24,-2,-2,4,-11,-70,822,-20,-34,-53,-63,-42,715,-32.32132501,-49.51722356,682.678675,665.4827764,2,5
722,-5,-10,-28,0,2,3,-21,-71,842,-14,-21,-40,-87,-31,722,-28.43420945,-36.85614008,693.5657905,685.1438599,2,5
724,-7,-14,-26,0,-1,-1,0,-3,840,-18,-26,-48,-11,-14,724,-21.13217115,-45.76283496,702.8678289,678.237165,2,13
727,-5,-12,-31,2,6,-1,-38,-45.0404,856,-7,-12,-42,-82,-16,727,-18.86734504,-23.37862324,708.132655,703.6213768,2,5
729,-30,-44,-69,-16,-18,-16,-27,-49,788,-64,-127,-174,-80,-72,729,-88.33212198,-178.1898232,640.667878,550.8101768,2,18
731,-7,-13,-25,-1,-1,0,-2,-2,858,-8,-15,-37,-4,-7,731,-13.54473861,-27.91986843,717.4552614,703.0801316,2,13
732,-7,-18,-30,4,1,-9,-64,-34.9596,863,-5,-12,-45,-86,-9,732,-15.33145252,-23.32110366,716.6685475,708.6788963,2,5
738,-6,-12,-25,0,0,0,0,1,866,-7,-15,-36,1,-6,738,-12.44908833,-26.22583094,725.5509117,711.7741691,2,13
739,-11,-19,-21,-3,-7,-15,-74,-31,868,-7,-14,-45,-55,-9,739,-15.37064427,-33.05231372,723.6293557,705.9476863,2,5
740,33,90,219,-24,-30,-7.0404,18,33,914,0,12,203,-4,2,740,14.97621611,-4.012582829,754.9762161,735.9874172,2,5
744,-6,-12,-25,0,1,-1,0,-2,873,-8,-15,-36,-5,-10,744,-12.93460068,-26.66273149,731.0653993,717.3372685,2,13
748,77,157,232,-3,19,86,41,40,953,10,74,315,-34,19,748,34.8011776,86.24969189,782.8011776,834.2496919,2,18
750,-8,-12,-6,-4,-10,-24,-74,-26,875,-7,-23,-39,-39,-7,750,-13.56192247,-36.49534481,736.4380775,713.5046552,2,5
750,-6,-13,-24,1,0,1,-2,-1,881,-7,-14,-33,0,-11,750,-11.89944882,-24.2529088,738.1005512,725.7470912,2,13
756,-7,-13,-25,-1,-2,-2,-2,-4,888,-7,-14,-33,-1,-11,756,-12.63706635,-25.5477551,743.3629337,730.4522449,2,13
756,16,49,169,-17,-41,-50,-2,17,913,-1,-1,127,-10,2,756,4.709209829,-12.52823886,760.7092098,743.4717611,2,5
758,-4,-2,18,-6,-8,-37,-44.0404,-19,882,-16,-26,-32,-40,-14,758,-18.41777459,-43.91427682,739.5822254,714.0857232,2,5
759,-14,-26,-53,-2,-1,0,-15,-31,852,-63,-81,-124,-84,-63,759,-69.2371846,-144.5731757,689.7628154,614.4268243,2,18
760,4,20,110,-12,-29,-59,-16,1,908,-5,-6,49,-22,-12,760,-2.906901996,-25.53456763,757.093098,734.4654324,2,5
762,2,6,55,-2,-14,-55,-25.9596,-5,898,-10,-15,-4,-32,-18,762,-9.123062737,-30.48272133,752.8769373,731.5172787,2,5
763,-6,-11,-23,-1,1,0,1,-2,895,-7,-14,-33,-3,-11,763,-12.39124487,-25.41262432,750.6087551,737.5873757,2,13
765,-3,-10,-18,4,11,-38,-20,-9,918,8,8,-35,20,-53,765,0.3597450927,37.78443333,765.3597451,802.7844333,2,18
766,1,-2,-23,4,8,-5,-57,3,923,5,13,-16,17,-78,766,3.139508365,25.94235161,769.1395084,791.9423516,2,18
766,75,132,237,18,13,47,71,78,1015,68,163,340,76,71,766,129.0207618,222.2184983,895.0207618,988.2184983,2,13
768,-7,-21,20,7,-13,-84,2,-43,910,0,-5,-33,5,-37,768,-0.2226229931,56.52838177,767.777377,824.5283818,2,18
769,-5,-12,-23,2,0,1,-1,-5,902,-7,-12,-31,-3,-10,769,-10.65288944,-22.29149974,758.3471106,746.7085003,2,13
769,3,4,-6,2,6,17,-77,14,934,11,16,19,-2,-33,769,10.05186696,34.18553111,779.051867,803.1855311,2,18
773,-12,-25,-53,1,2,1,-21,-23,915,-18,-32,-80,-48,-13,773,-29.13478011,-57.53831663,743.8652199,715.4616834,2,18
773,4,7,5,1,3,11,-73,13,943,9,20,33,-59,-70,773,7.125400706,38.09223818,780.1254007,811.0922382,2,18
774,-7,-12,-24,-2,-1,-3,-2,-7,909,-5,-12,-31,-4,-8,774,-11.5432925,-20.92134605,762.4567075,753.078654,2,13
775,-14,-8,104,-20,-49,-94,-3,-93,910,-5,-29,31,-7,-13,775,-17.3981158,25.10450435,757.6018842,800.1045043,2,18
780,7,11,15,3,4,10,-28,-10,963,20,29,53,-54,-13,780,22.74227399,50.88364748,802.742274,830.8836475,2,18
781,-5,-11,-21,1,1,0,-2,-7,914,-7,-14,-30,-6,-9,781,-11.80081249,-22.77696007,769.1991875,758.2230399,2,13
783,35,112,250,-42,-45,18,29,-39,939,-14,-4,233,-93,-10,783,-7.311023222,-10.67482359,775.6889768,772.3251764,2,18
785,-13,-27,-54,1,1,-4,-27,-20,933,-14,-29,-81,-34,10,785,-25.7294304,-49.87839233,759.2705696,735.1216077,2,18
786,-6,-12,-21,0,-2,1,-2,-9,921,-7,-12,-31,-9,-9,786,-11.56245083,-21.13890884,774.4375492,764.8610912,2,13
789,6,41,198,-29,-71,-52,8,-70,915,-24,-38,135,-57,-23,789,-21.25906323,-29.71117974,767.7409368,759.2888203,2,18
791,11,18,25,4,7,10,5,-47,993,30,50,75,-69,28,791,43.1492288,71.18685109,834.1492288,862.1868511,2,18
792,-6,-10,-22,-2,-1,-2,-6,-8,928,-5,-12,-27,-9,-7,792,-11.17166281,-20.42370883,780.8283372,771.5762912,2,13
798,-14,-28,-50,0,-1,-11,-33,-18,947,-15,-29,-80,-24,-1,798,-25.53805918,-46.17554211,772.4619408,751.8244579,2,18
798,-4,-9,-20,1,3,1,-4,-8,933,-7,-11,-29,-11,-10,798,-10.9962523,-18.22440399,787.0037477,779.775596,2,13
802,-5,-12,-21,2,-1,-2,-7,-8,940,-4,-12,-28,-8,-2,802,-9.579265603,-15.5975509,792.4207344,786.4024491,2,13
807,-7,-11,-19,-3,-2,-3,-10,-8,944,-8,-11,-28,-11,-6,807,-12.8616013,-23.29870381,794.1383987,783.7012962,2,13
808,17,28,39,6,10,14,31,-63,1014,21,51,91,-43,26,808,36.99074557,54.49211854,844.9907456,862.4921185,2,18
809,-1,-3,-9,1,1,2,-2,13,954,2,5,-4,63,17,809,-1.888779837,11.17969793,807.1112202,820.1796979,2,13
810,-2,-4,-11,0,2,0,10,11,952,3,1,-8,22,17,810,-0.4118401619,7.983560739,809.5881598,817.9835607,2,13
812,-14,-27,-39,-1,-5,-15,-31,-17,962,-14,-33,-72,-25,-24,812,-25.04966018,-40.6532069,786.9503398,771.3467931,2,18
812,-2,-6,-11,2,1,-1,30,10,949,-2,-4,-16,13,12,812,-2.471696957,0.02842881982,809.528303,812.0284288,2,13
812,3,2,-2,4,5,7,1,35,956,2,4,3,35,20,812,2.006734141,10.2115871,814.0067341,822.2115871,2,13
813,1,4,1,-2,2,3,2,33,958,2,4,7,-4,19,813,4.589338039,8.314157209,817.589338,821.3141572,2,13
814,-4,-9,-16,1,-1,-4,-6,-6,952,-3,-10,-24,-6,2,814,-7.855330815,-13.69770191,806.1446692,800.3022981,2,13
814,-4,-7,-10,-1,-2,-6,28,8,951,-2,-7,-14,10,15,814,-4.364077198,0.2798787643,809.6359228,814.2798788,2,13
815,2,3,5,1,-1,4,4,14,961,3,5,12,-3,15,815,4.554116944,11.59370323,819.5541169,826.5937032,2,13
816,1,3,7,-1,0,2,4,0,964,3,6,12,-1,15,816,3.616740992,11.94828333,819.616741,827.9482833,2,13
818,-5,-8,-12,-2,-1,-5,-9,-6,955,-7,-13,-22,-9,-5,818,-11.46172813,-22.99088493,806.5382719,795.0091151,2,13
818,-3,-5,-4,-1,-2,-4,11,11,953,-5,-7,-8,7,9,818,-6.309130528,0.2683250999,811.6908695,818.2683251,2,13
819,3,4,7,2,1,0,7,1,968,4,7,14,4,19,819,5.699748448,13.54319542,824.6997484,832.5431954,2,13
821,-12,-44,-90,20,20,1,4,3,961,6,12,-101,20,-14,821,-3.746416498,16.90173674,817.2535835,837.9017367,2,13
821,-2,-3,0,-1,-4,10,11,14,958,-2,-7,3,15,7,821,-5.196658532,-1.179766781,815.8033415,819.8202332,2,13
822,1,-11,-75,13,33,15,15,16,965,4,10,-78,18,-4,822,-0.5508756533,11.57100936,821.4491243,833.5710094,2,13
823,-3,-7,-7,1,-3,-5,-6,-6,962,-6,-10,-16,-8,-1,823,-8.346078038,-16.02665308,814.653922,806.9733469,2,13
823,-1,1,-10,-3,-2,31,11,15,960,-5,-5,11,13,-3,823,-7.366085115,-5.898974747,815.6339149,817.1010253,2,13
823,4,7,10,1,3,3,6,5,972,4,8,16,9,23,823,6.162525246,11.83616296,829.1625252,834.836163,2,13
824,2,3,-41,1,14,34,14,12,965,0,4,-17,15,-1,824,-3.431980244,5.102767193,820.5680198,829.1027672,2,13
825,2,6,10,-2,-1,0,4,4,976,4,8,18,6,65,825,6.840475384,6.894415605,831.8404754,831.8944156,2,13
826,-13,-22,-24,-4,-10,-22,-24,-14,976,-19,-38,-61,-24,-83,826,-27.52198327,-66.49909574,798.4780167,759.5009043,2,18
826,-4,-4,-2,-4,-4,-7,-5,-3,968,-4,-8,-8,-6,-4,826,-7.209443313,-15.93381901,818.7905567,810.066181,2,13
827,19,36,54,2,8,15,26,-58,1030,16,37,96,6,28,827,24.05244395,31.61555733,851.052444,858.6155573,2,18
828,3,5,12,1,-1,2,4,6,978,2,6,17,7,35,828,4.234163676,5.028420421,832.2341637,833.0284204,2,13
830,0,0,5,0,-2,-2,-2,2,972,-4,-5,0,-7,-8,830,-3.986694199,-10.05458099,826.0133058,819.945419,2,13
830,0,2,7,-2,-3,-4,-1,2,976,-1,-2,8,1,-7,830,-1.505549766,-4.741509398,828.4944502,825.2584906,2,13
830,2,5,11,-1,0,-1,-1,6,977,-1,1,13,1,-7,830,0.2860233473,-2.69089847,830.2860233,827.3091015,2,13
833,-32,-64,-91,0,-18,-20,-16,-21,955,6,-27,-122,23,17,833,-37.70910673,-10.5403497,795.2908933,822.4596503,2,13
835,69,144,263,-6,12,26,58,74,1083,68,136,347,71,71,835,121.3976462,210.7144562,956.3976462,1045.714456,2,13
839,-9,-12,-2,-6,-10,-23,-16,-6,995,-19,-32,-35,-27,-118,839,-25.35625695,-72.42469292,813.6437431,766.5753071,2,18
841,14,33,61,-5,-3,7,17,-21,1037,7,23,94,21,19,841,17.14584784,-1.485384692,858.1458478,839.5146153,2,18
848,-3,-2,21,-4,-12,-22,-7,4,1014,-13,-20,0,-13,-87,848,-13.51610184,-53.08541086,834.4838982,794.9145891,2,18
850,9,23,59,-5,-10,-2,8,3,1034,-3,4,71,21,-16,850,5.672854659,-32.80038691,855.6728547,817.1996131,2,18
851,1,10,43,-8,-13,-16,-2,15,1027,-7,-10,34,-2,-75,851,-7.11896167,-45.8996725,843.8810383,805.1003275,2,18
852,75,125,197,25,36,44,64,75,1083,20,120,283,18,24,852,69.8585583,150.2691237,921.8585583,1002.269124,2,13
865,-32,-46,-71,-18,-19,-20,-22,-26,949,-33,-94,-140,-19,4,865,-66.0915235,-114.5666364,798.9084765,750.4333636,2,13
896,61,130,262,-8,-14,-1,46,68,1204,121,189,419,115,126,896,174.8310279,266.8055365,1070.831028,1162.805537,2,13
897,-14,-27,-51,-1,-2,0,1,-12,982,-61,-80,-119,-52,-46,897,-66.09399119,-129.5128487,830.9060088,767.4871513,2,13
897,45,120,209,-30,-5,12,30,44,1114,31,51,271,25,36,897,71.14457669,87.12154045,968.1445767,984.1215405,2,13
911,-13,-25,-51,-1,-1,3,2,-15,1043,-19,-34,-75,-17,-18,911,-30.86375654,-50.90881092,880.1362435,860.0911891,2,13
924,-12,-24,-54,0,2,4,-1,-19,1062,-15,-27,-74,-16,-19,924,-27.27412986,-40.88863881,896.7258701,883.1113612,2,13
931,-2,-8,-26,4,7,4,-11,-61,1076,3,-1,-33,-58,-36,931,-10.67797492,4.586862462,920.3220251,935.5868625,2,13
931,9,32,160,-14,-39,-87,-23,-3,1108,7,16,210,-4,13,931,9.965022399,52.38854084,940.9650224,983.3885408,2,22
933,-6,-15,-30,3,3,-4,-21,-42,1073,-4,-13,-44,-89,-71,933,-18.49785898,-16.65106109,914.502141,916.3489389,2,13
936,-12,-26,-58,2,4,-2,-6,-15,1077,-12,-24,-74,-20,-62,936,-23.23312394,-35.53411125,912.7668761,900.4658888,2,13
937,6,4,-11,8,12,15,2,-51,1105,29,32,6,5,-7,937,19.34411004,57.29613216,956.34411,994.2961322,2,13
939,-9,-18,-26,0,-3,-9,-41,-51,1077,-9,-22,-44,-65,-32,939,-23.55320397,-29.52011722,915.446796,909.4798828,2,13
948,-14,-30,-56,2,2,1,-12,5,1089,-12,-29,-76,-32,-51,948,-25.26282686,-40.54602103,922.7371731,907.453979,2,13
948,-9,-15,-17,-3,-7,-13,-66,-92,1086,-13,-23,-37,-37,-28,948,-27.92072752,-38.40430532,920.0792725,909.5956947,2,13
952,13,21,53,5,4,-35,-24,-10,1148,23,40,83,15,27,952,32.50528927,82.13156644,984.5052893,1034.131566,2,22
957,-6,-8,-4,-4,-6,-15,-65,-76,1099,-10,-18,-22,-79,-25,957,-24.51655494,-43.5040021,932.4834451,913.4959979,2,13
959,22,28,20,16,24,31,22,-10,1136,31,60,50,16,-69,959,42.41446583,80.01385347,1001.414466,1039.013853,2,13
962,-16,-32,-57,0,-6,-1,-18,5,1101,-17,-35,-78,-6,-44,962,-29.40274105,-52.58094649,932.597259,909.4190535,2,13
963,-2,-2,11,-2,-6,-17,-38,-61,1109,-8,-12,-4,-108,-22,963,-20.44404997,-39.72716131,942.55595,923.2728387,2,13
978,-16,-26,-56,-6,-1,-5,-23,-8,1118,-18,-33,-78,19,-49,978,-30.5124618,-55.82504114,947.4875382,922.1749589,2,13
980,84,145,289,23,15,27,65,85,1285,81,202,433,69,83,980,154.9730434,250.9531321,1134.973043,1230.953132,2,13
987,28,50,54,6,22,34,30,13,1163,27,58,86,19,-42,987,39.85970136,69.47870529,1026.859701,1056.478705,2,13
994,-10,-25,-51,5,5,-4,-13,-13,1136,-15,-29,-74,0,-44,994,-24.60202087,-40.86445232,969.3979791,953.1355477,2,13
1001,28,49,70,7,15,19,-68,-4,1211,19,63,110,-18,17,1001,34.3533031,82.46106907,1035.353303,1083.461069,2,22
