event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
24,238,796.3017096341509,1065.339219704709,0.8669264704896146,11434.9501953125,13569.001658517713,-2.0,0.18662533957340882
