dataset,label,horizon_h,protocol,lookback_h,fold_id,validation_event,test_event,train_event_count,train_rows,validation_rows,test_rows,train_end,test_start,seed,common_source_contract,model,backend,fit_seconds,event,n,mae_cm,rmse_cm,bias_cm,e95_cm,nse,r2,mape_pct,observed_peak_cm,predicted_peak_cm,peak_magnitude_error_cm,peak_magnitude_abs_error_cm,predicted_at_observed_peak_cm,peak_signed_error_at_observed_time_cm,peak_abs_error_at_observed_time_cm,peak_lag_h,peak_lag_abs_h,warnings,n_train,epochs_run,best_epoch,best_validation_loss_scaled,n_validation,parameter_count,history_tail
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,CatBoost,catboost,3.494556099991314,7,214,2.066505772074405,2.766690606562167,1.400325041946119,6.03563956734288,0.9974115643416706,0.9974115643416706,0.44116760768747243,760.0,749.5713281612198,-10.428671838780247,10.428671838780247,749.5713281612198,-10.428671838780247,10.428671838780247,0.0,0.0,[],883.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,CNN-1D temporal,pytorch-cpu,0.6199920999351889,7,214,4.765322096002399,6.814095837507822,1.1096413816991604,14.390274866552604,0.9842988067910434,0.9842988067910434,0.9901239357144398,760.0,734.7398050835433,-25.260194916456726,25.260194916456726,734.7398050835433,-25.260194916456726,25.260194916456726,0.0,0.0,,883.0,18.0,18.0,0.11827642470598221,295.0,4609.0,"[{'epoch': 14, 'train_loss': 0.2357180118560791, 'validation_loss': 0.15230266749858856}, {'epoch': 15, 'train_loss': 0.23073531687259674, 'validation_loss': 0.1425188183784485}, {'epoch': 16, 'train_loss': 0.21560204029083252, 'validation_loss': 0.13240671157836914}, {'epoch': 17, 'train_loss': 0.19459585845470428, 'validation_loss': 0.12390090525150299}, {'epoch': 18, 'train_loss': 0.17259280383586884, 'validation_loss': 0.11827642470598221}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,LSTM,pytorch-cpu,0.15031040005851537,7,214,6.719541730492926,8.424378261645758,2.9770624329040234,17.566060065816856,0.9760010688119585,0.9760010688119585,1.4164211301613212,760.0,733.0897360310669,-26.910263968933123,26.910263968933123,733.0897360310669,-26.910263968933123,26.910263968933123,0.0,0.0,,883.0,18.0,18.0,0.28372716903686523,295.0,6305.0,"[{'epoch': 14, 'train_loss': 0.5962602496147156, 'validation_loss': 0.38306570053100586}, {'epoch': 15, 'train_loss': 0.5696777701377869, 'validation_loss': 0.3552732765674591}, {'epoch': 16, 'train_loss': 0.5443136096000671, 'validation_loss': 0.32935529947280884}, {'epoch': 17, 'train_loss': 0.5203055143356323, 'validation_loss': 0.3054640293121338}, {'epoch': 18, 'train_loss': 0.49779021739959717, 'validation_loss': 0.28372716903686523}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,GRU,pytorch-cpu,0.2655259999446571,7,214,6.9914029063295295,10.192478456893328,1.3291044378044239,24.011075561282233,0.9648701911044959,0.9648701911044959,1.4398635586541386,760.0,729.5224309530334,-30.47756904696655,30.47756904696655,729.5224309530334,-30.47756904696655,30.47756904696655,0.0,0.0,,883.0,18.0,18.0,0.14725328981876373,295.0,4737.0,"[{'epoch': 14, 'train_loss': 0.3579464554786682, 'validation_loss': 0.182683065533638}, {'epoch': 15, 'train_loss': 0.34373021125793457, 'validation_loss': 0.1707525998353958}, {'epoch': 16, 'train_loss': 0.33223873376846313, 'validation_loss': 0.16130851209163666}, {'epoch': 17, 'train_loss': 0.3228287398815155, 'validation_loss': 0.15367762744426727}, {'epoch': 18, 'train_loss': 0.3148978352546692, 'validation_loss': 0.14725328981876373}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,TCN,pytorch-cpu,0.07378370000515133,7,214,5.096289343190254,7.118633762178022,1.7255265371922448,16.40646494587596,0.9828639988378965,0.9828639988378965,1.0767896760691362,760.0,738.4152691497188,-21.584730850281176,21.584730850281176,738.4152691497188,-21.584730850281176,21.584730850281176,0.0,0.0,,883.0,18.0,17.0,0.11850406229496002,295.0,7713.0,"[{'epoch': 14, 'train_loss': 0.24357526004314423, 'validation_loss': 0.15856806933879852}, {'epoch': 15, 'train_loss': 0.21181143820285797, 'validation_loss': 0.13853240013122559}, {'epoch': 16, 'train_loss': 0.1802307516336441, 'validation_loss': 0.12420104444026947}, {'epoch': 17, 'train_loss': 0.15779291093349457, 'validation_loss': 0.11850406229496002}, {'epoch': 18, 'train_loss': 0.1462356597185135, 'validation_loss': 0.11908993124961853}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,Seq2Seq · decoder 1 passo,pytorch-cpu,0.09164269990287721,7,214,7.095492637136199,9.054710166861524,2.9326885362771016,19.466129869502584,0.9722753999462049,0.9722753999462049,1.5121392247633083,760.0,736.7504486303083,-23.249551369691744,23.249551369691744,736.7504486303083,-23.249551369691744,23.249551369691744,0.0,0.0,,883.0,18.0,18.0,0.3722417652606964,295.0,10785.0,"[{'epoch': 14, 'train_loss': 0.6917163133621216, 'validation_loss': 0.48566868901252747}, {'epoch': 15, 'train_loss': 0.6671399474143982, 'validation_loss': 0.45628616213798523}, {'epoch': 16, 'train_loss': 0.6427488327026367, 'validation_loss': 0.42743080854415894}, {'epoch': 17, 'train_loss': 0.6186386346817017, 'validation_loss': 0.39932945370674133}, {'epoch': 18, 'train_loss': 0.5949450135231018, 'validation_loss': 0.3722417652606964}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,Transformer temporal,pytorch-cpu,0.13231240003369749,7,214,3.5383575136436383,5.161862130048734,0.35035594760864824,10.873323405860509,0.9909899130065284,0.9909899130065284,0.7405129541367348,760.0,746.6948293127493,-13.305170687250666,13.305170687250666,746.6948293127493,-13.305170687250666,13.305170687250666,0.0,0.0,,883.0,18.0,18.0,0.13798990845680237,295.0,9217.0,"[{'epoch': 14, 'train_loss': 0.4014109671115875, 'validation_loss': 0.19139838218688965}, {'epoch': 15, 'train_loss': 0.38853880763053894, 'validation_loss': 0.17970702052116394}, {'epoch': 16, 'train_loss': 0.37697967886924744, 'validation_loss': 0.16709041595458984}, {'epoch': 17, 'train_loss': 0.3643476068973541, 'validation_loss': 0.15296077728271484}, {'epoch': 18, 'train_loss': 0.34947606921195984, 'validation_loss': 0.13798990845680237}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,DLinear experimental,pytorch-cpu,0.009800500003620982,7,214,6.368596302427881,8.777577447400375,1.0589732066063264,19.059489776849308,0.973946533066215,0.973946533066215,1.3317462630471721,760.0,744.9028812733371,-15.09711872666287,15.09711872666287,744.9028812733371,-15.09711872666287,15.09711872666287,0.0,0.0,,883.0,18.0,18.0,0.1687646359205246,295.0,32.0,"[{'epoch': 14, 'train_loss': 0.29737603664398193, 'validation_loss': 0.20363231003284454}, {'epoch': 15, 'train_loss': 0.2877238988876343, 'validation_loss': 0.19418589770793915}, {'epoch': 16, 'train_loss': 0.2786131799221039, 'validation_loss': 0.1852383017539978}, {'epoch': 17, 'train_loss': 0.2700149714946747, 'validation_loss': 0.17677077651023865}, {'epoch': 18, 'train_loss': 0.26190072298049927, 'validation_loss': 0.1687646359205246}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,NLinear experimental,pytorch-cpu,0.007186900009401143,7,214,9.082153708712747,12.595160854231466,1.9855280808053986,28.75368078136954,0.9463556954450004,0.9463556954450004,1.892936857152526,760.0,735.4864137665975,-24.51358623340252,24.51358623340252,735.4864137665975,-24.51358623340252,24.51358623340252,0.0,0.0,,883.0,18.0,18.0,0.8647086024284363,295.0,61.0,"[{'epoch': 14, 'train_loss': 1.0006822347640991, 'validation_loss': 0.9111044406890869}, {'epoch': 15, 'train_loss': 0.9839613437652588, 'validation_loss': 0.8981895446777344}, {'epoch': 16, 'train_loss': 0.968657374382019, 'validation_loss': 0.8862005472183228}, {'epoch': 17, 'train_loss': 0.9546404480934143, 'validation_loss': 0.8750651478767395}, {'epoch': 18, 'train_loss': 0.9417772889137268, 'validation_loss': 0.8647086024284363}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,TSMixer experimental,pytorch-cpu,0.06351689994335175,7,214,15.20017592722756,17.52281517561047,11.508332951183794,29.192632667182153,0.8961697395803087,0.8961697395803087,3.354389514767422,760.0,732.8678225964675,-27.132177403532523,27.132177403532523,732.8678225964675,-27.132177403532523,27.132177403532523,0.0,0.0,,883.0,18.0,18.0,0.6242194175720215,295.0,1619.0,"[{'epoch': 14, 'train_loss': 0.7777454853057861, 'validation_loss': 0.7398078441619873}, {'epoch': 15, 'train_loss': 0.7602759003639221, 'validation_loss': 0.7086173295974731}, {'epoch': 16, 'train_loss': 0.7444463968276978, 'validation_loss': 0.6788531541824341}, {'epoch': 17, 'train_loss': 0.7301626801490784, 'validation_loss': 0.6506727933883667}, {'epoch': 18, 'train_loss': 0.7172923684120178, 'validation_loss': 0.6242194175720215}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,N-BEATS experimental,pytorch-cpu,0.028938300092704594,7,214,4.041638801258688,6.004164802013298,1.0238650208353193,13.310205652107125,0.9878095035780988,0.9878095035780988,0.8339837385051504,760.0,744.2890442325663,-15.710955767433688,15.710955767433688,744.2890442325663,-15.710955767433688,15.710955767433688,0.0,0.0,,883.0,17.0,10.0,0.08989366143941879,295.0,20158.0,"[{'epoch': 13, 'train_loss': 0.10728678107261658, 'validation_loss': 0.1276065707206726}, {'epoch': 14, 'train_loss': 0.11322659254074097, 'validation_loss': 0.12990881502628326}, {'epoch': 15, 'train_loss': 0.10992846637964249, 'validation_loss': 0.12248651683330536}, {'epoch': 16, 'train_loss': 0.09919270128011703, 'validation_loss': 0.11189663410186768}, {'epoch': 17, 'train_loss': 0.08941071480512619, 'validation_loss': 0.10386617481708527}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,N-HiTS-lite experimental,pytorch-cpu,0.016528000007383525,7,214,5.469110936405968,8.00069628908538,1.9717180523508284,17.85477035311856,0.9783542941595244,0.9783542941595244,1.1493487343560371,760.0,742.8346529903217,-17.16534700967827,17.16534700967827,742.8346529903217,-17.16534700967827,17.16534700967827,0.0,0.0,,883.0,18.0,18.0,0.11545485258102417,295.0,2353.0,"[{'epoch': 14, 'train_loss': 0.2441956102848053, 'validation_loss': 0.14833328127861023}, {'epoch': 15, 'train_loss': 0.2391800731420517, 'validation_loss': 0.14015696942806244}, {'epoch': 16, 'train_loss': 0.2296336442232132, 'validation_loss': 0.1314059942960739}, {'epoch': 17, 'train_loss': 0.21629780530929565, 'validation_loss': 0.12292186915874481}, {'epoch': 18, 'train_loss': 0.20047971606254578, 'validation_loss': 0.11545485258102417}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,PatchTST experimental,pytorch-cpu,0.09662680001929402,7,214,4.523384193775907,6.469381828969988,2.1298639032691584,14.177517018529405,0.985847220135522,0.985847220135522,0.9347380676892136,760.0,736.9240931562075,-23.075906843792495,23.075906843792495,736.9240931562075,-23.075906843792495,23.075906843792495,0.0,0.0,,883.0,18.0,18.0,0.18173135817050934,295.0,9089.0,"[{'epoch': 14, 'train_loss': 0.4230382740497589, 'validation_loss': 0.23943303525447845}, {'epoch': 15, 'train_loss': 0.4118005335330963, 'validation_loss': 0.22852447628974915}, {'epoch': 16, 'train_loss': 0.40199562907218933, 'validation_loss': 0.21584029495716095}, {'epoch': 17, 'train_loss': 0.39036503434181213, 'validation_loss': 0.20000970363616943}, {'epoch': 18, 'train_loss': 0.375374436378479, 'validation_loss': 0.18173135817050934}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,6_to_7,6,7,5,883,295,214,2023-09-25T22:00:00,2023-11-28T06:00:00,20260919,True,TFT-lite experimental,pytorch-cpu,0.12473889999091625,7,214,7.138159448537466,9.013809704676408,3.339721068094169,18.998425354286383,0.9725253003605681,0.9725253003605681,1.516596986195961,760.0,740.8936535058217,-19.106346494178297,19.106346494178297,740.8936535058217,-19.106346494178297,19.106346494178297,0.0,0.0,,883.0,18.0,18.0,0.12303163856267929,295.0,11889.0,"[{'epoch': 14, 'train_loss': 0.42045778036117554, 'validation_loss': 0.20321866869926453}, {'epoch': 15, 'train_loss': 0.4069884121417999, 'validation_loss': 0.1824856847524643}, {'epoch': 16, 'train_loss': 0.3847752809524536, 'validation_loss': 0.15488293766975403}, {'epoch': 17, 'train_loss': 0.3535352349281311, 'validation_loss': 0.13181225955486298}, {'epoch': 18, 'train_loss': 0.325224906206131, 'validation_loss': 0.12303163856267929}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,Persistência,baseline,0.0,8,37,29.35135135135135,62.41621410966692,-13.027027027027026,117.99999999999936,0.8309814698250599,0.8309814698250599,7.346096755705239,544.0,544.0,0.0,0.0,461.0,-83.0,83.0,2.0,2.0,,,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,Ridge,scikit-learn,0.0005574000533670187,8,37,16.420839150209684,29.266123727246512,1.8095206392777932,71.1680297851561,0.9628404981113958,0.9628404981113958,4.850205409864594,544.0,554.0924835205078,10.092483520507812,10.092483520507812,554.0924835205078,10.092483520507812,10.092483520507812,0.0,0.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,Elastic Net,scikit-learn,0.022854299983009696,8,37,15.451523208940351,29.147494325181917,0.8916846304326445,74.19300231933582,0.9631411375302013,0.9631411375302013,4.40709345608506,544.0,553.2636337280273,9.263633728027344,9.263633728027344,553.2636337280273,9.263633728027344,9.263633728027344,0.0,0.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,SVR,scikit-learn,0.05449499993119389,8,37,28.588420425931815,48.09535300345184,8.82011685422763,95.02358897515214,0.8996434533530582,0.8996434533530582,6.705684062268967,544.0,597.5095483539269,53.5095483539269,53.5095483539269,515.6698697053175,-28.330130294682476,28.330130294682476,2.0,2.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,MLP,scikit-learn,0.18696379999164492,8,37,17.982877731323242,26.19472019747261,2.1249288095010295,55.45661315917965,0.9702308110368464,0.9702308110368464,5.309469048382931,544.0,590.025390625,46.025390625,46.025390625,590.025390625,46.025390625,46.025390625,0.0,0.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,Random Forest,scikit-learn,2.1357289999723434,8,37,14.302231880752771,34.63189544590867,0.2703689384698962,72.37170053799947,0.9479654265891654,0.9479654265891654,4.2430376079546575,544.0,544.953579715238,0.9535797152379928,0.9535797152379928,504.2227240633076,-39.77727593669238,39.77727593669238,1.0,1.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,Extra Trees,scikit-learn,0.8995140999322757,8,37,12.629516311353317,31.463341280562044,-1.6063294279424432,79.42366570772323,0.9570513855982468,0.9570513855982468,3.596854874363966,544.0,548.3577270479864,4.357727047986373,4.357727047986373,521.9046975060617,-22.095302493938334,22.095302493938334,1.0,1.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,HistGradientBoosting,scikit-learn,0.4563131000613794,8,37,12.173007239280574,28.156387809197366,2.801336663491347,52.95786767910356,0.965605155390245,0.965605155390245,3.684970950082975,544.0,582.0657768565046,38.06577685650461,38.06577685650461,545.4698301790182,1.4698301790182313,1.4698301790182313,1.0,1.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,XGBoost,xgboost,0.30997990001924336,8,37,14.118231232101852,33.74377519135784,1.0655000531995618,80.45295104980441,0.9506000154353662,0.9506000154353662,4.415154067226033,544.0,544.6342391967773,0.6342391967773438,0.6342391967773438,521.7658729553223,-22.234127044677734,22.234127044677734,1.0,1.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,LightGBM,lightgbm,0.30874679994303733,8,37,14.542121746064952,34.89805406657945,3.106583244299447,90.45106570733533,0.9471625442103538,0.9471625442103538,4.302768916344709,544.0,573.728699257419,29.728699257418953,29.728699257418953,573.728699257419,29.728699257418953,29.728699257418953,0.0,0.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,CatBoost,catboost,3.7261829000199214,8,37,11.409013355023864,31.768192743273172,-4.806671488053191,39.520008865267556,0.9562150867928597,0.9562150867928597,2.971012933816414,544.0,548.8902378199513,4.890237819951267,4.890237819951267,529.6281245164837,-14.371875483516305,14.371875483516305,1.0,1.0,[],1178.0,,,,,,
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,CNN-1D temporal,pytorch-cpu,0.05518650007434189,8,37,22.357392795066573,45.29480985253279,2.894565221113137,135.73052205312615,0.9109905009498412,0.9109905009498412,5.255441384308752,544.0,681.124775692107,137.12477569210705,137.12477569210705,679.3819586433809,135.38195864338093,135.38195864338093,1.0,1.0,,1178.0,18.0,18.0,0.01909373141825199,214.0,4609.0,"[{'epoch': 14, 'train_loss': 0.23347488045692444, 'validation_loss': 0.02508443407714367}, {'epoch': 15, 'train_loss': 0.22792959213256836, 'validation_loss': 0.02401718683540821}, {'epoch': 16, 'train_loss': 0.21296600997447968, 'validation_loss': 0.022531768307089806}, {'epoch': 17, 'train_loss': 0.192313551902771, 'validation_loss': 0.020822912454605103}, {'epoch': 18, 'train_loss': 0.1701652705669403, 'validation_loss': 0.01909373141825199}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,LSTM,pytorch-cpu,0.05313150002621114,8,37,19.636559023069946,47.04209173635155,-8.985547451103074,77.17901891699294,0.9039908280314501,0.9039908280314501,4.915035624351251,544.0,567.6446929538868,23.64469295388676,23.64469295388676,531.3795326630787,-12.620467336921251,12.620467336921251,2.0,2.0,,1178.0,18.0,18.0,0.029614359140396118,214.0,6305.0,"[{'epoch': 14, 'train_loss': 0.5717513561248779, 'validation_loss': 0.031604569405317307}, {'epoch': 15, 'train_loss': 0.5436137318611145, 'validation_loss': 0.030612029135227203}, {'epoch': 16, 'train_loss': 0.5166897177696228, 'validation_loss': 0.029951106756925583}, {'epoch': 17, 'train_loss': 0.4911233186721802, 'validation_loss': 0.029621994122862816}, {'epoch': 18, 'train_loss': 0.46706488728523254, 'validation_loss': 0.029614359140396118}]"
stz_2h,Santa Tereza · 2 h,2,strict_common_cohort_causal,4,7_to_8,7,8,6,1178,214,37,2023-11-26T10:00:00,2024-04-13T20:00:00,20260919,True,GRU,pytorch-cpu,0.060855999938212335,8,37,18.347606904415702,46.03157995614124,-13.21595629161584,74.6566874059915,0.9080712746695926,0.9080712746695926,4.597378239875368,544.0,557.2403033960983,13.240303396098284,13.240303396098284,541.6028826559005,-2.397117344099456,2.397117344099456,1.0,1.0,,1178.0,16.0,9.0,0.029541831463575363,214.0,4737.0,"[{'epoch': 12, 'train_loss': 0.3673919141292572, 'validation_loss': 0.032547727227211}, {'epoch': 13, 'train_loss': 0.34413161873817444, 'validation_loss': 0.03463315591216087}, {'epoch': 14, 'train_loss': 0.32511278986930847, 'validation_loss': 0.036958690732717514}, {'epoch': 15, 'train_loss': 0.3097379505634308, 'validation_loss': 0.039322346448898315}, {'epoch': 16, 'train_loss': 0.2973742187023163, 'validation_loss': 0.04152709245681763}]"
