timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2023-05-06 10:00:00,959.6651,
2023-05-06 11:00:00,1016.2163,
2023-05-06 12:00:00,1071.5562,
2023-05-06 13:00:00,1125.6971,
2023-05-06 14:00:00,1178.1672,
2023-05-06 15:00:00,1228.0444,
2023-05-06 16:00:00,1274.1843,
2023-05-06 17:00:00,1312.0947,
2023-05-06 18:00:00,1336.3567,
2023-05-06 19:00:00,1346.7855,
2023-05-06 20:00:00,1347.1558,
2023-05-06 21:00:00,1342.7994,
2023-05-06 22:00:00,1336.0193,
2023-05-06 23:00:00,1328.0738,
2023-05-07 00:00:00,1319.6139,
2023-05-07 01:00:00,1310.9790,
2023-05-07 02:00:00,1302.0296,
2023-05-07 03:00:00,1289.6700,
2023-05-07 04:00:00,1271.0630,
2023-05-07 05:00:00,1248.6363,
2023-05-07 06:00:00,1224.0344,
2023-05-07 07:00:00,1198.6261,
2023-05-07 08:00:00,1173.0650,
2023-05-07 09:00:00,1147.6936,
2023-05-07 10:00:00,1122.6850,
2023-05-07 11:00:00,1098.1239,
2023-05-07 12:00:00,1074.0491,
2023-05-07 13:00:00,1050.4754,
2023-05-07 14:00:00,1027.4051,
2023-05-07 15:00:00,1004.8341,
2023-05-07 16:00:00,982.7552,
2023-05-07 17:00:00,961.1594,
2023-05-07 18:00:00,940.0371,
2023-05-07 19:00:00,919.4135,
2023-05-07 20:00:00,904.5515,
2023-05-07 21:00:00,902.2916,
2023-05-07 22:00:00,917.4294,
2023-05-07 23:00:00,950.9474,
2023-05-08 00:00:00,994.3698,
2023-05-08 01:00:00,1042.3891,
2023-05-08 02:00:00,1092.3672,
2023-05-08 03:00:00,1142.9682,
2023-05-08 04:00:00,1193.6651,
2023-05-08 05:00:00,1244.0275,
2023-05-08 06:00:00,1293.6753,
2023-05-08 07:00:00,1342.4391,
2023-05-08 08:00:00,1390.2463,
2023-05-08 09:00:00,1437.1328,
2023-05-08 10:00:00,1483.1398,
2023-05-08 11:00:00,1528.2055,
2023-05-08 12:00:00,1572.3184,
2023-05-08 13:00:00,1615.4815,
2023-05-08 14:00:00,1657.7062,
