timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2024-06-16 10:00:00,648.1214,389.25
2024-06-16 11:00:00,779.6060,422.25
2024-06-16 12:00:00,925.1297,440.5
2024-06-16 13:00:00,1087.2327,454.0
2024-06-16 14:00:00,1269.2377,484.5
2024-06-16 15:00:00,1476.0996,570.5
2024-06-16 16:00:00,1703.5290,713.0
2024-06-16 17:00:00,1943.7397,828.5
2024-06-16 18:00:00,2190.8498,903.25
2024-06-16 19:00:00,2440.0555,966.25
2024-06-16 20:00:00,2686.6632,1008.0
2024-06-16 21:00:00,2929.8553,1045.75
2024-06-16 22:00:00,3169.6088,1097.75
2024-06-16 23:00:00,3403.8854,1156.5
2024-06-17 00:00:00,3627.9490,1212.25
2024-06-17 01:00:00,3838.8457,1256.25
2024-06-17 02:00:00,4038.3077,1289.25
2024-06-17 03:00:00,4227.6099,1321.75
2024-06-17 04:00:00,4409.2842,1370.25
2024-06-17 05:00:00,4581.0905,1430.75
2024-06-17 06:00:00,4738.2952,1491.75
2024-06-17 07:00:00,4881.6495,1545.0
2024-06-17 08:00:00,5012.6875,1586.5
2024-06-17 09:00:00,5127.1572,1617.5
2024-06-17 10:00:00,5217.9123,1632.25
2024-06-17 11:00:00,5285.0674,1635.25
2024-06-17 12:00:00,5333.5016,1626.5
2024-06-17 13:00:00,5364.2413,1609.75
2024-06-17 14:00:00,5374.7822,1586.75
2024-06-17 15:00:00,5361.8427,1561.0
2024-06-17 16:00:00,5320.5144,1537.0
2024-06-17 17:00:00,5255.1366,1514.75
2024-06-17 18:00:00,5173.5488,1491.5
2024-06-17 19:00:00,5081.6882,1467.5
2024-06-17 20:00:00,4984.7253,1444.0
2024-06-17 21:00:00,4888.8576,1427.75
2024-06-17 22:00:00,4796.6819,1399.75
2024-06-17 23:00:00,4708.0969,1373.75
2024-06-18 00:00:00,4623.9364,1347.75
2024-06-18 01:00:00,4544.9537,1316.75
2024-06-18 02:00:00,4472.9768,1286.5
2024-06-18 03:00:00,4409.2831,1255.5
2024-06-18 04:00:00,4352.1725,1226.0
2024-06-18 05:00:00,4298.4754,1197.25
2024-06-18 06:00:00,4246.6238,1169.75
2024-06-18 07:00:00,4196.1042,1144.5
2024-06-18 08:00:00,4146.7483,1121.25
2024-06-18 09:00:00,4098.4916,1101.0
2024-06-18 10:00:00,4051.2994,1082.5
2024-06-18 11:00:00,4005.1455,1065.25
2024-06-18 12:00:00,3960.1245,1048.25
2024-06-18 13:00:00,3916.7384,1034.5
2024-06-18 14:00:00,3875.4752,1023.5
2024-06-18 15:00:00,3836.2045,1014.0
