timestamp,obs_m3s,sim_m3s,obs_antas_m3s,sim_antas_m3s,in_core_window
2023-07-10 09:00:00,1490.2749999999999,79.8260,1037.6,64.5933,1
2023-07-10 10:00:00,1457.5,79.4211,1012.8,63.3014,1
2023-07-10 11:00:00,1421.7,77.8398,989.15,62.0354,1
2023-07-10 12:00:00,1382.925,74.6323,964.825,60.7947,1
2023-07-10 13:00:00,1352.1750000000002,71.1515,945.7,59.5788,1
2023-07-10 14:00:00,1320.55,67.9402,926.75,58.3872,1
2023-07-10 15:00:00,1281.625,65.0988,907.075,57.2195,1
2023-07-10 16:00:00,1251.625,62.6487,890.85,56.0751,1
2023-07-10 17:00:00,1223.9750000000001,60.5297,872.325,54.9536,1
2023-07-10 18:00:00,1197.55,58.6821,850.75,53.8545,1
2023-07-10 19:00:00,1172.4,57.0457,831.725,52.7774,1
2023-07-10 20:00:00,1143.225,55.5723,813.7,51.7219,1
2023-07-10 21:00:00,1115.325,54.2235,800.425,50.6874,1
2023-07-10 22:00:00,1085.65,52.9706,790.35,49.6737,1
2023-07-10 23:00:00,1061.275,51.7920,780.325,48.6802,1
2023-07-11 00:00:00,1038.0749999999998,50.6720,771.125,47.7066,1
2023-07-11 01:00:00,1018.025,49.5994,760.425,46.7525,1
2023-07-11 02:00:00,1000.125,48.5658,748.275,45.8174,1
2023-07-11 03:00:00,984.3,47.5653,736.925,44.9011,1
2023-07-11 04:00:00,970.475,46.5934,724.9,44.0030,1
2023-07-11 05:00:00,951.85,45.6472,714.5,43.1230,1
2023-07-11 06:00:00,937.225,44.7242,702.6750000000001,42.2605,1
2023-07-11 07:00:00,924.625,43.8226,691.575,41.4153,1
2023-07-11 08:00:00,906.325,42.9412,679.875,40.5870,1
2023-07-11 09:00:00,891.95,42.0789,671.8249999999999,39.7753,1
2023-07-11 10:00:00,877.65,41.2349,660.975,38.9798,1
2023-07-11 11:00:00,861.5,40.4085,653.775,38.2002,1
2023-07-11 12:00:00,848.3000000000001,39.5992,645.15,37.4362,1
2023-07-11 13:00:00,834.225,38.8063,636.6,36.6874,1
2023-07-11 14:00:00,820.225,38.0296,628.1,35.9537,1
2023-07-11 15:00:00,808.0999999999999,37.2686,619.5999999999999,35.2346,1
2023-07-11 16:00:00,797.95,36.5230,612.6,34.5299,1
2023-07-11 17:00:00,786.925,36.0202,605.5999999999999,50.5857,1
2023-07-11 18:00:00,776.85,38.1903,600.0,65.9987,1
2023-07-11 19:00:00,764.075,46.2727,593.05,80.7943,1
2023-07-11 20:00:00,752.2750000000001,58.3213,586.15,94.9970,1
2023-07-11 21:00:00,743.2,71.2957,580.625,108.6304,1
2023-07-11 22:00:00,734.2,84.8860,575.15,121.7169,1
2023-07-11 23:00:00,724.375,98.3516,569.675,134.2783,1
2023-07-12 00:00:00,716.35,111.5728,565.575,146.3355,1
2023-07-12 01:00:00,707.425,124.3859,558.825,157.9083,1
2023-07-12 02:00:00,699.4749999999999,136.7629,556.125,169.0161,1
2023-07-12 03:00:00,692.425,148.6777,551.4,179.6773,1
2023-07-12 04:00:00,684.5,160.1349,547.35,189.9096,1
2023-07-12 05:00:00,680.075,171.6263,543.3,221.7097,1
2023-07-12 06:00:00,678.325,186.9665,542.625,273.1854,1
2023-07-12 07:00:00,673.95,214.6657,539.95,322.6326,1
2023-07-12 08:00:00,675.7,258.0055,541.275,389.4940,1
2023-07-12 09:00:00,674.825,313.3401,544.65,489.3099,1
2023-07-12 10:00:00,681.825,387.3186,550.05,621.3118,1
2023-07-12 11:00:00,693.3249999999999,490.8996,562.2,772.2014,1
2023-07-12 12:00:00,717.225,628.0488,581.35,951.7048,1
2023-07-12 13:00:00,757.725,798.2966,614.025,1150.3268,1
2023-07-12 14:00:00,808.175,999.8480,663.925,1348.4786,1
2023-07-12 15:00:00,875.825,1226.6481,743.175,1600.0809,1
2023-07-12 16:00:00,958.825,1475.6216,850.975,1841.8093,1
2023-07-12 17:00:00,1060.45,1751.2505,979.325,2091.8441,1
2023-07-12 18:00:00,1226.525,2044.9813,1143.875,2406.9022,1
