timestamp,obs_m3s,sim_m3s,obs_antas_m3s,sim_antas_m3s,in_core_window
2024-04-13 12:00:00,,28.1514,,12.9187,0
2024-04-13 13:00:00,,27.8404,,10.9809,0
2024-04-13 14:00:00,,27.8032,,9.3337,0
2024-04-13 15:00:00,,27.7733,,7.9337,0
2024-04-13 16:00:00,,27.4898,,6.7436,0
2024-04-13 17:00:00,,26.9108,,5.7321,0
2024-04-13 18:00:00,,26.2254,,22.6971,0
2024-04-13 19:00:00,,26.0916,,72.7727,0
2024-04-13 20:00:00,,25.1452,,193.0029,0
2024-04-13 21:00:00,,22.7872,,386.0982,0
2024-04-13 22:00:00,,19.8108,,619.0543,0
2024-04-13 23:00:00,,20.5524,,859.6835,0
2024-04-14 00:00:00,,31.0371,,1023.1200,0
2024-04-14 01:00:00,,59.1994,,1106.8061,0
2024-04-14 02:00:00,,111.3344,,1126.0735,0
2024-04-14 03:00:00,,185.9197,,1098.1043,0
2024-04-14 04:00:00,,278.8321,,1070.8506,0
2024-04-14 05:00:00,,382.2833,,1044.2910,0
2024-04-14 06:00:00,,488.9151,,1018.4052,0
2024-04-14 07:00:00,,594.6019,,993.1738,0
2024-04-14 08:00:00,,696.2147,,968.5785,0
2024-04-14 09:00:00,,791.9438,,944.6014,0
2024-04-14 10:00:00,,879.7436,,921.2258,0
2024-04-14 11:00:00,,959.9390,,898.4353,0
2024-04-14 12:00:00,421.375,1032.2509,825.55,876.2143,1
2024-04-14 13:00:00,510.125,1095.9385,899.825,854.5478,1
2024-04-14 14:00:00,551.25,1150.9817,932.5,833.4211,1
2024-04-14 15:00:00,588.225,1197.3507,888.475,812.8202,1
2024-04-14 16:00:00,757.6,1235.1755,836.525,792.7315,1
2024-04-14 17:00:00,1149.5,1264.4664,790.375,773.1418,1
2024-04-14 18:00:00,1432.525,1285.5753,741.475,754.0383,1
2024-04-14 19:00:00,1556.675,1298.8254,704.875,735.4087,1
2024-04-14 20:00:00,1575.875,1304.9443,723.425,717.2409,1
2024-04-14 21:00:00,1545.4,1304.4497,716.725,699.5232,1
2024-04-14 22:00:00,1490.6,1298.0010,692.35,682.2443,1
2024-04-14 23:00:00,1432.175,1286.3225,671.1,665.3932,1
2024-04-15 00:00:00,1384.375,1270.1507,655.925,648.9591,1
2024-04-15 01:00:00,1352.125,1250.1997,637.325,632.9316,1
2024-04-15 02:00:00,1314.875,1227.1393,604.3,617.3005,1
2024-04-15 03:00:00,1265.525,1201.5828,528.775,602.0559,1
2024-04-15 04:00:00,1208.65,1174.0809,483.05,587.1882,1
2024-04-15 05:00:00,1147.75,1145.3400,463.35,572.6881,1
2024-04-15 06:00:00,1086.075,1115.4517,453.225,558.5463,1
2024-04-15 07:00:00,1014.1999999999999,1084.9424,443.95,544.7540,1
2024-04-15 08:00:00,937.675,1054.2188,435.3,531.3025,1
2024-04-15 09:00:00,864.35,1023.5925,452.075,518.1833,1
2024-04-15 10:00:00,802.925,993.2996,474.1,505.3882,1
2024-04-15 11:00:00,757.8,963.5165,490.1,492.9092,1
2024-04-15 12:00:00,720.4,934.3726,499.8,480.7385,1
2024-04-15 13:00:00,696.95,905.9598,497.85,468.8683,1
2024-04-15 14:00:00,682.825,878.3411,490.725,457.2914,1
2024-04-15 15:00:00,681.175,851.5568,486.9,446.0003,1
2024-04-15 16:00:00,686.125,825.6291,480.475,434.9881,1
2024-04-15 17:00:00,688.6,800.5670,476.025,424.2479,1
2024-04-15 18:00:00,688.6,776.3687,472.175,413.7729,1
