timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2023-06-15 20:00:00,815.2816,
2023-06-15 21:00:00,962.0124,
2023-06-15 22:00:00,1110.8869,
2023-06-15 23:00:00,1261.0418,
2023-06-16 00:00:00,1411.3909,
2023-06-16 01:00:00,1561.5814,
2023-06-16 02:00:00,1712.2874,
2023-06-16 03:00:00,1864.6442,
2023-06-16 04:00:00,2021.4072,
2023-06-16 05:00:00,2184.9576,
2023-06-16 06:00:00,2355.5942,
2023-06-16 07:00:00,2530.8594,
2023-06-16 08:00:00,2707.2697,
2023-06-16 09:00:00,2881.0831,
2023-06-16 10:00:00,3049.3772,
2023-06-16 11:00:00,3210.5828,
2023-06-16 12:00:00,3361.8393,
2023-06-16 13:00:00,3498.8546,
2023-06-16 14:00:00,3618.1611,
2023-06-16 15:00:00,3717.6490,
2023-06-16 16:00:00,3798.6068,
2023-06-16 17:00:00,3861.0957,
2023-06-16 18:00:00,3903.1137,
2023-06-16 19:00:00,3924.5044,
2023-06-16 20:00:00,3928.1440,
2023-06-16 21:00:00,3920.5092,
2023-06-16 22:00:00,3906.2057,
2023-06-16 23:00:00,3887.0908,
2023-06-17 00:00:00,3864.0158,
2023-06-17 01:00:00,3838.0753,
2023-06-17 02:00:00,3809.6450,
2023-06-17 03:00:00,3778.0836,
2023-06-17 04:00:00,3742.2954,
2023-06-17 05:00:00,3699.5688,
2023-06-17 06:00:00,3647.5696,
2023-06-17 07:00:00,3586.0472,
2023-06-17 08:00:00,3517.5085,
2023-06-17 09:00:00,3445.4863,
2023-06-17 10:00:00,3372.5478,
2023-06-17 11:00:00,3299.8986,
2023-06-17 12:00:00,3228.1634,
2023-06-17 13:00:00,3157.6470,
2023-06-17 14:00:00,3088.4929,
2023-06-17 15:00:00,3020.7390,
2023-06-17 16:00:00,2954.4228,
2023-06-17 17:00:00,2889.5298,
2023-06-17 18:00:00,2826.0418,
2023-06-17 19:00:00,2763.9416,
2023-06-17 20:00:00,2703.2024,
2023-06-17 21:00:00,2643.7960,
2023-06-17 22:00:00,2585.6941,
2023-06-17 23:00:00,2528.8686,
2023-06-18 00:00:00,2473.2917,
2023-06-18 01:00:00,2418.9360,
2023-06-18 02:00:00,2365.7748,
2023-06-18 03:00:00,2313.7819,
2023-06-18 04:00:00,2262.9317,
2023-06-18 05:00:00,2213.1989,
2023-06-18 06:00:00,2164.5592,
2023-06-18 07:00:00,2116.9884,
2023-06-18 08:00:00,2070.4631,
2023-06-18 09:00:00,2024.9603,
2023-06-18 10:00:00,1980.4574,
2023-06-18 11:00:00,1936.9327,
2023-06-18 12:00:00,1894.3645,
2023-06-18 13:00:00,1852.7318,
2023-06-18 14:00:00,1812.0141,
2023-06-18 15:00:00,1772.1912,
2023-06-18 16:00:00,1733.2435,
2023-06-18 17:00:00,1695.1518,
2023-06-18 18:00:00,1657.8972,
2023-06-18 19:00:00,1621.4614,
2023-06-18 20:00:00,1585.8264,
2023-06-18 21:00:00,1550.9744,
2023-06-18 22:00:00,1516.8885,
2023-06-18 23:00:00,1483.5516,
2023-06-19 00:00:00,1450.9474,
2023-06-19 01:00:00,1419.0598,
2023-06-19 02:00:00,1387.8729,
2023-06-19 03:00:00,1357.3715,
2023-06-19 04:00:00,1327.5403,
2023-06-19 05:00:00,1298.3648,
2023-06-19 06:00:00,1269.8305,
2023-06-19 07:00:00,1241.9232,
2023-06-19 08:00:00,1214.6293,
2023-06-19 09:00:00,1187.9353,
2023-06-19 10:00:00,1161.8279,
2023-06-19 11:00:00,1136.2942,
2023-06-19 12:00:00,1111.3218,
