timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2025-07-02 11:00:00,1181.9040,
2025-07-02 12:00:00,1155.9291,
2025-07-02 13:00:00,1130.5251,
2025-07-02 14:00:00,1105.6794,554.5
2025-07-02 15:00:00,1081.3797,551.0
2025-07-02 16:00:00,1057.6141,547.75
2025-07-02 17:00:00,1034.3708,543.75
2025-07-02 18:00:00,1011.6383,540.25
2025-07-02 19:00:00,989.4054,536.25
2025-07-02 20:00:00,967.6611,532.5
2025-07-02 21:00:00,946.3947,529.0
2025-07-02 22:00:00,925.5956,526.25
2025-07-02 23:00:00,905.2537,523.0
2025-07-03 00:00:00,885.3588,519.5
2025-07-03 01:00:00,865.9012,516.5
2025-07-03 02:00:00,846.8712,513.25
2025-07-03 03:00:00,828.2594,510.5
2025-07-03 04:00:00,810.0566,507.5
2025-07-03 05:00:00,792.2539,504.75
2025-07-03 06:00:00,774.8424,502.0
2025-07-03 07:00:00,757.8136,499.0
2025-07-03 08:00:00,741.1590,496.25
2025-07-03 09:00:00,724.8705,494.25
2025-07-03 10:00:00,708.9399,491.0
2025-07-03 11:00:00,693.3595,488.0
2025-07-03 12:00:00,678.1214,486.0
2025-07-03 13:00:00,663.2182,483.0
2025-07-03 14:00:00,648.6426,472.0
2025-07-03 15:00:00,634.3873,447.25
2025-07-03 16:00:00,620.4453,426.25
2025-07-03 17:00:00,606.8097,427.0
2025-07-03 18:00:00,593.4738,445.0
2025-07-03 19:00:00,580.4309,457.75
2025-07-03 20:00:00,567.6747,466.0
2025-07-03 21:00:00,555.1988,472.25
2025-07-03 22:00:00,542.9972,474.25
2025-07-03 23:00:00,531.0637,473.25
2025-07-04 00:00:00,519.3924,471.25
2025-07-04 01:00:00,507.9776,468.75
2025-07-04 02:00:00,496.8138,467.0
