timestamp,obs_m3s,sim_m3s,obs_antas_m3s,sim_antas_m3s,in_core_window
2025-06-28 19:00:00,916.3,162.1060,596.325,110.7439,1
2025-06-28 20:00:00,900.6500000000001,162.6886,631.025,176.4769,1
2025-06-28 21:00:00,890.55,172.1853,670.125,279.3217,1
2025-06-28 22:00:00,896.075,211.7651,713.2,419.0749,1
2025-06-28 23:00:00,926.5,290.8463,779.325,600.2745,1
2025-06-29 00:00:00,995.15,413.7055,933.65,834.3648,1
2025-06-29 01:00:00,1095.05,582.2575,1124.0,1090.4467,1
2025-06-29 02:00:00,1221.225,796.8785,1311.375,1369.4576,1
2025-06-29 03:00:00,1463.975,1047.5876,1655.725,1664.7758,1
2025-06-29 04:00:00,1794.25,1321.5611,2017.675,1978.9978,1
2025-06-29 05:00:00,2141.05,1613.1894,2332.8,2304.7376,1
2025-06-29 06:00:00,2519.15,1919.2635,2773.175,2628.7849,1
2025-06-29 07:00:00,2929.625,2237.0347,3421.35,2953.5233,1
2025-06-29 08:00:00,3364.95,2560.1574,3771.375,3274.6558,1
2025-06-29 09:00:00,3831.2,2885.5249,4008.25,3586.6456,1
2025-06-29 10:00:00,4235.975,3212.1319,4112.175,3887.9446,1
2025-06-29 11:00:00,4541.975,3534.9154,4259.45,4178.4818,1
2025-06-29 12:00:00,4739.55,3849.3398,4517.675,4457.7206,1
2025-06-29 13:00:00,4917.65,4154.0735,4806.3,4726.0899,1
2025-06-29 14:00:00,5092.875,4448.5380,5080.05,4984.0041,1
2025-06-29 15:00:00,5282.95,4732.5168,5283.95,5185.7124,1
2025-06-29 16:00:00,5462.45,5004.8107,5417.75,5348.4795,1
2025-06-29 17:00:00,5625.975,5258.1040,5516.825,5466.7611,1
2025-06-29 18:00:00,5752.425,5484.0499,5580.275,5540.4117,1
2025-06-29 19:00:00,5861.200000000001,5678.1449,5607.55,5565.0538,1
2025-06-29 20:00:00,5923.05,5835.8569,5603.9,5529.4188,1
2025-06-29 21:00:00,6015.700000000001,5953.5056,5547.575000000001,5464.5927,1
2025-06-29 22:00:00,6057.4,6026.9736,5478.85,5370.3040,1
2025-06-29 23:00:00,6042.95,6056.9086,5353.35,5254.7692,1
2025-06-30 00:00:00,6001.25,6047.7296,5213.225,5114.1097,1
2025-06-30 01:00:00,5921.474999999999,6004.1291,5053.8,4957.3143,1
2025-06-30 02:00:00,5835.925,5930.2329,4865.85,4796.7871,1
2025-06-30 03:00:00,5707.025,5829.2022,4687.7,4629.3767,1
2025-06-30 04:00:00,5557.825,5706.4086,4514.175,4460.5317,1
2025-06-30 05:00:00,5396.725,5566.7532,4327.375,4295.4877,1
2025-06-30 06:00:00,5240.775,5414.5798,4164.75,4135.9782,1
2025-06-30 07:00:00,5075.1,5254.4987,4003.45,3981.7857,1
2025-06-30 08:00:00,4904.55,5090.5746,3855.675,3834.1137,1
2025-06-30 09:00:00,4742.4,4925.9042,3705.85,3692.2351,1
2025-06-30 10:00:00,4565.8,4762.7846,3567.65,3556.3931,1
2025-06-30 11:00:00,4432.6,4602.9568,3446.4,3425.8799,1
2025-06-30 12:00:00,4279.275,4447.2436,3321.275,3300.4860,1
2025-06-30 13:00:00,4139.225,4296.0748,3177.0,3180.0105,1
2025-06-30 14:00:00,4005.3,4149.8225,3060.55,3064.2603,1
2025-06-30 15:00:00,3877.35,4008.5952,2944.6,2953.0499,1
2025-06-30 16:00:00,3756.425,3872.3785,2921.4,2846.2011,1
2025-06-30 17:00:00,3650.0,3741.0978,2884.725,2743.5428,1
2025-06-30 18:00:00,3570.175,3614.6395,2697.15,2644.4395,1
2025-06-30 19:00:00,3492.375,3492.8616,2409.3,2547.3391,1
2025-06-30 20:00:00,3385.925,3375.4977,2317.3,2453.5756,1
2025-06-30 21:00:00,3236.15,3262.0788,2295.225,2361.6053,1
2025-06-30 22:00:00,3100.05,3152.2377,2273.225,2272.2998,1
2025-06-30 23:00:00,3004.975,3045.6703,2213.875,2186.4963,1
2025-07-01 00:00:00,2942.375,2942.1070,2143.375,2103.1157,1
2025-07-01 01:00:00,2887.25,2841.6018,2073.775,2022.5337,1
2025-07-01 02:00:00,2829.225,2744.1216,2004.125,1944.6407,1
2025-07-01 03:00:00,2770.575,2649.5779,1937.8,1869.8021,1
