timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2024-08-24 09:00:00,850.3673,473.0
2024-08-24 10:00:00,878.8182,496.5
2024-08-24 11:00:00,900.5682,518.75
2024-08-24 12:00:00,912.9975,528.5
2024-08-24 13:00:00,915.1478,530.5
2024-08-24 14:00:00,908.0096,529.25
2024-08-24 15:00:00,894.8336,527.0
2024-08-24 16:00:00,878.7203,524.25
2024-08-24 17:00:00,861.2689,518.75
2024-08-24 18:00:00,843.3151,510.5
2024-08-24 19:00:00,825.2917,500.75
2024-08-24 20:00:00,807.4213,493.5
2024-08-24 21:00:00,789.8164,488.0
2024-08-24 22:00:00,772.5318,466.75
2024-08-24 23:00:00,755.5921,444.0
2024-08-25 00:00:00,739.0064,427.75
2024-08-25 01:00:00,722.7757,424.0
2024-08-25 02:00:00,706.8966,433.25
2024-08-25 03:00:00,691.3639,451.25
2024-08-25 04:00:00,676.1712,466.25
2024-08-25 05:00:00,661.3117,473.25
2024-08-25 06:00:00,646.7784,472.25
2024-08-25 07:00:00,632.5643,467.25
2024-08-25 08:00:00,618.6624,462.0
