timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2023-07-10 09:00:00,78.8759,
2023-07-10 10:00:00,77.6969,
2023-07-10 11:00:00,72.9107,
2023-07-10 12:00:00,64.5768,
2023-07-10 13:00:00,55.7258,
2023-07-10 14:00:00,47.6139,
2023-07-10 15:00:00,40.5413,
2023-07-10 16:00:00,34.4959,
2023-07-10 17:00:00,29.4322,
2023-07-10 18:00:00,25.3416,
2023-07-10 19:00:00,22.3617,
2023-07-10 20:00:00,20.6561,
2023-07-10 21:00:00,19.8605,
2023-07-10 22:00:00,19.6042,
2023-07-10 23:00:00,19.7039,
2023-07-11 00:00:00,20.0679,
2023-07-11 01:00:00,20.6409,
2023-07-11 02:00:00,21.3830,
2023-07-11 03:00:00,22.2625,
2023-07-11 04:00:00,23.2532,
2023-07-11 05:00:00,24.3330,
2023-07-11 06:00:00,25.4832,
2023-07-11 07:00:00,26.6883,
2023-07-11 08:00:00,27.9349,
2023-07-11 09:00:00,29.2120,
2023-07-11 10:00:00,30.5101,
2023-07-11 11:00:00,31.8216,
2023-07-11 12:00:00,33.1398,
2023-07-11 13:00:00,34.4592,
2023-07-11 14:00:00,35.7752,
2023-07-11 15:00:00,37.0842,
2023-07-11 16:00:00,38.3829,
2023-07-11 17:00:00,40.4452,
2023-07-11 18:00:00,45.6459,
2023-07-11 19:00:00,55.3235,
2023-07-11 20:00:00,66.3736,
2023-07-11 21:00:00,77.1427,
2023-07-11 22:00:00,87.4237,
2023-07-11 23:00:00,97.3679,
2023-07-12 00:00:00,107.0585,
2023-07-12 01:00:00,116.5281,
2023-07-12 02:00:00,125.7896,
2023-07-12 03:00:00,134.8498,
2023-07-12 04:00:00,143.7347,
2023-07-12 05:00:00,153.8056,
2023-07-12 06:00:00,169.4344,
2023-07-12 07:00:00,197.2731,
2023-07-12 08:00:00,235.7147,
2023-07-12 09:00:00,285.0581,
2023-07-12 10:00:00,350.8287,
2023-07-12 11:00:00,437.8624,
2023-07-12 12:00:00,548.9269,
2023-07-12 13:00:00,682.0200,
2023-07-12 14:00:00,833.3317,
2023-07-12 15:00:00,998.3537,
2023-07-12 16:00:00,1177.5888,
2023-07-12 17:00:00,1371.2345,
2023-07-12 18:00:00,1577.0893,
2023-07-12 19:00:00,1801.2947,
2023-07-12 20:00:00,2045.6269,
2023-07-12 21:00:00,2300.1895,
2023-07-12 22:00:00,2555.0235,
2023-07-12 23:00:00,2806.1481,
2023-07-13 00:00:00,3052.5101,
2023-07-13 01:00:00,3294.0604,
2023-07-13 02:00:00,3530.4847,
2023-07-13 03:00:00,3761.7652,
2023-07-13 04:00:00,3987.9773,
2023-07-13 05:00:00,4209.2002,
2023-07-13 06:00:00,4424.1832,
2023-07-13 07:00:00,4628.6645,
2023-07-13 08:00:00,4816.1074,
2023-07-13 09:00:00,4988.2177,
2023-07-13 10:00:00,5144.7998,
2023-07-13 11:00:00,5280.4302,
