timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2024-10-11 20:00:00,443.2625,491.75
2024-10-11 21:00:00,462.5398,486.75
2024-10-11 22:00:00,484.5824,481.5
2024-10-11 23:00:00,516.9374,503.0
2024-10-12 00:00:00,562.6668,528.0
2024-10-12 01:00:00,614.2163,549.25
2024-10-12 02:00:00,663.3247,596.5
2024-10-12 03:00:00,706.3219,623.0
2024-10-12 04:00:00,742.6104,638.5
2024-10-12 05:00:00,773.5494,647.5
2024-10-12 06:00:00,801.6144,654.5
2024-10-12 07:00:00,828.2977,669.25
2024-10-12 08:00:00,854.1626,691.0
2024-10-12 09:00:00,879.3965,713.5
2024-10-12 10:00:00,904.0625,730.5
2024-10-12 11:00:00,928.1863,741.75
2024-10-12 12:00:00,951.7827,747.25
2024-10-12 13:00:00,974.8639,749.0
2024-10-12 14:00:00,997.4409,748.25
2024-10-12 15:00:00,1019.5243,744.5
2024-10-12 16:00:00,1041.1246,734.75
2024-10-12 17:00:00,1062.2521,725.75
2024-10-12 18:00:00,1082.9169,725.5
2024-10-12 19:00:00,1103.1289,726.5
2024-10-12 20:00:00,1122.8979,722.0
2024-10-12 21:00:00,1142.2334,717.25
2024-10-12 22:00:00,1160.7224,714.0
2024-10-12 23:00:00,1175.6585,712.0
2024-10-13 00:00:00,1179.5057,705.25
2024-10-13 01:00:00,1168.6893,689.5
2024-10-13 02:00:00,1148.7910,671.75
2024-10-13 03:00:00,1125.7713,661.0
2024-10-13 04:00:00,1101.9183,655.75
2024-10-13 05:00:00,1077.9936,653.25
2024-10-13 06:00:00,1054.3894,651.75
2024-10-13 07:00:00,1031.2409,648.75
2024-10-13 08:00:00,1008.5831,640.0
2024-10-13 09:00:00,986.4184,624.5
2024-10-13 10:00:00,964.7396,607.25
2024-10-13 11:00:00,943.5369,586.5
2024-10-13 12:00:00,922.8002,571.5
2024-10-13 13:00:00,902.5193,572.0
2024-10-13 14:00:00,882.6842,583.75
2024-10-13 15:00:00,863.2850,580.5
2024-10-13 16:00:00,844.3122,556.25
2024-10-13 17:00:00,825.7564,527.0
2024-10-13 18:00:00,807.6085,510.5
2024-10-13 19:00:00,789.8594,513.25
2024-10-13 20:00:00,772.5005,530.5
2024-10-13 21:00:00,755.5230,540.5
2024-10-13 22:00:00,738.9187,549.25
2024-10-13 23:00:00,722.6793,548.0
2024-10-14 00:00:00,706.7968,541.25
2024-10-14 01:00:00,691.2634,528.0
2024-10-14 02:00:00,676.0713,513.0
2024-10-14 03:00:00,661.2132,502.0
2024-10-14 04:00:00,646.6816,496.5
2024-10-14 05:00:00,632.4694,496.25
2024-10-14 06:00:00,618.5695,500.5
2024-10-14 07:00:00,604.9751,502.0
2024-10-14 08:00:00,591.6794,498.25
2024-10-14 09:00:00,578.6760,486.75
2024-10-14 10:00:00,565.9584,469.5
2024-10-14 11:00:00,553.5202,454.5
2024-10-14 12:00:00,541.3554,445.75
2024-10-14 13:00:00,529.4580,446.0
2024-10-14 14:00:00,517.8220,455.75
2024-10-14 15:00:00,506.4417,462.5
2024-10-14 16:00:00,495.3116,463.75
2024-10-14 17:00:00,484.4261,453.75
