timestamp,sim_q_at_stz_m3s,obs_nivel_stz_cm
2024-01-18 17:00:00,1078.1018,397.75
2024-01-18 18:00:00,1211.0282,436.5
2024-01-18 19:00:00,1342.9946,444.75
2024-01-18 20:00:00,1472.8624,452.5
2024-01-18 21:00:00,1600.2543,469.75
2024-01-18 22:00:00,1725.0742,509.0
2024-01-18 23:00:00,1847.3172,535.75
2024-01-19 00:00:00,1967.0075,552.25
2024-01-19 01:00:00,2084.1791,569.25
2024-01-19 02:00:00,2198.8701,585.5
2024-01-19 03:00:00,2311.1206,598.5
2024-01-19 04:00:00,2420.9722,607.0
2024-01-19 05:00:00,2528.4675,612.5
2024-01-19 06:00:00,2631.7251,614.75
2024-01-19 07:00:00,2722.0217,614.0
2024-01-19 08:00:00,2790.2274,611.5
2024-01-19 09:00:00,2839.9150,608.75
2024-01-19 10:00:00,2874.6056,611.0
2024-01-19 11:00:00,2894.8658,620.5
2024-01-19 12:00:00,2900.7632,633.25
2024-01-19 13:00:00,2889.0555,641.0
2024-01-19 14:00:00,2861.0506,645.0
2024-01-19 15:00:00,2819.6310,644.5
2024-01-19 16:00:00,2771.9276,642.5
2024-01-19 17:00:00,2721.6201,637.5
2024-01-19 18:00:00,2668.3054,631.0
2024-01-19 19:00:00,2612.0801,623.75
2024-01-19 20:00:00,2555.4281,619.0
2024-01-19 21:00:00,2499.4735,617.0
2024-01-19 22:00:00,2444.5864,617.5
2024-01-19 23:00:00,2390.8614,616.75
2024-01-20 00:00:00,2338.3069,615.75
2024-01-20 01:00:00,2286.9061,612.5
2024-01-20 02:00:00,2236.6360,608.5
2024-01-20 03:00:00,2187.4721,603.75
2024-01-20 04:00:00,2139.3899,598.0
2024-01-20 05:00:00,2092.3657,592.25
2024-01-20 06:00:00,2046.3758,585.5
2024-01-20 07:00:00,2001.3976,578.5
2024-01-20 08:00:00,1957.4085,571.0
2024-01-20 09:00:00,1914.3869,563.0
2024-01-20 10:00:00,1872.3112,556.0
2024-01-20 11:00:00,1831.1607,549.0
2024-01-20 12:00:00,1790.9149,541.0
2024-01-20 13:00:00,1751.6940,533.0
2024-01-20 14:00:00,1713.8678,526.0
2024-01-20 15:00:00,1677.4399,516.25
2024-01-20 16:00:00,1642.0606,504.0
2024-01-20 17:00:00,1607.7248,497.25
2024-01-20 18:00:00,1574.2874,499.75
2024-01-20 19:00:00,1541.6193,504.0
2024-01-20 20:00:00,1509.6775,504.75
2024-01-20 21:00:00,1478.4398,501.0
2024-01-20 22:00:00,1447.9250,495.25
2024-01-20 23:00:00,1418.1025,489.0
2024-01-21 00:00:00,1388.9355,482.75
2024-01-21 01:00:00,1360.4095,477.5
2024-01-21 02:00:00,1332.5106,472.5
2024-01-21 03:00:00,1305.2248,467.75
2024-01-21 04:00:00,1278.5386,463.0
2024-01-21 05:00:00,1252.4390,458.0
2024-01-21 06:00:00,1226.9130,453.0
