timestamp,obs_m3s,sim_m3s,obs_antas_m3s,sim_antas_m3s,in_core_window
2024-06-15 22:00:00,,47.7010,,32.4683,0
2024-06-15 23:00:00,,47.8016,,66.6532,0
2024-06-16 00:00:00,,48.1620,,109.0116,0
2024-06-16 01:00:00,,50.1132,,162.0891,0
2024-06-16 02:00:00,,57.5598,,213.0806,0
2024-06-16 03:00:00,,73.7131,,288.7825,0
2024-06-16 04:00:00,,99.4614,,384.5412,0
2024-06-16 05:00:00,,134.7134,,490.9725,0
2024-06-16 06:00:00,,181.5289,,608.4769,0
2024-06-16 07:00:00,,241.6219,,765.6890,0
2024-06-16 08:00:00,,316.0025,,962.6894,0
2024-06-16 09:00:00,,406.4134,,1171.3061,0
2024-06-16 10:00:00,376.8,517.6102,,1400.5003,1
2024-06-16 11:00:00,431.525,654.6967,,1643.7333,1
2024-06-16 12:00:00,534.225,819.1212,,1912.3279,1
2024-06-16 13:00:00,674.35,1010.4656,,2218.3909,1
2024-06-16 14:00:00,845.175,1231.6186,,2531.7942,1
2024-06-16 15:00:00,1094.475,1483.9138,,2855.9348,1
2024-06-16 16:00:00,1505.2,1772.7680,,3184.6600,1
2024-06-16 17:00:00,2024.725,2099.9891,,3503.8697,1
2024-06-16 18:00:00,2714.55,2460.5722,,3811.8903,1
2024-06-16 19:00:00,3305.075,2846.7720,,4111.6169,1
2024-06-16 20:00:00,3741.725,3251.0026,,4405.8313,1
2024-06-16 21:00:00,4111.275,3664.0687,,4668.9566,1
2024-06-16 22:00:00,4360.55,4078.8368,,4907.8412,1
2024-06-16 23:00:00,4541.925,4489.0550,,5131.2146,1
2024-06-17 00:00:00,4765.45,4888.6962,,5339.2758,1
2024-06-17 01:00:00,5008.775,5272.9858,,5541.7346,1
2024-06-17 02:00:00,5277.05,5638.8364,,5716.6000,1
2024-06-17 03:00:00,5554.9,5985.3822,,5862.0880,1
2024-06-17 04:00:00,5766.625,6312.3244,,5987.4366,1
2024-06-17 05:00:00,6017.55,6617.4598,,6092.6167,1
2024-06-17 06:00:00,6281.3,6897.6645,,6149.3507,1
2024-06-17 07:00:00,6602.1,7150.2980,,6157.9004,1
2024-06-17 08:00:00,6925.05,7373.2304,,6146.7674,1
2024-06-17 09:00:00,7237.5,7562.5891,,6107.3068,1
2024-06-17 10:00:00,7488.75,7710.9281,,6046.3614,1
2024-06-17 11:00:00,7688.425,7816.6411,,5952.9005,1
2024-06-17 12:00:00,7830.625,7875.9179,,5815.0978,1
2024-06-17 13:00:00,7886.724999999999,7886.7684,,5663.3511,1
2024-06-17 14:00:00,7872.224999999999,7851.5806,,5494.5226,1
2024-06-17 15:00:00,7821.575,7773.5614,,5315.0138,1
2024-06-17 16:00:00,7690.125,7656.6822,,5139.1638,1
2024-06-17 17:00:00,7563.325,7507.6661,,4968.8762,1
2024-06-17 18:00:00,7373.95,7333.3839,,4801.4764,1
2024-06-17 19:00:00,7181.625,7140.9840,,4635.3159,1
2024-06-17 20:00:00,6967.625,6936.9371,,4488.4630,1
2024-06-17 21:00:00,6773.5,6726.2171,,4353.5074,1
2024-06-17 22:00:00,6580.175,6512.9286,,4228.3452,1
2024-06-17 23:00:00,6361.475,6301.5867,,4108.9075,1
2024-06-18 00:00:00,6173.725,6095.7255,,4002.7490,1
2024-06-18 01:00:00,5970.975,5897.5335,,3915.8995,1
2024-06-18 02:00:00,5769.85,5708.1865,,3847.6020,1
2024-06-18 03:00:00,5574.875,5529.1053,,3789.0432,1
2024-06-18 04:00:00,5376.95,5362.2640,,3734.1094,1
2024-06-18 05:00:00,5182.3,5209.2754,,3681.3278,1
2024-06-18 06:00:00,4974.8,5070.3151,,3630.6142,1
2024-06-18 07:00:00,4797.15,4944.1835,,3581.8875,1
2024-06-18 08:00:00,4642.325,4829.0491,,3535.0697,1
2024-06-18 09:00:00,4515.1,4723.0537,,3490.0861,1
2024-06-18 10:00:00,4367.375,4624.5895,,3446.8649,1
2024-06-18 11:00:00,4271.05,4532.3717,,3405.3368,1
2024-06-18 12:00:00,4155.425,4445.4173,,3371.2698,1
2024-06-18 13:00:00,4039.9,4362.9901,,3341.5054,1
2024-06-18 14:00:00,3949.6,4284.7578,,3316.2844,1
2024-06-18 15:00:00,3852.425,4211.0077,,3298.2945,1
2024-06-18 16:00:00,3780.975,4142.0328,,3281.0086,1
2024-06-18 17:00:00,3724.175,4078.1576,,3264.3992,1
2024-06-18 18:00:00,3665.25,4019.6690,,3247.5185,1
2024-06-18 19:00:00,3616.9,3966.2281,,3220.2442,1
2024-06-18 20:00:00,3571.375,3917.1521,,3186.1569,1
2024-06-18 21:00:00,3526.1,3871.2377,,3147.6730,1
2024-06-18 22:00:00,3499.85,3826.4470,,3126.0501,1
2024-06-18 23:00:00,3487.35,3780.9970,,3094.1172,1
2024-06-19 00:00:00,3474.9249999999997,3734.4269,,3050.3339,1
2024-06-19 01:00:00,3468.7,3688.0679,,2995.9838,1
2024-06-19 02:00:00,3461.225,3641.6592,,2942.5354,1
2024-06-19 03:00:00,3452.55,3593.3719,,2889.9535,1
2024-06-19 04:00:00,3433.95,3542.1694,,2839.4322,1
2024-06-19 05:00:00,3420.35,3487.7358,,2790.8908,1
2024-06-19 06:00:00,3409.2,3430.6521,,2744.7636,1
2024-06-19 07:00:00,3393.2,3372.1122,,2707.5064,1
2024-06-19 08:00:00,3380.875,3314.0159,,2674.2679,1
2024-06-19 09:00:00,3361.275,3257.1823,,2642.3318,1
2024-06-19 10:00:00,3333.1,3204.4483,,2611.6470,1
2024-06-19 11:00:00,3312.35,3156.1468,,2576.3303,1
2024-06-19 12:00:00,3272.275,3111.8465,,2539.4291,1
2024-06-19 13:00:00,3228.825,3070.8496,,2500.5963,1
2024-06-19 14:00:00,3186.825,3033.1381,,2468.6077,1
2024-06-19 15:00:00,3137.9,2997.6474,,2437.8725,1
2024-06-19 16:00:00,3096.45,2966.5268,,2408.3416,1
2024-06-19 17:00:00,3055.225,2939.1334,,2380.0702,1
2024-06-19 18:00:00,3014.275,2914.5432,,2352.0877,1
2024-06-19 19:00:00,2986.35,2892.0200,,2325.2016,1
2024-06-19 20:00:00,2946.975,2871.0900,,2308.3761,1
2024-06-19 21:00:00,2920.5,2851.2217,,2270.2034,1
2024-06-19 22:00:00,2904.3999999999996,2832.2086,,2233.5268,1
2024-06-19 23:00:00,2878.1,2814.1498,,2189.1781,1
2024-06-20 00:00:00,2843.95,2794.6417,,2143.1899,1
2024-06-20 01:00:00,2799.825,2772.7564,,2093.1700,1
2024-06-20 02:00:00,2763.85,2747.6530,,2045.0084,1
2024-06-20 03:00:00,2734.775,2718.8034,,2029.9526,1
2024-06-20 04:00:00,2716.925,2685.3416,,2038.1067,1
2024-06-20 05:00:00,2702.5,2649.4846,,2052.4911,1
2024-06-20 06:00:00,2689.2,2615.2821,,2059.2484,1
2024-06-20 07:00:00,2674.825,2587.6330,,2063.6931,1
2024-06-20 08:00:00,2650.6,2569.6387,,2067.9628,1
2024-06-20 09:00:00,2627.5750000000003,2559.7138,,2072.0646,1
2024-06-20 10:00:00,2599.175,2554.3165,,2076.0049,1
2024-06-20 11:00:00,2569.825,2551.5289,,2079.7902,1
2024-06-20 12:00:00,2555.75,2547.3072,,2083.4265,1
2024-06-20 13:00:00,2548.15,2541.7384,,2075.3536,1
2024-06-20 14:00:00,2536.325,2535.4058,,2067.5968,1
2024-06-20 15:00:00,2496.65,2528.3242,,2061.0647,1
2024-06-20 16:00:00,2393.925,2519.5965,,2054.6859,1
2024-06-20 17:00:00,2291.025,2509.0460,,2047.6356,1
2024-06-20 18:00:00,2268.425,2497.0293,,2040.8611,1
2024-06-20 19:00:00,2318.875,2483.9700,,2023.1953,1
2024-06-20 20:00:00,2377.075,2470.1950,,2006.2216,1
2024-06-20 21:00:00,2393.8500000000004,2455.5992,,1989.9131,1
2024-06-20 22:00:00,2379.15,2439.3232,,1974.2435,1
2024-06-20 23:00:00,2365.6,2421.2274,,1959.1879,1
2024-06-21 00:00:00,2348.9,2401.6456,,1944.7222,1
2024-06-21 01:00:00,2335.4,2381.0020,,1930.8233,1
2024-06-21 02:00:00,2324.0,2359.2325,,1886.2509,1
2024-06-21 03:00:00,2319.8500000000004,2336.7731,,1830.7340,1
2024-06-21 04:00:00,2323.975,2311.8368,,1783.1253,1
2024-06-21 05:00:00,2331.25,2283.1708,,1747.3113,1
2024-06-21 06:00:00,2325.025,2250.0859,,1729.6873,1
2024-06-21 07:00:00,2322.95,2217.8703,,1715.3128,1
2024-06-21 08:00:00,2319.8500000000004,2190.4118,,1701.5016,1
2024-06-21 09:00:00,2308.475,2170.4832,,1692.4280,1
2024-06-21 10:00:00,2313.65,2159.8959,,1683.7099,1
2024-06-21 11:00:00,2308.5,2156.9427,,1675.3333,1
2024-06-21 12:00:00,2300.275,2160.6509,,1667.2848,1
2024-06-21 13:00:00,2302.325,2169.2880,,1659.5515,1
2024-06-21 14:00:00,2300.275,2181.5850,,1651.1999,1
2024-06-21 15:00:00,2282.75,2196.2604,,1643.1755,1
2024-06-21 16:00:00,2263.325,2213.0343,,1635.4654,1
2024-06-21 17:00:00,2240.875,2230.9512,,1628.0573,1
2024-06-21 18:00:00,2227.675,2249.2766,,1620.9394,1
2024-06-21 19:00:00,2231.725,2267.5479,,1614.1003,1
2024-06-21 20:00:00,2251.075,2285.4953,,1607.5290,1
2024-06-21 21:00:00,2258.2,2302.9694,,1601.2151,1
2024-06-21 22:00:00,2238.85,2319.8932,,1595.1486,1
2024-06-21 23:00:00,2199.325,2336.2318,,1589.3196,1
2024-06-22 00:00:00,2161.125,2351.7759,,1583.7189,1
2024-06-22 01:00:00,2133.1749999999997,2364.8166,,1578.3375,1
2024-06-22 02:00:00,2112.3250000000003,2374.6760,,1563.2385,1
2024-06-22 03:00:00,2089.6,2377.5906,,1535.9371,1
2024-06-22 04:00:00,2066.025,2372.6905,,1499.7776,1
2024-06-22 05:00:00,2034.75,2359.4978,,1446.0160,1
2024-06-22 06:00:00,2001.025,2336.1980,,1392.1458,1
2024-06-22 07:00:00,1967.975,2303.1308,,1340.9287,1
2024-06-22 08:00:00,1944.6,2259.7324,,1287.2706,1
2024-06-22 09:00:00,1923.775,2207.5150,,1236.8070,1
2024-06-22 10:00:00,1889.65,2148.3567,,1185.9690,1
2024-06-22 11:00:00,1852.1,2084.2695,,1137.4488,1
2024-06-22 12:00:00,1802.9,2016.3882,,1091.5881,1
2024-06-22 13:00:00,1763.625,1946.2671,,1047.4533,1
2024-06-22 14:00:00,1736.525,1875.3278,,1002.4885,1
2024-06-22 15:00:00,1718.9,1804.6937,,959.1425,1
2024-06-22 16:00:00,1708.325,1735.1167,,919.8397,1
2024-06-22 17:00:00,1702.475,1666.8843,,881.2485,1
2024-06-22 18:00:00,1700.175,1599.9729,,844.6751,1
2024-06-22 19:00:00,1693.15,1535.0149,,808.4898,1
2024-06-22 20:00:00,1676.875,1471.9008,,772.5693,1
2024-06-22 21:00:00,1643.35,1410.7887,,740.5813,1
2024-06-22 22:00:00,1588.425,1351.9963,,709.5228,1
2024-06-22 23:00:00,1515.125,1295.5393,,680.1868,1
2024-06-23 00:00:00,1444.225,1241.4396,,653.2270,1
2024-06-23 01:00:00,1400.625,1189.8635,,627.5044,1
2024-06-23 02:00:00,1389.775,1140.7649,,602.5739,1
2024-06-23 03:00:00,1396.25,1094.1084,,578.4044,1
2024-06-23 04:00:00,1400.6,1049.7724,,555.7324,1
2024-06-23 05:00:00,1399.5,1007.5592,,533.7959,1
2024-06-23 06:00:00,1393.025,967.2829,,512.5752,1
2024-06-23 07:00:00,1386.525,928.8264,,491.9701,1
2024-06-23 08:00:00,1378.9499999999998,892.0558,,472.4612,1
2024-06-23 09:00:00,1369.275,856.8312,,453.3206,1
2024-06-23 10:00:00,1361.75,823.0356,,435.5072,1
2024-06-23 11:00:00,1348.925,790.5918,,418.4373,1
2024-06-23 12:00:00,1315.95,759.4235,,402.0365,1
2024-06-23 13:00:00,1263.45,729.5205,,386.2787,1
2024-06-23 14:00:00,1210.675,700.8554,,371.1387,1
2024-06-23 15:00:00,1174.975,673.3806,,356.5921,1
2024-06-23 16:00:00,1158.75,647.0398,,342.6159,1
2024-06-23 17:00:00,1159.8,621.7759,,329.1875,1
2024-06-23 18:00:00,1161.775,597.5350,,316.2855,1
2024-06-23 19:00:00,1164.85,574.3412,,312.9989,1
2024-06-23 20:00:00,1173.95,553.1764,,318.9505,1
2024-06-23 21:00:00,1200.475,537.4685,,324.6686,1
2024-06-23 22:00:00,1228.15,527.2040,,330.2648,1
2024-06-23 23:00:00,1228.125,528.3107,,335.6414,1
2024-06-24 00:00:00,1219.875,540.5922,,340.8072,1
2024-06-24 01:00:00,1198.35,560.8537,,345.8726,1
