event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
28,209,449.89443348357344,527.8139051384394,0.9124924816709061,7886.72509765625,7929.580039598753,-1.0,0.005433806987292873
