event_id,time_value,observed_m3s,simulated_m3s
28,65460120,376.79998779296875,533.6255407605202
28,65460180,431.5249938964844,612.3579769048091
28,65460240,534.2249755859375,707.1431634731971
28,65460300,674.3499755859375,826.4280456186902
28,65460360,845.1749877929688,973.8015482657336
28,65460420,1094.4749755859375,1147.428306339501
28,65460480,1505.199951171875,1345.7537633608476
28,65460540,2024.7249755859375,1565.1106458241366
28,65460600,2714.550048828125,1800.137487724612
28,65460660,3305.074951171875,2046.4847285377086
28,65460720,3741.72509765625,2301.3769752965577
28,65460780,4111.27490234375,2562.8820315883554
28,65460840,4360.5498046875,2828.4474384519976
28,65460900,4541.9248046875,3094.743855822921
28,65460960,4765.4501953125,3359.654537213299
28,65461020,5008.77490234375,3621.8433468307044
28,65461080,5277.0498046875,3879.8405989827093
28,65461140,5554.89990234375,4131.008747525979
28,65461200,5766.625,4370.152440027026
28,65461260,6017.5498046875,4592.721613117414
28,65461320,6281.2998046875,4795.685926994272
28,65461380,6602.10009765625,4976.919634100113
28,65461440,6925.0498046875,5134.619024698077
28,65461500,7237.5,5266.852763888449
28,65461560,7488.75,5374.499372419534
28,65461620,7688.4248046875,5458.639015505645
28,65461680,7830.625,5517.248849060002
28,65461740,7886.72509765625,5547.989932892178
28,65461800,7872.22509765625,5553.454556816453
28,65461860,7821.5751953125,5537.629017920296
28,65461920,7690.125,5499.607256453738
28,65461980,7563.3251953125,5437.1988272767885
28,65462040,7373.9501953125,5348.183101643268
28,65462100,7181.625,5234.143563352975
28,65462160,6967.625,5105.156868461736
28,65462220,6773.5,4970.016145643597
28,65462280,6580.1748046875,4833.3250899658
28,65462340,6361.47509765625,4700.205657250071
28,65462400,6173.72509765625,4573.461447793534
28,65462460,5970.97509765625,4455.274231100707
28,65462520,5769.85009765625,4347.751011546656
28,65462580,5574.875,4250.630360469385
28,65462640,5376.9501953125,4162.267227677659
28,65462700,5182.2998046875,4080.87582940144
28,65462760,4974.7998046875,4005.1487942238973
28,65462820,4797.14990234375,3934.5444866461885
28,65462880,4642.3251953125,3868.693463677694
28,65462940,4515.10009765625,3807.7955250054733
28,65463000,4367.375,3752.219764850645
28,65463060,4271.0498046875,3701.388053147361
28,65463120,4155.4248046875,3654.900210867003
28,65463180,4039.89990234375,3612.4634932259205
28,65463240,3949.60009765625,3573.546849884816
28,65463300,3852.425048828125,3537.865979413972
28,65463360,3780.97509765625,3504.598345779013
28,65463420,3724.175048828125,3472.0792556442316
28,65463480,3665.25,3438.967377560691
28,65463540,3616.89990234375,3404.612429698843
28,65463600,3571.375,3368.7359753045284
28,65463660,3526.10009765625,3331.1527164257795
28,65463720,3499.85009765625,3294.8499183657636
28,65463780,3487.35009765625,3262.1085936233303
28,65463840,3474.925048828125,3231.974106362314
28,65463900,3468.699951171875,3203.3510629759626
28,65463960,3461.22509765625,3174.7884144901886
28,65464020,3452.550048828125,3146.153368132769
28,65464080,3433.949951171875,3117.446358925317
28,65464140,3420.35009765625,3087.7418138476037
28,65464200,3409.199951171875,3055.6651483334836
28,65464260,3393.199951171875,3020.898573347389
28,65464320,3380.875,2985.5863011072006
28,65464380,3361.27490234375,2952.231168879229
28,65464440,3333.10009765625,2922.0117284861526
28,65464500,3312.35009765625,2895.078662073219
28,65464560,3272.27490234375,2871.126426072271
28,65464620,3228.824951171875,2849.2654861990113
28,65464680,3186.824951171875,2829.371320959268
28,65464740,3137.89990234375,2811.4942529141563
28,65464800,3096.449951171875,2794.297928618231
28,65464860,3055.22509765625,2776.541840195885
28,65464920,3014.27490234375,2757.398227547743
28,65464980,2986.35009765625,2736.8001241406982
28,65465040,2946.97509765625,2715.6177689974766
28,65465100,2920.5,2694.249595344755
28,65465160,2904.39990234375,2672.3659353163375
28,65465220,2878.10009765625,2649.4675205999383
28,65465280,2843.949951171875,2624.9876494281757
28,65465340,2799.824951171875,2598.4604109075062
28,65465400,2763.85009765625,2569.234581716277
28,65465460,2734.77490234375,2539.857189460929
28,65465520,2716.925048828125,2514.251718584079
28,65465580,2702.5,2494.3732149673683
28,65465640,2689.199951171875,2479.3941178813316
28,65465700,2674.824951171875,2467.825480180955
28,65465760,2650.60009765625,2459.610328779042
28,65465820,2627.574951171875,2454.604039069012
28,65465880,2599.175048828125,2452.745146160217
28,65465940,2569.824951171875,2453.329731802406
28,65466000,2555.75,2455.4164805286323
28,65466060,2548.14990234375,2458.2207521997707
28,65466120,2536.324951171875,2462.1009549294913
28,65466180,2496.64990234375,2467.537453073133
28,65466240,2393.925048828125,2474.246823793376
28,65466300,2291.02490234375,2481.926551509766
28,65466360,2268.425048828125,2489.445335509884
28,65466420,2318.875,2494.1701853874624
28,65466480,2377.074951171875,2493.737263270391
28,65466540,2393.85009765625,2488.801949663212
28,65466600,2379.14990234375,2480.685080594756
28,65466660,2365.60009765625,2469.2904964675035
28,65466720,2348.89990234375,2454.459536757067
28,65466780,2335.39990234375,2435.8443471261216
28,65466840,2324.0,2413.0257133015302
28,65466900,2319.85009765625,2387.7218609969195
28,65466960,2323.97509765625,2363.067612301195
28,65467020,2331.25,2340.3610605268386
28,65467080,2325.02490234375,2320.2849793029673
28,65467140,2322.949951171875,2302.050646406864
28,65467200,2319.85009765625,2282.0913355046478
28,65467260,2308.47509765625,2256.8712643355275
28,65467320,2313.64990234375,2228.3523364813136
28,65467380,2308.5,2202.06532532443
28,65467440,2300.27490234375,2180.025822874666
28,65467500,2302.324951171875,2161.887823433978
28,65467560,2300.27490234375,2147.3180705845234
28,65467620,2282.75,2136.0316045031154
28,65467680,2263.324951171875,2127.779418246406
28,65467740,2240.875,2122.3406412757713
28,65467800,2227.675048828125,2119.282334139004
28,65467860,2231.72509765625,2117.6493999454515
28,65467920,2251.074951171875,2116.263786319929
28,65467980,2258.199951171875,2114.013424888286
28,65468040,2238.85009765625,2109.975319426061
28,65468100,2199.324951171875,2103.7697588164065
28,65468160,2161.125,2095.303989836983
28,65468220,2133.175048828125,2084.420024619268
28,65468280,2112.324951171875,2070.9960713072696
28,65468340,2089.60009765625,2054.9382569074096
28,65468400,2066.02490234375,2036.1168570740774
28,65468460,2034.75,2014.349780040443
28,65468520,2001.0250244140625,1989.3716131501978
28,65468580,1967.9749755859375,1960.7637263263232
28,65468640,1944.5999755859375,1927.680975865061
28,65468700,1923.7750244140625,1888.7379004115755
28,65468760,1889.6500244140625,1843.717187510407
28,65468820,1852.0999755859375,1794.2294840310935
28,65468880,1802.9000244140625,1741.9853124108624
28,65468940,1763.625,1689.424981011908
28,65469000,1736.5250244140625,1638.2044518333985
28,65469060,1718.9000244140625,1588.1557407234843
28,65469120,1708.324951171875,1539.4636869566932
28,65469180,1702.4749755859375,1492.3532942366219
28,65469240,1700.175048828125,1446.7727696527734
28,65469300,1693.1500244140625,1402.6720181388876
28,65469360,1676.875,1360.002586807162
28,65469420,1643.3499755859375,1318.7176111075732
28,65469480,1588.425048828125,1278.7717627524603
28,65469540,1515.125,1240.1211993484967
28,65469600,1444.2249755859375,1202.7235156800634
28,65469660,1400.625,1166.5376965898868
28,65469720,1389.7750244140625,1131.5240714045663
28,65469780,1396.25,1097.644269854342
28,65469840,1400.5999755859375,1064.8611794381106
28,65469900,1399.5,1032.0416371151937
28,65469960,1393.0250244140625,1001.3814336742385
28,65470020,1386.5250244140625,970.7021652799327
28,65470080,1378.949951171875,942.0253179782521
28,65470140,1369.2750244140625,914.2748993152766
28,65470200,1361.75,885.0889026183038
28,65470260,1348.925048828125,858.7357711118343
28,65470320,1315.949951171875,833.4804043418865
28,65470380,1263.449951171875,808.3792997230275
28,65470440,1210.675048828125,780.0299178536719
28,65470500,1174.9749755859375,755.2553390527783
28,65470560,1158.75,733.145017152033
28,65470620,1159.800048828125,711.202070927699
28,65470680,1161.7750244140625,703.561398525325
28,65470740,1164.8499755859375,696.4903144163791
28,65470800,1173.949951171875,689.5809980592952
28,65470860,1200.4749755859375,682.8284525326374
28,65470920,1228.1500244140625,676.2278434039426
28,65470980,1228.125,669.7744934081037
28,65471040,1219.875,666.0376032911313
28,65471100,1198.3499755859375,664.0190794504188
28,65471160,1165.8499755859375,665.2614772335169
28,65471220,1137.6500244140625,671.0416088439417
28,65471280,1127.675048828125,680.4166170281723
28,65471340,1115.699951171875,693.9033486895262
28,65471400,1113.699951171875,713.3308765962489
28,65471460,1116.699951171875,740.1596744070425
28,65471520,1142.675048828125,776.9056060468477
28,65471580,1195.3499755859375,821.0592285632124
28,65471640,1249.9000244140625,872.207586421018
28,65471700,1291.699951171875,927.8646131478054
28,65471760,1307.4749755859375,986.8803770972427
28,65471820,1318.050048828125,1048.2668327989945
28,65471880,1321.2249755859375,1111.4113320752758
28,65471940,1335.0250244140625,1175.8767425132241
28,65472000,1336.125,1241.306990822171
28,65472060,1366.074951171875,1307.0313251989182
28,65472120,1402.800048828125,1372.0574113655748
28,65472180,1436.574951171875,1435.7979821391377
28,65472240,1464.0250244140625,1497.7504133876594
28,65472300,1517.4000244140625,1556.9058729838066
28,65472360,1620.4749755859375,1611.8917555557273
28,65472420,1730.699951171875,1661.134374715847
28,65472480,1798.0999755859375,1703.1873345777626
28,65472540,1842.449951171875,1736.9203956742724
28,65472600,1912.824951171875,1762.6912236064995
