event_id,pairs,mae_m3s,rmse_m3s,nse,observed_peak_m3s,simulated_peak_m3s,peak_lag_hours,peak_relative_error
28,209,494.28016554289815,767.3497274729467,0.8150431589968925,7886.72509765625,5553.454556816453,1.0,0.29584783442409956
