station_code,rating_curve_id,rating_curve_segment_id,segment_number,valid_from,valid_to,consistency_level,stage_min_cm,stage_max_cm,coefficient_a,coefficient_h0,coefficient_h0_cm,coefficient_h0_m,coefficient_n,n_segments_reported,curve_type,equation_type,table_stage_step_cm,measurement_datetime,source,source_route,downloaded_at,processed_at
86510000,86510000__19551125000000__19590621000000__2,86510000__19551125000000__19590621000000__2__03_04__259__503__1__1__NA__88_9413__0_13__1_67,3,1955-11-25,1959-06-21,2,259.0,503.0,88.9413,0.13,0.13,0.0013,1.67,4,1,1,,1955-11-25,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19551125000000__19590621000000__2,86510000__19551125000000__19590621000000__2__04_04__503__2150__1__1__NA__30_6115__2_44__1_85,4,1955-11-25,1959-06-21,2,503.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,4,1,1,,1955-11-25,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19590622000000__19710316000000__2,86510000__19590622000000__19710316000000__2__01_04__70__180__1__1__NA__70__0_36__2_2,1,1959-06-22,1971-03-16,2,70.0,180.0,70.0,0.36,0.36,0.0036,2.2,4,1,1,,1959-06-22,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19590622000000__19710316000000__2,86510000__19590622000000__19710316000000__2__02_04__180__295__1__1__NA__99__0_47__1_59,2,1959-06-22,1971-03-16,2,180.0,295.0,99.0,0.47,0.47,0.004699999999999999,1.59,4,1,1,,1959-06-22,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19590622000000__19710316000000__2,86510000__19590622000000__19710316000000__2__03_04__295__579__1__1__NA__99_6712__0_55__1_642,3,1959-06-22,1971-03-16,2,295.0,579.0,99.6712,0.55,0.55,0.0055000000000000005,1.642,4,1,1,,1959-06-22,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19590622000000__19710316000000__2,86510000__19590622000000__19710316000000__2__04_04__579__2150__1__1__NA__30_6115__2_44__1_85,4,1959-06-22,1971-03-16,2,579.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,4,1,1,,1959-06-22,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19710317000000__19800823000000__2,86510000__19710317000000__19800823000000__2__01_04__40__121__1__1__NA__77__0_26__1_563,1,1971-03-17,1980-08-23,2,40.0,121.0,77.0,0.26,0.26,0.0026,1.563,4,1,1,,1971-03-17,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19710317000000__19800823000000__2,86510000__19710317000000__19800823000000__2__02_04__121__299__1__1__NA__94_7077__0_36__1_75,2,1971-03-17,1980-08-23,2,121.0,299.0,94.7077,0.36,0.36,0.0036,1.75,4,1,1,,1971-03-17,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19710317000000__19800823000000__2,86510000__19710317000000__19800823000000__2__03_04__299__503__1__1__NA__88_9413__0_13__1_67,3,1971-03-17,1980-08-23,2,299.0,503.0,88.9413,0.13,0.13,0.0013,1.67,4,1,1,,1971-03-17,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19710317000000__19800823000000__2,86510000__19710317000000__19800823000000__2__04_04__503__2150__1__1__NA__30_6115__2_44__1_85,4,1971-03-17,1980-08-23,2,503.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,4,1,1,,1971-03-17,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19800824000000__19850812000000__2,86510000__19800824000000__19850812000000__2__01_05__50__85__1__1__NA__67_7591__0_07__1_612,1,1980-08-24,1985-08-12,2,50.0,85.0,67.7591,0.07,0.07,0.0007000000000000001,1.612,5,1,1,,1980-08-24,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19800824000000__19850812000000__2,86510000__19800824000000__19850812000000__2__02_05__85__240__1__1__NA__58_6174__0_03__1_994,2,1980-08-24,1985-08-12,2,85.0,240.0,58.6174,-0.03,-0.03,-0.0003,1.994,5,1,1,,1980-08-24,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19800824000000__19850812000000__2,86510000__19800824000000__19850812000000__2__03_05__240__751__1__1__NA__88_9413__0_13__1_65,3,1980-08-24,1985-08-12,2,240.0,751.0,88.9413,0.13,0.13,0.0013,1.65,5,1,1,,1980-08-24,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19800824000000__19850812000000__2,86510000__19800824000000__19850812000000__2__04_05__751__1334__1__1__NA__79_6809__1_83__1_525,4,1980-08-24,1985-08-12,2,751.0,1334.0,79.6809,-1.83,-1.83,-0.0183,1.525,5,1,1,,1980-08-24,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19800824000000__19850812000000__2,86510000__19800824000000__19850812000000__2__05_05__1334__2150__1__1__NA__30_6115__2_44__1_85,5,1980-08-24,1985-08-12,2,1334.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,5,1,1,,1980-08-24,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19850813000000__19920527000000__2,86510000__19850813000000__19920527000000__2__01_05__50__126__1__1__NA__104__0_23__1_57,1,1985-08-13,1992-05-27,2,50.0,126.0,104.0,0.23,0.23,0.0023,1.57,5,1,1,,1985-08-13,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19850813000000__19920527000000__2,86510000__19850813000000__19920527000000__2__02_05__126__293__1__1__NA__129__0_36__1_6,2,1985-08-13,1992-05-27,2,126.0,293.0,129.0,0.36,0.36,0.0036,1.6,5,1,1,,1985-08-13,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19850813000000__19920527000000__2,86510000__19850813000000__19920527000000__2__03_05__293__650__1__1__NA__110_4673__0_01__1_554,3,1985-08-13,1992-05-27,2,293.0,650.0,110.4673,0.01,0.01,0.0001,1.554,5,1,1,,1985-08-13,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19850813000000__19920527000000__2,86510000__19850813000000__19920527000000__2__04_05__650__1334__1__1__NA__79_6809__1_83__1_525,4,1985-08-13,1992-05-27,2,650.0,1334.0,79.6809,-1.83,-1.83,-0.0183,1.525,5,1,1,,1985-08-13,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19850813000000__19920527000000__2,86510000__19850813000000__19920527000000__2__05_05__1334__2150__1__1__NA__30_6115__2_44__1_85,5,1985-08-13,1992-05-27,2,1334.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,5,1,1,,1985-08-13,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19920528000000__19970804000000__2,86510000__19920528000000__19970804000000__2__01_04__70__98__1__1__NA__80_5777__0_31__1_411,1,1992-05-28,1997-08-04,2,70.0,98.0,80.5777,0.31,0.31,0.0031,1.411,4,1,1,,1992-05-28,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19920528000000__19970804000000__2,86510000__19920528000000__19970804000000__2__02_04__98__239__1__1__NA__95_7033__0_33__1_7,2,1992-05-28,1997-08-04,2,98.0,239.0,95.7033,0.33,0.33,0.0033,1.7,4,1,1,,1992-05-28,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19920528000000__19970804000000__2,86510000__19920528000000__19970804000000__2__03_04__239__431__1__1__NA__94_7077__0_36__1_75,3,1992-05-28,1997-08-04,2,239.0,431.0,94.7077,0.36,0.36,0.0036,1.75,4,1,1,,1992-05-28,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19920528000000__19970804000000__2,86510000__19920528000000__19970804000000__2__04_04__431__2150__1__1__NA__30_6115__2_44__1_85,4,1992-05-28,1997-08-04,2,431.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,4,1,1,,1992-05-28,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19970805000000__19980917000000__2,86510000__19970805000000__19980917000000__2__01_04__120__154__1__1__NA__123_8894__0_33__1_6,1,1997-08-05,1998-09-17,2,120.0,154.0,123.8894,0.33,0.33,0.0033,1.6,4,1,1,,1997-08-05,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19970805000000__19980917000000__2,86510000__19970805000000__19980917000000__2__02_04__154__293__1__1__NA__129__0_36__1_6,2,1997-08-05,1998-09-17,2,154.0,293.0,129.0,0.36,0.36,0.0036,1.6,4,1,1,,1997-08-05,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19970805000000__19980917000000__2,86510000__19970805000000__19980917000000__2__03_04__293__413__1__1__NA__110_4673__0_01__1_554,3,1997-08-05,1998-09-17,2,293.0,413.0,110.4673,0.01,0.01,0.0001,1.554,4,1,1,,1997-08-05,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19970805000000__19980917000000__2,86510000__19970805000000__19980917000000__2__04_04__413__2150__1__1__NA__30_6115__2_44__1_85,4,1997-08-05,1998-09-17,2,413.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,4,1,1,,1997-08-05,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19980918000000__20010930000000__2,86510000__19980918000000__20010930000000__2__01_04__50__107__1__1__NA__98__0_37__1_25,1,1998-09-18,2001-09-30,2,50.0,107.0,98.0,0.37,0.37,0.0037,1.25,4,1,1,,1998-09-18,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19980918000000__20010930000000__2,86510000__19980918000000__20010930000000__2__02_04__107__181__1__1__NA__98__0_3__1_7,2,1998-09-18,2001-09-30,2,107.0,181.0,98.0,0.3,0.3,0.003,1.7,4,1,1,,1998-09-18,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19980918000000__20010930000000__2,86510000__19980918000000__20010930000000__2__03_04__181__409__1__1__NA__58_5287__0_03__1_994,3,1998-09-18,2001-09-30,2,181.0,409.0,58.5287,-0.03,-0.03,-0.0003,1.994,4,1,1,,1998-09-18,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__19980918000000__20010930000000__2,86510000__19980918000000__20010930000000__2__04_04__409__2150__1__1__NA__30_6115__2_44__1_85,4,1998-09-18,2001-09-30,2,409.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,4,1,1,,1998-09-18,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20011001000000__20130825000000__2,86510000__20011001000000__20130825000000__2__01_04__50__141__1__1__NA__76__0_26__1_563,1,2001-10-01,2013-08-25,2,50.0,141.0,76.0,0.26,0.26,0.0026,1.563,4,1,1,,2001-10-01,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20011001000000__20130825000000__2,86510000__20011001000000__20130825000000__2__02_04__141__720__1__1__NA__99_6712__0_44__1_639,2,2001-10-01,2013-08-25,2,141.0,720.0,99.6712,0.44,0.44,0.0044,1.639,4,1,1,,2001-10-01,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20011001000000__20130825000000__2,86510000__20011001000000__20130825000000__2__03_04__720__1334__1__1__NA__79_6809__1_83__1_525,3,2001-10-01,2013-08-25,2,720.0,1334.0,79.6809,-1.83,-1.83,-0.0183,1.525,4,1,1,,2001-10-01,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20011001000000__20130825000000__2,86510000__20011001000000__20130825000000__2__04_04__1334__2150__1__1__NA__30_6115__2_44__1_85,4,2001-10-01,2013-08-25,2,1334.0,2150.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,4,1,1,,2001-10-01,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20130826000000__20230905000000__2,86510000__20130826000000__20230905000000__2__01_03__40__243__1__1__NA__43_4343__0_07__2_1,1,2013-08-26,2023-09-05,2,40.0,243.0,43.4343,-0.07,-0.07,-0.0007000000000000001,2.1,3,1,1,,2013-08-26,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20130826000000__20230905000000__2,86510000__20130826000000__20230905000000__2__02_03__243__522__1__1__NA__115_1786__0_62__1_6,2,2013-08-26,2023-09-05,2,243.0,522.0,115.1786,0.62,0.62,0.0062,1.6,3,1,1,,2013-08-26,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20130826000000__20230905000000__2,86510000__20130826000000__20230905000000__2__03_03__522__2650__1__1__NA__30_6115__2_44__1_85,3,2013-08-26,2023-09-05,2,522.0,2650.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,3,1,1,,2013-08-26,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20230906000000__20231231000000__2,86510000__20230906000000__20231231000000__2__01_02__170__599__1__1__NA__134_9935__0_83__1_461,1,2023-09-06,2023-12-31,2,170.0,599.0,134.9935,0.83,0.83,0.0083,1.461,2,1,1,,2023-09-06,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20230906000000__20231231000000__2,86510000__20230906000000__20231231000000__2__02_02__599__2650__1__1__NA__31_3809__2_05__1_85,2,2023-09-06,2023-12-31,2,599.0,2650.0,31.3809,-2.05,-2.05,-0.020499999999999997,1.85,2,1,1,,2023-09-06,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.186131001,2026-06-14 11:17:27.276710033
86510000,86510000__20240101000000__20261231000000__1,86510000__20240101000000__20261231000000__1__01_03__35__304__1__1__NA__81_4993__0_34__1_599,1,2024-01-01,2026-12-31,1,35.0,304.0,81.4993,0.34,0.34,0.0034000000000000002,1.599,3,1,1,,2024-01-01,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.620452881,2026-06-14 11:17:27.276710033
86510000,86510000__20240101000000__20261231000000__1,86510000__20240101000000__20261231000000__1__02_03__304__717__1__1__NA__97_2623__0_64__1_615,2,2024-01-01,2026-12-31,1,304.0,717.0,97.2623,0.64,0.64,0.0064,1.615,3,1,1,,2024-01-01,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.620452881,2026-06-14 11:17:27.276710033
86510000,86510000__20240101000000__20261231000000__1,86510000__20240101000000__20261231000000__1__03_03__717__2661__1__1__NA__30_6115__2_44__1_85,3,2024-01-01,2026-12-31,1,717.0,2661.0,30.6115,-2.44,-2.44,-0.024399999999999998,1.85,3,1,1,,2024-01-01,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,/EstacoesTelemetricas/HidroSerieCurvaDescarga/v1,2026-06-06 15:13:00.620452881,2026-06-14 11:17:27.276710033
