station_code,measurement_datetime,measurement_date,consistency_level,stage_cm,discharge_m3s,wetted_area_m2,width_m,mean_depth_m,mean_velocity_ms,source,source_route,downloaded_at,processed_at
86510000,1958-09-04 07:00:00,1958-09-04,2,210.0,261.0,426.3,164.8,2.59,0.612,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:14:57.284977913,2026-06-14 10:36:12.061599016
86510000,1961-08-11 07:00:00,1961-08-11,2,155.0,113.0,322.7,163.0,1.98,0.349,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:14:59.263895988,2026-06-14 10:36:12.061599016
86510000,1961-08-12 07:00:00,1961-08-12,2,152.0,113.0,325.9,162.8,2.0,0.346,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:14:59.263895988,2026-06-14 10:36:12.061599016
86510000,1964-05-28 07:00:00,1964-05-28,1,126.0,29.9,288.8,164.0,1.76,0.104,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:01.557255030,2026-06-14 10:36:12.061599016
86510000,1964-07-14 07:00:00,1964-07-14,2,187.0,171.0,276.2,165.9,2.27,0.455,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:01.557255030,2026-06-14 10:36:12.061599016
86510000,1964-07-15 07:00:00,1964-07-15,2,180.0,156.0,366.8,165.3,2.22,0.425,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:01.557255030,2026-06-14 10:36:12.061599016
86510000,1964-10-06 07:00:00,1964-10-06,2,182.0,168.0,367.3,165.7,2.22,0.458,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:01.557255030,2026-06-14 10:36:12.061599016
86510000,1967-11-27 07:00:00,1967-11-27,2,126.0,54.9,280.9,162.7,1.73,0.195,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:03.566097975,2026-06-14 10:36:12.061599016
86510000,1967-11-29 07:00:00,1967-11-29,2,177.0,131.0,359.9,166.1,2.17,0.364,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:03.566097975,2026-06-14 10:36:12.061599016
86510000,1967-11-30 07:00:00,1967-11-30,2,229.0,256.0,455.0,168.5,2.7,0.563,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:03.566097975,2026-06-14 10:36:12.061599016
86510000,1968-11-26 07:00:00,1968-11-26,2,144.0,87.1,310.7,163.9,1.9,0.28,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:04.194293022,2026-06-14 10:36:12.061599016
86510000,1969-05-20 07:00:00,1969-05-20,2,141.0,73.3,306.0,163.85,1.86,0.239,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:05.208849907,2026-06-14 10:36:12.061599016
86510000,1971-04-28 07:00:00,1971-04-28,2,206.0,234.0,407.5,166.0,2.45,0.574,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1971-05-18 07:00:00,1971-05-18,2,220.0,252.0,431.2,166.9,2.58,0.584,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1971-06-20 07:00:00,1971-06-20,2,170.0,158.0,359.2,165.2,2.17,0.438,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1971-08-11 07:00:00,1971-08-11,2,515.0,1553.0,966.2,193.0,5.0,1.608,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1971-09-09 07:00:00,1971-09-09,2,188.0,181.0,363.4,160.0,2.27,0.5,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1971-10-13 07:00:00,1971-10-13,2,198.0,198.0,367.2,160.0,2.3,0.54,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1971-11-09 07:00:00,1971-11-09,2,118.0,63.0,252.9,156.0,1.62,0.249,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1971-12-06 07:00:00,1971-12-06,2,115.0,60.0,244.0,155.0,1.57,0.245,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1972-01-11 07:00:00,1972-01-11,2,190.0,200.0,372.1,165.3,2.25,0.537,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:06.641973972,2026-06-14 10:36:12.061599016
86510000,1972-02-08 07:00:00,1972-02-08,2,118.0,63.1,258.2,156.0,1.65,0.244,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-03-07 07:00:00,1972-03-07,2,178.0,169.0,360.4,160.0,2.25,0.468,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-04-11 07:00:00,1972-04-11,2,169.0,144.0,337.0,159.0,2.11,0.427,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-06-17 07:00:00,1972-06-17,2,295.0,481.0,534.9,162.7,3.28,0.898,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-07-18 07:00:00,1972-07-18,2,228.0,284.0,430.3,161.0,2.67,0.659,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-08-10 07:00:00,1972-08-10,2,268.0,396.0,491.0,162.0,3.03,0.8,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-10-12 07:00:00,1972-10-12,2,194.0,200.0,379.0,161.0,2.35,0.53,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-11-08 07:00:00,1972-11-08,2,229.0,298.0,431.0,161.0,2.67,0.69,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1972-12-14 07:00:00,1972-12-14,2,191.0,206.0,368.0,160.0,2.29,0.56,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1973-01-18 07:00:00,1973-01-18,2,278.0,483.0,498.0,162.0,3.07,0.97,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:07.358015060,2026-06-14 10:36:12.061599016
86510000,1973-02-15 07:00:00,1973-02-15,2,271.0,453.0,502.0,160.0,3.14,0.9,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1973-03-26 07:00:00,1973-03-26,2,145.0,112.0,301.0,158.0,1.9,0.37,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1973-04-10 07:00:00,1973-04-10,2,134.0,90.8,271.0,157.7,1.72,0.33,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1973-05-22 07:00:00,1973-05-22,2,580.0,1595.0,1015.0,168.0,6.04,1.57,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1973-06-15 07:00:00,1973-06-15,2,164.0,136.0,337.0,165.0,2.04,0.4,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1973-07-05 07:00:00,1973-07-05,2,306.0,531.0,563.0,168.0,3.35,0.94,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1973-08-17 07:00:00,1973-08-17,2,341.0,694.0,626.0,169.0,3.7,1.11,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1973-09-16 07:00:00,1973-09-16,2,327.0,613.0,605.0,169.0,3.58,1.01,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1974-01-15 07:00:00,1974-01-15,2,143.0,112.0,303.6,163.0,1.86,0.371,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:08.008724928,2026-06-14 10:36:12.061599016
86510000,1974-02-16 07:00:00,1974-02-16,2,175.0,184.0,351.3,165.7,2.11,0.524,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-03-13 07:00:00,1974-03-13,2,309.0,561.0,563.6,168.0,3.35,0.996,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-04-17 07:00:00,1974-04-17,2,123.0,75.1,279.5,162.5,1.72,0.268,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-05-07 07:00:00,1974-05-07,2,106.0,54.8,241.9,160.0,1.51,0.226,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-06-19 07:00:00,1974-06-19,2,497.0,1230.0,878.7,171.0,5.13,1.4,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-07-17 07:00:00,1974-07-17,2,151.0,129.0,313.1,164.0,1.9,0.414,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-08-14 07:00:00,1974-08-14,2,139.0,109.0,300.9,162.0,1.85,0.363,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-09-09 07:00:00,1974-09-09,2,168.0,158.0,342.4,164.0,2.08,0.464,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-10-14 07:00:00,1974-10-14,2,99.0,47.2,225.2,160.0,1.4,0.209,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-11-18 07:00:00,1974-11-18,2,136.0,101.0,292.2,162.0,1.8,0.34,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1974-12-13 07:00:00,1974-12-13,2,159.0,142.0,331.4,164.0,2.02,0.42,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1975-01-07 07:00:00,1975-01-07,2,100.0,51.9,236.2,159.0,1.48,0.21,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.088918924,2026-06-14 10:36:12.061599016
86510000,1975-02-13 07:00:00,1975-02-13,2,153.0,142.0,320.7,164.0,1.95,0.43,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-03-11 07:00:00,1975-03-11,2,138.0,109.0,299.4,164.0,2.01,0.366,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-04-11 07:00:00,1975-04-11,2,121.0,77.1,270.7,160.0,1.69,0.285,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-04-15 07:00:00,1975-04-15,2,113.0,68.1,256.2,159.5,1.6,0.266,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-04-23 07:00:00,1975-04-23,2,104.0,55.6,236.6,157.0,1.5,0.235,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-05-21 07:00:00,1975-05-21,2,135.0,97.9,290.0,162.0,1.79,0.34,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-06-19 07:00:00,1975-06-19,2,184.0,198.0,365.9,164.0,2.23,0.542,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-07-11 07:00:00,1975-07-11,2,176.0,190.0,358.9,166.0,2.16,0.528,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-08-08 07:00:00,1975-08-08,2,239.0,359.0,469.1,167.0,2.8,0.764,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-08-12 07:00:00,1975-08-12,2,557.0,1362.0,926.4,170.0,5.44,1.47,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-08-13 07:00:00,1975-08-13,2,433.0,978.0,770.0,169.0,4.55,1.269,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-08-14 07:00:00,1975-08-14,2,396.0,813.0,703.0,168.5,4.17,1.156,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-09-16 07:00:00,1975-09-16,2,584.0,1567.0,1033.0,174.0,5.93,1.517,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-09-17 07:00:00,1975-09-17,2,428.0,959.0,760.6,170.0,4.47,1.26,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-09-18 07:00:00,1975-09-18,2,375.0,773.0,673.2,169.0,3.98,1.147,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-10-10 07:00:00,1975-10-10,2,228.0,314.0,438.5,168.0,2.6,0.716,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1975-12-16 07:00:00,1975-12-16,2,248.0,368.0,449.0,168.0,2.67,0.82,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1976-01-16 07:00:00,1976-01-16,2,337.0,712.0,632.9,169.0,3.74,1.125,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:09.736068010,2026-06-14 10:36:12.061599016
86510000,1976-09-24 07:00:00,1976-09-24,2,157.0,130.0,311.6,165.0,1.88,0.416,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:10.443743944,2026-06-14 10:36:12.061599016
86510000,1977-01-14 07:00:00,1977-01-14,2,192.0,213.0,374.5,166.0,2.25,0.568,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:10.443743944,2026-06-14 10:36:12.061599016
86510000,1977-03-23 07:00:00,1977-03-23,2,156.0,135.0,320.0,165.0,1.94,0.422,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:11.180078983,2026-06-14 10:36:12.061599016
86510000,1977-05-18 07:00:00,1977-05-18,2,131.0,84.2,271.6,162.5,1.67,0.31,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:11.180078983,2026-06-14 10:36:12.061599016
86510000,1977-07-20 07:00:00,1977-07-20,2,265.0,412.0,497.0,167.0,2.98,0.83,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:11.180078983,2026-06-14 10:36:12.061599016
86510000,1977-09-13 07:00:00,1977-09-13,2,202.0,219.0,384.0,166.0,2.31,0.57,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:11.180078983,2026-06-14 10:36:12.061599016
86510000,1977-11-14 07:00:00,1977-11-14,2,207.0,242.0,387.0,166.5,2.32,0.63,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:11.180078983,2026-06-14 10:36:12.061599016
86510000,1978-01-26 07:00:00,1978-01-26,2,200.0,227.0,390.0,167.0,2.33,0.581,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:11.180078983,2026-06-14 10:36:12.061599016
86510000,1978-05-30 07:00:00,1978-05-30,2,56.0,11.6,146.0,151.0,0.97,0.079,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.116283894,2026-06-14 10:36:12.061599016
86510000,1978-06-16 07:00:00,1978-06-16,2,71.0,21.4,176.0,155.0,1.13,0.122,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.116283894,2026-06-14 10:36:12.061599016
86510000,1978-08-16 07:00:00,1978-08-16,2,335.0,641.0,615.0,169.0,3.64,1.041,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.116283894,2026-06-14 10:36:12.061599016
86510000,1979-03-24 07:00:00,1979-03-24,2,94.0,50.0,234.0,158.0,1.48,0.214,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.797055960,2026-06-14 10:36:12.061599016
86510000,1979-05-10 07:00:00,1979-05-10,2,214.0,279.0,423.0,167.0,2.53,0.66,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.797055960,2026-06-14 10:36:12.061599016
86510000,1979-07-18 07:00:00,1979-07-18,2,200.0,238.0,411.0,166.0,2.48,0.578,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.797055960,2026-06-14 10:36:12.061599016
86510000,1979-09-20 07:00:00,1979-09-20,2,130.0,89.6,285.0,163.0,1.75,0.314,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.797055960,2026-06-14 10:36:12.061599016
86510000,1979-11-12 07:00:00,1979-11-12,2,348.0,654.0,644.0,168.0,3.83,1.015,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.797055960,2026-06-14 10:36:12.061599016
86510000,1980-01-16 07:00:00,1980-01-16,2,146.0,116.0,312.0,162.0,1.92,0.371,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:12.797055960,2026-06-14 10:36:12.061599016
86510000,1981-01-15 07:00:00,1981-01-15,2,264.0,437.0,511.0,166.0,3.08,0.854,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:13.982466936,2026-06-14 10:36:12.061599016
86510000,1981-04-14 07:00:00,1981-04-14,2,90.0,51.8,227.0,160.0,1.41,0.228,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:14.935297012,2026-06-14 10:36:12.061599016
86510000,1981-07-14 07:00:00,1981-07-14,2,105.0,54.9,247.0,160.0,1.54,0.222,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:14.935297012,2026-06-14 10:36:12.061599016
86510000,1981-08-15 07:00:00,1981-08-15,2,197.0,241.0,401.0,166.0,2.41,0.601,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:14.935297012,2026-06-14 10:36:12.061599016
86510000,1981-10-15 07:00:00,1981-10-15,2,196.0,242.0,399.0,166.0,2.4,0.607,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:14.935297012,2026-06-14 10:36:12.061599016
86510000,1982-02-11 07:00:00,1982-02-11,2,84.0,43.9,218.0,159.0,1.37,0.201,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:16.133760929,2026-06-14 10:36:12.061599016
86510000,1982-04-22 07:00:00,1982-04-22,2,52.0,18.7,165.0,154.0,1.07,0.113,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:16.133760929,2026-06-14 10:36:12.061599016
86510000,1982-06-30 07:00:00,1982-06-30,2,681.0,2160.0,1190.0,175.0,6.8,1.815,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:16.133760929,2026-06-14 10:36:12.061599016
86510000,1982-08-17 07:00:00,1982-08-17,2,388.0,756.0,707.0,168.0,4.21,1.07,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:15:16.133760929,2026-06-14 10:36:12.061599016
