station_code,measurement_datetime,measurement_date,consistency_level,stage_cm,discharge_m3s,wetted_area_m2,width_m,mean_depth_m,mean_velocity_ms,source,source_route,downloaded_at,processed_at
86472000,2017-06-05 11:39:00,2017-06-05,2,898.0,2050.0,1100.0,134.0,8.22,1.87,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:39.929033041,2026-06-14 10:36:12.061599016
86472000,2017-09-06 11:29:00,2017-09-06,2,221.0,33.3,354.0,97.3,3.63,0.094,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:39.929033041,2026-06-14 10:36:12.061599016
86472000,2017-12-13 11:00:00,2017-12-13,2,241.0,63.4,369.0,96.1,3.84,0.172,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:39.929033041,2026-06-14 10:36:12.061599016
86472000,2017-12-13 11:19:00,2017-12-13,2,250.0,74.3,376.0,96.2,3.91,0.197,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:39.929033041,2026-06-14 10:36:12.061599016
86472000,2018-04-19 10:55:00,2018-04-19,2,227.0,38.9,363.0,97.6,3.72,0.107,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:39.929033041,2026-06-14 10:36:12.061599016
86472000,2018-06-25 12:51:00,2018-06-25,2,460.0,475.0,604.0,111.0,5.46,0.787,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:40.547746897,2026-06-14 10:36:12.061599016
86472000,2018-08-27 11:19:00,2018-08-27,2,519.0,618.0,655.0,113.0,5.77,0.943,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:40.547746897,2026-06-14 10:36:12.061599016
86472000,2018-11-26 11:38:00,2018-11-26,2,436.0,374.0,574.0,111.0,5.16,0.653,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:40.547746897,2026-06-14 10:36:12.061599016
86472000,2019-04-11 10:44:00,2019-04-11,2,272.0,96.5,402.0,99.5,4.05,0.24,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:40.547746897,2026-06-14 10:36:12.061599016
86472000,2019-06-27 11:39:00,2019-06-27,2,340.0,210.0,467.0,106.0,4.39,0.449,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:41.126822947,2026-06-14 10:36:12.061599016
86472000,2019-10-14 10:56:00,2019-10-14,2,341.0,191.0,463.0,107.0,4.35,0.412,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:41.126822947,2026-06-14 10:36:12.061599016
86472000,2019-12-03 11:36:00,2019-12-03,2,225.0,32.4,350.0,93.8,3.73,0.093,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:41.126822947,2026-06-14 10:36:12.061599016
86472000,2022-01-21 16:33:00,2022-01-21,2,276.0,98.3,402.0,97.2,4.14,0.245,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:42.477405071,2026-06-14 10:36:12.061599016
86472000,2022-01-24 11:20:00,2022-01-24,2,225.0,31.4,360.0,96.0,3.75,0.087,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:42.477405071,2026-06-14 10:36:12.061599016
86472000,2022-03-21 09:36:00,2022-03-21,2,224.0,29.8,355.0,95.0,3.74,0.084,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:42.477405071,2026-06-14 10:36:12.061599016
86472000,2022-06-08 11:27:00,2022-06-08,2,830.0,1710.0,939.0,137.0,6.84,1.82,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.039896965,2026-06-14 10:36:12.061599016
86472000,2022-07-21 15:04:00,2022-07-21,2,427.0,387.0,558.0,107.0,5.21,0.692,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.039896965,2026-06-14 10:36:12.061599016
86472000,2022-08-31 10:19:00,2022-08-31,2,322.0,152.0,428.0,91.5,4.68,0.356,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.039896965,2026-06-14 10:36:12.061599016
86472000,2022-12-01 11:17:00,2022-12-01,2,340.0,209.0,467.0,96.6,4.83,0.447,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.039896965,2026-06-14 10:36:12.061599016
86472000,2023-02-14 10:48:00,2023-02-14,2,224.0,29.8,363.0,95.2,3.82,0.082,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.039896965,2026-06-14 10:36:12.061599016
86472000,2023-05-26 09:46:00,2023-05-26,2,226.0,34.1,364.0,99.3,3.66,0.094,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.039896965,2026-06-14 10:36:12.061599016
86472000,2023-09-09 16:02:00,2023-09-09,2,768.0,1320.0,783.0,148.0,5.28,1.68,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.447065115,2026-06-14 10:36:12.061599016
86472000,2023-10-10 11:22:00,2023-10-10,1,705.0,856.0,815.0,116.49,6.99,1.051,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.447065115,2026-06-14 10:36:12.061599016
86472000,2023-11-10 10:32:00,2023-11-10,1,432.0,389.232,502.133,98.971,5.07,0.775,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.447065115,2026-06-14 10:36:12.061599016
86472000,2024-03-01 15:04:00,2024-03-01,1,397.0,289.622,537.643,109.061,4.93,0.539,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.447065115,2026-06-14 10:36:12.061599016
86472000,2024-10-02 14:29:00,2024-10-02,1,418.0,200.0,499.0,102.19,4.88,0.401,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.856770992,2026-06-14 10:36:12.061599016
86472000,2025-01-14 10:45:00,2025-01-14,1,361.0,151.378,486.499,95.773,5.079,0.311,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.856770992,2026-06-14 10:36:12.061599016
86472000,2025-05-02 10:42:00,2025-05-02,1,270.0,34.047,395.078,93.122,4.242,0.086,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:43.856770992,2026-06-14 10:36:12.061599016
86472000,2025-11-04 11:41:00,2025-11-04,1,331.0,42.494,468.993,94.877,4.943,0.091,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,/EstacoesTelemetricas/HidroSerieResumoDescarga/v1,2026-06-04 21:09:44.468256950,2026-06-14 10:36:12.061599016
